proxy,anchor_date,year,horizon,underlying_log_rv_ratio
EFA,2024-08-05,2024,5,0.1724707012031584
EFA,2024-08-05,2024,22,0.39571961976245923
EFA,2024-08-06,2024,5,0.7779072154568518
EFA,2024-08-06,2024,22,0.54200226450565
EFA,2024-08-07,2024,5,0.7724248396344751
EFA,2024-08-07,2024,22,0.5875422895634249
EFA,2024-08-08,2024,5,0.4710045030982616
EFA,2024-08-08,2024,22,0.4093000210433763
EFA,2024-08-09,2024,5,0.48903859583170856
EFA,2024-08-09,2024,22,0.40610067976534875
EFA,2024-08-12,2024,5,0.7191438989036457
EFA,2024-08-12,2024,22,0.40414585876492265
EFA,2024-08-13,2024,5,0.15500290124955712
EFA,2024-08-13,2024,22,0.28205013079870245
EFA,2024-08-14,2024,5,0.35020828702055207
EFA,2024-08-14,2024,22,0.3194458201681845
EFA,2024-08-15,2024,5,-0.02147223327889153
EFA,2024-08-15,2024,22,0.19191116492802368
EFA,2024-08-16,2024,5,0.4531891816185028
EFA,2024-08-16,2024,22,-0.02762376584438357
EFA,2024-08-19,2024,5,0.1552451960650061
EFA,2024-08-19,2024,22,0.04361976403990562
EFA,2024-08-20,2024,5,0.08691645630494445
EFA,2024-08-20,2024,22,-0.0026586113810516047
EFA,2024-08-21,2024,5,-0.06806341946855285
EFA,2024-08-21,2024,22,-0.034041276471537714
EFA,2024-08-22,2024,5,-0.10863851322962607
EFA,2024-08-22,2024,22,-0.02390526446107243
EFA,2024-08-23,2024,5,-1.9048027987152865
EFA,2024-08-23,2024,22,-0.2560653093374608
EFA,2024-08-26,2024,5,-0.3869976727450817
EFA,2024-08-26,2024,22,0.04592878889222955
EFA,2024-08-27,2024,5,-0.3767604398159822
EFA,2024-08-27,2024,22,0.0690892198700722
EFA,2024-08-28,2024,5,-0.4627237550339344
EFA,2024-08-28,2024,22,0.02441057135564953
EFA,2024-08-29,2024,5,0.32366687499965807
EFA,2024-08-29,2024,22,0.0429506867358794
EFA,2024-08-30,2024,5,0.434732992580436
EFA,2024-08-30,2024,22,0.012822184731868764
EFA,2024-09-03,2024,5,0.0651351732057456
EFA,2024-09-03,2024,22,-0.06498821595286797
EFA,2024-09-04,2024,5,0.0682923890501549
EFA,2024-09-04,2024,22,-0.0858185335904668
EFA,2024-09-05,2024,5,0.21089449743968747
EFA,2024-09-05,2024,22,-0.04736742259788637
EFA,2024-09-06,2024,5,-0.7361971820984715
EFA,2024-09-06,2024,22,-0.26286110273350555
EFA,2024-09-09,2024,5,-0.8773750648573708
EFA,2024-09-09,2024,22,-0.3055106326489147
EFA,2024-09-10,2024,5,-0.883488881560444
EFA,2024-09-10,2024,22,-0.3605188475784543
EFA,2024-09-11,2024,5,-0.9782247948288137
EFA,2024-09-11,2024,22,-0.3281758654383384
EFA,2024-09-12,2024,5,0.06379610866269224
EFA,2024-09-12,2024,22,-0.3456089495498787
EFA,2024-09-13,2024,5,0.23660927142909047
EFA,2024-09-13,2024,22,-0.1709753755811776
EFA,2024-09-16,2024,5,0.14649567887304024
EFA,2024-09-16,2024,22,-0.20510295795941716
EFA,2024-09-17,2024,5,0.15257021807302967
EFA,2024-09-17,2024,22,-0.22466062186433156
EFA,2024-09-18,2024,5,0.14478547887380158
EFA,2024-09-18,2024,22,-0.24627761077560942
EFA,2024-09-19,2024,5,0.3057784453827246
EFA,2024-09-19,2024,22,-0.3936082257368608
EFA,2024-09-20,2024,5,0.20759852571170984
EFA,2024-09-20,2024,22,-0.4397624907847888
EFA,2024-09-23,2024,5,0.14206781141626781
EFA,2024-09-23,2024,22,-0.43882325204018025
EFA,2024-09-24,2024,5,0.15690098464831104
EFA,2024-09-24,2024,22,-0.4603119229631363
EFA,2024-09-25,2024,5,0.10992012254674738
EFA,2024-09-25,2024,22,-0.4774371870430606
EFA,2024-09-26,2024,5,-0.9892993850385899
EFA,2024-09-26,2024,22,-0.8237865205151849
EFA,2024-09-27,2024,5,-1.014669072125023
EFA,2024-09-27,2024,22,-0.8588563687391749
EFA,2024-09-30,2024,5,-0.8959353224520763
EFA,2024-09-30,2024,22,-0.8051537525939416
EFA,2024-10-01,2024,5,-1.1867230091507732
EFA,2024-10-01,2024,22,-0.8263015941304817
EFA,2024-10-02,2024,5,-1.2143334971573527
EFA,2024-10-02,2024,22,-0.8276649373070101
EFA,2024-10-03,2024,5,-2.018327796285253
EFA,2024-10-03,2024,22,-0.91674976167331
EFA,2024-10-04,2024,5,-2.1734049850692494
EFA,2024-10-04,2024,22,-0.8845578912759096
EFA,2024-10-07,2024,5,-2.6521006862742427
EFA,2024-10-07,2024,22,-0.7319503721196687
EFA,2024-10-08,2024,5,-0.5335404802729683
EFA,2024-10-08,2024,22,-0.5374037159575087
EFA,2024-10-09,2024,5,-0.5047288968291458
EFA,2024-10-09,2024,22,-0.3984413136605184
EFA,2024-10-10,2024,5,-0.5104937071527693
EFA,2024-10-10,2024,22,-0.4005324134793499
EFA,2024-10-11,2024,5,-0.5326499812704975
EFA,2024-10-11,2024,22,-0.29346874924535177
EFA,2024-10-14,2024,5,-0.19156559239059315
EFA,2024-10-14,2024,22,-0.26872298666285305
EFA,2024-10-15,2024,5,-0.9263249663196668
EFA,2024-10-15,2024,22,-0.4184024363465732
EFA,2024-10-16,2024,5,-0.5643734858433478
EFA,2024-10-16,2024,22,-0.40483526540659526
EFA,2024-10-17,2024,5,-0.46564654980065684
EFA,2024-10-17,2024,22,-0.38240858567700287
EFA,2024-10-18,2024,5,-0.5533390006806694
EFA,2024-10-18,2024,22,-0.395267871253275
EFA,2024-10-21,2024,5,-0.8325091007858978
EFA,2024-10-21,2024,22,-0.4792617803294149
EFA,2024-10-22,2024,5,-0.8928698600722382
EFA,2024-10-22,2024,22,-0.47732904472015764
EFA,2024-10-23,2024,5,-1.2045552401143091
EFA,2024-10-23,2024,22,-0.5349265508298532
EFA,2024-10-24,2024,5,-1.1653465668624494
EFA,2024-10-24,2024,22,-0.5377482723101842
EFA,2024-10-25,2024,5,-1.1728849242199244
EFA,2024-10-25,2024,22,-0.4850578929675393
EFA,2024-10-28,2024,5,-1.5267075269790407
EFA,2024-10-28,2024,22,-0.36638545123751426
EFA,2024-10-29,2024,5,-0.8472294228856392
EFA,2024-10-29,2024,22,-0.19924819871828173
EFA,2024-10-30,2024,5,-0.14079346434286352
EFA,2024-10-30,2024,22,-0.17235512441083128
EFA,2024-10-31,2024,5,0.28711098681451774
EFA,2024-10-31,2024,22,-0.17720815290932784
EFA,2024-11-01,2024,5,0.593191424564706
EFA,2024-11-01,2024,22,-0.17396312139850892
EFA,2024-11-04,2024,5,0.6512662284507924
EFA,2024-11-04,2024,22,-0.09974901818122994
EFA,2024-11-05,2024,5,0.9160768845222806
EFA,2024-11-05,2024,22,-0.1991577939447322
EFA,2024-11-06,2024,5,0.709968525644596
EFA,2024-11-06,2024,22,-0.36867170824426904
EFA,2024-11-07,2024,5,0.43608056315038474
EFA,2024-11-07,2024,22,-0.44803390331221743
EFA,2024-11-08,2024,5,0.06142354371180595
EFA,2024-11-08,2024,22,-0.6098224777798275
EFA,2024-11-11,2024,5,0.1678764392167045
EFA,2024-11-11,2024,22,-0.49177072488239426
EFA,2024-11-12,2024,5,-1.4840942279378857
EFA,2024-11-12,2024,22,-0.9291528409933185
EFA,2024-11-13,2024,5,-1.8514922424203897
EFA,2024-11-13,2024,22,-0.9308734108068123
EFA,2024-11-14,2024,5,-1.9389670656477334
EFA,2024-11-14,2024,22,-0.9428929453548334
EFA,2024-11-15,2024,5,-1.8900279140428708
EFA,2024-11-15,2024,22,-0.24683154873767713
EFA,2024-11-18,2024,5,-1.9395550973461289
EFA,2024-11-18,2024,22,-0.25418788611147114
EFA,2024-11-19,2024,5,-1.3530809975122853
EFA,2024-11-19,2024,22,-0.15092235763466996
EFA,2024-11-20,2024,5,-1.142266107819722
EFA,2024-11-20,2024,22,-0.14651893268004523
EFA,2024-11-21,2024,5,-0.21138718333447132
EFA,2024-11-21,2024,22,-0.1931862108150267
EFA,2024-11-22,2024,5,-0.2979287817107523
EFA,2024-11-22,2024,22,-0.24750072974068546
EFA,2024-11-25,2024,5,-0.325239427551063
EFA,2024-11-25,2024,22,-0.3148115436282075
EFA,2024-11-26,2024,5,-0.4506042946593811
EFA,2024-11-26,2024,22,-0.3061975506790306
EFA,2024-11-27,2024,5,-0.49786974200215034
EFA,2024-11-27,2024,22,-0.35501171512759905
EFA,2024-11-29,2024,5,-1.819530741737756
EFA,2024-11-29,2024,22,-0.5034785989264297
EFA,2024-12-02,2024,5,-1.9420483524484367
EFA,2024-12-02,2024,22,-0.4938281403178465
EFA,2024-12-03,2024,5,-1.2239547280669454
EFA,2024-12-03,2024,22,-0.3495764079610772
EFA,2024-12-04,2024,5,-0.8928254526786097
EFA,2024-12-04,2024,22,-0.33000763303301106
EFA,2024-12-05,2024,5,-0.5715929206453907
EFA,2024-12-05,2024,22,-0.34268056007887626
EFA,2024-12-06,2024,5,-0.525434552098365
EFA,2024-12-06,2024,22,-0.1411805968829798
EFA,2024-12-09,2024,5,-0.4567732906190441
EFA,2024-12-09,2024,22,-0.1164869846997672
EFA,2024-12-10,2024,5,-0.9121867232139672
EFA,2024-12-10,2024,22,-0.17172633738004617
EFA,2024-12-11,2024,5,0.7430707516383993
EFA,2024-12-11,2024,22,-0.06931294607414205
EFA,2024-12-12,2024,5,0.6434399680344579
EFA,2024-12-12,2024,22,-0.10742557060035735
EFA,2024-12-13,2024,5,0.6379263659668412
EFA,2024-12-13,2024,22,-0.1066250278679385
EFA,2024-12-16,2024,5,0.747618981331972
EFA,2024-12-16,2024,22,0.20795346313345253
EFA,2024-12-17,2024,5,0.7910814013926466
EFA,2024-12-17,2024,22,0.2381172932704678
EFA,2024-12-18,2024,5,-1.1936303599287732
EFA,2024-12-18,2024,22,-0.14627523169380438
EFA,2024-12-19,2024,5,-1.270690520072534
EFA,2024-12-19,2024,22,-0.11794407958603388
EFA,2024-12-20,2024,5,-0.9264958812820245
EFA,2024-12-20,2024,22,-0.12254497942647968
EFA,2024-12-23,2024,5,-1.182098868111251
EFA,2024-12-23,2024,22,0.009175242111263096
EFA,2024-12-24,2024,5,-1.1787614130878303
EFA,2024-12-24,2024,22,0.012149337489016263
EFA,2024-12-26,2024,5,-1.2477602581745288
EFA,2024-12-26,2024,22,0.06640009872878919
EFA,2024-12-27,2024,5,-0.4786936880746073
EFA,2024-12-27,2024,22,0.1392768306098294
EFA,2024-12-30,2024,5,-0.8085316869041258
EFA,2024-12-30,2024,22,0.1811200044968466
EFA,2024-12-31,2024,5,-0.7586955203830161
EFA,2024-12-31,2024,22,0.29969003955391776
EFA,2025-01-02,2025,5,0.2816025114949907
EFA,2025-01-02,2025,22,0.35924825924480897
EFA,2025-01-03,2025,5,0.2596840606740438
EFA,2025-01-03,2025,22,0.3723086590013145
EFA,2025-01-06,2025,5,-0.21245164584367396
EFA,2025-01-06,2025,22,0.15981522634481224
EFA,2025-01-07,2025,5,0.26681827763981336
EFA,2025-01-07,2025,22,0.1835674439529248
EFA,2025-01-08,2025,5,0.31971302112433153
EFA,2025-01-08,2025,22,0.19324761124658152
EFA,2025-01-10,2025,5,-0.36554107172699746
EFA,2025-01-10,2025,22,0.05041687737863087
EFA,2025-01-13,2025,5,0.6424704912600299
EFA,2025-01-13,2025,22,0.1368633329569785
EFA,2025-01-14,2025,5,0.712796622163326
EFA,2025-01-14,2025,22,0.2130822668119598
EFA,2025-01-15,2025,5,0.5451089469797705
EFA,2025-01-15,2025,22,0.14465660647859535
EFA,2025-01-16,2025,5,0.5400710999684413
EFA,2025-01-16,2025,22,0.18231681156780907
EFA,2025-01-17,2025,5,0.5231262008719443
EFA,2025-01-17,2025,22,0.20068030760283184
EFA,2025-01-21,2025,5,-1.002980711086293
EFA,2025-01-21,2025,22,-0.009883864700594833
EFA,2025-01-22,2025,5,-1.0501375435025542
EFA,2025-01-22,2025,22,-0.009150961975349018
EFA,2025-01-23,2025,5,-0.6169390092490897
EFA,2025-01-23,2025,22,0.007532977833966052
EFA,2025-01-24,2025,5,-0.28430375285183995
EFA,2025-01-24,2025,22,-0.005034079835141485
EFA,2025-01-27,2025,5,0.22803448650800823
EFA,2025-01-27,2025,22,0.09858406055227423
EFA,2025-01-28,2025,5,0.4884930503459184
EFA,2025-01-28,2025,22,0.040774141785539536
EFA,2025-01-29,2025,5,0.667884705065522
EFA,2025-01-29,2025,22,0.12773742260159207
EFA,2025-01-30,2025,5,0.4927631733785694
EFA,2025-01-30,2025,22,0.053132702729972836
EFA,2025-01-31,2025,5,0.45459779048166327
EFA,2025-01-31,2025,22,0.30900572223124223
EFA,2025-02-03,2025,5,0.22983181078416187
EFA,2025-02-03,2025,22,0.28401100510168403
EFA,2025-02-04,2025,5,-0.11532928066690876
EFA,2025-02-04,2025,22,0.2641282602374176
EFA,2025-02-05,2025,5,-0.5521077814549256
EFA,2025-02-05,2025,22,0.40925992614233764
EFA,2025-02-06,2025,5,7.517588193036867e-05
EFA,2025-02-06,2025,22,0.467514295854633
EFA,2025-02-07,2025,5,-0.27332224736177324
EFA,2025-02-07,2025,22,0.5016692012126547
EFA,2025-02-10,2025,5,-0.19283805379888475
EFA,2025-02-10,2025,22,0.5566742107560748
EFA,2025-02-11,2025,5,0.11531834623819448
EFA,2025-02-11,2025,22,0.6887633299567683
EFA,2025-02-12,2025,5,0.27000753949079664
EFA,2025-02-12,2025,22,0.863033661818968
EFA,2025-02-13,2025,5,-0.10830997193127734
EFA,2025-02-13,2025,22,0.8199365717920367
EFA,2025-02-14,2025,5,-0.16205678675523028
EFA,2025-02-14,2025,22,0.7768864595077465
EFA,2025-02-18,2025,5,-0.06187990374219865
EFA,2025-02-18,2025,22,0.7556977294225316
EFA,2025-02-19,2025,5,-0.6508115860707607
EFA,2025-02-19,2025,22,0.6871310285402488
EFA,2025-02-20,2025,5,-0.140759075700443
EFA,2025-02-20,2025,22,0.6316453238497359
EFA,2025-02-21,2025,5,-0.31754811973753827
EFA,2025-02-21,2025,22,0.5986651009217576
EFA,2025-02-24,2025,5,0.11474518398175763
EFA,2025-02-24,2025,22,0.6598248119435657
EFA,2025-02-25,2025,5,-0.18722525665308398
EFA,2025-02-25,2025,22,0.6045461679224621
EFA,2025-02-26,2025,5,0.9614973555235484
EFA,2025-02-26,2025,22,0.6292733448543775
EFA,2025-02-27,2025,5,0.9379387257156272
EFA,2025-02-27,2025,22,0.6131702708851888
EFA,2025-02-28,2025,5,1.0654828618829346
EFA,2025-02-28,2025,22,0.6172820044982169
EFA,2025-03-03,2025,5,1.4826603062561903
EFA,2025-03-03,2025,22,0.5803220112412983
EFA,2025-03-04,2025,5,1.4930495526098242
EFA,2025-03-04,2025,22,0.754063230240846
EFA,2025-03-05,2025,5,1.0178303813691068
EFA,2025-03-05,2025,22,1.6411288826708907
EFA,2025-03-06,2025,5,0.9064306768349992
EFA,2025-03-06,2025,22,1.6749240705097939
EFA,2025-03-07,2025,5,1.1586934762214909
EFA,2025-03-07,2025,22,1.6627033613252737
EFA,2025-03-10,2025,5,0.5650420969480731
EFA,2025-03-10,2025,22,2.166558898001888
EFA,2025-03-11,2025,5,0.5443095909533198
EFA,2025-03-11,2025,22,2.1974140385985046
EFA,2025-03-12,2025,5,0.46413727659878856
EFA,2025-03-12,2025,22,2.2406934247302415
EFA,2025-03-13,2025,5,0.5259132858165559
EFA,2025-03-13,2025,22,2.257826072654082
EFA,2025-03-14,2025,5,-0.2826942003121352
EFA,2025-03-14,2025,22,2.222691636498816
EFA,2025-03-17,2025,5,-1.004173685897077
EFA,2025-03-17,2025,22,2.2153065286675115
EFA,2025-03-18,2025,5,-0.8101646082754156
EFA,2025-03-18,2025,22,2.1907284931401145
EFA,2025-03-19,2025,5,-0.07086038619563867
EFA,2025-03-19,2025,22,2.193067202390586
EFA,2025-03-20,2025,5,-0.2922826856738031
EFA,2025-03-20,2025,22,2.237506782257414
EFA,2025-03-21,2025,5,-0.16445157791421905
EFA,2025-03-21,2025,22,2.2064636618238063
EFA,2025-03-24,2025,5,0.051349424892502764
EFA,2025-03-24,2025,22,2.190195305278152
EFA,2025-03-25,2025,5,-0.17034186183790895
EFA,2025-03-25,2025,22,2.0475032651439955
EFA,2025-03-26,2025,5,-0.8445255003388586
EFA,2025-03-26,2025,22,2.0384569062541034
EFA,2025-03-27,2025,5,0.42819522968612905
EFA,2025-03-27,2025,22,2.0312040728334533
EFA,2025-03-28,2025,5,2.551027183461749
EFA,2025-03-28,2025,22,2.0148425876782174
EFA,2025-03-31,2025,5,2.577325792875145
EFA,2025-03-31,2025,22,1.9410426905472198
EFA,2025-04-01,2025,5,2.5506721998619235
EFA,2025-04-01,2025,22,1.939320038148509
EFA,2025-04-02,2025,5,3.228631334616968
EFA,2025-04-02,2025,22,1.941806082220677
EFA,2025-04-03,2025,5,3.2263191855353703
EFA,2025-04-03,2025,22,1.910849459233253
EFA,2025-04-04,2025,5,2.7816559419236238
EFA,2025-04-04,2025,22,1.4815657916569889
EFA,2025-04-07,2025,5,2.7033080312519786
EFA,2025-04-07,2025,22,1.4024081650147797
EFA,2025-04-08,2025,5,2.7141562740632974
EFA,2025-04-08,2025,22,1.4044978027978625
EFA,2025-04-09,2025,5,1.0528719447626538
EFA,2025-04-09,2025,22,0.2865702685044906
EFA,2025-04-10,2025,5,0.7539995888549527
EFA,2025-04-10,2025,22,0.07653746440947179
EFA,2025-04-11,2025,5,-0.21352649686234265
EFA,2025-04-11,2025,22,-0.25087029280897577
EFA,2025-04-14,2025,5,0.42437607994037885
EFA,2025-04-14,2025,22,-0.23004803436982024
EFA,2025-04-15,2025,5,0.30937771698117417
EFA,2025-04-15,2025,22,-0.2933235779018841
EFA,2025-04-16,2025,5,0.5500215662066383
EFA,2025-04-16,2025,22,-0.23933830278296353
EFA,2025-04-17,2025,5,0.5060284220353998
EFA,2025-04-17,2025,22,-0.20869492487772454
EFA,2025-04-21,2025,5,0.4217936626799865
EFA,2025-04-21,2025,22,-0.31098055168642874
EFA,2025-04-22,2025,5,-1.253443678488371
EFA,2025-04-22,2025,22,-1.3734448041640381
EFA,2025-04-23,2025,5,-1.3728118033273704
EFA,2025-04-23,2025,22,-1.4485137326975104
EFA,2025-04-24,2025,5,-2.5085528516192124
EFA,2025-04-24,2025,22,-1.4163608403439654
EFA,2025-04-25,2025,5,-1.2792438155421397
EFA,2025-04-25,2025,22,-1.7639086734386542
EFA,2025-04-28,2025,5,-1.4077642722242603
EFA,2025-04-28,2025,22,-1.8116571988777632
EFA,2025-04-29,2025,5,-1.4453668078461495
EFA,2025-04-29,2025,22,-1.8446174901776193
EFA,2025-04-30,2025,5,-1.4208519393163734
EFA,2025-04-30,2025,22,-1.750481393233385
EFA,2025-05-01,2025,5,-1.4118419566140066
EFA,2025-05-01,2025,22,-1.7086392127683248
EFA,2025-05-02,2025,5,-3.41178199104007
EFA,2025-05-02,2025,22,-2.012879995245212
EFA,2025-05-05,2025,5,-3.0481262108714953
EFA,2025-05-05,2025,22,-2.0170884750820326
EFA,2025-05-06,2025,5,-3.0487167292596715
EFA,2025-05-06,2025,22,-2.0056260954100007
EFA,2025-05-07,2025,5,-2.9178606294095566
EFA,2025-05-07,2025,22,-2.038334332377755
EFA,2025-05-08,2025,5,-2.1247885267544517
EFA,2025-05-08,2025,22,-2.0478336284971546
EFA,2025-05-09,2025,5,-2.236030308883557
EFA,2025-05-09,2025,22,-2.080557011264103
EFA,2025-05-12,2025,5,-1.925585586743814
EFA,2025-05-12,2025,22,-2.0450797178573157
EFA,2025-05-13,2025,5,-1.8347952759395956
EFA,2025-05-13,2025,22,-1.875309016443057
EFA,2025-05-14,2025,5,-1.7931279291590259
EFA,2025-05-14,2025,22,-1.884287693393267
EFA,2025-05-15,2025,5,-2.3612370157251625
EFA,2025-05-15,2025,22,-1.8499521400538392
EFA,2025-05-16,2025,5,-2.377800302663145
EFA,2025-05-16,2025,22,-1.845993214358007
EFA,2025-05-19,2025,5,-1.81346293450634
EFA,2025-05-19,2025,22,-1.8747334188517468
EFA,2025-05-20,2025,5,-1.462267422824694
EFA,2025-05-20,2025,22,-1.8426663399845449
EFA,2025-05-21,2025,5,-1.5034917861495536
EFA,2025-05-21,2025,22,-1.7492208282836739
EFA,2025-05-22,2025,5,-1.4942029100988723
EFA,2025-05-22,2025,22,-1.7216228663842372
EFA,2025-05-23,2025,5,-1.229414492078864
EFA,2025-05-23,2025,22,-1.631474455752838
EFA,2025-05-27,2025,5,-1.6014605538206854
EFA,2025-05-27,2025,22,-1.720042401208493
EFA,2025-05-28,2025,5,-2.0333627795073013
EFA,2025-05-28,2025,22,-1.8322886938813885
EFA,2025-05-29,2025,5,-2.1194816305736266
EFA,2025-05-29,2025,22,-1.839572186623846
EFA,2025-05-30,2025,5,-2.0675947612216894
EFA,2025-05-30,2025,22,-1.8354483617408484
EFA,2025-06-02,2025,5,-2.847486233912454
EFA,2025-06-02,2025,22,-1.9129962802219527
EFA,2025-06-03,2025,5,-3.7955051979827115
EFA,2025-06-03,2025,22,-1.8485688002986713
EFA,2025-06-04,2025,5,-4.472803053507385
EFA,2025-06-04,2025,22,-1.8170136727825987
EFA,2025-06-05,2025,5,-2.9847672830490675
EFA,2025-06-05,2025,22,-1.7327420506820523
EFA,2025-06-06,2025,5,-1.8792888701101746
EFA,2025-06-06,2025,22,-1.7448558324895285
EFA,2025-06-09,2025,5,-1.8168331350458233
EFA,2025-06-09,2025,22,-1.6645912469170048
EFA,2025-06-10,2025,5,-1.3336045767187417
EFA,2025-06-10,2025,22,-1.6631792371971563
EFA,2025-06-11,2025,5,-1.3249061714012913
EFA,2025-06-11,2025,22,-1.5722458544842075
EFA,2025-06-12,2025,5,-1.2709189298544856
EFA,2025-06-12,2025,22,-1.6043983711752898
EFA,2025-06-13,2025,5,-1.580242961084233
EFA,2025-06-13,2025,22,-1.7355345324991551
EFA,2025-06-16,2025,5,-1.2200506392350676
EFA,2025-06-16,2025,22,-1.7403343401872846
EFA,2025-06-17,2025,5,-1.5497834435949571
EFA,2025-06-17,2025,22,-1.8576412990366185
EFA,2025-06-18,2025,5,-1.2277576909945753
EFA,2025-06-18,2025,22,-1.8326517375872005
EFA,2025-06-20,2025,5,-1.2290869275621088
EFA,2025-06-20,2025,22,-1.431076896373254
EFA,2025-06-23,2025,5,-1.3638903482806706
EFA,2025-06-23,2025,22,-1.4295220556259949
EFA,2025-06-24,2025,5,-1.8265004827512399
EFA,2025-06-24,2025,22,-1.515825076903163
EFA,2025-06-25,2025,5,-1.9205962618594539
EFA,2025-06-25,2025,22,-1.3642237969236888
EFA,2025-06-26,2025,5,-2.764565284564245
EFA,2025-06-26,2025,22,-1.433801171332193
EFA,2025-06-27,2025,5,-2.416984014245492
EFA,2025-06-27,2025,22,-1.4475618169458713
EFA,2025-06-30,2025,5,-2.078691868826272
EFA,2025-06-30,2025,22,-1.377356235946972
EFA,2025-07-01,2025,5,-1.83517573643873
EFA,2025-07-01,2025,22,-1.3857839895403568
EFA,2025-07-02,2025,5,-1.8398747498409476
EFA,2025-07-02,2025,22,-1.2592755856888769
EFA,2025-07-03,2025,5,-1.1245422942654557
EFA,2025-07-03,2025,22,-0.8837407595919721
EFA,2025-07-07,2025,5,-1.5239337049473003
EFA,2025-07-07,2025,22,-0.8650174361879821
EFA,2025-07-08,2025,5,-1.283439047829623
EFA,2025-07-08,2025,22,-0.8571339769451234
EFA,2025-07-09,2025,5,-0.5707999561105738
EFA,2025-07-09,2025,22,0.009136296384119719
EFA,2025-07-10,2025,5,-0.4762091810037577
EFA,2025-07-10,2025,22,0.08542954444807449
EFA,2025-07-11,2025,5,-0.7698976295951965
EFA,2025-07-11,2025,22,0.2904579541263889
EFA,2025-07-14,2025,5,-0.5919410390900697
EFA,2025-07-14,2025,22,0.30734719818011663
EFA,2025-07-15,2025,5,-1.2302706092194704
EFA,2025-07-15,2025,22,0.24530269083734885
EFA,2025-07-16,2025,5,0.792882476139777
EFA,2025-07-16,2025,22,0.2603287483447394
EFA,2025-07-17,2025,5,0.9004667701217649
EFA,2025-07-17,2025,22,0.2949456683180232
EFA,2025-07-18,2025,5,0.8986370665378919
EFA,2025-07-18,2025,22,0.2975559497732832
EFA,2025-07-21,2025,5,1.3366455060243743
EFA,2025-07-21,2025,22,0.4436800222319636
EFA,2025-07-22,2025,5,1.2685923969989434
EFA,2025-07-22,2025,22,0.4089272072948871
EFA,2025-07-23,2025,5,0.41433273637757995
EFA,2025-07-23,2025,22,0.20771439687001397
EFA,2025-07-24,2025,5,0.5495248523223827
EFA,2025-07-24,2025,22,0.2786334865129891
EFA,2025-07-25,2025,5,0.5793544371116176
EFA,2025-07-25,2025,22,0.29586221719688127
EFA,2025-07-28,2025,5,0.3203768010333169
EFA,2025-07-28,2025,22,0.06785439816748011
EFA,2025-07-29,2025,5,0.30937834999087366
EFA,2025-07-29,2025,22,0.07632852575007348
EFA,2025-07-30,2025,5,0.24431177964059583
EFA,2025-07-30,2025,22,0.023692136860527607
EFA,2025-07-31,2025,5,0.26902823788924773
EFA,2025-07-31,2025,22,0.14607272236172825
EFA,2025-08-01,2025,5,0.3625700038717712
EFA,2025-08-01,2025,22,0.1406252069448519
EFA,2025-08-04,2025,5,-0.27158576404293866
EFA,2025-08-04,2025,22,0.028842515940936935
EFA,2025-08-05,2025,5,0.3256188105351555
EFA,2025-08-05,2025,22,0.04045945942778982
EFA,2025-08-06,2025,5,0.2978410412154697
EFA,2025-08-06,2025,22,0.08418029458859629
EFA,2025-08-07,2025,5,-0.20978387576706228
EFA,2025-08-07,2025,22,-0.19715499548743323
EFA,2025-08-08,2025,5,-0.23136044789059262
EFA,2025-08-08,2025,22,-0.2427210669685175
EFA,2025-08-11,2025,5,-0.3041080164531664
EFA,2025-08-11,2025,22,-0.1554688786600532
EFA,2025-08-12,2025,5,-1.4970532123983233
EFA,2025-08-12,2025,22,-0.35797874168725113
EFA,2025-08-13,2025,5,-1.855324654604565
EFA,2025-08-13,2025,22,-0.3139551320061716
EFA,2025-08-14,2025,5,-1.2732655832802215
EFA,2025-08-14,2025,22,-0.3211787090204859
EFA,2025-08-15,2025,5,-0.14005498526518317
EFA,2025-08-15,2025,22,-0.35020169415756486
EFA,2025-08-18,2025,5,0.3564310851465229
EFA,2025-08-18,2025,22,-0.3313691380673121
EFA,2025-08-19,2025,5,0.3158010405416839
EFA,2025-08-19,2025,22,-0.35975693157637884
EFA,2025-08-20,2025,5,0.3001935202366284
EFA,2025-08-20,2025,22,-0.3620544258107908
EFA,2025-08-21,2025,5,0.22790871972016483
EFA,2025-08-21,2025,22,-0.41053794017831013
EFA,2025-08-22,2025,5,-0.3265112684018155
EFA,2025-08-22,2025,22,-0.5863950246449894
EFA,2025-08-25,2025,5,-0.7104220325016299
EFA,2025-08-25,2025,22,-0.7291353398434798
EFA,2025-08-26,2025,5,-0.7020588715982369
EFA,2025-08-26,2025,22,-0.6444370500231015
EFA,2025-08-27,2025,5,-0.4827293666146212
EFA,2025-08-27,2025,22,-0.6772630409587967
EFA,2025-08-28,2025,5,-0.427768615731781
EFA,2025-08-28,2025,22,-0.6493357250040886
EFA,2025-08-29,2025,5,-0.13741844078704418
EFA,2025-08-29,2025,22,-0.5870834118981684
EFA,2025-09-02,2025,5,-0.5246531204253189
EFA,2025-09-02,2025,22,-0.7248280649587668
EFA,2025-09-03,2025,5,-0.5375608950390647
EFA,2025-09-03,2025,22,-0.6292581553890401
EFA,2025-09-04,2025,5,-0.25522781999864547
EFA,2025-09-04,2025,22,-0.691478871717161
EFA,2025-09-05,2025,5,-0.27711559883375997
EFA,2025-09-05,2025,22,-0.6167430971932485
EFA,2025-09-08,2025,5,-0.5537169178316206
EFA,2025-09-08,2025,22,-0.7585171929399785
