Date,AAXJ,ADIV,DFAC,DFAS,DFAT,DFUS,DIVS,EFA,IWB,IWM,IWN,JCPI,JIRE,JMEE,JPRE,TIP,VIG,VNQ,VTI
2020-01-02,66.88761901855469,,,,,,,57.723636627197266,165.20501708984375,153.0690460205078,113.71017456054688,,,,,92.92013549804688,111.20771026611328,71.67410278320312,150.15634155273438
2020-01-03,65.8250503540039,,,,,,,57.00764465332031,164.15846252441406,152.46890258789062,113.3914566040039,,,,,93.3485336303711,110.7286148071289,72.11962127685547,149.20065307617188
2020-01-06,65.55717468261719,,,,,,,57.2298469543457,164.7276611328125,152.67202758789062,113.40914916992188,,,,,93.11054229736328,110.79960632324219,72.20559692382812,149.71034240722656
2020-01-07,65.7893295288086,,,,,,,57.0734748840332,164.33290100097656,152.1642608642578,112.83367919921875,,,,,92.82498931884766,110.49794006347656,71.40054321289062,149.35540771484375
2020-01-08,65.93219757080078,,,,,,,57.23807907104492,165.14993286132812,152.63514709472656,112.8956527709961,,,,,92.73773193359375,111.0213851928711,71.619384765625,150.0926513671875
2020-01-09,66.59295654296875,,,,,,,57.36976623535156,166.23321533203125,152.81979370117188,112.63007354736328,,,,,92.72978210449219,111.74008178710938,71.580322265625,151.03009033203125
2020-01-10,67.01262664794922,,,,,,,57.155792236328125,165.7742156982422,152.247314453125,112.01921081542969,,,,,93.00743865966797,111.35855102539062,72.12747192382812,150.59320068359375
2020-01-13,68.17340850830078,,,,,,,57.452056884765625,166.97674560546875,153.23526000976562,112.85138702392578,,,,,92.99156951904297,112.05061340332031,72.99504852294922,151.62167358398438
2020-01-14,67.80731201171875,,,,,,,57.50967025756836,166.83908081054688,153.7985076904297,113.02847290039062,,,,,93.11847686767578,112.12159729003906,72.72147369384766,151.53976440429688
2020-01-15,67.36976623535156,,,,,,,57.50967025756836,167.14202880859375,154.53712463378906,113.24095153808594,,,,,93.18988037109375,112.6628189086914,73.3780288696289,151.9129180908203
2020-01-16,67.72694396972656,,,,,,,57.74832534790039,168.54661560058594,156.5315399169922,114.64859008789062,,,,,93.0391616821289,113.61217498779297,73.9642333984375,153.21446228027344
