batch_id,issuer,fund,ticker,proxy,category,conversion_date,listing_date,source,converted_volume_ramp,proxy_volume_ramp,adjusted_volume_ramp,converted_amihud_improvement,proxy_amihud_improvement,adjusted_amihud_improvement,tracking_noise_improvement,early_dollar_volume,late_dollar_volume,early_tracking_abs_diff,late_tracking_abs_diff
guinness_20210326,Guinness Atkinson / SmartETFs,Guinness Atkinson Dividend Builder Fund,DIVS,VIG,dividend_equity,2021-03-26,2021-03-26,Business Wire 2021-03-02,0.7364579089408458,-0.23144251216088094,0.9679004211017268,0.36470825761896786,-0.17117973694353028,0.5358879945624981,-0.08796445180870428,73423.29812731061,153346.36822655087,0.002886765368645405,0.0031522014365917613
guinness_20210326,Guinness Atkinson / SmartETFs,Guinness Atkinson Asia Pacific Dividend Builder Fund,ADIV,AAXJ,asia_pacific_equity,2021-03-26,2021-03-26,Business Wire 2021-03-02,-0.5312344354616233,0.007007725020327154,-0.5382421604819505,-0.66898272418057,-0.33033508634423275,-0.3386476378363373,-0.0007395178800774046,13156.604544321695,7734.48919568743,0.003325867894777284,0.0033283283432129205
dimensional_20210614,Dimensional,DFA Tax-Managed US Equity Portfolio,DFUS,VTI,us_total_equity,2021-06-11,2021-06-14,Dimensional 2021-06-14 / SEC 497,-0.07945956667450324,-0.0537656431235493,-0.025693923550953943,0.052007597018108524,-0.03629604640197093,0.08830364342007946,0.16253551743550054,3786888.160505749,3497628.086998349,0.0006177662828552758,0.0005250926301508927
dimensional_20210614,Dimensional,DFA T.A. US Core Equity 2 Portfolio,DFAC,IWB,us_core_equity,2021-06-11,2021-06-14,Dimensional 2021-06-14 / SEC 497,-0.19232225793931074,0.08804671178367536,-0.2803689697229861,0.059909437655165716,0.021755279831800395,0.03815415782336532,0.8404204146161365,14413024.368921915,11891335.312670752,0.003407464911558933,0.001470420144449289
dimensional_20210614,Dimensional,DFA Tax-Managed US Small Cap Portfolio,DFAS,IWM,us_small_cap,2021-06-11,2021-06-14,Dimensional 2021-06-14 / SEC 497,0.5639044656423072,-0.08246400030456559,0.6463684659468728,0.35902347417349506,-0.02861492064324892,0.387638394816744,0.24681294614131571,3474180.3790319534,6105946.02550325,0.0026505158853518053,0.0020708131342612843
dimensional_20210614,Dimensional,DFA Tax-Managed US Targeted Value Portfolio,DFAT,IWN,us_small_value,2021-06-11,2021-06-14,Dimensional 2021-06-14 / SEC 497,0.0706614887654363,-0.4892371507850199,0.5598986395504562,0.04531918331849356,-0.30502991178364675,0.3503490951021403,0.3922532179033481,7420704.092625209,7964032.225835891,0.0034149692055772873,0.0023069245127036917
jpm_20220411,J.P. Morgan Asset Management,JPMorgan Inflation Managed Bond Fund,JCPI,TIP,inflation_bond,2022-04-08,2022-04-11,Morningstar / J.P. Morgan conversion list,-0.5892077569757402,-0.15939099188674594,-0.4298167650889943,-0.564777437701827,-0.2745192167195436,-0.2902582209822834,0.08191673815503966,3296362.517747425,1828711.8944622222,0.0033834992141691675,0.0031173824964979093
jpm_20220509,J.P. Morgan Asset Management,JPMorgan Market Expansion Enhanced Index Fund,JMEE,IWM,us_extended_market,2022-05-06,2022-05-09,Morningstar / J.P. Morgan conversion list,-0.08578084253449693,-0.357551607710797,0.2717707651763001,-0.3695649097327023,0.1637058711002393,-0.5332707808329415,-0.11160338283770416,730419.154339745,670375.3040495373,0.003153092842024353,0.003525376392514617
jpm_20220523,J.P. Morgan Asset Management,JPMorgan Realty Income Fund,JPRE,VNQ,real_estate,2022-05-20,2022-05-23,Morningstar / J.P. Morgan conversion list,-1.526420900622788,-0.5229415668924294,-1.0034793337303585,-0.6384287591053149,0.10924164773100414,-0.7476704068363191,0.4538851794022529,8720106.703385852,1894984.3384878975,0.0033076016475135604,0.0021008419008664986
jpm_20220613,J.P. Morgan Asset Management,JPMorgan International Research Enhanced Equity Fund,JIRE,EFA,international_equity,2022-06-10,2022-06-13,Morningstar / J.P. Morgan conversion list,0.14636804002835677,-0.24406151406418058,0.3904295540925373,-0.2007611874483723,-0.2747716411417994,0.07401045369342713,0.5065881627128245,4662298.88743446,5397180.513073149,0.0022633023863777605,0.0013637480345032765
