date,gscpi
1998-01-31,-1.1039505961056821
1998-02-28,-0.44285841393702263
1998-03-31,-0.05612114093988671
1998-04-30,-0.1172798942440079
1998-05-31,-0.4297674522899321
1998-06-30,-0.7521235254550069
1998-07-31,-0.9259941171676564
1998-08-31,-0.9079099809987143
1998-09-30,-0.9185497378674536
1998-10-31,-0.6845868027326805
1998-11-30,-0.8660015762029958
1998-12-31,-0.6151993768266669
1999-01-31,-0.28395730688408294
1999-02-28,-0.00652760914173931
1999-03-31,-0.2866218756829103
1999-04-30,-0.21867134688049228
1999-05-31,-0.36152294682619945
1999-06-30,-0.37399200057604154
1999-07-31,-0.6262908072136524
1999-08-31,-0.45593144451238987
1999-09-30,-0.39603501547177195
1999-10-31,-0.1255979426081911
1999-11-30,-0.17228264975556548
1999-12-31,-0.2099875347536232
2000-01-31,-0.6186377769709204
2000-02-29,-0.4288167348886995
2000-03-31,-0.2869685127094208
2000-04-30,0.11926454854264151
2000-05-31,0.27672306903329363
2000-06-30,0.04058434877762082
2000-07-31,-0.018416247767591338
2000-08-31,0.08343800685961106
2000-09-30,0.04128586948082677
2000-10-31,-0.5296929743417617
2000-11-30,-0.7469864096408604
2000-12-31,-0.9325182807546003
2001-01-31,-0.9257596458995466
2001-02-28,-0.7776657836556056
2001-03-31,-0.590406952594568
2001-04-30,-1.0080285764838282
2001-05-31,-1.1258689251104181
2001-06-30,-0.699637306444197
2001-07-31,-0.8456280720494738
2001-08-31,-0.7962696239912634
2001-09-30,-0.6843750772863638
2001-10-31,-1.2234620349642618
2001-11-30,-1.4438652085748265
2001-12-31,-1.1686198515712347
2002-01-31,-0.9316867952058565
2002-02-28,-0.484868397417931
2002-03-31,-0.445442901231617
2002-04-30,-0.6001182284655434
2002-05-31,-0.3161558717896069
2002-06-30,-0.6307304809632058
2002-07-31,-0.9516639314058766
2002-08-31,-1.085234891325268
2002-09-30,-1.1419988437024238
2002-10-31,-1.2491099809300426
2002-11-30,-0.7575683843912376
2002-12-31,-0.6950850921254732
2003-01-31,-0.6379367304122994
2003-02-28,-0.3149257470815515
2003-03-31,-0.3375186497512165
2003-04-30,-0.5700042706069052
2003-05-31,-0.20819594681232495
2003-06-30,-0.12888787290430545
2003-07-31,-0.012015720631272927
2003-08-31,-0.08195235535402631
2003-09-30,0.047061537510327954
2003-10-31,-0.283738119564505
2003-11-30,-0.426852917665652
2003-12-31,-0.37737992092228523
2004-01-31,-0.5139223690159015
2004-02-29,-0.3904328051093148
2004-03-31,-0.02079223953112009
2004-04-30,0.39100090554545014
2004-05-31,0.336590008110054
2004-06-30,0.39621747949866193
2004-07-31,-0.47029378795050525
2004-08-31,0.06502389920921538
2004-09-30,-0.0316587190035206
2004-10-31,-0.6297362279016995
2004-11-30,-0.06922296792354944
2004-12-31,0.09160992886246191
2005-01-31,-0.14039499097130667
2005-02-28,-0.15225435932944242
2005-03-31,-0.29275132733921716
2005-04-30,-1.3334467136173014
2005-05-31,-1.0013064139440073
2005-06-30,-0.9480617394131848
2005-07-31,-0.9032990246485286
2005-08-31,-0.5250281438845199
2005-09-30,0.045476593159439
2005-10-31,-0.09923888233581772
2005-11-30,-0.669172732472522
2005-12-31,-0.7326313313432394
2006-01-31,-0.3877684083164379
2006-02-28,-0.7516798995032975
2006-03-31,-0.3861025739107817
2006-04-30,0.08948143881263254
2006-05-31,0.09269648505527092
2006-06-30,0.1439117774006365
2006-07-31,-0.10562998914291243
2006-08-31,0.06011059505203738
2006-09-30,-0.6452509710913779
2006-10-31,-0.5190295899428411
2006-11-30,-0.23591005016456854
2006-12-31,-0.46879012794780045
2007-01-31,-0.8834352025401965
2007-02-28,-0.7158429301335805
2007-03-31,-0.5906909956848332
2007-04-30,-0.834563402467038
2007-05-31,-0.41887539228582815
2007-06-30,-0.38618601669607505
2007-07-31,-0.4458022702179098
2007-08-31,-0.11990468198295498
2007-09-30,-0.05055989465457688
2007-10-31,-0.6253687128405676
2007-11-30,-0.5030679906823133
2007-12-31,-0.16476155575834764
2008-01-31,-0.38773523766160967
2008-02-29,0.4395827154584927
2008-03-31,0.14090525816767252
2008-04-30,0.1302261285950774
2008-05-31,-0.12844160071008687
2008-06-30,0.26610466344784683
2008-07-31,0.9979662552680824
2008-08-31,0.2752764482932058
2008-09-30,-0.5357717787485308
2008-10-31,-0.9832176505481449
2008-11-30,-1.5187518911713596
2008-12-31,-0.6768287380268505
2009-01-31,-0.4075399678967668
2009-02-28,-0.46615451396897645
2009-03-31,0.15344136849774204
2009-04-30,0.8208622886797835
2009-05-31,0.30740034393083293
2009-06-30,-0.5321837661557401
2009-07-31,-0.7701689878731794
2009-08-31,-1.1540264552876316
2009-09-30,-0.5142229094936478
2009-10-31,-0.47390575270014923
2009-11-30,-0.8085180747034266
2009-12-31,-0.6329879022688764
2010-01-31,-0.3390161716350249
2010-02-28,-0.17278725578986565
2010-03-31,0.3393704088066302
2010-04-30,0.2653649944011713
2010-05-31,0.4111212381259158
2010-06-30,-0.04691705890415449
2010-07-31,-0.05471069584685106
2010-08-31,0.30243608272949496
2010-09-30,0.3621979375168842
2010-10-31,0.6715975625320549
2010-11-30,0.4331354282218881
2010-12-31,0.6820111493529716
2011-01-31,0.7481673430632038
2011-02-28,0.3420589924953412
2011-03-31,0.7214498756247492
2011-04-30,1.5965079859580398
2011-05-31,0.9218625680835068
2011-06-30,0.1948129364868403
2011-07-31,0.2830314222631736
2011-08-31,-0.11168874737306383
2011-09-30,-0.5535790710365354
2011-10-31,-0.38389001494062247
2011-11-30,0.1365467267613549
2011-12-31,-0.04969537144837977
2012-01-31,0.3708998965346261
2012-02-29,-0.0017633288600215269
2012-03-31,-0.37644707213816025
2012-04-30,-0.33031868971548917
2012-05-31,-0.6802728755700083
2012-06-30,-0.7060518633855142
2012-07-31,-0.6799408136137246
2012-08-31,-0.13904555579867925
2012-09-30,-0.2628807410479593
2012-10-31,-0.012854500109767157
2012-11-30,-0.35990995770077255
2012-12-31,-0.15806086111775805
2013-01-31,-0.06275999308184033
2013-02-28,-0.389364260322278
2013-03-31,-0.5544816176077936
2013-04-30,-0.7430547810386712
2013-05-31,-0.867600203949614
2013-06-30,-0.6752565825519501
2013-07-31,-0.665187169713732
2013-08-31,-0.580925634775077
2013-09-30,-0.2940460676416115
2013-10-31,-0.20100982551602056
2013-11-30,-0.7066572471392841
2013-12-31,-0.5090819783078533
2014-01-31,-0.6504742084788802
2014-02-28,-0.2919751518567947
2014-03-31,-0.629609918953508
2014-04-30,-0.8250903116659332
2014-05-31,-0.8364228270008758
2014-06-30,-0.7042778203919255
2014-07-31,-0.8280480040470213
2014-08-31,-0.6418761125584663
2014-09-30,-0.8262446382875736
2014-10-31,-0.6041529746263506
2014-11-30,-0.9885880141932624
2014-12-31,-0.41270742450239906
2015-01-31,-0.525466359435481
2015-02-28,-0.3329000423412437
2015-03-31,-0.39903626292153827
2015-04-30,-0.36756676676366073
2015-05-31,-0.5620692829369531
2015-06-30,-0.8758837932184155
2015-07-31,-0.42511778708038006
2015-08-31,-0.6956494044064819
2015-09-30,-0.40879243902822865
2015-10-31,-0.2526289720016787
2015-11-30,-0.6559882679668725
2015-12-31,-0.6171001429888044
2016-01-31,-0.8093375648809308
2016-02-29,-0.7584899031594294
2016-03-31,-0.6613398661109737
2016-04-30,-0.2794413585763121
2016-05-31,-0.722832297431866
2016-06-30,-0.2959590232835266
2016-07-31,-0.17765596847861825
2016-08-31,0.0855405148293332
2016-09-30,-0.29959337298129735
2016-10-31,-0.0680935877998432
2016-11-30,-0.3225839369105435
2016-12-31,-0.23703113049416347
2017-01-31,0.15528033193509622
2017-02-28,0.14512815156339054
2017-03-31,0.07143217672120596
2017-04-30,0.0036400777352359063
2017-05-31,-0.1558505351784986
2017-06-30,0.0796800240683948
2017-07-31,0.08130041054054343
2017-08-31,0.38048939179746544
2017-09-30,0.5372587068722885
2017-10-31,0.7777671772994139
2017-11-30,0.8022660319045963
2017-12-31,0.6714828030117657
2018-01-31,0.5730885192015357
2018-02-28,0.052080370196934005
2018-03-31,0.43120351950078867
2018-04-30,0.5075241525224776
2018-05-31,0.36862311964589
2018-06-30,0.42305505464801896
2018-07-31,0.43434902622142846
2018-08-31,0.5240190350811066
2018-09-30,0.4603535815445864
2018-10-31,0.5252977741507574
2018-11-30,0.4523987077696257
2018-12-31,0.458934640146998
2019-01-31,0.5104721308100743
2019-02-28,0.14298040414895533
2019-03-31,0.21492781056161925
2019-04-30,0.011646346850628101
2019-05-31,-0.6241901303324489
2019-06-30,-0.4730605777269339
2019-07-31,-0.45434403098591625
2019-08-31,-0.2953765708197544
2019-09-30,0.12624306686519002
2019-10-31,0.08035396533228466
2019-11-30,0.1410520399453756
2019-12-31,0.03352111830451429
2020-01-31,0.05329761206157889
2020-02-29,1.261098659451839
2020-03-31,2.6381516072326434
2020-04-30,3.3626122645825594
2020-05-31,2.567277589175355
2020-06-30,2.2580503530515887
2020-07-31,2.943346424355124
2020-08-31,1.463435619725644
2020-09-30,0.612684795472743
2020-10-31,0.09975394064887341
2020-11-30,0.7581755096749704
2020-12-31,1.6951765893975859
2021-01-31,1.3408496466083022
2021-02-28,1.9677762532766152
2021-03-31,2.2919252291289967
2021-04-30,2.778763025883432
2021-05-31,3.0587171957421684
2021-06-30,2.7875336569743183
2021-07-31,2.9696422272963776
2021-08-31,3.346800816878666
2021-09-30,3.412366167313163
2021-10-31,3.958497802408245
2021-11-30,4.369819796504004
2021-12-31,4.448700975263888
2022-01-31,3.7400268022659433
2022-02-28,2.818300667493368
2022-03-31,2.873310969645951
2022-04-30,3.5526686173593283
2022-05-31,2.767592774687258
2022-06-30,2.440543233156319
2022-07-31,1.8496285329324371
2022-08-31,1.5355530912448587
2022-09-30,1.0363911016031413
2022-10-31,1.1420277120644102
2022-11-30,1.272548398517173
2022-12-31,1.3372982794292594
2023-01-31,1.0798698984601935
