date,gscpi
2023-02-28,-0.22696439357265938
2023-03-31,-1.1646261211002857
2023-04-30,-1.3076691330113952
2023-05-31,-1.579125967094084
2023-06-30,-1.1078071806070597
2023-07-31,-0.9382328465220583
2023-08-31,-1.0783982658303466
2023-09-30,-0.6555837820954247
2023-10-31,-0.38041794691558933
2023-11-30,0.16327768632418735
2023-12-31,-0.1648424713632886
2024-01-31,-0.35019600511035387
2024-02-29,-0.19536017599181377
2024-03-31,-0.3580852040393703
2024-04-30,-0.9606145100056215
2024-05-31,-0.587030245421082
2024-06-30,-0.35590126392258686
2024-07-31,-0.048662763235073514
2024-08-31,0.208024811833031
2024-09-30,0.10334004596067872
2024-10-31,-0.3554182790186556
2024-11-30,-0.2917151256250291
2024-12-31,-0.271579435356349
2025-01-31,-0.19452962896305792
2025-02-28,-0.006903987853324396
2025-03-31,-0.1866049670406228
2025-04-30,-0.24074622870881376
2025-05-31,0.2815022991786217
2025-06-30,0.08711773099119152
2025-07-31,0.0241181491846575
2025-08-31,-0.08254850346811457
2025-09-30,-0.023217194633309495
2025-10-31,-0.07450300176157323
2025-11-30,-0.15096134906705905
2025-12-31,0.5556195860114789
2026-01-31,0.4392580427904414
2026-02-28,0.5456233692116501
2026-03-31,0.6760957534276878
2026-04-30,1.8230700486432525
2026-05-31,1.7689042052282462
