date,btc_usd_adj_close,spy_adj_close,vix_adj_close,btc_usd_close,spy_close,vix_close,btc_usd_high,spy_high,vix_high,btc_usd_low,spy_low,vix_low,btc_usd_open,spy_open,vix_open,btc_usd_volume,spy_volume,vix_volume
2015-01-12,267.7959899902344,167.8227996826172,19.600000381469727,267.7959899902344,202.64999389648438,19.600000381469727,272.2030029296875,204.60000610351562,20.440000534057617,265.20001220703125,201.9199981689453,18.020000457763672,266.14599609375,204.41000366210938,18.020000457763672,18880300,144396100.0,0.0
2015-01-13,225.86099243164062,167.35072326660156,20.559999465942383,225.86099243164062,202.0800018310547,20.559999465942383,268.2770080566406,205.47999572753906,21.579999923706055,219.906005859375,200.50999450683594,17.649999618530273,267.3940124511719,204.1199951171875,18.209999084472656,72843904,214553300.0,0.0
2015-01-14,178.10299682617188,166.3404083251953,21.479999542236328,178.10299682617188,200.86000061035156,21.479999542236328,223.8939971923828,201.10000610351562,23.34000015258789,171.50999450683594,198.57000732421875,21.31999969482422,223.8939971923828,199.64999389648438,22.8700008392334,97638704,192991100.0,0.0
2015-01-15,209.843994140625,164.8166046142578,22.389999389648438,209.843994140625,199.02000427246094,22.389999389648438,229.06700134277344,202.00999450683594,23.309999465942383,176.89700317382812,198.8800048828125,20.860000610351562,176.89700317382812,201.6300048828125,21.229999542236328,81773504,176613900.0,0.0
2015-01-16,208.0970001220703,166.9780731201172,20.950000762939453,208.0970001220703,201.6300048828125,20.950000762939453,221.59100341796875,201.82000732421875,23.43000030517578,199.77099609375,198.5500030517578,20.950000762939453,209.07000732421875,198.77000427246094,22.799999237060547,38421000,211879600.0,0.0
2015-01-17,199.25999450683594,,,199.25999450683594,,,211.7310028076172,,,194.875,,,207.83399963378906,,,23469700,,
2015-01-18,210.33900451660156,,,210.33900451660156,,,218.69500732421875,,,194.50599670410156,,,200.0500030517578,,,30085100,,
2015-01-19,214.86099243164062,,,214.86099243164062,,,216.72799682617188,,,207.3179931640625,,,211.4709930419922,,,18658300,,
2015-01-20,211.31500244140625,167.33416748046875,19.889999389648438,211.31500244140625,202.05999755859375,19.889999389648438,215.24099731445312,202.72000122070312,21.3700008392334,205.1529998779297,200.1699981689453,19.579999923706055,212.90699768066406,202.39999389648438,20.06999969482422,24051100,130991100.0,0.0
2015-01-21,226.89700317382812,168.1788787841797,18.850000381469727,226.89700317382812,203.0800018310547,18.850000381469727,227.78799438476562,203.66000366210938,21.280000686645508,211.21200561523438,200.94000244140625,18.639999389648438,211.3780059814453,201.5,20.920000076293945,29924600,122942700.0,0.0
2015-01-22,233.406005859375,170.67987060546875,16.399999618530273,233.406005859375,206.10000610351562,16.399999618530273,237.0189971923828,206.25999450683594,19.229999542236328,226.4340057373047,202.3300018310547,16.06999969482422,227.32200622558594,203.99000549316406,17.979999542236328,33544600,174356000.0,0.0
2015-01-23,232.87899780273438,169.74407958984375,16.65999984741211,232.87899780273438,204.97000122070312,16.65999984741211,234.84500122070312,206.10000610351562,17.09000015258789,225.1959991455078,204.80999755859375,15.8100004196167,233.51699829101562,205.7899932861328,16.790000915527344,24621700,117516800.0,0.0
