item,unit,freq,period,value
當期價格(新臺幣百萬元)_1.民間消費,,Q,1993Q2,803978
當期價格(新臺幣百萬元)_1.民間消費,,Q,1993Q3,843011
當期價格(新臺幣百萬元)_1.民間消費,,Q,1993Q4,851934
當期價格(新臺幣百萬元)_1.民間消費,,Q,1994Q1,902522
當期價格(新臺幣百萬元)_1.民間消費,,Q,1994Q2,896786
當期價格(新臺幣百萬元)_1.民間消費,,Q,1994Q3,959641
當期價格(新臺幣百萬元)_1.民間消費,,Q,1994Q4,955744
當期價格(新臺幣百萬元)_1.民間消費,,Q,1995Q1,962914
當期價格(新臺幣百萬元)_1.民間消費,,Q,1995Q2,972292
當期價格(新臺幣百萬元)_1.民間消費,,Q,1995Q3,1010758
當期價格(新臺幣百萬元)_1.民間消費,,Q,1995Q4,1023131
當期價格(新臺幣百萬元)_1.民間消費,,Q,1996Q1,1059078
當期價格(新臺幣百萬元)_1.民間消費,,Q,1996Q2,1062006
當期價格(新臺幣百萬元)_1.民間消費,,Q,1996Q3,1120267
當期價格(新臺幣百萬元)_1.民間消費,,Q,1996Q4,1130679
當期價格(新臺幣百萬元)_1.民間消費,,Q,1997Q1,1152207
當期價格(新臺幣百萬元)_1.民間消費,,Q,1997Q2,1152483
當期價格(新臺幣百萬元)_1.民間消費,,Q,1997Q3,1216320
當期價格(新臺幣百萬元)_1.民間消費,,Q,1997Q4,1221928
當期價格(新臺幣百萬元)_1.民間消費,,Q,1998Q1,1257082
當期價格(新臺幣百萬元)_1.民間消費,,Q,1998Q2,1241906
當期價格(新臺幣百萬元)_1.民間消費,,Q,1998Q3,1291093
當期價格(新臺幣百萬元)_1.民間消費,,Q,1998Q4,1326093
當期價格(新臺幣百萬元)_1.民間消費,,Q,1999Q1,1314007
當期價格(新臺幣百萬元)_1.民間消費,,Q,1999Q2,1319390
當期價格(新臺幣百萬元)_1.民間消費,,Q,1999Q3,1372487
當期價格(新臺幣百萬元)_1.民間消費,,Q,1999Q4,1388098
當期價格(新臺幣百萬元)_1.民間消費,,Q,2000Q1,1416129
當期價格(新臺幣百萬元)_1.民間消費,,Q,2000Q2,1403353
當期價格(新臺幣百萬元)_1.民間消費,,Q,2000Q3,1442290
當期價格(新臺幣百萬元)_1.民間消費,,Q,2000Q4,1444070
當期價格(新臺幣百萬元)_1.民間消費,,Q,2001Q1,1437174
當期價格(新臺幣百萬元)_1.民間消費,,Q,2001Q2,1413382
當期價格(新臺幣百萬元)_1.民間消費,,Q,2001Q3,1447211
當期價格(新臺幣百萬元)_1.民間消費,,Q,2001Q4,1457733
當期價格(新臺幣百萬元)_1.民間消費,,Q,2002Q1,1473653
當期價格(新臺幣百萬元)_1.民間消費,,Q,2002Q2,1460859
當期價格(新臺幣百萬元)_1.民間消費,,Q,2002Q3,1513990
當期價格(新臺幣百萬元)_1.民間消費,,Q,2002Q4,1504061
當期價格(新臺幣百萬元)_1.民間消費,,Q,2003Q1,1491464
當期價格(新臺幣百萬元)_1.民間消費,,Q,2003Q2,1444665
當期價格(新臺幣百萬元)_1.民間消費,,Q,2003Q3,1590944
當期價格(新臺幣百萬元)_1.民間消費,,Q,2003Q4,1571375
當期價格(新臺幣百萬元)_1.民間消費,,Q,2004Q1,1598620
當期價格(新臺幣百萬元)_1.民間消費,,Q,2004Q2,1590849
當期價格(新臺幣百萬元)_1.民間消費,,Q,2004Q3,1653564
當期價格(新臺幣百萬元)_1.民間消費,,Q,2004Q4,1645064
當期價格(新臺幣百萬元)_1.民間消費,,Q,2005Q1,1671329
當期價格(新臺幣百萬元)_1.民間消費,,Q,2005Q2,1664055
當期價格(新臺幣百萬元)_1.民間消費,,Q,2005Q3,1731537
當期價格(新臺幣百萬元)_1.民間消費,,Q,2005Q4,1713201
當期價格(新臺幣百萬元)_1.民間消費,,Q,2006Q1,1715115
當期價格(新臺幣百萬元)_1.民間消費,,Q,2006Q2,1707536
當期價格(新臺幣百萬元)_1.民間消費,,Q,2006Q3,1766385
當期價格(新臺幣百萬元)_1.民間消費,,Q,2006Q4,1753578
當期價格(新臺幣百萬元)_1.民間消費,,Q,2007Q1,1755335
當期價格(新臺幣百萬元)_1.民間消費,,Q,2007Q2,1745744
當期價格(新臺幣百萬元)_1.民間消費,,Q,2007Q3,1856530
當期價格(新臺幣百萬元)_1.民間消費,,Q,2007Q4,1833589
當期價格(新臺幣百萬元)_1.民間消費,,Q,2008Q1,1844458
當期價格(新臺幣百萬元)_1.民間消費,,Q,2008Q2,1791350
當期價格(新臺幣百萬元)_1.民間消費,,Q,2008Q3,1837263
當期價格(新臺幣百萬元)_1.民間消費,,Q,2008Q4,1777280
當期價格(新臺幣百萬元)_1.民間消費,,Q,2009Q1,1769126
當期價格(新臺幣百萬元)_1.民間消費,,Q,2009Q2,1734085
當期價格(新臺幣百萬元)_1.民間消費,,Q,2009Q3,1821893
當期價格(新臺幣百萬元)_1.民間消費,,Q,2009Q4,1837473
當期價格(新臺幣百萬元)_1.民間消費,,Q,2010Q1,1839286
當期價格(新臺幣百萬元)_1.民間消費,,Q,2010Q2,1821672
當期價格(新臺幣百萬元)_1.民間消費,,Q,2010Q3,1913865
當期價格(新臺幣百萬元)_1.民間消費,,Q,2010Q4,1906179
當期價格(新臺幣百萬元)_1.民間消費,,Q,2011Q1,1938011
當期價格(新臺幣百萬元)_1.民間消費,,Q,2011Q2,1906974
當期價格(新臺幣百萬元)_1.民間消費,,Q,2011Q3,1987828
當期價格(新臺幣百萬元)_1.民間消費,,Q,2011Q4,1942159
當期價格(新臺幣百萬元)_1.民間消費,,Q,2012Q1,1988661
當期價格(新臺幣百萬元)_1.民間消費,,Q,2012Q2,1966290
當期價格(新臺幣百萬元)_1.民間消費,,Q,2012Q3,2052738
當期價格(新臺幣百萬元)_1.民間消費,,Q,2012Q4,2008161
當期價格(新臺幣百萬元)_1.民間消費,,Q,2013Q1,2029701
當期價格(新臺幣百萬元)_1.民間消費,,Q,2013Q2,2019706
當期價格(新臺幣百萬元)_1.民間消費,,Q,2013Q3,2093824
當期價格(新臺幣百萬元)_1.民間消費,,Q,2013Q4,2099147
當期價格(新臺幣百萬元)_1.民間消費,,Q,2014Q1,2102947
當期價格(新臺幣百萬元)_1.民間消費,,Q,2014Q2,2122119
當期價格(新臺幣百萬元)_1.民間消費,,Q,2014Q3,2209159
當期價格(新臺幣百萬元)_1.民間消費,,Q,2014Q4,2168617
當期價格(新臺幣百萬元)_1.民間消費,,Q,2015Q1,2161218
當期價格(新臺幣百萬元)_1.民間消費,,Q,2015Q2,2177524
當期價格(新臺幣百萬元)_1.民間消費,,Q,2015Q3,2215606
當期價格(新臺幣百萬元)_1.民間消費,,Q,2015Q4,2233216
當期價格(新臺幣百萬元)_1.民間消費,,Q,2016Q1,2237422
當期價格(新臺幣百萬元)_1.民間消費,,Q,2016Q2,2241272
當期價格(新臺幣百萬元)_1.民間消費,,Q,2016Q3,2290400
當期價格(新臺幣百萬元)_1.民間消費,,Q,2016Q4,2312981
當期價格(新臺幣百萬元)_1.民間消費,,Q,2017Q1,2292732
當期價格(新臺幣百萬元)_1.民間消費,,Q,2017Q2,2279069
當期價格(新臺幣百萬元)_1.民間消費,,Q,2017Q3,2351852
當期價格(新臺幣百萬元)_1.民間消費,,Q,2017Q4,2402023
當期價格(新臺幣百萬元)_1.民間消費,,Q,2018Q1,2381260
當期價格(新臺幣百萬元)_1.民間消費,,Q,2018Q2,2375080
當期價格(新臺幣百萬元)_1.民間消費,,Q,2018Q3,2416004
當期價格(新臺幣百萬元)_1.民間消費,,Q,2018Q4,2438138
當期價格(新臺幣百萬元)_1.民間消費,,Q,2019Q1,2430402
當期價格(新臺幣百萬元)_1.民間消費,,Q,2019Q2,2429083
當期價格(新臺幣百萬元)_1.民間消費,,Q,2019Q3,2491253
當期價格(新臺幣百萬元)_1.民間消費,,Q,2019Q4,2532328
當期價格(新臺幣百萬元)_1.民間消費,,Q,2020Q1,2390902
當期價格(新臺幣百萬元)_1.民間消費,,Q,2020Q2,2273311
當期價格(新臺幣百萬元)_1.民間消費,,Q,2020Q3,2443592
當期價格(新臺幣百萬元)_1.民間消費,,Q,2020Q4,2493291
當期價格(新臺幣百萬元)_1.民間消費,,Q,2021Q1,2462577
當期價格(新臺幣百萬元)_1.民間消費,,Q,2021Q2,2291354
當期價格(新臺幣百萬元)_1.民間消費,,Q,2021Q3,2344963
當期價格(新臺幣百萬元)_1.民間消費,,Q,2021Q4,2606982
當期價格(新臺幣百萬元)_1.民間消費,,Q,2022Q1,2542589
當期價格(新臺幣百萬元)_1.民間消費,,Q,2022Q2,2447758
當期價格(新臺幣百萬元)_1.民間消費,,Q,2022Q3,2609890
當期價格(新臺幣百萬元)_1.民間消費,,Q,2022Q4,2761498
當期價格(新臺幣百萬元)_1.民間消費,,Q,2023Q1,2769785
當期價格(新臺幣百萬元)_1.民間消費,,Q,2023Q2,2816071
當期價格(新臺幣百萬元)_1.民間消費,,Q,2023Q3,2904072
當期價格(新臺幣百萬元)_1.民間消費,,Q,2023Q4,2953616
當期價格(新臺幣百萬元)_1.民間消費,,Q,2024Q1,2941655
當期價格(新臺幣百萬元)_1.民間消費,,Q,2024Q2,2952929
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1981Q1,23.26
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1981Q2,22.71
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1981Q3,17.83
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1981Q4,13.55
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1982Q1,8.39
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1982Q2,8.81
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1982Q3,7.71
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1982Q4,8.69
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1983Q1,6.8
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1983Q2,9.16
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1983Q3,7.29
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1983Q4,9.41
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1984Q1,8.4
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1984Q2,10.04
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1984Q3,9.41
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1984Q4,9.76
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1985Q1,7.38
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1985Q2,5.65
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1985Q3,5.12
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1985Q4,5.78
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1986Q1,6.86
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1986Q2,6.84
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1986Q3,8.93
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1986Q4,10.11
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1987Q1,11.48
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1987Q2,13.07
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1987Q3,12.4
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1987Q4,13.9
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1988Q1,12.24
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1988Q2,14.98
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1988Q3,16.43
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1988Q4,17.05
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1989Q1,16.44
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1989Q2,19.52
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1989Q3,18.75
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1989Q4,16.94
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1990Q1,16.05
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1990Q2,12.07
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1990Q3,11.01
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1990Q4,10.32
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1991Q1,10.13
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1991Q2,13.56
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1991Q3,12.46
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1991Q4,11.76
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1992Q1,13.29
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1992Q2,14.06
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1992Q3,12.41
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1992Q4,13.39
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1993Q1,11.29
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1993Q2,11.23
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1993Q3,11
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1993Q4,11.17
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1994Q1,12.46
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1994Q2,11.54
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1994Q3,13.83
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1994Q4,12.19
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1995Q1,6.69
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1995Q2,8.42
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1995Q3,5.33
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1995Q4,7.05
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1996Q1,9.99
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1996Q2,9.23
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1996Q3,10.83
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1996Q4,10.51
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1997Q1,8.79
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1997Q2,8.52
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1997Q3,8.57
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1997Q4,8.07
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1998Q1,9.1
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1998Q2,7.76
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1998Q3,6.15
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1998Q4,8.52
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1999Q1,4.53
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1999Q2,6.24
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1999Q3,6.3
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,1999Q4,4.68
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2000Q1,7.77
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2000Q2,6.36
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2000Q3,5.09
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2000Q4,4.03
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2001Q1,1.49
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2001Q2,0.71
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2001Q3,0.34
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2001Q4,0.95
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2002Q1,2.54
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2002Q2,3.36
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2002Q3,4.61
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2002Q4,3.18
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2003Q1,1.21
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2003Q2,-1.11
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2003Q3,5.08
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2003Q4,4.48
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2004Q1,7.18
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2004Q2,10.12
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2004Q3,3.94
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2004Q4,4.69
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2005Q1,4.55
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2005Q2,4.6
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2005Q3,4.72
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2005Q4,4.14
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2006Q1,2.62
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2006Q2,2.61
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2006Q3,2.01
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2006Q4,2.36
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2007Q1,2.35
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2007Q2,2.24
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2007Q3,5.1
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2007Q4,4.56
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2008Q1,5.08
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2008Q2,2.61
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2008Q3,-1.04
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2008Q4,-3.07
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2009Q1,-4.08
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2009Q2,-3.2
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2009Q3,-0.84
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2009Q4,3.39
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2010Q1,3.97
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2010Q2,5.05
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2010Q3,5.05
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2010Q4,3.74
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2011Q1,5.37
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2011Q2,4.68
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2011Q3,3.86
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2011Q4,1.89
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2012Q1,2.61
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2012Q2,3.11
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2012Q3,3.27
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2012Q4,3.4
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2013Q1,2.06
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2013Q2,2.72
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2013Q3,2
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2013Q4,4.53
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2014Q1,3.61
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2014Q2,5.07
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2014Q3,5.51
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2014Q4,3.31
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2015Q1,2.77
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2015Q2,2.61
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2015Q3,0.29
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2015Q4,2.98
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2016Q1,3.53
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2016Q2,2.93
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2016Q3,3.38
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2016Q4,3.57
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2017Q1,2.47
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2017Q2,1.69
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2017Q3,2.68
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2017Q4,3.85
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2018Q1,3.86
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2018Q2,4.21
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2018Q3,2.73
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2018Q4,1.5
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2019Q1,2.06
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2019Q2,2.27
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2019Q3,3.11
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2019Q4,3.86
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2020Q1,-1.63
當期價格(新臺幣百萬元)_1.民間消費 上年同期增減率(%),%,Q,2020Q2,-6.41
