item,unit,freq,period,value
新台幣(NTD/USD),,M,1960M01,40
新台幣(NTD/USD),,M,1960M02,40
新台幣(NTD/USD),,M,1960M03,40
新台幣(NTD/USD),,M,1960M04,40
新台幣(NTD/USD),,M,1960M05,40
新台幣(NTD/USD),,M,1960M06,40
新台幣(NTD/USD),,M,1960M07,40
新台幣(NTD/USD),,M,1960M08,40
新台幣(NTD/USD),,M,1960M09,40
新台幣(NTD/USD),,M,1960M10,40
新台幣(NTD/USD),,M,1960M11,40
新台幣(NTD/USD),,M,1960M12,40
新台幣(NTD/USD),,M,1961M01,40
新台幣(NTD/USD),,M,1961M02,40
新台幣(NTD/USD),,M,1961M03,40
新台幣(NTD/USD),,M,1961M04,40
新台幣(NTD/USD),,M,1961M05,40
新台幣(NTD/USD),,M,1961M06,40
新台幣(NTD/USD),,M,1961M07,40
新台幣(NTD/USD),,M,1961M08,40
新台幣(NTD/USD),,M,1961M09,40
新台幣(NTD/USD),,M,1961M10,40
新台幣(NTD/USD),,M,1961M11,40
新台幣(NTD/USD),,M,1961M12,40
新台幣(NTD/USD),,M,1962M01,40
新台幣(NTD/USD),,M,1962M02,40
新台幣(NTD/USD),,M,1962M03,40
新台幣(NTD/USD),,M,1962M04,40
新台幣(NTD/USD),,M,1962M05,40
新台幣(NTD/USD),,M,1962M06,40
新台幣(NTD/USD),,M,1962M07,40
新台幣(NTD/USD),,M,1962M08,40
新台幣(NTD/USD),,M,1962M09,40
新台幣(NTD/USD),,M,1962M10,40
新台幣(NTD/USD),,M,1962M11,40
新台幣(NTD/USD),,M,1962M12,40
新台幣(NTD/USD),,M,1963M01,40
新台幣(NTD/USD),,M,1963M02,40
新台幣(NTD/USD),,M,1963M03,40
新台幣(NTD/USD),,M,1963M04,40
新台幣(NTD/USD),,M,1963M05,40
新台幣(NTD/USD),,M,1963M06,40
新台幣(NTD/USD),,M,1963M07,40
新台幣(NTD/USD),,M,1963M08,40
新台幣(NTD/USD),,M,1963M09,40
新台幣(NTD/USD),,M,1963M10,40
新台幣(NTD/USD),,M,1963M11,40
新台幣(NTD/USD),,M,1963M12,40
新台幣(NTD/USD),,M,1964M01,40
新台幣(NTD/USD),,M,1964M02,40
新台幣(NTD/USD),,M,1964M03,40
新台幣(NTD/USD),,M,1964M04,40
新台幣(NTD/USD),,M,1964M05,40
新台幣(NTD/USD),,M,1964M06,40
新台幣(NTD/USD),,M,1964M07,40
新台幣(NTD/USD),,M,1964M08,40
新台幣(NTD/USD),,M,1964M09,40
新台幣(NTD/USD),,M,1964M10,40
新台幣(NTD/USD),,M,1964M11,40
新台幣(NTD/USD),,M,1964M12,40
新台幣(NTD/USD),,M,1965M01,40
新台幣(NTD/USD),,M,1965M02,40
新台幣(NTD/USD),,M,1965M03,40
新台幣(NTD/USD),,M,1965M04,40
新台幣(NTD/USD),,M,1965M05,40
新台幣(NTD/USD),,M,1965M06,40
新台幣(NTD/USD),,M,1965M07,40
新台幣(NTD/USD),,M,1965M08,40
新台幣(NTD/USD),,M,1965M09,40
新台幣(NTD/USD),,M,1965M10,40
