item,unit,freq,period,value
貨幣總計數M2增(+)減(-),單位：新臺幣百萬元,M,1997M01,155090
貨幣總計數M2增(+)減(-),單位：新臺幣百萬元,M,1997M02,118140
貨幣總計數M2增(+)減(-),單位：新臺幣百萬元,M,1997M03,16039
貨幣總計數M2增(+)減(-),單位：新臺幣百萬元,M,1997M04,-49358
貨幣總計數M2增(+)減(-),單位：新臺幣百萬元,M,1997M05,33466
貨幣總計數M2增(+)減(-),單位：新臺幣百萬元,M,1997M06,173549
貨幣總計數M2增(+)減(-),單位：新臺幣百萬元,M,1997M07,57559
貨幣總計數M2增(+)減(-),單位：新臺幣百萬元,M,1997M08,42270
貨幣總計數M2增(+)減(-),單位：新臺幣百萬元,M,1997M09,919
貨幣總計數M2增(+)減(-),單位：新臺幣百萬元,M,1997M10,180244
貨幣總計數M2增(+)減(-),單位：新臺幣百萬元,M,1997M11,123827
貨幣總計數M2增(+)減(-),單位：新臺幣百萬元,M,1997M12,268738
貨幣總計數M2增(+)減(-),單位：新臺幣百萬元,M,1998M01,416801
貨幣總計數M2增(+)減(-),單位：新臺幣百萬元,M,1998M02,-12318
貨幣總計數M2增(+)減(-),單位：新臺幣百萬元,M,1998M03,-49618
貨幣總計數M2增(+)減(-),單位：新臺幣百萬元,M,1998M04,-29612
貨幣總計數M2增(+)減(-),單位：新臺幣百萬元,M,1998M05,4905
貨幣總計數M2增(+)減(-),單位：新臺幣百萬元,M,1998M06,165395
貨幣總計數M2增(+)減(-),單位：新臺幣百萬元,M,1998M07,58856
貨幣總計數M2增(+)減(-),單位：新臺幣百萬元,M,1998M08,89755
貨幣總計數M2增(+)減(-),單位：新臺幣百萬元,M,1998M09,178337
貨幣總計數M2增(+)減(-),單位：新臺幣百萬元,M,1998M10,136182
貨幣總計數M2增(+)減(-),單位：新臺幣百萬元,M,1998M11,201908
貨幣總計數M2增(+)減(-),單位：新臺幣百萬元,M,1998M12,131772
貨幣總計數M2增(+)減(-),單位：新臺幣百萬元,M,1999M01,125515
貨幣總計數M2增(+)減(-),單位：新臺幣百萬元,M,1999M02,259576
貨幣總計數M2增(+)減(-),單位：新臺幣百萬元,M,1999M03,10510
貨幣總計數M2增(+)減(-),單位：新臺幣百萬元,M,1999M04,83272
貨幣總計數M2增(+)減(-),單位：新臺幣百萬元,M,1999M05,-40579
貨幣總計數M2增(+)減(-),單位：新臺幣百萬元,M,1999M06,277505
貨幣總計數M2增(+)減(-),單位：新臺幣百萬元,M,1999M07,-6862
貨幣總計數M2增(+)減(-),單位：新臺幣百萬元,M,1999M08,32534
貨幣總計數M2增(+)減(-),單位：新臺幣百萬元,M,1999M09,44774
貨幣總計數M2增(+)減(-),單位：新臺幣百萬元,M,1999M10,44842
貨幣總計數M2增(+)減(-),單位：新臺幣百萬元,M,1999M11,106120
貨幣總計數M2增(+)減(-),單位：新臺幣百萬元,M,1999M12,421084
貨幣總計數M2增(+)減(-),單位：新臺幣百萬元,M,2000M01,284974
貨幣總計數M2增(+)減(-),單位：新臺幣百萬元,M,2000M02,24359
貨幣總計數M2增(+)減(-),單位：新臺幣百萬元,M,2000M03,153495
貨幣總計數M2增(+)減(-),單位：新臺幣百萬元,M,2000M04,-73046
貨幣總計數M2增(+)減(-),單位：新臺幣百萬元,M,2000M05,-149176
貨幣總計數M2增(+)減(-),單位：新臺幣百萬元,M,2000M06,178084
貨幣總計數M2增(+)減(-),單位：新臺幣百萬元,M,2000M07,-39125
貨幣總計數M2增(+)減(-),單位：新臺幣百萬元,M,2000M08,89271
貨幣總計數M2增(+)減(-),單位：新臺幣百萬元,M,2000M09,13493
貨幣總計數M2增(+)減(-),單位：新臺幣百萬元,M,2000M10,91827
貨幣總計數M2增(+)減(-),單位：新臺幣百萬元,M,2000M11,179448
貨幣總計數M2增(+)減(-),單位：新臺幣百萬元,M,2000M12,399180
貨幣總計數M2增(+)減(-),單位：新臺幣百萬元,M,2001M01,227159
貨幣總計數M2增(+)減(-),單位：新臺幣百萬元,M,2001M02,21742
貨幣總計數M2增(+)減(-),單位：新臺幣百萬元,M,2001M03,16128
貨幣總計數M2增(+)減(-),單位：新臺幣百萬元,M,2001M04,-147263
貨幣總計數M2增(+)減(-),單位：新臺幣百萬元,M,2001M05,-6082
貨幣總計數M2增(+)減(-),單位：新臺幣百萬元,M,2001M06,330766
貨幣總計數M2增(+)減(-),單位：新臺幣百萬元,M,2001M07,-28370
貨幣總計數M2增(+)減(-),單位：新臺幣百萬元,M,2001M08,67829
貨幣總計數M2增(+)減(-),單位：新臺幣百萬元,M,2001M09,13817
貨幣總計數M2增(+)減(-),單位：新臺幣百萬元,M,2001M10,-44340
貨幣總計數M2增(+)減(-),單位：新臺幣百萬元,M,2001M11,33959
貨幣總計數M2增(+)減(-),單位：新臺幣百萬元,M,2001M12,329355
貨幣總計數M2增(+)減(-),單位：新臺幣百萬元,M,2002M01,84913
貨幣總計數M2增(+)減(-),單位：新臺幣百萬元,M,2002M02,165646
貨幣總計數M2增(+)減(-),單位：新臺幣百萬元,M,2002M03,22339
貨幣總計數M2增(+)減(-),單位：新臺幣百萬元,M,2002M04,-100661
貨幣總計數M2增(+)減(-),單位：新臺幣百萬元,M,2002M05,-115767
貨幣總計數M2增(+)減(-),單位：新臺幣百萬元,M,2002M06,237245
貨幣總計數M2增(+)減(-),單位：新臺幣百萬元,M,2002M07,-166566
貨幣總計數M2增(+)減(-),單位：新臺幣百萬元,M,2002M08,63861
貨幣總計數M2增(+)減(-),單位：新臺幣百萬元,M,2002M09,-89475
貨幣總計數M2增(+)減(-),單位：新臺幣百萬元,M,2002M10,15540
貨幣總計數M2增(+)減(-),單位：新臺幣百萬元,M,2002M11,144604
貨幣總計數M2增(+)減(-),單位：新臺幣百萬元,M,2002M12,236310
