Price,Close,High,Low,Open,Volume
Ticker,0050.TW,0050.TW,0050.TW,0050.TW,0050.TW
Date,,,,,
2009-01-02,20.467866897583008,20.467866897583008,20.467866897583008,20.467866897583008,0
2009-01-05,22.784278869628906,22.784278869628906,19.03567628277485,21.900055829021717,26338
2009-01-06,22.77182388305664,22.784277995869754,21.12791899779191,22.784277995869754,24377
2009-01-07,20.0568904876709,21.71324960450443,20.0568904876709,21.607393201072107,16672
2009-01-08,18.780370712280273,21.05319505257205,18.780370712280273,20.922428065933516,31357
2009-01-09,20.063119888305664,20.24992685390188,19.93858111944837,20.19388452668507,18391
2009-01-12,21.289817810058594,21.289817810058594,19.67704819951992,19.69572818113465,13977
2009-01-13,20.33710479736328,21.28982205577637,19.71441328198121,21.28982205577637,11554
2009-01-14,21.650989532470703,21.650989532470703,20.231253292761213,20.337109735899464,13520
2009-01-15,19.303434371948242,21.650981353195206,19.27230027545644,21.650981353195206,29872
2009-01-16,18.680742263793945,19.546282941955724,18.680742263793945,19.427972429421548,14165
2009-01-19,21.003381729125977,21.003381729125977,19.540056625495456,19.583646023421352,8872
2009-01-20,20.449188232421875,20.449188232421875,19.01077125080297,19.073039448450835,27774
2009-01-21,18.99208641052246,19.02322050333276,18.686967787761397,18.929817037212352,29100
2009-02-02,20.573720932006836,20.573720932006836,18.92981510756637,18.92981510756637,7841
2009-02-03,19.596101760864258,19.70818642480368,19.129083119576542,19.129083119576542,16223
2009-02-04,19.733091354370117,19.826494829463073,18.226178076417686,18.226178076417686,16252
2009-02-05,19.571195602416992,21.109244490715255,19.546287370331086,21.109244490715255,14257
2009-02-06,20.050662994384766,20.26860402813865,19.782905509841925,19.782905509841925,22990
2009-02-09,21.650989532470703,21.650989532470703,18.649615889524735,18.649615889524735,28135
2009-02-10,21.78174591064453,21.78174591064453,20.175203258338037,20.26860554750021,17374
2009-02-11,19.259849548339844,21.781749813682698,19.259849548339844,21.781749813682698,14060
2009-02-12,21.55135154724121,21.55135154724121,20.08179933954266,20.629768482751135,17087
2009-02-13,20.723173141479492,21.551354007897583,18.73678803669708,21.551354007897583,17924
2009-02-16,22.124225616455078,22.124225616455078,20.56749705069541,20.723169907271373,9781
2009-02-17,20.200109481811523,22.12422612865067,20.075573093971048,22.12422612865067,12662
2009-02-18,18.81773567199707,20.268606740041676,18.81773567199707,19.303435442969107,13810
2009-02-19,21.931194305419922,21.931194305419922,19.888765858868684,20.038211668954425,15551
2009-02-20,21.38322639465332,21.38322639465332,19.926128176715796,20.11293515329659,24878
2009-02-23,20.200109481811523,21.38322416933075,18.593566799951873,21.38322416933075,15467
2009-02-24,21.42681121826172,21.42681121826172,19.714409849139038,19.801586266051885,22044
2009-02-25,20.38691520690918,20.51767981623076,20.175200059511848,20.23746824241386,19672
2009-02-26,20.424278259277344,20.54881701931877,20.274833647531057,20.386918294030412,23652
2009-02-27,20.579952239990234,20.604860468435383,18.998316552104225,18.998316552104225,11089
2009-03-02,19.88254165649414,22.018373892561815,19.770456985913697,22.018373892561815,37820
2009-03-03,19.89499282836914,21.2711403991475,19.49024242502048,21.2711403991475,18194
2009-03-04,20.393138885498047,20.393138885498047,18.50638392898152,18.50638392898152,25616
2009-03-05,20.829029083251953,21.81910856502348,20.548817460980896,21.81910856502348,22365
2009-03-06,22.429344177246094,22.429344177246094,19.371929544035137,19.371929544035137,14037
2009-03-09,20.74808120727539,20.98470464942179,20.53014012594294,20.98470464942179,9851
2009-03-10,20.84771156311035,22.198953381058598,20.561274037318793,22.198953381058598,7245
2009-03-11,21.327186584472656,22.30481217364291,21.084337248681045,22.30481217364291,32167
2009-03-12,21.202646255493164,22.815417423406267,21.1403780522513,22.815417423406267,19076
2009-03-13,21.79419708251953,22.012138103193138,19.72063495046168,19.72063495046168,41024
2009-03-16,22.124225616455078,22.1802679398376,21.83156226135017,21.83156226135017,38765
2009-03-17,22.522750854492188,23.668503331873996,21.98100990402295,23.668503331873996,32108
2009-03-18,22.47916030883789,22.60992731812587,22.37330390292502,22.416892114227892,21639
2009-03-19,22.35462188720703,22.784278091863523,21.79419868515148,21.79419868515148,35387
2009-03-20,22.05573081970215,23.917579367976227,22.030824966086094,23.917579367976227,36163
2009-03-23,22.77182388305664,22.77182388305664,22.05572783626703,22.05572783626703,19379
2009-03-24,23.288671493530273,23.35093971595398,21.183972795359104,21.183972795359104,24953
2009-03-25,23.550189971923828,23.69963696206347,21.794200308524484,21.794200308524484,16178
2009-03-26,23.72454071044922,25.19409275242636,23.431877376088053,25.19409275242636,36731
2009-03-27,23.51905632019043,25.38090242299581,22.068184103442604,25.38090242299581,24824
2009-03-30,22.59747314453125,25.16296123684288,21.875151162215186,25.16296123684288,33667
2009-03-31,22.81541633605957,23.189032663843875,21.01583826880623,21.01583826880623,16970
2009-04-02,24.023441314697266,24.023441314697266,21.794204409228204,21.794204409228204,18580
2009-04-03,24.035888671875,24.19778977674357,22.342169567653347,22.342169567653347,18259
2009-04-06,24.154199600219727,24.490453521078173,22.354621862284205,22.416890051163556,14735
2009-04-07,24.16042709350586,24.16042709350586,23.78681318434962,24.154201224350956,8691
2009-04-08,23.49414825439453,24.907658138817975,23.413197700337143,24.907658138817975,35566
2009-04-09,24.459318161010742,25.138051902258958,23.79926677757729,25.138051902258958,23992
2009-04-10,24.88897705078125,26.165493998668936,24.459318446711755,26.165493998668936,58881
2009-04-13,25.01974105834961,25.05710339810781,23.15166682726554,23.15166682726554,24796
2009-04-14,25.219005584716797,26.76950845472194,24.6274481885179,26.76950845472194,29021
2009-04-15,25.063331604003906,25.219004471109518,24.795574082551894,25.219004471109518,20582
2009-04-16,25.654891967773438,26.81309861425209,25.468084980523916,26.81309861425209,35606
2009-04-17,24.832937240600586,27.448241968862952,23.861537662851845,27.448241968862952,21658
2009-04-20,25.01351547241211,25.21900479985231,23.09562695986758,23.09562695986758,20721
2009-04-21,25.39335823059082,26.763279985204907,23.263754472581823,26.763279985204907,24244
2009-04-22,25.312408447265625,27.168028687223774,25.237683762831253,27.168028687223774,11713
2009-04-23,25.194095611572266,27.080852328917242,24.87652401579386,27.080852328917242,6195
2009-04-24,25.219005584716797,25.60507364708026,23.43188165653573,23.43188165653573,7974
2009-04-27,24.608766555786133,25.39335674293532,23.662275260327505,23.662275260327505,11356
2009-04-28,24.316104888916016,24.8889823580411,22.890140649592045,22.890140649592045,10837
2009-04-29,24.53404426574707,24.90765818842164,24.33478319027005,24.90765818842164,7085
2009-04-30,26.246448516845703,26.246448516845703,24.907660798760475,24.907660798760475,37253
2009-05-04,28.083385467529297,28.083385467529297,24.907659793952206,24.907659793952206,23126
2009-05-05,28.830612182617188,29.372353051251668,26.12190546406555,26.12190546406555,46744
2009-05-06,28.89288330078125,28.998739703694167,26.813093829664727,26.813093829664727,30850
2009-05-07,28.830612182617188,28.955150941311583,28.021113814172498,28.021113814172498,30796
2009-05-08,28.537952423095703,30.84813730488349,28.23905841445931,30.84813730488349,13548
2009-05-11,28.768341064453125,30.53055636319409,27.16802447277999,30.53055636319409,21608
2009-05-12,27.77203369140625,28.39472505108244,26.75704848540697,26.75704848540697,25325
2009-05-13,27.815631866455078,27.95885302084862,27.722229554253058,27.772043645684825,9823
2009-05-14,27.180482864379883,29.75842509886453,25.87282938829592,29.75842509886453,14934
2009-05-15,27.89657211303711,27.95261442976946,25.281267957825726,25.281267957825726,11728
2009-05-18,28.05847930908203,28.20792393601435,27.585232447910812,27.89657819196258,9661
2009-05-19,28.70607566833496,29.889190405365795,26.153041604695073,29.889190405365795,23190
2009-05-20,28.830612182617188,29.02364737736246,26.775730977987056,26.775730977987056,14834
2009-05-21,28.612672805786133,30.848135222177802,28.394729371510653,30.848135222177802,9357
2009-05-22,28.506816864013672,30.611514854798795,28.332463999522705,30.611514854798795,16655
2009-05-25,28.475677490234375,30.49942454402094,28.332458753011906,30.49942454402094,12501
2009-05-26,28.394731521606445,28.793256077932416,28.38227978190899,28.475682081917295,11136
2009-05-27,29.88918685913086,30.38111362961172,28.706072262471935,30.38111362961172,29596
2009-06-01,29.714841842651367,31.97521048295595,29.5903030562488,31.97521048295595,14068
2009-06-02,29.79578399658203,31.78839704907791,27.635046348200117,31.78839704907791,19937
2009-06-03,29.758426666259766,31.850670437890415,29.58407143503754,31.850670437890415,18407
2009-06-04,29.079689025878906,29.733514524643393,27.678633367649635,27.678633367649635,34959
2009-06-05,29.02987289428711,29.216679842373384,27.04971401873831,27.04971401873831,10613
2009-06-08,28.46323013305664,31.227982130700166,28.407187798634684,31.227982130700166,9560
2009-06-09,27.67863655090332,30.44961409093831,27.572777764909805,30.44961409093831,38499
2009-06-10,27.927709579467773,28.052248340071475,25.742063713620958,25.742063713620958,10697
