item,unit,freq,period,value
批發_零售及餐飲業合計,單位：百萬元,M,1999M01,656562
批發_零售及餐飲業合計,單位：百萬元,M,1999M02,674456
批發_零售及餐飲業合計,單位：百萬元,M,1999M03,683692
批發_零售及餐飲業合計,單位：百萬元,M,1999M04,685983
批發_零售及餐飲業合計,單位：百萬元,M,1999M05,689210
批發_零售及餐飲業合計,單位：百萬元,M,1999M06,699831
批發_零售及餐飲業合計,單位：百萬元,M,1999M07,719674
批發_零售及餐飲業合計,單位：百萬元,M,1999M08,715630
批發_零售及餐飲業合計,單位：百萬元,M,1999M09,709907
批發_零售及餐飲業合計,單位：百萬元,M,1999M10,703532
批發_零售及餐飲業合計,單位：百萬元,M,1999M11,708053
批發_零售及餐飲業合計,單位：百萬元,M,1999M12,740319
批發_零售及餐飲業合計,單位：百萬元,M,2000M01,746156
批發_零售及餐飲業合計,單位：百萬元,M,2000M02,721713
批發_零售及餐飲業合計,單位：百萬元,M,2000M03,758907
批發_零售及餐飲業合計,單位：百萬元,M,2000M04,755139
批發_零售及餐飲業合計,單位：百萬元,M,2000M05,779737
批發_零售及餐飲業合計,單位：百萬元,M,2000M06,780066
批發_零售及餐飲業合計,單位：百萬元,M,2000M07,803498
批發_零售及餐飲業合計,單位：百萬元,M,2000M08,805016
批發_零售及餐飲業合計,單位：百萬元,M,2000M09,803529
批發_零售及餐飲業合計,單位：百萬元,M,2000M10,785195
批發_零售及餐飲業合計,單位：百萬元,M,2000M11,777678
批發_零售及餐飲業合計,單位：百萬元,M,2000M12,778629
批發_零售及餐飲業合計,單位：百萬元,M,2001M01,733492
批發_零售及餐飲業合計,單位：百萬元,M,2001M02,704177
批發_零售及餐飲業合計,單位：百萬元,M,2001M03,737237
批發_零售及餐飲業合計,單位：百萬元,M,2001M04,711679
批發_零售及餐飲業合計,單位：百萬元,M,2001M05,705182
批發_零售及餐飲業合計,單位：百萬元,M,2001M06,710365
批發_零售及餐飲業合計,單位：百萬元,M,2001M07,719806
批發_零售及餐飲業合計,單位：百萬元,M,2001M08,736631
批發_零售及餐飲業合計,單位：百萬元,M,2001M09,691268
批發_零售及餐飲業合計,單位：百萬元,M,2001M10,727529
批發_零售及餐飲業合計,單位：百萬元,M,2001M11,737542
批發_零售及餐飲業合計,單位：百萬元,M,2001M12,760800
批發_零售及餐飲業合計,單位：百萬元,M,2002M01,732864
批發_零售及餐飲業合計,單位：百萬元,M,2002M02,677650
批發_零售及餐飲業合計,單位：百萬元,M,2002M03,758338
批發_零售及餐飲業合計,單位：百萬元,M,2002M04,745455
批發_零售及餐飲業合計,單位：百萬元,M,2002M05,751090
批發_零售及餐飲業合計,單位：百萬元,M,2002M06,753903
批發_零售及餐飲業合計,單位：百萬元,M,2002M07,768785
批發_零售及餐飲業合計,單位：百萬元,M,2002M08,762236
批發_零售及餐飲業合計,單位：百萬元,M,2002M09,779748
批發_零售及餐飲業合計,單位：百萬元,M,2002M10,798921
