item,unit,freq,period,value
金融業拆款,單位：年息百分比率,M,1997M01,5.653
金融業拆款,單位：年息百分比率,M,1997M02,6.66
金融業拆款,單位：年息百分比率,M,1997M03,6.188
金融業拆款,單位：年息百分比率,M,1997M04,6.562
金融業拆款,單位：年息百分比率,M,1997M05,5.663
金融業拆款,單位：年息百分比率,M,1997M06,7.208
金融業拆款,單位：年息百分比率,M,1997M07,7.107
金融業拆款,單位：年息百分比率,M,1997M08,8.112
金融業拆款,單位：年息百分比率,M,1997M09,7.555
金融業拆款,單位：年息百分比率,M,1997M10,7.816
金融業拆款,單位：年息百分比率,M,1997M11,7.116
金融業拆款,單位：年息百分比率,M,1997M12,6.666
金融業拆款,單位：年息百分比率,M,1998M01,7.312
金融業拆款,單位：年息百分比率,M,1998M02,7.222
金融業拆款,單位：年息百分比率,M,1998M03,6.931
金融業拆款,單位：年息百分比率,M,1998M04,6.8
金融業拆款,單位：年息百分比率,M,1998M05,6.877
金融業拆款,單位：年息百分比率,M,1998M06,6.837
金融業拆款,單位：年息百分比率,M,1998M07,6.748
金融業拆款,單位：年息百分比率,M,1998M08,6.673
金融業拆款,單位：年息百分比率,M,1998M09,6.521
金融業拆款,單位：年息百分比率,M,1998M10,6.061
金融業拆款,單位：年息百分比率,M,1998M11,5.401
金融業拆款,單位：年息百分比率,M,1998M12,4.954
金融業拆款,單位：年息百分比率,M,1999M01,4.848
金融業拆款,單位：年息百分比率,M,1999M02,4.747
金融業拆款,單位：年息百分比率,M,1999M03,4.73
金融業拆款,單位：年息百分比率,M,1999M04,4.723
金融業拆款,單位：年息百分比率,M,1999M05,4.696
金融業拆款,單位：年息百分比率,M,1999M06,4.737
金融業拆款,單位：年息百分比率,M,1999M07,4.835
金融業拆款,單位：年息百分比率,M,1999M08,4.841
金融業拆款,單位：年息百分比率,M,1999M09,4.837
金融業拆款,單位：年息百分比率,M,1999M10,4.817
金融業拆款,單位：年息百分比率,M,1999M11,4.825
金融業拆款,單位：年息百分比率,M,1999M12,4.73
金融業拆款,單位：年息百分比率,M,2000M01,4.614
金融業拆款,單位：年息百分比率,M,2000M02,4.611
金融業拆款,單位：年息百分比率,M,2000M03,4.643
金融業拆款,單位：年息百分比率,M,2000M04,4.645
金融業拆款,單位：年息百分比率,M,2000M05,4.771
金融業拆款,單位：年息百分比率,M,2000M06,4.797
金融業拆款,單位：年息百分比率,M,2000M07,4.785
金融業拆款,單位：年息百分比率,M,2000M08,4.754
金融業拆款,單位：年息百分比率,M,2000M09,4.799
金融業拆款,單位：年息百分比率,M,2000M10,4.758
金融業拆款,單位：年息百分比率,M,2000M11,4.739
金融業拆款,單位：年息百分比率,M,2000M12,4.72
金融業拆款,單位：年息百分比率,M,2001M01,4.655
金融業拆款,單位：年息百分比率,M,2001M02,4.517
金融業拆款,單位：年息百分比率,M,2001M03,4.36
金融業拆款,單位：年息百分比率,M,2001M04,4.227
金融業拆款,單位：年息百分比率,M,2001M05,4.037
金融業拆款,單位：年息百分比率,M,2001M06,3.895
金融業拆款,單位：年息百分比率,M,2001M07,3.686
金融業拆款,單位：年息百分比率,M,2001M08,3.513
金融業拆款,單位：年息百分比率,M,2001M09,3.173
金融業拆款,單位：年息百分比率,M,2001M10,2.727
金融業拆款,單位：年息百分比率,M,2001M11,2.486
金融業拆款,單位：年息百分比率,M,2001M12,2.39
金融業拆款,單位：年息百分比率,M,2002M01,2.299
金融業拆款,單位：年息百分比率,M,2002M02,2.277
金融業拆款,單位：年息百分比率,M,2002M03,2.273
金融業拆款,單位：年息百分比率,M,2002M04,2.265
金融業拆款,單位：年息百分比率,M,2002M05,2.215
金融業拆款,單位：年息百分比率,M,2002M06,2.071
金融業拆款,單位：年息百分比率,M,2002M07,1.937
金融業拆款,單位：年息百分比率,M,2002M08,1.96
金融業拆款,單位：年息百分比率,M,2002M09,1.947
金融業拆款,單位：年息百分比率,M,2002M10,1.933
金融業拆款,單位：年息百分比率,M,2002M11,1.794
金融業拆款,單位：年息百分比率,M,2002M12,1.614
金融業拆款,單位：年息百分比率,M,2003M01,1.302
金融業拆款,單位：年息百分比率,M,2003M02,1.258
金融業拆款,單位：年息百分比率,M,2003M03,1.203
金融業拆款,單位：年息百分比率,M,2003M04,1.188
金融業拆款,單位：年息百分比率,M,2003M05,1.181
金融業拆款,單位：年息百分比率,M,2003M06,1.156
金融業拆款,單位：年息百分比率,M,2003M07,1.027
金融業拆款,單位：年息百分比率,M,2003M08,1.024
金融業拆款,單位：年息百分比率,M,2003M09,1.021
金融業拆款,單位：年息百分比率,M,2003M10,1.024
金融業拆款,單位：年息百分比率,M,2003M11,1.022
金融業拆款,單位：年息百分比率,M,2003M12,1.025
金融業拆款,單位：年息百分比率,M,2004M01,1.008
金融業拆款,單位：年息百分比率,M,2004M02,0.984
金融業拆款,單位：年息百分比率,M,2004M03,0.991
金融業拆款,單位：年息百分比率,M,2004M04,0.972
金融業拆款,單位：年息百分比率,M,2004M05,0.967
金融業拆款,單位：年息百分比率,M,2004M06,1.018
金融業拆款,單位：年息百分比率,M,2004M07,1.024
金融業拆款,單位：年息百分比率,M,2004M08,1.048
金融業拆款,單位：年息百分比率,M,2004M09,1.084
金融業拆款,單位：年息百分比率,M,2004M10,1.142
金融業拆款,單位：年息百分比率,M,2004M11,1.141
金融業拆款,單位：年息百分比率,M,2004M12,1.149
金融業拆款,單位：年息百分比率,M,2005M01,1.202
金融業拆款,單位：年息百分比率,M,2005M02,1.203
金融業拆款,單位：年息百分比率,M,2005M03,1.221
金融業拆款,單位：年息百分比率,M,2005M04,1.267
金融業拆款,單位：年息百分比率,M,2005M05,1.266
金融業拆款,單位：年息百分比率,M,2005M06,1.265
金融業拆款,單位：年息百分比率,M,2005M07,1.324
金融業拆款,單位：年息百分比率,M,2005M08,1.324
金融業拆款,單位：年息百分比率,M,2005M09,1.365
金融業拆款,單位：年息百分比率,M,2005M10,1.388
金融業拆款,單位：年息百分比率,M,2005M11,1.387
金融業拆款,單位：年息百分比率,M,2005M12,1.406
金融業拆款,單位：年息百分比率,M,2006M01,1.446
金融業拆款,單位：年息百分比率,M,2006M02,1.449
金融業拆款,單位：年息百分比率,M,2006M03,1.45
金融業拆款,單位：年息百分比率,M,2006M04,1.516
金融業拆款,單位：年息百分比率,M,2006M05,1.517
金融業拆款,單位：年息百分比率,M,2006M06,1.533
金融業拆款,單位：年息百分比率,M,2006M07,1.586
金融業拆款,單位：年息百分比率,M,2006M08,1.587
金融業拆款,單位：年息百分比率,M,2006M09,1.595
金融業拆款,單位：年息百分比率,M,2006M10,1.658
