item,unit,freq,period,value
NTD(百萬元)_出口,,M,1981M01,59856
NTD(百萬元)_出口,,M,1981M02,50577
NTD(百萬元)_出口,,M,1981M03,65207
NTD(百萬元)_出口,,M,1981M04,68960
NTD(百萬元)_出口,,M,1981M05,75687
NTD(百萬元)_出口,,M,1981M06,71381
NTD(百萬元)_出口,,M,1981M07,72925
NTD(百萬元)_出口,,M,1981M08,83376
NTD(百萬元)_出口,,M,1981M09,69163
NTD(百萬元)_出口,,M,1981M10,73776
NTD(百萬元)_出口,,M,1981M11,69407
NTD(百萬元)_出口,,M,1981M12,72199
NTD(百萬元)_出口,,M,1982M01,65561
NTD(百萬元)_出口,,M,1982M02,57990
NTD(百萬元)_出口,,M,1982M03,70614
NTD(百萬元)_出口,,M,1982M04,71813
NTD(百萬元)_出口,,M,1982M05,76035
NTD(百萬元)_出口,,M,1982M06,72635
NTD(百萬元)_出口,,M,1982M07,78692
NTD(百萬元)_出口,,M,1982M08,78724
NTD(百萬元)_出口,,M,1982M09,72260
NTD(百萬元)_出口,,M,1982M10,69283
NTD(百萬元)_出口,,M,1982M11,71172
NTD(百萬元)_出口,,M,1982M12,83070
NTD(百萬元)_出口,,M,1983M01,66634
NTD(百萬元)_出口,,M,1983M02,62684
NTD(百萬元)_出口,,M,1983M03,71376
NTD(百萬元)_出口,,M,1983M04,83607
NTD(百萬元)_出口,,M,1983M05,85963
NTD(百萬元)_出口,,M,1983M06,88820
NTD(百萬元)_出口,,M,1983M07,93151
NTD(百萬元)_出口,,M,1983M08,96422
NTD(百萬元)_出口,,M,1983M09,86841
NTD(百萬元)_出口,,M,1983M10,85896
NTD(百萬元)_出口,,M,1983M11,94734
NTD(百萬元)_出口,,M,1983M12,92662
NTD(百萬元)_出口,,M,1984M01,94912
NTD(百萬元)_出口,,M,1984M02,76518
NTD(百萬元)_出口,,M,1984M03,99197
NTD(百萬元)_出口,,M,1984M04,103590
NTD(百萬元)_出口,,M,1984M05,114161
NTD(百萬元)_出口,,M,1984M06,107750
NTD(百萬元)_出口,,M,1984M07,115712
NTD(百萬元)_出口,,M,1984M08,108612
NTD(百萬元)_出口,,M,1984M09,94584
NTD(百萬元)_出口,,M,1984M10,103966
NTD(百萬元)_出口,,M,1984M11,97289
NTD(百萬元)_出口,,M,1984M12,93288
NTD(百萬元)_出口,,M,1985M01,108044
NTD(百萬元)_出口,,M,1985M02,82777
NTD(百萬元)_出口,,M,1985M03,88244
NTD(百萬元)_出口,,M,1985M04,106636
NTD(百萬元)_出口,,M,1985M05,105292
NTD(百萬元)_出口,,M,1985M06,105645
NTD(百萬元)_出口,,M,1985M07,110765
NTD(百萬元)_出口,,M,1985M08,100733
NTD(百萬元)_出口,,M,1985M09,103288
NTD(百萬元)_出口,,M,1985M10,104996
NTD(百萬元)_出口,,M,1985M11,106476
NTD(百萬元)_出口,,M,1985M12,103823
NTD(百萬元)_出口,,M,1986M01,123440
NTD(百萬元)_出口,,M,1986M02,90194
NTD(百萬元)_出口,,M,1986M03,116846
NTD(百萬元)_出口,,M,1986M04,122014
NTD(百萬元)_出口,,M,1986M05,120668
NTD(百萬元)_出口,,M,1986M06,127988
NTD(百萬元)_出口,,M,1986M07,136746
NTD(百萬元)_出口,,M,1986M08,136976
