item,unit,freq,period,value
勞參率_合計_合計,單位：%,M,2011M01,58.11
勞參率_合計_合計,單位：%,M,2011M02,57.98
勞參率_合計_合計,單位：%,M,2011M03,57.97
勞參率_合計_合計,單位：%,M,2011M04,57.91
勞參率_合計_合計,單位：%,M,2011M05,57.97
勞參率_合計_合計,單位：%,M,2011M06,58.11
勞參率_合計_合計,單位：%,M,2011M07,58.4
勞參率_合計_合計,單位：%,M,2011M08,58.54
勞參率_合計_合計,單位：%,M,2011M09,58.22
勞參率_合計_合計,單位：%,M,2011M10,58.26
勞參率_合計_合計,單位：%,M,2011M11,58.32
勞參率_合計_合計,單位：%,M,2011M12,58.28
勞參率_合計_合計,單位：%,M,2012M01,58.27
勞參率_合計_合計,單位：%,M,2012M02,58.18
勞參率_合計_合計,單位：%,M,2012M03,58.17
勞參率_合計_合計,單位：%,M,2012M04,58.15
勞參率_合計_合計,單位：%,M,2012M05,58.21
勞參率_合計_合計,單位：%,M,2012M06,58.32
勞參率_合計_合計,單位：%,M,2012M07,58.49
勞參率_合計_合計,單位：%,M,2012M08,58.61
勞參率_合計_合計,單位：%,M,2012M09,58.39
勞參率_合計_合計,單位：%,M,2012M10,58.45
勞參率_合計_合計,單位：%,M,2012M11,58.48
勞參率_合計_合計,單位：%,M,2012M12,58.45
勞參率_合計_合計,單位：%,M,2013M01,58.42
勞參率_合計_合計,單位：%,M,2013M02,58.32
勞參率_合計_合計,單位：%,M,2013M03,58.28
勞參率_合計_合計,單位：%,M,2013M04,58.23
勞參率_合計_合計,單位：%,M,2013M05,58.25
勞參率_合計_合計,單位：%,M,2013M06,58.38
勞參率_合計_合計,單位：%,M,2013M07,58.55
勞參率_合計_合計,單位：%,M,2013M08,58.66
勞參率_合計_合計,單位：%,M,2013M09,58.47
勞參率_合計_合計,單位：%,M,2013M10,58.52
勞參率_合計_合計,單位：%,M,2013M11,58.57
勞參率_合計_合計,單位：%,M,2013M12,58.55
勞參率_合計_合計,單位：%,M,2014M01,58.52
勞參率_合計_合計,單位：%,M,2014M02,58.44
勞參率_合計_合計,單位：%,M,2014M03,58.42
勞參率_合計_合計,單位：%,M,2014M04,58.39
勞參率_合計_合計,單位：%,M,2014M05,58.39
勞參率_合計_合計,單位：%,M,2014M06,58.45
勞參率_合計_合計,單位：%,M,2014M07,58.63
勞參率_合計_合計,單位：%,M,2014M08,58.73
勞參率_合計_合計,單位：%,M,2014M09,58.57
勞參率_合計_合計,單位：%,M,2014M10,58.64
勞參率_合計_合計,單位：%,M,2014M11,58.66
勞參率_合計_合計,單位：%,M,2014M12,58.64
勞參率_合計_合計,單位：%,M,2015M01,58.6
勞參率_合計_合計,單位：%,M,2015M02,58.56
勞參率_合計_合計,單位：%,M,2015M03,58.55
勞參率_合計_合計,單位：%,M,2015M04,58.51
勞參率_合計_合計,單位：%,M,2015M05,58.52
勞參率_合計_合計,單位：%,M,2015M06,58.57
勞參率_合計_合計,單位：%,M,2015M07,58.74
勞參率_合計_合計,單位：%,M,2015M08,58.85
勞參率_合計_合計,單位：%,M,2015M09,58.72
勞參率_合計_合計,單位：%,M,2015M10,58.73
勞參率_合計_合計,單位：%,M,2015M11,58.74
勞參率_合計_合計,單位：%,M,2015M12,58.72
勞參率_合計_合計,單位：%,M,2016M01,58.7
勞參率_合計_合計,單位：%,M,2016M02,58.66
勞參率_合計_合計,單位：%,M,2016M03,58.64
勞參率_合計_合計,單位：%,M,2016M04,58.63
勞參率_合計_合計,單位：%,M,2016M05,58.63
勞參率_合計_合計,單位：%,M,2016M06,58.68
勞參率_合計_合計,單位：%,M,2016M07,58.84
勞參率_合計_合計,單位：%,M,2016M08,58.93
勞參率_合計_合計,單位：%,M,2016M09,58.79
勞參率_合計_合計,單位：%,M,2016M10,58.81
勞參率_合計_合計,單位：%,M,2016M11,58.82
勞參率_合計_合計,單位：%,M,2016M12,58.8
勞參率_合計_合計,單位：%,M,2017M01,58.79
勞參率_合計_合計,單位：%,M,2017M02,58.75
勞參率_合計_合計,單位：%,M,2017M03,58.73
勞參率_合計_合計,單位：%,M,2017M04,58.7
勞參率_合計_合計,單位：%,M,2017M05,58.7
勞參率_合計_合計,單位：%,M,2017M06,58.75
勞參率_合計_合計,單位：%,M,2017M07,58.91
勞參率_合計_合計,單位：%,M,2017M08,59.01
勞參率_合計_合計,單位：%,M,2017M09,58.86
勞參率_合計_合計,單位：%,M,2017M10,58.91
勞參率_合計_合計,單位：%,M,2017M11,58.94
勞參率_合計_合計,單位：%,M,2017M12,58.92
勞參率_合計_合計,單位：%,M,2018M01,58.91
勞參率_合計_合計,單位：%,M,2018M02,58.88
勞參率_合計_合計,單位：%,M,2018M03,58.87
勞參率_合計_合計,單位：%,M,2018M04,58.86
勞參率_合計_合計,單位：%,M,2018M05,58.86
勞參率_合計_合計,單位：%,M,2018M06,58.92
勞參率_合計_合計,單位：%,M,2018M07,59.09
勞參率_合計_合計,單位：%,M,2018M08,59.19
勞參率_合計_合計,單位：%,M,2018M09,59.05
勞參率_合計_合計,單位：%,M,2018M10,59.08
勞參率_合計_合計,單位：%,M,2018M11,59.11
勞參率_合計_合計,單位：%,M,2018M12,59.09
勞參率_合計_合計,單位：%,M,2019M01,59.09
勞參率_合計_合計,單位：%,M,2019M02,59.07
勞參率_合計_合計,單位：%,M,2019M03,59.06
勞參率_合計_合計,單位：%,M,2019M04,59.06
勞參率_合計_合計,單位：%,M,2019M05,59.07
勞參率_合計_合計,單位：%,M,2019M06,59.12
勞參率_合計_合計,單位：%,M,2019M07,59.28
勞參率_合計_合計,單位：%,M,2019M08,59.38
勞參率_合計_合計,單位：%,M,2019M09,59.22
勞參率_合計_合計,單位：%,M,2019M10,59.24
勞參率_合計_合計,單位：%,M,2019M11,59.25
勞參率_合計_合計,單位：%,M,2019M12,59.22
勞參率_合計_合計,單位：%,M,2020M01,59.21
勞參率_合計_合計,單位：%,M,2020M02,59.16
勞參率_合計_合計,單位：%,M,2020M03,59.11
勞參率_合計_合計,單位：%,M,2020M04,59.06
勞參率_合計_合計,單位：%,M,2020M05,59.06
勞參率_合計_合計,單位：%,M,2020M06,59.07
勞參率_合計_合計,單位：%,M,2020M07,59.2
勞參率_合計_合計,單位：%,M,2020M08,59.23
勞參率_合計_合計,單位：%,M,2020M09,59.12
勞參率_合計_合計,單位：%,M,2020M10,59.13
勞參率_合計_合計,單位：%,M,2020M11,59.15
勞參率_合計_合計,單位：%,M,2020M12,59.14
勞參率_合計_合計,單位：%,M,2021M01,59.14
勞參率_合計_合計,單位：%,M,2021M02,59.11
勞參率_合計_合計,單位：%,M,2021M03,59.14
勞參率_合計_合計,單位：%,M,2021M04,59.15
勞參率_合計_合計,單位：%,M,2021M05,58.82
勞參率_合計_合計,單位：%,M,2021M06,58.76
勞參率_合計_合計,單位：%,M,2021M07,58.95
勞參率_合計_合計,單位：%,M,2021M08,58.98
勞參率_合計_合計,單位：%,M,2021M09,58.93
勞參率_合計_合計,單位：%,M,2021M10,59.02
勞參率_合計_合計,單位：%,M,2021M11,59.11
勞參率_合計_合計,單位：%,M,2021M12,59.16
勞參率_合計_合計,單位：%,M,2022M01,59.17
勞參率_合計_合計,單位：%,M,2022M02,59.17
勞參率_合計_合計,單位：%,M,2022M03,59.19
勞參率_合計_合計,單位：%,M,2022M04,59.16
勞參率_合計_合計,單位：%,M,2022M05,59.05
勞參率_合計_合計,單位：%,M,2022M06,59.12
勞參率_合計_合計,單位：%,M,2022M07,59.28
勞參率_合計_合計,單位：%,M,2022M08,59.29
勞參率_合計_合計,單位：%,M,2022M09,59.17
勞參率_合計_合計,單位：%,M,2022M10,59.18
勞參率_合計_合計,單位：%,M,2022M11,59.2
勞參率_合計_合計,單位：%,M,2022M12,59.17
勞參率_合計_合計,單位：%,M,2023M01,59.17
勞參率_合計_合計,單位：%,M,2023M02,59.18
勞參率_合計_合計,單位：%,M,2023M03,59.2
勞參率_合計_合計,單位：%,M,2023M04,59.18
勞參率_合計_合計,單位：%,M,2023M05,59.13
勞參率_合計_合計,單位：%,M,2023M06,59.17
勞參率_合計_合計,單位：%,M,2023M07,59.31
勞參率_合計_合計,單位：%,M,2023M08,59.3
勞參率_合計_合計,單位：%,M,2023M09,59.21
勞參率_合計_合計,單位：%,M,2023M10,59.24
勞參率_合計_合計,單位：%,M,2023M11,59.26
勞參率_合計_合計,單位：%,M,2023M12,59.26
勞參率_合計_合計,單位：%,M,2024M01,59.25
勞參率_合計_合計,單位：%,M,2024M02,59.21
勞參率_合計_合計,單位：%,M,2024M03,59.24
勞參率_合計_合計,單位：%,M,2024M04,59.21
勞參率_合計_合計,單位：%,M,2024M05,59.2
勞參率_合計_合計,單位：%,M,2024M06,59.25
勞參率_合計_合計,單位：%,M,2024M07,59.4
勞參率_合計_合計,單位：%,M,2024M08,59.42
勞參率_合計_國小及以下,單位：%,M,2011M01,27.65
勞參率_合計_國小及以下,單位：%,M,2011M02,27.56
勞參率_合計_國小及以下,單位：%,M,2011M03,27.45
勞參率_合計_國小及以下,單位：%,M,2011M04,27.25
勞參率_合計_國小及以下,單位：%,M,2011M05,27.35
勞參率_合計_國小及以下,單位：%,M,2011M06,27.46
勞參率_合計_國小及以下,單位：%,M,2011M07,27.4
勞參率_合計_國小及以下,單位：%,M,2011M08,27.36
勞參率_合計_國小及以下,單位：%,M,2011M09,27.26
勞參率_合計_國小及以下,單位：%,M,2011M10,27.29
勞參率_合計_國小及以下,單位：%,M,2011M11,27.4
勞參率_合計_國小及以下,單位：%,M,2011M12,27.38
勞參率_合計_國小及以下,單位：%,M,2012M01,27.39
勞參率_合計_國小及以下,單位：%,M,2012M02,27.35
勞參率_合計_國小及以下,單位：%,M,2012M03,27.29
勞參率_合計_國小及以下,單位：%,M,2012M04,27.25
勞參率_合計_國小及以下,單位：%,M,2012M05,27.22
勞參率_合計_國小及以下,單位：%,M,2012M06,27.12
勞參率_合計_國小及以下,單位：%,M,2012M07,27.26
勞參率_合計_國小及以下,單位：%,M,2012M08,27.4
勞參率_合計_國小及以下,單位：%,M,2012M09,27.35
勞參率_合計_國小及以下,單位：%,M,2012M10,27.47
勞參率_合計_國小及以下,單位：%,M,2012M11,27.63
勞參率_合計_國小及以下,單位：%,M,2012M12,27.55
勞參率_合計_國小及以下,單位：%,M,2013M01,27.54
勞參率_合計_國小及以下,單位：%,M,2013M02,27.51
勞參率_合計_國小及以下,單位：%,M,2013M03,27.52
勞參率_合計_國小及以下,單位：%,M,2013M04,27.42
勞參率_合計_國小及以下,單位：%,M,2013M05,27.3
勞參率_合計_國小及以下,單位：%,M,2013M06,27.3
勞參率_合計_國小及以下,單位：%,M,2013M07,27.31
勞參率_合計_國小及以下,單位：%,M,2013M08,27.26
勞參率_合計_國小及以下,單位：%,M,2013M09,27.11
勞參率_合計_國小及以下,單位：%,M,2013M10,26.93
勞參率_合計_國小及以下,單位：%,M,2013M11,26.9
勞參率_合計_國小及以下,單位：%,M,2013M12,26.68
勞參率_合計_國小及以下,單位：%,M,2014M01,26.45
勞參率_合計_國小及以下,單位：%,M,2014M02,26.28
勞參率_合計_國小及以下,單位：%,M,2014M03,26.16
勞參率_合計_國小及以下,單位：%,M,2014M04,25.96
勞參率_合計_國小及以下,單位：%,M,2014M05,25.81
勞參率_合計_國小及以下,單位：%,M,2014M06,25.68
勞參率_合計_國小及以下,單位：%,M,2014M07,25.7
勞參率_合計_國小及以下,單位：%,M,2014M08,25.64
勞參率_合計_國小及以下,單位：%,M,2014M09,25.41
勞參率_合計_國小及以下,單位：%,M,2014M10,25.45
勞參率_合計_國小及以下,單位：%,M,2014M11,25.43
勞參率_合計_國小及以下,單位：%,M,2014M12,25.41
勞參率_合計_國小及以下,單位：%,M,2015M01,25.36
勞參率_合計_國小及以下,單位：%,M,2015M02,25.34
勞參率_合計_國小及以下,單位：%,M,2015M03,25.41
勞參率_合計_國小及以下,單位：%,M,2015M04,25.42
勞參率_合計_國小及以下,單位：%,M,2015M05,25.42
勞參率_合計_國小及以下,單位：%,M,2015M06,25.41
勞參率_合計_國小及以下,單位：%,M,2015M07,25.39
勞參率_合計_國小及以下,單位：%,M,2015M08,25.33
勞參率_合計_國小及以下,單位：%,M,2015M09,25.21
勞參率_合計_國小及以下,單位：%,M,2015M10,25.28
勞參率_合計_國小及以下,單位：%,M,2015M11,25.35
勞參率_合計_國小及以下,單位：%,M,2015M12,25.38
勞參率_合計_國小及以下,單位：%,M,2016M01,25.39
勞參率_合計_國小及以下,單位：%,M,2016M02,25.42
勞參率_合計_國小及以下,單位：%,M,2016M03,25.42
勞參率_合計_國小及以下,單位：%,M,2016M04,25.45
勞參率_合計_國小及以下,單位：%,M,2016M05,25.37
勞參率_合計_國小及以下,單位：%,M,2016M06,25.39
勞參率_合計_國小及以下,單位：%,M,2016M07,25.34
勞參率_合計_國小及以下,單位：%,M,2016M08,25.24
勞參率_合計_國小及以下,單位：%,M,2016M09,25.09
勞參率_合計_國小及以下,單位：%,M,2016M10,25.18
勞參率_合計_國小及以下,單位：%,M,2016M11,25.21
勞參率_合計_國小及以下,單位：%,M,2016M12,25.17
勞參率_合計_國小及以下,單位：%,M,2017M01,25.17
