item,unit,freq,period,value
總指數,指數基期：民國110年=100,M,2021M01,93.51
總指數,指數基期：民國110年=100,M,2021M02,94.67
總指數,指數基期：民國110年=100,M,2021M03,97.36
總指數,指數基期：民國110年=100,M,2021M04,98.58
總指數,指數基期：民國110年=100,M,2021M05,99.25
總指數,指數基期：民國110年=100,M,2021M06,100.05
總指數,指數基期：民國110年=100,M,2021M07,101.17
總指數,指數基期：民國110年=100,M,2021M08,102.04
總指數,指數基期：民國110年=100,M,2021M09,102.08
總指數,指數基期：民國110年=100,M,2021M10,103.81
總指數,指數基期：民國110年=100,M,2021M11,104.31
總指數,指數基期：民國110年=100,M,2021M12,103.16
總指數,指數基期：民國110年=100,M,2022M01,103.58
總指數,指數基期：民國110年=100,M,2022M02,105.16
總指數,指數基期：民國110年=100,M,2022M03,109.14
總指數,指數基期：民國110年=100,M,2022M04,111.89
總指數,指數基期：民國110年=100,M,2022M05,113.34
總指數,指數基期：民國110年=100,M,2022M06,113.68
總指數,指數基期：民國110年=100,M,2022M07,112.28
總指數,指數基期：民國110年=100,M,2022M08,110.83
總指數,指數基期：民國110年=100,M,2022M09,112.04
總指數,指數基期：民國110年=100,M,2022M10,112.82
總指數,指數基期：民國110年=100,M,2022M11,111.73
總指數,指數基期：民國110年=100,M,2022M12,109.68
總指數,指數基期：民國110年=100,M,2023M01,109.59
總指數,指數基期：民國110年=100,M,2023M02,109.07
總指數,指數基期：民國110年=100,M,2023M03,109.26
總指數,指數基期：民國110年=100,M,2023M04,109.4
總指數,指數基期：民國110年=100,M,2023M05,108.86
總指數,指數基期：民國110年=100,M,2023M06,108.18
總指數,指數基期：民國110年=100,M,2023M07,108.77
總指數,指數基期：民國110年=100,M,2023M08,110.94
總指數,指數基期：民國110年=100,M,2023M09,112.22
總指數,指數基期：民國110年=100,M,2023M10,112.39
總指數,指數基期：民國110年=100,M,2023M11,110.79
總指數,指數基期：民國110年=100,M,2023M12,109.05
總指數,指數基期：民國110年=100,M,2024M01,108.84
總指數,指數基期：民國110年=100,M,2024M02,109.2
總指數,指數基期：民國110年=100,M,2024M03,109.77
總指數,指數基期：民國110年=100,M,2024M04,111.66
總指數,指數基期：民國110年=100,M,2024M05,111.88
總指數,指數基期：民國110年=100,M,2024M06,112.06
總指數,指數基期：民國110年=100,M,2024M07,112.76
總指數,指數基期：民國110年=100,M,2024M08,112.75
總指數,指數基期：民國110年=100,M,2024M09,111.85
總指數 上年同期增減率(%),%,M,2022M01,10.77
總指數 上年同期增減率(%),%,M,2022M02,11.08
總指數 上年同期增減率(%),%,M,2022M03,12.1
總指數 上年同期增減率(%),%,M,2022M04,13.5
總指數 上年同期增減率(%),%,M,2022M05,14.2
總指數 上年同期增減率(%),%,M,2022M06,13.62
總指數 上年同期增減率(%),%,M,2022M07,10.98
總指數 上年同期增減率(%),%,M,2022M08,8.61
