metric,term,n,coef,hac_t,p_value,bh_q,harvey_abs_pass
log_gap_var,post_x_adr,16785,0.25967534958288047,5.4815316192281,4.216593426578282e-08,8.433186853156564e-08,True
log_gap_var,post_x_us_etf,16785,0.1639934356792021,3.1668565603332595,0.001540963064508884,0.002311444596763326,True
log_cc_var,post_x_adr,16785,0.30978033356791573,7.0693697849878605,1.5563889931622319e-12,4.669166979486695e-12,True
log_cc_var,post_x_us_etf,16785,0.11153113101567771,2.231170792083994,0.02566981791421214,0.025669817914212145,False
log_range_var,post_x_adr,16785,0.42824185414083554,7.976161680023511,1.5095417563116818e-15,9.05725053787009e-15,True
log_range_var,post_x_us_etf,16785,0.19599602037710026,2.9709844653141038,0.0029684679587775324,0.003562161550533039,False
