Price,Open,Open,Open,Open,Open,Open,Open,Open,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Close,Close,Close,Close,Close,Close,Close,Close
2010-01-14,30.060241753340804,111.51000213623047,34.751548767089844,51.37284709574932,40.107830823063594,85.44419274584723,55.63507264427684,314.3999938964844,30.13093738538886,112.37000274658203,34.767090959942394,51.91749243462184,40.33325499236609,85.92929062949273,56.14992141723633,315.5199890136719,29.954195608403225,110.79000091552734,34.662181899280235,51.27673105568238,40.07315298018181,85.39195178569081,55.54202608878725,311.0400085449219,30.00368309020996,112.02999877929688,34.751548767089844,51.75730514526367,40.220542907714844,85.77256774902344,56.14992141723633,312.4800109863281
2010-01-15,29.918849427983492,111.3499984741211,34.782629637684664,51.7813425692638,40.28991699108301,85.62329483006616,56.466297346383854,311.760009765625,29.961268427650584,112.01000213623047,34.782629637684664,51.90148611472588,40.359276004507265,85.70538287296826,56.65239052173862,312.1600036621094,29.57243703639864,110.37999725341797,34.57670077329684,50.676032339295425,39.57896973975257,84.48144713556457,56.435284972188754,306.239990234375,29.657272338867188,110.86000061035156,34.611671447753906,51.00442123413086,39.75236892700195,84.80982208251953,56.497314453125,307.20001220703125
2010-01-19,29.749171946317357,110.94999694824219,34.580570709854705,51.196641933863226,39.84773103014696,84.79489609230204,56.27397671428144,304.55999755859375,30.25818634033203,111.75,34.65827867176981,51.95754690241856,40.4372973878673,85.92180882080004,56.5220992479025,311.6000061035156,29.74210076624124,110.83000183105469,34.56891481200431,51.196641933863226,39.839062395787856,84.77250223342521,56.08788363092972,304.239990234375,30.25818634033203,111.5199966430664,34.627197265625,51.941524505615234,40.39394760131836,85.86956787109375,56.33600616455078,311.44000244140625
2010-01-20,29.770390634749678,109.97000122070312,34.638855604539074,51.573091830335336,40.10782480522461,85.28747943805296,56.64615834393174,305.8399963378906,29.770390634749678,110.05000305175781,34.662167401882684,51.581103029204776,40.40260792343751,85.41434954212454,56.92529323737893,306.79998779296875,29.28965270021126,108.45999908447266,34.526176976763395,50.61195267627132,39.388209235907745,84.31728925570533,56.61514125241817,303.0400085449219,29.53002166748047,108.94000244140625,34.57668685913086,51.188636779785156,39.81304168701172,84.99642181396484,56.90668487548828,303.1199951171875
2010-01-21,29.374478979487314,108.4800033569336,34.64275861122895,51.22866790460671,39.92577729900066,85.01878444091986,56.78886934148312,305.760009765625,29.466385446702258,108.77999877929688,34.64275861122895,51.64516456758657,40.18587942554119,85.27998919253707,57.30992276245163,307.2799987792969,28.61802448801196,106.61000061035156,34.036624908447266,50.17141607583443,39.275520328960326,83.25750998167734,56.73303948492395,296.7200012207031,28.639232635498047,107.37000274658203,34.036624908447266,50.347625732421875,39.44025421142578,83.36199188232422,57.16725540161133,297.9200134277344
2010-01-22,28.434214332335387,106.93000030517578,34.18816079796264,50.267546030213246,39.310187880879916,82.9888407266263,57.123822095486304,296.55999755859375,28.526118102949862,107.68000030517578,34.20758928319265,50.50783311779697,39.43156861073804,83.39184478418747,57.26028980199075,296.7200012207031,27.94640536382942,106.01000213623047,33.651968399439724,49.002048497724594,38.18307685128426,81.41414190116632,56.92532490399247,290.55999755859375,28.00296401977539,107.16999816894531,33.714134216308594,49.442569732666016,38.28711700439453,81.50370025634766,57.067996978759766,290.7200012207031
2010-01-25,28.37058701383748,107.44000244140625,33.896752656341654,49.72289824401968,38.52121546128986,82.25000581322796,56.782670926750484,292.0,28.504909775563988,107.72000122070312,33.97446363598741,49.77896441025997,38.66860542413,82.39926974399602,57.01838491820885,295.9200134277344,28.045380137930195,107.06999969482422,33.706365943858366,49.122186701122146,38.25244144346822,81.65296717166602,56.7516538106821,291.2799987792969,28.207984924316406,107.4800033569336,33.7646484375,49.49863052368164,38.41717529296875,81.921630859375,56.8074836730957,294.4800109863281
2010-01-26,27.663632924473667,106.87000274658203,33.88119091479098,49.314409262052514,38.373835170424414,81.60075731687519,57.08046011440673,290.9599914550781,27.99590574226808,107.98999786376953,33.97055774873634,49.68284491617452,38.92005202676992,82.4440832478942,57.1362900215158,294.6400146484375,25.316501558259127,106.75,33.764628959121566,48.970001090258606,38.191763987435394,81.37686986053404,56.640044162429405,290.0,27.621213912963867,107.55999755859375,33.807369232177734,49.010047912597656,38.451866149902344,81.578369140625,56.82613754272461,292.0
2010-01-27,27.423252308016245,107.52999877929688,33.78793113785337,48.79379949492745,38.38247696572626,81.47384537580496,56.91294146914345,292.32000732421875,27.656550030370564,108.80000305175781,33.96666179048987,49.61076763866954,38.885340310492765,82.1529834073306,57.12384274083928,293.9200134277344,27.13339592759709,106.16000366210938,33.77238895531521,48.62560097999216,38.15705284325699,80.84695398716873,56.67722744797492,284.8800048828125,27.550506591796875,106.52999877929688,33.81901550292969,49.53067398071289,38.75529098510742,81.9664077758789,56.795082092285156,288.6400146484375
2010-01-28,27.797945608256413,107.18000030517578,33.84625038349642,49.62677160597399,38.495203239566884,82.23508959520112,56.52832706123446,290.4800109863281,27.91106023415191,107.2300033569336,33.89676030839049,49.65080214021761,38.52121245277151,82.27986593150325,56.881900309834755,290.79998779296875,27.119257852883422,105.18000030517578,33.62866552011096,48.23312283489432,37.55883187567578,80.53352048967243,56.4849059511448,285.9200134277344,27.35962677001953,106.4800033569336,33.675289154052734,48.6816520690918,37.758243560791016,81.02607727050781,56.76404571533203,289.2799987792969
2010-01-29,27.677765553470028,105.87999725341797,33.90837252697104,48.88190237596365,38.070356961338966,81.37681638894338,56.702071041389985,291.0400085449219,27.755529676154417,106.30000305175781,33.90837252697104,49.41052844108973,38.16572846023675,81.94400782122469,57.291358781137234,292.0,26.92131090362658,105.2699966430664,33.500401433781626,48.03289863658431,36.96058673571274,80.01854621515294,56.6028199895101,284.0,27.062702178955078,105.95999908447266,33.50428771972656,48.1450309753418,37.099308013916016,80.14541625976562,57.26034164428711,285.1199951171875
2010-02-01,27.317208925892444,106.63999938964844,33.65427786546526,48.369294945583015,37.19469254453502,80.71262179177522,57.08907839226957,288.1600036621094,27.81915493091562,108.4800033569336,33.783492219307696,48.809816150850445,37.524153628589374,81.3992187701529,57.10153096549063,293.8399963378906,27.296000775413177,106.37000274658203,33.53681271524936,48.185077098121255,37.17735196526206,80.22752399628618,56.678233712012414,286.1600036621094,27.790878295898438,108.3499984741211,33.6660270690918,48.71370315551758,37.506813049316406,81.39175415039062,56.740482330322266,293.760009765625
2010-02-02,27.84743371877172,109.16000366210938,33.779579927433446,48.801818452304225,37.56750138610041,81.54102158449116,56.759201871225166,294.7200012207031,28.07366297568271,109.5999984741211,33.912710698680286,49.30641713270675,37.95765278841845,82.53359968978535,56.92727375011382,303.44000244140625,27.585856646130658,108.61000061035156,33.67386098064439,48.553523184561904,37.307396041385914,81.25742295968982,56.672052785983794,294.1600036621094,28.017107009887695,109.12999725341797,33.7678337097168,49.25035095214844,37.84494400024414,82.37687683105469,56.90237808227539,300.239990234375
2010-02-03,28.0241761370827,109.0999984741211,33.830500554295334,49.018075755363284,37.66287335803832,82.00371948586739,56.52889000772114,302.79998779296875,28.151430434122172,109.54000091552734,33.951882179209946,49.362484044107944,38.12239042083951,82.45150555642059,56.62849169981872,305.3599853515625,27.762599058441804,108.43000030517578,33.76002022655832,48.5294964129405,37.645532779500805,81.72759119537419,56.19274142079691,300.0,27.85450553894043,108.69999694824219,33.94013595581055,48.92196273803711,38.05302810668945,81.9664077758789,56.2425422668457,301.20001220703125
2010-02-04,27.394973380774026,106.79000091552734,33.79131759991087,48.58556521474787,37.775598196713695,81.3320563491439,56.640910384526215,296.9599914550781,27.430321194150356,106.80000305175781,33.810893626977816,48.60158456106251,37.853629172743446,81.36936806123416,57.15758321050152,297.1199951171875,26.581960188792035,103.75,33.43108345128846,47.24798187894337,36.95193862915039,79.42151790364919,56.584888023507695,284.0,26.596099853515625,104.37000274658203,33.458492279052734,47.288028717041016,36.95193862915039,79.43644714355469,57.13268280029297,286.3999938964844
2010-02-05,26.362806229872522,103.76000213623047,33.411519222487364,47.39213611031074,37.04729346944897,79.52600452697867,56.87748287866171,287.760009765625,26.44057304952037,104.68000030517578,33.411519222487364,47.52029084357918,37.29872686844376,79.76482113510808,57.531101077883825,288.3999938964844,25.57807224523071,102.27999877929688,32.67539103858289,46.45502753861278,36.51841746031399,78.04832854350197,56.777881201102495,272.55999755859375,26.299179077148438,104.68000030517578,33.262725830078125,47.472232818603516,37.26404571533203,79.60063934326172,57.257205963134766,281.67999267578125
2010-02-08,26.285035044151034,104.41000366210938,33.203986520663996,47.32004881095216,37.203364884095485,79.66033412934812,57.18871866217699,280.6400146484375,26.497124619046957,105.13999938964844,33.33319787242696,47.736539429923326,37.43745776651857,80.1006556031368,57.3630168110421,282.9599914550781,26.030526475529822,104.0,33.043446950143064,46.951610101282746,36.96927200167241,78.96627251670643,57.05176875970629,277.5199890136719,26.03759765625,104.04000091552734,33.11784362792969,46.99966812133789,36.99528121948242,79.0259780883789,57.33189010620117,280.7200012207031
2010-02-09,26.67386812909958,105.18000030517578,33.22747772529647,47.56034027313877,37.437448940940655,79.9513997479151,57.10773597571118,284.32000732421875,27.126326637695012,106.1500015258789,33.30187440033972,48.000861499040404,37.72356019153534,80.71263162902116,57.40653590609623,301.760009765625,26.46177854030365,104.87000274658203,33.07085456131308,47.055741677095796,37.07330344055658,79.30957902221286,56.7342396246777,282.6400146484375,26.885957717895508,105.41000366210938,33.18440628051758,47.64844512939453,37.37675857543945,80.01856994628906,56.75914001464844,289.67999267578125
2010-02-10,26.893032477692998,105.12999725341797,33.164843826430186,47.50426339935926,37.37676753337952,79.8916997126225,56.84633166360981,288.7200012207031,27.069774274685937,105.5,33.25098675900552,47.88070717030769,37.55017003667458,80.30216274741119,57.02062977493819,293.6000061035156,26.518338034199232,104.11000061035156,32.73413215089341,47.00767305877596,37.064643688923944,79.19017341054803,56.14913446902896,284.3999938964844,26.815265655517578,105.12000274658203,32.7380485534668,47.76056671142578,37.298736572265625,79.86184692382812,56.21760940551758,292.0799865722656
2010-02-11,26.999071422733895,105.58000183105469,32.855514224224,47.62442317817311,37.30740408084987,79.75737083643403,56.14911380997483,292.6400146484375,27.550507571004328,107.55999755859375,33.05520593012713,48.5535238251692,37.96633291196806,80.78726650280836,56.198914608964586,296.6400146484375,26.772842176164357,105.2699966430664,32.65190312870676,47.25598739953519,37.07331120458769,79.2946611170752,55.638667493493806,287.6000061035156,27.522228240966797,107.12999725341797,32.87117385864258,48.521488189697266,37.86228942871094,80.69770812988281,55.912567138671875,294.239990234375
2010-02-12,26.963720304666744,106.08000183105469,32.87508545310999,48.056921884415424,37.52413997351355,79.84691888086931,56.21761411601775,289.20001220703125,27.27478750323279,107.0999984741211,32.95731196481073,48.937964230145646,38.04434724026649,80.67531527737461,56.286089058243924,290.9599914550781,26.772838895600763,105.56999969482422,32.64798195183793,47.90474273171709,37.420099843113405,79.48869679763517,55.993515168598954,284.79998779296875,27.175809860229492,107.04000091552734,32.851593017578125,48.8738899230957,37.940303802490234,80.63053894042969,56.14291763305664,290.4800109863281
2010-02-16,27.585855053800035,109.44999694824219,32.76154549823119,49.386490702377415,38.21775816337495,81.24250197370367,55.85656278802887,297.6000061035156,27.896919589880792,109.87000274658203,33.290146399394786,49.746918184537144,38.45184768200028,81.98133995781451,56.29853433553384,302.6400146484375,27.394973623637306,109.0999984741211,32.76154549823119,48.92194210177544,38.01834318363555,80.46634658183653,55.85656278802887,296.6400146484375,27.87571144104004,109.62000274658203,33.176597595214844,49.69886016845703,38.425838470458984,81.89924621582031,56.24873352050781,302.32000732421875
2010-02-17,28.087800287923148,109.66000366210938,33.34886480597524,49.94716583726731,38.599232161185626,82.29479718435984,55.97481798126793,301.44000244140625,28.109008436211102,110.01000213623047,33.46633294533818,50.1474030299726,38.642581939697266,82.39928480191026,56.08064112136614,303.8399963378906,27.80501508891119,108.87000274658203,33.333202188237586,49.65081564756907,38.37380802112333,81.89925765975663,55.45192381894802,299.760009765625,27.974685668945312,109.25,33.43109130859375,50.03527069091797,38.642581939697266,82.28733825683594,55.607547760009766,303.760009765625
2010-02-18,27.75552733525127,109.61000061035156,33.47416154917062,50.03525084856994,38.61658619816844,82.15299027579883,55.68849800265274,307.20001220703125,28.179709216058363,110.11000061035156,33.826562967167824,50.45975255104096,38.95471921877962,82.94406919726515,55.713398415432145,309.8399963378906,27.713111034976396,109.19000244140625,33.47416154917062,49.85904121114761,38.538555246690684,82.12313748901032,55.09712863426322,304.0799865722656,28.080734252929688,109.9800033569336,33.748252868652344,50.44373321533203,38.88535690307617,82.77242279052734,55.38347625732422,309.8399963378906
2010-02-19,27.762603351687513,109.31999969482422,33.81874443577176,50.25151302489451,38.78131240436352,82.55600166316323,55.55154644881008,309.2799987792969,28.017111985124007,110.38999938964844,33.979281087492694,50.764119604500024,39.058755021427736,83.2649869071679,55.719623042737034,312.7200012207031,27.68483652515237,108.80999755859375,33.7913355934126,50.147388858607066,38.68594088461453,82.36196137878318,55.33990007040486,307.44000244140625,27.840370178222656,109.47000122070312,33.975364685058594,50.507816314697266,38.86801528930664,82.94407653808594,55.68227005004883,312.7200012207031
2010-02-22,28.010034211807003,109.86000061035156,34.02235283435134,50.796174945043795,39.024079023267404,83.25007250420153,55.476839036282605,313.0400085449219,28.024173876655944,109.97000122070312,34.08891673958414,50.820205488363456,39.041419602547045,83.2724606752744,55.60133632267665,313.8399963378906,27.78380496795458,108.66000366210938,33.95187252665196,50.47579723609664,38.6339275652961,82.71273362310049,55.35233700062151,310.3999938964844,27.87571144104004,109.06999969482422,34.018436431884766,50.66001510620117,38.78998947143555,82.95901489257812,55.45193862915039,312.239990234375
2010-02-23,27.720176657442977,108.83999633789062,34.073237077392086,50.58792058944354,38.76397128914152,82.73511237089707,55.613795199775524,309.1199951171875,27.87571026736746,108.91000366210938,34.10456230677968,50.66000609582659,38.789983807951714,82.98885253927342,56.36079331433866,309.67999267578125,27.211162228639104,107.6500015258789,33.654271843182464,49.923134746468186,38.10504590960735,81.73506385745304,55.58889953696461,304.79998779296875,27.232370376586914,107.88999938964844,33.7717399597168,50.06730270385742,38.28711700439453,81.95149230957031,56.31721878051758,306.6400146484375
2010-02-24,27.416177372335437,107.33000183105469,33.897042613838764,50.251537221097244,38.48653355032063,82.19777518976099,56.366990686540824,307.6000061035156,27.621198434442377,108.16000366210938,34.057582196319345,50.740113501962924,38.83333851444748,82.8395959381219,56.57241066958554,312.1600036621094,27.25357529796731,107.0999984741211,33.8108997146871,50.09935496892968,38.42584317770502,81.98881135426441,56.13666555492639,305.6000061035156,27.49394416809082,107.36000061035156,33.90095901489258,50.4918212890625,38.677276611328125,82.70526123046875,56.454139709472656,311.9200134277344
2010-02-25,26.84354011185066,106.69999694824219,33.78349134600009,49.802980740051574,38.26977107308335,81.52611714025633,56.7591662486002,302.79998779296875,27.317206747213937,108.69999694824219,33.92836831359399,50.55587127192514,38.75529723195968,82.6530359744537,56.82764116535272,305.1199951171875,26.695074979740024,106.5999984741211,33.67385601369714,49.64279042008079,38.001000439539126,81.30222971419074,56.584868187508675,300.239990234375,27.267719268798828,108.30999755859375,33.90487289428711,50.507816314697266,38.66859436035156,82.59333038330078,56.77161407470703,304.8800048828125
2010-02-26,27.296000548015158,108.88999938964844,33.96751648673945,50.58792165194962,38.65992590506744,82.66794175727794,56.93348539015402,306.79998779296875,27.599996621057905,109.5999984741211,34.15154846614027,50.62796847736423,38.89401869842376,82.92915223896962,57.30698205210935,311.8399963378906,27.126327254997964,108.41000366210938,33.932277845920474,50.02725693001427,38.49519540931731,82.17538497072937,56.90236343873058,306.32000732421875,27.543437957763672,109.43000030517578,34.1319694519043,50.29957962036133,38.807315826416016,82.64555358886719,57.064208984375,310.55999755859375
2010-03-01,27.875713686916843,109.4800033569336,34.19747424434431,50.668019402457475,38.980736730610886,82.98887155727549,57.03301576132588,312.3999938964844,28.087803283007855,109.9000015258789,34.23297600187604,51.51702622467642,39.440253901512285,83.58591609261536,57.1579082268096,313.1199951171875,27.805018053841682,108.97000122070312,34.12252207669678,50.668019402457475,38.97206809299144,82.96648338362202,56.8019594594046,304.1600036621094,28.01003646850586,109.43000030517578,34.158023834228516,51.468971252441406,39.37089157104492,83.50382232666016,57.03925704956055,306.79998779296875
2010-03-02,28.292828676525776,109.86000061035156,34.2724064548782,51.6611825361215,39.5095891073198,83.86204425515828,56.75194502995918,308.79998779296875,28.490778636587457,111.44999694824219,34.39863987975347,52.1818003264655,39.75235050285755,84.1381726358058,57.001734480824574,315.3599853515625,28.172642845869795,109.86000061035156,34.19745733393624,51.58108890162688,39.40554898171447,83.5859101806725,56.639540015286634,308.3999938964844,28.328176498413086,111.0199966430664,34.3789176940918,51.861419677734375,39.49224853515625,83.73516845703125,56.96426773071289,310.3999938964844
2010-03-03,28.47663238323164,111.45999908447266,34.43022735173761,52.11773743925903,39.58763957053997,83.95156991489065,56.833144104230534,312.55999755859375,28.71700129209229,112.18000030517578,34.46967476519968,52.454134463951235,39.72636090895125,84.30979763419236,56.87685691216171,316.4800109863281,28.257474320091113,111.18000030517578,34.35527515940836,51.88546155723223,39.38822785328485,83.6008068151551,56.63955472824498,309.6000061035156,28.36351776123047,111.62999725341797,34.41444778442383,52.15778732299805,39.53561782836914,83.80977630615234,56.82065200805664,315.20001220703125
2010-03-04,28.38472491033843,111.25,34.48938198168541,52.173797970326895,39.56162070655907,83.92170779328006,56.80191014159403,312.6400146484375,28.420072719448118,111.37000274658203,34.48938198168541,52.35801886055701,39.717682587640304,84.18291820450509,57.2515302499038,314.32000732421875,28.038309908587575,110.22000122070312,34.35131460178338,51.95754450947329,39.362209037927876,83.608262132413,56.72073058594734,310.6400146484375,28.215051651000977,110.83000183105469,34.44204330444336,52.293941497802734,39.6656608581543,84.06350708007812,57.120391845703125,313.20001220703125
2010-03-05,28.603885187761627,111.12999725341797,34.55250508852308,52.63034463078745,39.9604564716297,84.60834655864775,56.720732271380456,316.9599914550781,28.950300216674805,111.75,34.65112509803658,53.43930462543462,40.35061129567199,85.33225545822286,56.745711696399695,319.67999267578125,28.497841752117722,110.80000305175781,34.434162882893176,52.462146116985345,39.873756869565995,84.40684162345113,56.277358197049764,316.55999755859375,28.950300216674805,110.80999755859375,34.64718246459961,53.35921096801758,40.26390838623047,85.26509094238281,56.37102508544922,318.79998779296875
2010-03-08,29.013928928145678,111.22000122070312,34.70239466765749,53.375220988217514,40.28125144684133,85.2725322238539,56.14000664177955,320.0799865722656,29.11997236953269,111.30000305175781,34.75367596731899,53.607496844982634,40.43731338606158,85.4665667901736,56.18371947009606,320.3999938964844,28.92909093879768,109.5199966430664,34.63138817062633,53.279104944149786,40.26391086388597,85.13073291522,56.01510944348885,314.6400146484375,28.97150993347168,109.87999725341797,34.65505599975586,53.45531463623047,40.341941833496094,85.27999114990234,56.07756042480469,318.32000732421875
2010-03-09,28.84426257606727,109.16000366210938,34.64320877014581,53.30313289646183,40.25521716669071,85.02628200370545,56.18992929088719,314.7200012207031,29.268444534119798,110.16000366210938,34.80494689941406,54.056020441,40.79276167416631,85.81736118477113,56.20241662049419,318.9599914550781,28.83719409035608,109.04000091552734,34.635320500015325,53.28711050210292,40.22920796213775,84.98150565574738,55.82773479589181,314.4800109863281,29.134119033813477,109.72000122070312,34.80494689941406,53.64754104614258,40.56734085083008,85.42182159423828,56.09001159667969,316.3999938964844
2010-03-10,29.197742157182144,109.94000244140625,34.7221332274649,53.69560606218797,40.59335304286659,85.45910021751915,55.88394587038547,316.55999755859375,29.459319242198408,110.5,34.8325901713177,54.384422490529985,40.99217630978468,86.03375063284864,56.0150842964626,323.20001220703125,29.13411500711164,108.0199966430664,34.71424495058312,53.671578576903464,40.57601246942978,85.38447110685554,55.69660730356335,314.7200012207031,29.339136123657227,108.47000122070312,34.816810607910156,54.10409164428711,40.89680480957031,85.80239868164062,55.94639205932617,319.20001220703125
2010-03-11,29.169462972913802,108.27999877929688,34.78128308856588,53.77569161940665,40.80144920950258,85.60090992580919,55.82151570947696,318.7200012207031,29.37448409050244,108.6500015258789,34.81284219473921,54.35237562241689,41.052879333496094,86.18303076372061,56.28986940751889,320.3999938964844,29.013932036178986,107.86000061035156,34.722110516901374,53.58346565532098,40.73208689434767,85.3397051424217,55.80902837383886,317.20001220703125,29.34620475769043,108.5999984741211,34.78522872924805,54.2642707824707,41.052879333496094,86.16063690185547,56.15248489379883,320.3999938964844
2010-03-12,29.480515605583257,108.55999755859375,34.78917107782903,54.54460411892108,41.182930881166065,86.53381578049998,56.05880306027752,321.2799987792969,29.487584086844564,108.7699966430664,34.86017755517869,54.568631601703196,41.20894009494085,86.54874502649841,56.608341015746284,321.9200134277344,29.162380011539067,107.44999694824219,34.77339152623558,53.87181015800787,40.83612592974223,85.92931227586173,56.03382839351924,313.760009765625,29.247215270996094,107.94999694824219,34.793113708496094,54.2402458190918,41.06155014038086,86.16812896728516,56.50218200683594,316.0799865722656
2010-03-15,29.07756381187371,108.16000366210938,34.79708185479308,54.20821249376317,40.97485298991367,86.01885953156359,56.42100004462729,313.0400085449219,29.15533064104411,108.55999755859375,34.8128614165924,54.312333633023094,41.078896474344866,86.25021157002952,56.495938341081164,313.1199951171875,28.851334507123102,107.81999969482422,34.68662793184149,53.66356709079952,40.67140109543335,85.52629696650133,56.23366145000192,308.0,29.035144805908203,108.36000061035156,34.75368881225586,54.0560302734375,40.957515716552734,86.19050598144531,56.42724609375,310.6400146484375
2010-03-16,29.13411902604534,110.0199966430664,34.80101041831112,54.32832389586812,41.08755673019487,86.42931191851042,56.55212616004462,314.7200012207031,29.423975483714266,110.56999969482422,34.90357601484862,54.544577245113835,41.27829977203433,86.95918614031667,56.88309522629348,319.20001220703125,29.02100437663469,109.69999694824219,34.710278734904456,53.935854834615874,40.94883541995988,86.19049528764229,56.53963882886137,313.9200134277344,29.409835815429688,110.4000015258789,34.87201690673828,54.52054977416992,41.21760940551758,86.8770980834961,56.876853942871094,318.32000732421875
2010-03-17,29.699688882601578,110.18000030517578,34.899630373924275,54.64071666884535,41.27829621648358,87.13830388522342,57.02047414859516,321.44000244140625,29.869362185780748,110.45999908447266,34.96669122142709,55.16933958852935,41.52972960318231,87.67564273431114,57.12039184570312,323.20001220703125,29.600713912774417,109.55000305175781,34.848346070834424,54.62469427417889,41.208933913652224,86.88455800922638,56.870602367271246,318.1600036621094,29.727968215942383,109.58999633789062,34.87201690673828,54.8409538269043,41.33031463623047,87.39204406738281,57.120391845703125,321.8399963378906
2010-03-18,29.671412808347306,110.0999984741211,34.90359857218039,54.816919546023044,41.36500407130418,87.39947757537394,57.089189026898865,320.7200012207031,29.713829112296565,110.61000061035156,34.96671381954869,55.089239114042485,41.51239734064913,87.51888300275444,57.12666056035183,321.8399963378906,29.36034552943559,109.5,34.875985087148486,54.576632541856895,41.2696325395005,86.9964735820229,56.833158164059846,318.0,29.501739501953125,110.33999633789062,34.92332077026367,54.67274856567383,41.46904754638672,87.34723663330078,56.93307113647461,319.3599853515625
