date,ret,rv,close,n_bars
2017-05-17,-0.21975835434862034,0.10091851566574606,10000.0,57
2017-05-18,-0.4912044361020662,0.18804480817577066,9951.0,60
2017-05-19,-0.19111809871059648,0.07053512404575321,9932.0,60
2017-05-22,0.43200951300068624,0.05238542021051832,9975.0,60
2017-05-23,0.1902950146085658,0.09376839014307456,9994.0,60
2017-05-24,0.2598182734706356,0.055734640999330065,10020.0,60
2017-05-25,0.8645157435806183,0.0667635098824561,10107.0,60
2017-05-26,-0.13861388358034077,0.12759453071070234,10093.0,60
2017-05-31,-0.6161816355373162,0.13156161637684197,10031.0,60
2017-06-01,0.37810990321300864,0.08774207548387497,10069.0,60
2017-06-02,0.653338297048478,0.06410515084008257,10135.0,60
2017-06-03,0.21683430534000792,0.019330911949718366,10157.0,60
2017-06-05,0.42245973328611797,0.17954658417490518,10200.0,60
2017-06-06,-0.14716706114548117,0.04783233249734075,10185.0,60
2017-06-07,0.06870491510380106,0.1658555991641957,10192.0,60
2017-06-08,0.1862471743592664,0.05774983637421047,10211.0,60
2017-06-09,-0.1862471743592664,0.07405615130495333,10192.0,60
2017-06-12,-0.708943497048864,0.11582011844375004,10120.0,60
2017-06-13,0.16784325409435752,0.053716004005516904,10137.0,60
2017-06-14,-0.7128037308508084,0.3055872323975341,10065.0,60
2017-06-15,0.07945178687887022,0.1820410498874683,10073.0,60
2017-06-16,0.7220962183954072,0.09338502387249015,10146.0,60
2017-06-19,0.9124419448182763,0.1025006188391616,10239.0,60
2017-06-20,0.8073581133855257,0.17866526738940794,10322.0,60
2017-06-21,0.4543045849604965,0.21124972228313882,10369.0,57
2017-06-22,-1.339825867933797,0.19631176637780218,10231.0,60
2017-06-23,-0.15650986272177647,0.10004178722053352,10215.0,60
2017-06-26,1.6119983941523586,0.7431302709005407,10381.0,60
2017-06-27,-0.12530726011892312,0.26282789348908153,10368.0,60
2017-06-28,-1.0373838729847762,0.26192385019142295,10261.0,60
2017-06-29,0.3502289794543145,0.23433312553458735,10297.0,60
2017-06-30,-0.4379782172788893,0.1426453529713449,10252.0,60
2017-07-03,0.36025548918470207,0.263067207461113,10289.0,60
2017-07-04,-0.7022363784386698,0.27339358109689155,10217.0,60
2017-07-05,0.8187978292269804,0.33612256009943947,10301.0,60
2017-07-06,-0.33061095847273236,0.3385026371249335,10267.0,60
2017-07-07,-0.625307362366101,0.19297458622408295,10203.0,60
2017-07-10,0.06858374834077807,0.18366099358678015,10210.0,60
2017-07-11,1.2845641797454732,0.187326952733518,10342.0,60
2017-07-12,-0.029012136947415,0.18906487398162442,10339.0,60
2017-07-13,0.7803883720665539,0.2576971732538945,10420.0,60
2017-07-14,-0.16328102364635555,0.07522904799888375,10403.0,60
2017-07-17,0.31671411857239207,0.19827714013791584,10436.0,60
2017-07-18,0.24882776739385548,0.08313970629796483,10462.0,60
2017-07-19,0.36256122150568615,0.11505525922557028,10500.0,57
2017-07-20,-1.053145205234074,0.07639928555444457,10390.0,60
2017-07-21,-0.5888332086639636,0.11898908199310089,10329.0,60
2017-07-24,0.31897953680992686,0.12992420941850244,10362.0,60
2017-07-25,0.00965018094838399,0.15519921307766585,10363.0,60
2017-07-26,-0.32862971775831085,0.2611147376832908,10329.0,60
2017-07-27,1.1455099509579014,0.15921866064998516,10448.0,60
2017-07-28,-1.0390703453792227,0.1633493853735213,10340.0,60
2017-07-31,0.14496257672647062,0.20578383025086516,10355.0,60
2017-08-01,0.11581894934273862,0.20475443647126576,10367.0,60
2017-08-02,0.8261334209594295,0.15753876853789048,10453.0,60
2017-08-03,-0.45064556824581103,0.17578772616670682,10406.0,60
2017-08-04,0.31662295580492383,0.07178501868860117,10439.0,60
2017-08-07,0.8584562448461952,0.0990561185874505,10529.0,60
2017-08-08,-0.028496794303478623,0.25637393224840305,10526.0,60
2017-08-09,-0.6959368381018294,0.17436117932054487,10453.0,60
2017-08-10,-1.2030365006229005,0.4249761268231106,10328.0,60
2017-08-11,-0.27147583087501204,0.36261233833569745,10300.0,60
2017-08-14,-0.6721568338788231,0.35915805393974426,10231.0,60
2017-08-15,0.75949732174454,0.25328272756935544,10309.0,60
2017-08-16,-0.5349426752738751,0.29496103324225525,10254.0,57
2017-08-17,0.42818282624406123,0.18207661089058336,10298.0,60
2017-08-18,-0.3794332518374688,0.21736673964502037,10259.0,60
2017-08-21,0.09742791105828985,0.20785076221855217,10269.0,60
2017-08-22,0.7856871495219409,0.08555280094075245,10350.0,60
2017-08-23,0.10622375582372001,0.1445686296498669,10361.0,60
2017-08-24,0.8457522782359561,0.13325024860395035,10449.0,60
2017-08-25,0.3630114800294848,0.1044698181249826,10487.0,60
2017-08-28,0.028602755593709617,0.20483398697060415,10490.0,60
2017-08-29,-0.25771980092965663,0.10971821342373005,10463.0,60
2017-08-30,0.6478063999550088,0.15047165561367376,10531.0,60
2017-08-31,0.18973537614961344,0.17750069118290326,10551.0,60
2017-09-01,0.23666409493756646,0.09834867405876144,10576.0,60
2017-09-04,-0.227186769431853,0.1090951936550655,10552.0,60
2017-09-05,0.28390290669264573,0.08110486507680059,10582.0,60
2017-09-06,-0.5971298724801954,0.23069551509864272,10519.0,60
2017-09-07,-0.2760723348931293,0.17688006484924815,10490.0,60
2017-09-08,0.6271996232872112,0.1709085474815116,10556.0,60
2017-09-11,0.0852232426941768,0.21957337332558427,10565.0,60
2017-09-12,0.2363508545295545,0.11441224276111293,10590.0,60
2017-09-13,-0.653689978716443,0.268513745656171,10521.0,60
2017-09-14,0.07600950484718538,0.1759308084068524,10529.0,60
2017-09-15,0.3507943867500529,0.15885966947001554,10566.0,60
2017-09-18,0.6603174638650344,0.15744455525314396,10636.0,60
2017-09-19,-0.527904695062098,0.12808591383466847,10580.0,60
2017-09-20,-0.6638241541292444,0.3166085376536007,10510.0,57
2017-09-21,0.6165540043481244,0.16135117436808946,10575.0,60
2017-09-22,-1.35188654465086,0.29467042828449835,10433.0,60
2017-09-25,-0.9631202253615356,0.4310172910121077,10333.0,60
2017-09-26,-0.6700029918881967,0.3293325545556078,10264.0,60
2017-09-27,0.5344228820241881,0.1836716388043644,10319.0,60
2017-09-28,-0.19400529899122887,0.4290914198137552,10299.0,60
2017-09-29,0.21338514401314512,0.21770124439742858,10321.0,60
2017-09-30,0.5700223153946027,0.046259818050441645,10380.0,60
2017-10-02,0.6625402314231366,0.10311004054724797,10449.0,60
2017-10-03,0.12433648964460531,0.1635830495318809,10462.0,60
2017-10-05,0.4101689348543047,0.0992143961423931,10505.0,60
2017-10-06,0.18070288810836388,0.09566269771779058,10524.0,60
2017-10-11,1.0304009490901933,0.2539401620572118,10633.0,60
2017-10-12,0.6000955655045104,0.12031522596005548,10697.0,60
2017-10-13,0.1307922458499533,0.06592184177910304,10711.0,60
2017-10-16,0.4285454667375177,0.1486561921912178,10757.0,60
2017-10-17,-0.3072485076154763,0.08935379657729049,10724.0,60
2017-10-18,0.027970724157810878,0.16683976729797445,10727.0,57
2017-10-19,0.3164559602963024,0.13929730124598907,10761.0,60
2017-10-20,-0.26985546548772277,0.14650258851628695,10732.0,60
2017-10-23,0.03726476659480227,0.1484569205251938,10736.0,60
2017-10-24,0.07448789916111309,0.09984016020133893,10744.0,60
2017-10-25,-0.046548434485771395,0.12923082569372454,10739.0,60
2017-10-26,-0.1024828896701635,0.0805286897052617,10728.0,60
2017-10-27,-0.1679261519720754,0.21793836973784086,10710.0,60
2017-10-30,0.35418062935885786,0.3208869331775523,10748.0,60
2017-10-31,0.3251129146690346,0.13945026450443854,10783.0,60
2017-11-01,0.24083005341299923,0.1559524321407838,10809.0,60
2017-11-02,-0.2593794877084221,0.13421029445851093,10781.0,60
2017-11-03,0.06490797205014331,0.1229699193105878,10788.0,60
2017-11-06,-0.15770679088493722,0.21832313360546443,10771.0,60
2017-11-07,0.5000936519920174,0.08709684020851231,10825.0,60
2017-11-08,-0.1941837958185033,0.044857526080236854,10804.0,60
2017-11-09,-0.7525468692360704,0.280858784956775,10723.0,60
2017-11-10,0.04661787413695606,0.1338097002202092,10728.0,60
2017-11-13,-0.3267824204858272,0.1329902659580412,10693.0,60
2017-11-14,-0.08420265268043181,0.16613906911333354,10684.0,60
2017-11-15,-0.43147989275897913,0.16689488550500248,10638.0,57
2017-11-16,-0.1976006288689547,0.07258142637549568,10617.0,60
2017-11-17,0.8441243144696742,0.12012578312266281,10707.0,60
