Date,Close,Volume
2020-04-27,9.789999961853027,4100
2020-04-28,9.789999961853027,0
2020-04-29,9.789999961853027,0
2020-04-30,9.789999961853027,0
2020-05-01,9.789999961853027,0
2020-05-04,9.789999961853027,0
2020-05-05,9.789999961853027,0
2020-05-06,9.789999961853027,0
2020-05-07,9.600000381469727,5000
2020-05-08,9.600000381469727,0
2020-05-11,9.600000381469727,0
2020-05-12,9.600000381469727,0
2020-05-13,9.800000190734863,1700
2020-05-14,9.800000190734863,0
2020-05-15,9.75,1000
2020-05-18,9.75,0
2020-05-19,9.75,200
2020-05-20,9.75,0
2020-05-21,9.75,0
2020-05-22,9.75,0
2020-05-26,9.75,100
2020-05-27,9.75,0
2020-05-28,9.75,0
2020-05-29,9.75,1300
2020-06-01,9.75,82900
2020-06-02,9.600000381469727,22900
2020-06-03,9.600000381469727,0
2020-06-04,9.673999786376953,3000
2020-06-05,9.779999732971191,100
2020-06-08,9.510000228881836,300
2020-06-09,9.630000114440918,3100
2020-06-10,9.6899995803833,5400
2020-06-11,9.890000343322754,100
2020-06-12,9.890000343322754,500
2020-06-15,9.612000465393066,8100
2020-06-16,9.612000465393066,0
2020-06-17,9.739999771118164,8100
2020-06-18,9.789999961853027,100
2020-06-19,9.779999732971191,53200
2020-06-22,9.800000190734863,200
2020-06-23,9.729999542236328,100
2020-06-24,9.8100004196167,8700
2020-06-25,9.819999694824219,900
2020-06-26,9.770000457763672,800
2020-06-29,10.010000228881836,98100
2020-06-30,10.029999732971191,4100
2020-07-01,10.15999984741211,37500
2020-07-02,10.199999809265137,20700
2020-07-06,10.1899995803833,3300
2020-07-07,10.109999656677246,23700
2020-07-08,10.220000267028809,27300
2020-07-09,10.100000381469727,900
2020-07-10,10.390000343322754,253400
2020-07-13,10.40999984741211,30600
2020-07-14,10.510000228881836,61200
2020-07-15,10.529999732971191,14100
2020-07-16,10.619999885559082,36200
2020-07-17,10.609999656677246,700
2020-07-20,10.630000114440918,135200
2020-07-21,10.699999809265137,108300
2020-07-22,10.869999885559082,33400
2020-07-23,10.850000381469727,13500
2020-07-24,11.300000190734863,978600
2020-07-27,11.850000381469727,5729300
2020-07-28,11.75,2196000
2020-07-29,11.460000038146973,2187400
2020-07-30,10.75,1132200
2020-07-31,10.585000038146973,266100
2020-08-03,10.460000038146973,457200
2020-08-04,10.479999542236328,873600
2020-08-05,10.529999732971191,85900
2020-08-06,10.460000038146973,129200
2020-08-07,10.15999984741211,336800
2020-08-10,10.5,276200
2020-08-11,10.569999694824219,73100
2020-08-12,10.670000076293945,187200
2020-08-13,10.800000190734863,1764500
2020-08-14,10.619999885559082,630300
2020-08-17,10.645000457763672,373200
2020-08-18,10.609999656677246,171400
2020-08-19,10.579999923706055,81400
2020-08-20,10.59000015258789,509500
2020-08-21,10.699999809265137,392900
2020-08-24,10.729999542236328,1446000
2020-08-25,11.109999656677246,1336500
2020-08-26,11.359999656677246,1039500
2020-08-27,11.199999809265137,302600
2020-08-28,11.279999732971191,399000
2020-08-31,11.359999656677246,346500
2020-09-01,11.4399995803833,654100
2020-09-02,11.529999732971191,636500
2020-09-03,11.649999618530273,695100
2020-09-04,11.520000457763672,407600
2020-09-08,11.619999885559082,439900
2020-09-09,12.739999771118164,1527500
2020-09-10,12.850000381469727,1135100
2020-09-11,13.40999984741211,1592100
2020-09-14,13.430000305175781,579000
2020-09-15,13.399999618530273,282500
2020-09-16,14.0,750200
2020-09-17,14.239999771118164,942700
2020-09-18,14.180000305175781,394800
2020-09-21,13.600000381469727,275700
2020-09-22,13.0,505600
2020-09-23,12.960000038146973,1004300
2020-09-24,11.949999809265137,1263100
2020-09-25,12.550000190734863,797000
2020-09-28,12.920000076293945,260500
2020-09-29,12.619999885559082,220400
2020-09-30,12.760000228881836,195900
2020-10-01,12.100000381469727,825400
2020-10-02,11.739999771118164,404400
2020-10-05,11.920000076293945,429500
2020-10-06,11.729999542236328,487700
2020-10-07,11.829999923706055,353500
2020-10-08,11.710000038146973,831200
2020-10-09,11.899999618530273,209100
