date,spy_ret,rv21,rv5_fwd,rv21_fwd,rv5_fwd_end,rv21_fwd_end,vix,gpr,gpr_act,gpr_threat,gpr_ma7,gpr_ma21,gpr_std21,gpr_zscore,gpr_change,gpr_log,vix_ma5,vix_change,gpr_lag1,gpr_ma7_lag1,gpr_ma21_lag1,gpr_zscore_lag1,gpr_change_lag1,gpr_log_lag1,gpr_act_lag1,gpr_threat_lag1,vix_lag1,vix_ma5_lag1,vix_change_lag1,rv21_lag1
2000-02-03,0.015064244572441376,31.008275645660472,19.84819905070829,21.00457496944638,2000-02-10,2000-03-06,22.010000228881836,53.7020378112793,61.989906311035156,51.70570373535156,67.40885925292969,64.11167798723493,13.282385338968751,-0.783717676479023,-0.19685004645121185,4.001900963053559,23.934000396728514,-0.06499577855310512,64.04810333251953,68.39089856828961,66.01881499517532,-0.13563343101095032,-0.13885406599985206,4.175127047462255,66.40499114990234,59.64896011352539,23.1200008392334,24.240000534057618,0.003907952666283743,33.559785475452166
2000-02-04,-0.0041466608467918276,31.065501359185767,23.767594648167393,21.924247495589157,2000-02-11,2000-03-07,21.540000915527344,61.499149322509766,66.88346862792969,69.7342758178711,65.56938988821847,64.77520533970424,12.751911228010298,-0.2569070595471551,0.2645101370576026,4.1351529458098835,23.014000701904298,-0.17597546218546256,53.7020378112793,67.40885925292969,64.11167798723493,-0.783717676479023,-0.19685004645121185,4.001900963053559,61.989906311035156,51.70570373535156,22.010000228881836,23.934000396728514,-0.06499577855310512,31.008275645660472
2000-02-07,-0.0015340784571553634,30.457932077017087,25.0781840337345,21.924884189401066,2000-02-14,2000-03-08,22.790000915527344,79.90843200683594,101.38859558105469,54.365203857421875,67.43284116472516,66.10356685093471,12.808797672221267,1.0777643233322478,0.007675501364780457,4.393318046158919,22.582000732421875,-0.08657313752954099,61.499149322509766,65.56938988821847,64.77520533970424,-0.2569070595471551,0.2645101370576026,4.1351529458098835,66.88346862792969,69.7342758178711,21.540000915527344,23.014000701904298,-0.17597546218546256,31.065501359185767
2000-02-08,0.013608428446005183,23.103072817386394,24.098149408944565,23.885728845224357,2000-02-15,2000-03-09,21.25,124.30528259277344,160.7645263671875,89.39566040039062,78.24291556222099,70.03869865054176,16.950567134730463,3.2014612555967785,0.46348881958108845,4.830753020572579,22.142000579833983,-0.0938166606124956,79.90843200683594,67.43284116472516,66.10356685093471,1.0777643233322478,0.007675501364780457,4.393318046158919,101.38859558105469,54.365203857421875,22.790000915527344,22.582000732421875,-0.08657313752954099,30.457932077017087
2000-02-09,-0.021004763967085283,24.12458835362894,21.66861163926089,22.82850954800731,2000-02-16,2000-03-10,22.899999618530273,76.97016143798828,85.2591552734375,75.85552978515625,77.91011483328683,70.58035405476888,16.983191067811685,0.3762430368772118,0.20175551551278725,4.356326207833515,22.09800033569336,-0.009515623387426286,124.30528259277344,78.24291556222099,70.03869865054176,3.2014612555967785,0.46348881958108845,4.830753020572579,160.7645263671875,89.39566040039062,21.25,22.142000579833983,-0.0938166606124956,23.103072817386394
2000-02-10,0.001990710019907027,23.847042674577075,21.183964314071993,23.102663674957984,2000-02-17,2000-03-13,23.06999969482422,61.44278335571289,58.590457916259766,66.64122009277344,74.55370712280273,70.86249142601376,16.76830578536494,-0.5617566968824134,0.14414249179214145,4.134250671138561,22.310000228881837,0.04815990254063851,76.97016143798828,77.91011483328683,70.58035405476888,0.3762430368772118,0.20175551551278725,4.356326207833515,85.2591552734375,75.85552978515625,22.899999618530273,22.09800033569336,-0.009515623387426286,24.12458835362894
2000-02-11,-0.020309050772626902,24.602174163219935,21.73441670063024,22.546880592026422,2000-02-18,2000-03-14,24.420000076293945,92.17093658447266,122.51631164550781,65.03044128417969,78.57125473022461,72.83512079148065,16.720003466172944,1.1564480732382167,0.49873514674350927,4.534435833837188,22.886000061035155,0.13370469073149027,61.44278335571289,74.55370712280273,70.86249142601376,-0.5617566968824134,0.14414249179214145,4.134250671138561,58.590457916259766,66.64122009277344,23.06999969482422,22.310000228881837,0.04815990254063851,23.847042674577075
2000-02-14,0.005858494817485349,24.1554899456785,19.86761342668104,23.947986796300338,2000-02-22,2000-03-15,24.3799991607666,76.27622985839844,137.5988006591797,18.121736526489258,81.79613930838448,73.33856891450428,16.653578336505763,0.17639818209247007,-0.045454554134246705,4.347386403238001,23.203999710083007,0.06976736206078682,92.17093658447266,78.57125473022461,72.83512079148065,1.1564480732382167,0.49873514674350927,4.534435833837188,122.51631164550781,65.03044128417969,24.420000076293945,22.886000061035155,0.13370469073149027,24.602174163219935
2000-02-15,0.011312724014336917,23.986811770142662,20.14895844248716,28.686370022343695,2000-02-23,2000-03-16,22.920000076293945,79.7408447265625,66.24616241455078,93.93492889404297,84.40209579467773,74.31414395286923,16.385137004540685,0.3311965455149634,-0.3585079968982888,4.391244577675769,23.5379997253418,0.07858823888442101,76.27622985839844,81.79613930838448,73.33856891450428,0.17639818209247007,-0.045454554134246705,4.347386403238001,137.5988006591797,18.121736526489258,24.3799991607666,23.203999710083007,0.06976736206078682,24.1554899456785
2000-02-16,-0.014730313434488829,24.319723024453268,21.84785359882886,28.04508945379397,2000-02-24,2000-03-17,23.510000228881836,65.10549926757812,57.11648178100586,69.29569244384766,82.28739111764091,74.25625501360211,16.416904969698525,-0.5573983502319092,-0.15414625549368288,4.191251939578242,23.65999984741211,0.02663758168179009,79.7408447265625,84.40209579467773,74.31414395286923,0.3311965455149634,-0.3585079968982888,4.391244577675769,66.24616241455078,93.93492889404297,22.920000076293945,23.5379997253418,0.07858823888442101,23.986811770142662
