Ticker_Symbol|Security_Name|Listing_Exchange|Effective_Date|Tick_Size_Pilot_Program_Group
PESI|Perma-Fix Environmental Services, Inc. Common Stock|Q|20160906|G3
PETS|PetMed Express, Inc. Common Stock|Q|20160906|C
PETX|Aratana Therapeutics, Inc. Common Stock|Q|20160906|C
PFBC|Preferred Bank Common Stock|Q|20160906|C
PFBI|Premier Financial Bancorp, Inc. Common Stock|Q|20160906|C
PFBX|Peoples Financial Corporation Common Stock|Q|20160906|G3
PFIN|P & F Industries, Inc. Class A Common Stock|Q|20160906|C
PFIS|Peoples Financial Services Corp. Common Stock|Q|20160906|C
PFSW|PFSweb, Inc. Common Stock|Q|20160906|C
PGC|Peapack-Gladstone Financial Corporation Common Stock|Q|20160906|C
PGLC|Pershing Gold Corporation. Common Stock|Q|20160906|C
PGTI|PGT, Inc. Common Stock|Q|20160906|G2
PHII|PHI, Inc. Common Stock|Q|20160906|C
PHIIK|PHI, Inc. Non-Voting Common Stock|Q|20160906|C
PICO|PICO Holdings, Inc. Common Stock|Q|20160906|G3
PIH|1347 Property Insurance Holdings, Inc. Common Stock|Q|20160906|G1
PINC|Premier, Inc. Class A Common Stock|Q|20160906|C
PKBK|Parke Bancorp, Inc. Common Stock|Q|20160906|G1
PKOH|Park-Ohio Holdings Corp. Common Stock|Q|20160906|G3
PLAB|Photronics, Inc. Common Stock|Q|20160906|G2
PLAY|Dave & Buster's Entertainment, Inc. Common Stock|Q|20160906|C
PLBC|Plumas Bancorp|Q|20160906|G2
PLCE|Children's Place, Inc. (The) Common Stock|Q|20160906|G2
PLKI|Popeyes Louisiana Kitchen, Inc.|Q|20160906|C
PLPC|Preformed Line Products Company Common Stock|Q|20160906|C
PLPM|Planet Payment, Inc. Common shares|Q|20160906|C
PLUS|ePlus inc. Common Stock|Q|20160906|G2
PLXS|Plexus Corp. Common Stock|Q|20160906|C
PMBC|Pacific Mercantile Bancorp Common Stock|Q|20160906|G2
PMD|Psychemedics Corporation|Q|20160906|C
PMTS|CPI Card Group Inc. Common Stock|Q|20160906|G1
PNBK|Patriot National Bancorp Inc. Common Stock|Q|20160906|G1
PNFP|Pinnacle Financial Partners, Inc. Common Stock|Q|20160906|G3
PNRG|PrimeEnergy Corporation Common Stock|Q|20160906|G3
PNTR|Pointer Telocation Ltd. Ordinary Shares (Israel)|Q|20160906|G3
PODD|Insulet Corporation Common Stock|Q|20160906|C
POPE|Pope Resources Depositary Receipts of Limited Partnership Units|Q|20160906|G1
POWI|Power Integrations, Inc. Common Stock|Q|20160906|G1
POWL|Powell Industries, Inc. Common Stock|Q|20160906|C
PPBI|Pacific Premier Bancorp Inc|Q|20160906|G2
PPSI|Pioneer Power Solutions, Inc. Common Stock|Q|20160906|G2
PRAA|PRA Group, Inc. Common Stock|Q|20160906|G2
PRCP|Perceptron, Inc. Common Stock|Q|20160906|C
PRFT|Perficient, Inc. Common Stock|Q|20160906|C
PRGS|Progress Software Corporation Common Stock (DE)|Q|20160906|C
PRGX|PRGX Global, Inc. Common Stock|Q|20160906|G2
PRIM|Primoris Services Corporation Common Stock|Q|20160906|C
PRMW|Primo Water Corporation Common Stock|Q|20160906|C
PROV|Provident Financial Holdings, Inc. Common Stock|Q|20160906|C
PRQR|ProQR Therapeutics N.V. Ordinary Shares|Q|20160906|G1
PRSC|The Providence Service Corporation Common Stock|Q|20160906|C
PRSS|CafePress Inc. Common Stock|Q|20160906|C
PRTA|Prothena Corporation plc Ordinary Shares|Q|20160906|C
PRTK|Paratek Pharmaceuticals, Inc. Common Stock|Q|20160906|G2
PRTO|Proteon Therapeutics, Inc. Common Stock|Q|20160906|G3
PRTS|U.S. Auto Parts Network, Inc. Common Stock|Q|20160906|C
PSDV|pSivida Corp. Common Stock|Q|20160906|C
PSIX|Power Solutions International, Inc. Common Stock|Q|20160906|C
PSMT|PriceSmart, Inc. Common Stock|Q|20160906|G2
PSTB|Park Sterling Corporation Common Stock|Q|20160906|C
PTIE|Pain Therapeutics Common Stock|Q|20160906|C
PTSI|P.A.M. Transportation Services, Inc. Common Stock|Q|20160906|C
PTXP|PennTex Midstream Partners, LP Common Units Representing Limited Partnership Interests|Q|20160906|C
PUB|People's Utah Bancorp Common Stock|Q|20160906|G3
PVBC|Provident Bancorp, Inc. Common Stock|Q|20160906|G1
PWOD|Penns Woods Bancorp, Inc. Common Stock|Q|20160906|C
PWX|Providence and Worcester Railroad Company Common Stock|Q|20160906|C
PXLW|Pixelworks, Inc.  Common Stock|Q|20160906|C
PXS|Pyxis Tankers Inc. Common Stock|Q|20160906|C
PZZA|Papa John's International, Inc. Common Stock|Q|20160906|C
QADA|QAD Inc. Class A Common Stock|Q|20160906|G1
QADB|QAD Inc. Class B Common Stock|Q|20160906|C
QCRH|QCR Holdings, Inc. Common Stock|Q|20160906|G2
QDEL|Quidel Corporation Common Stock|Q|20160906|C
QLYS|Qualys, Inc. Common Stock|Q|20160906|G1
QNST|QuinStreet, Inc. Common Stock|Q|20160906|C
QPAC|Quinpario Acquisition Corp. 2 Common Stock|Q|20160906|C
QSII|Quality Systems, Inc. Common Stock|Q|20160906|C
QTNT|Quotient Limited Ordinary Shares|Q|20160906|C
QUMU|Qumu Corporation Common Stock|Q|20160906|C
QURE|uniQure N.V. Ordinary Shares|Q|20160906|C
RAIL|FreightCar America, Inc. Common Stock|Q|20160906|C
RARE|Ultragenyx Pharmaceutical Inc. Common Stock|Q|20160906|C
RAVE|Rave Restaurant Group, Inc. Common Stock|Q|20160906|C
RAVN|Raven Industries, Inc. Common Stock|Q|20160906|G1
RBCAA|Republic Bancorp, Inc. Class A Common Stock|Q|20160906|C
RBPAA|Royal Bancshares of Pennsylvania, Inc. Class A Common Stock|Q|20160906|C
RCII|Rent-A-Center Inc. Common Stock|Q|20160906|C
RCKY|Rocky Brands, Inc. Common Stock|Q|20160906|G1
RCMT|RCM Technologies, Inc. Common Stock|Q|20160906|C
RDCM|Radcom Ltd. Ordinary Shares|Q|20160906|G2
RDI|Reading International Inc Class A Common Stock|Q|20160906|C
RDIB|Reading International Inc Class B Common Stock|Q|20160906|C
RDNT|RadNet, Inc. Common Stock|Q|20160906|G3
RDUS|Radius Health, Inc. Common Stock|Q|20160906|C
RDWR|Radware Ltd. Ordinary Shares|Q|20160906|C
RECN|Resources Connection, Inc. Common Stock|Q|20160906|G3
REFR|Research Frontiers Incorporated Common Stock|Q|20160906|C
REGI|Renewable Energy Group, Inc. Common Stock|Q|20160906|G3
REIS|Reis, Inc  Common Stock|Q|20160906|G1
RELL|Richardson Electronics, Ltd. Common Stock|Q|20160906|C
RELY|Real Industry, Inc. Common Stock|Q|20160906|G1
REPH|Recro Pharma, Inc. Common Stock|Q|20160906|C
RESN|Resonant Inc. Common Stock|Q|20160906|C
RFIL|RF Industries, Ltd. Common Stock|Q|20160906|G2
RGCO|RGC Resources Inc. Common Stock|Q|20160906|C
RGEN|Repligen Corporation Common Stock|Q|20160906|C
RGLS|Regulus Therapeutics Inc. Common Stock|Q|20160906|G3
RGNX|REGENXBIO Inc. Common Stock|Q|20160906|G1
RICK|RCI Hospitality Holdings, Inc. Common Stock|Q|20160906|C
RILY|B. Riley Financial, Inc. Common Stock|Q|20160906|G1
RMCF|Rocky Mountain Chocolate Factory, Inc. Common Stock|Q|20160906|C
RMR|The RMR Group Inc. Class A Common Stock|Q|20160906|G3
RMTI|Rockwell Medical, Inc. Common Stock|Q|20160906|C
RNET|RigNet, Inc. Common Stock|Q|20160906|G2
RNST|Renasant Corporation Common Stock|Q|20160906|C
RNWK|RealNetworks, Inc. Common Stock|Q|20160906|C
ROCK|Gibraltar Industries, Inc. Common Stock|Q|20160906|G3
ROIA|Radio One, Inc. Class A Common Stock|Q|20160906|G2
ROIAK|Radio One, Inc. Class D Common Stock|Q|20160906|G2
ROIC|Retail Opportunity Investments Corp. Common Stock (MD)|Q|20160906|C
ROLL|RBC Bearings Incorporated Common Stock|Q|20160906|C
RP|RealPage, Inc. Common Stock|Q|20160906|G1
RPD|Rapid7, Inc. Common Stock|Q|20160906|C
RPXC|RPX Corporation Common Stock|Q|20160906|C
RRGB|Red Robin Gourmet Burgers, Inc. Common Stock|Q|20160906|G1
RSTI|Rofin-Sinar Technologies, Inc. Common Stock|Q|20160906|G1
RSYS|RadiSys Corporation Common Stock|Q|20160906|C
RTIX|RTI Surgical, Inc. Common Stock|Q|20160906|G3
RTK|Rentech, Inc. Common Stock|Q|20160906|C
RTRX|Retrophin, Inc. Common Stock|Q|20160906|C
RUSHA|Rush Enterprises, Inc. Common Stock Cl A|Q|20160906|C
RUSHB|Rush Enterprises, Inc. Class B|Q|20160906|C
RUTH|Ruth's Hospitality Group, Inc. Common Stock|Q|20160906|G2
RVNC|Revance Therapeutics, Inc. Common Stock|Q|20160906|G1
RVSB|Riverview Bancorp Inc Common Stock|Q|20160906|C
RWLK|ReWalk Robotics Ltd Ordinary Shares|Q|20160906|G1
RXDX|Ignyta, Inc. Common Stock (Delaware)|Q|20160906|G3
SAAS|inContact, Inc. Common Stock|Q|20160906|C
SAFM|Sanderson Farms, Inc. Common Stock|Q|20160906|C
SAFT|Safety Insurance Group, Inc. Common Stock|Q|20160906|G2
SAGE|Sage Therapeutics, Inc. Common Stock|Q|20160906|C
SAIA|Saia, Inc. Common Stock|Q|20160906|G3
SAJA|Sajan, Inc. Common Stock|Q|20160906|C
SAL|Salisbury Bancorp, Inc. Common Stock|Q|20160906|G3
SALE|RetailMeNot, Inc. Series 1 Common Stock|Q|20160906|G2
SALM|Salem Media Group, Inc. Class A Common Stock|Q|20160906|G2
SAMG|Silvercrest Asset Management Group Inc. Class A Common Stock|Q|20160906|G1
SANM|Sanmina Corporation Common Stock|Q|20160906|G2
SANW|S&W Seed Company Common Stock (NV)|Q|20160906|G1
SASR|Sandy Spring Bancorp, Inc. Common Stock|Q|20160906|C
SATS|EchoStar  Corporation Common Stock|Q|20160906|C
SBBP|Strongbridge Biopharma plc Ordinary Shares|Q|20160906|G2
SBBX|Sussex Bancorp Common Stock|Q|20160906|G1
SBCF|Seacoast Banking Corporation of Florida Common Stock|Q|20160906|C
SBCP|Sunshine Bancorp, Inc. Common Stock|Q|20160906|C
SBFG|SB Financial Group, Inc. Common Stock|Q|20160906|C
SBGI|Sinclair Broadcast Group, Inc. Class A Common Stock|Q|20160906|G1
SBOT|Stellar Biotechnologies, Inc. Common Stock|Q|20160906|C
SBRA|Sabra Healthcare REIT, Inc. Common Stock|Q|20160906|C
SBSA|Spanish Broadcasting System, Inc. Class A Common Stock|Q|20160906|G1
SBSI|Southside Bancshares, Inc. Common Stock|Q|20160906|C
SCAI|Surgical Care Affiliates, Inc. Common Stock|Q|20160906|C
SCHL|Scholastic Corporation Common Stock|Q|20160906|C
SCHN|Schnitzer Steel Industries, Inc. Class A Common Stock|Q|20160906|G1
SCLN|SciClone Pharmaceuticals, Inc.|Q|20160906|G2
SCMP|Sucampo Pharmaceuticals, Inc. Class A Common Stock|Q|20160906|G3
SCOR|comScore, Inc. Common Stock|Q|20160906|C
SCSC|ScanSource, Inc. Common Stock|Q|20160906|G2
SCSS|Select Comfort Corporation Common Stock|Q|20160906|C
SCVL|Shoe Carnival, Inc. Common Stock|Q|20160906|C
SCYX|SCYNEXIS, Inc. Common Stock|Q|20160906|C
SEAC|SeaChange International, Inc. Common Stock|Q|20160906|C
SEDG|SolarEdge Technologies, Inc. Common Stock|Q|20160906|G3
SEMI|SunEdison Semiconductor Limited Ordinary Shares|Q|20160906|C
SENEA|Seneca Foods Corp. Class A Common Stock|Q|20160906|G1
SENEB|Seneca Foods Corp. Class B Common Stock|Q|20160906|G1
SEV|Sevcon, Inc. Common Stock|Q|20160906|C
SFBC|Sound Financial Bancorp, Inc. Common Stock|Q|20160906|G3
SFBS|ServisFirst Bancshares, Inc. Common Stock|Q|20160906|C
SFLY|Shutterfly, Inc. Common Stock|Q|20160906|C
SFNC|Simmons First National Corporation Class A Common Stock|Q|20160906|G2
SFST|Southern First Bancshares, Inc. Common Stock|Q|20160906|G2
SGBK|Stonegate Bank Common Stock|Q|20160906|C
SGC|Superior Uniform Group, Inc. Common Stock|Q|20160906|C
SGI|Silicon Graphics International Corp|Q|20160906|G2
SGMA|SigmaTron International, Inc. Common Stock|Q|20160906|C
SGMO|Sangamo BioSciences, Inc. Common Stock|Q|20160906|G2
SGMS|Scientific Games Corp Class A Common Stock|Q|20160906|G1
SGOC|SGOCO Group, Ltd Ordinary Shares (Cayman Islands)|Q|20160906|G3
SGRY|Surgery Partners, Inc. Common Stock|Q|20160906|G3
SHBI|Shore Bancshares Inc Common Stock|Q|20160906|C
SHEN|Shenandoah Telecommunications Co Common Stock|Q|20160906|G1
SHIP|Seanergy Maritime Holdings Corp Common Stock|Q|20160906|G1
SHLM|A. Schulman, Inc. Common Stock|Q|20160906|G1
SHLO|Shiloh Industries, Inc. Common Stock|Q|20160906|C
SHOO|Steven Madden, Ltd. Common Stock|Q|20160906|G3
SHOR|ShoreTel, Inc. Common Stock|Q|20160906|G3
SHOS|Sears Hometown and Outlet Stores, Inc. Common Stock|Q|20160906|G1
SHSP|SharpSpring, Inc. Common Stock|Q|20160906|C
SIEN|Sientra, Inc. Common Stock|Q|20160906|C
SIFI|SI Financial Group, Inc. Common Stock|Q|20160906|G1
SIGI|Selective Insurance Group, Inc. Common Stock|Q|20160906|G2
SIGM|Sigma Designs, Inc. Common Stock|Q|20160906|G3
SILC|Silicom Ltd Ordinary Shares|Q|20160906|C
SITO|SITO Mobile, Ltd. Common Stock|Q|20160906|C
SKIS|Peak Resorts, Inc. Common Stock|Q|20160906|G1
SKYW|SkyWest, Inc. Common Stock|Q|20160906|G2
SLAB|Silicon Laboratories, Inc. Common Stock|Q|20160906|G1
SLCT|Select Bancorp, Inc. Common Stock|Q|20160906|C
SLGN|Silgan Holdings Inc. Common Stock|Q|20160906|C
SLP|Simulations Plus, Inc. Common Stock|Q|20160906|G3
SMBC|Southern Missouri Bancorp, Inc. Common Stock|Q|20160906|C
SMCI|Super Micro Computer, Inc. Common Stock|Q|20160906|G3
SMED|Sharps Compliance Corp Common Stock|Q|20160906|C
SMMF|Summit Financial Group, Inc. Common Stock|Q|20160906|C
SMRT|Stein Mart, Inc. Common Stock|Q|20160906|C
SMTC|Semtech Corporation Common Stock|Q|20160906|G2
SNAK|Inventure Foods, Inc. Common Stock|Q|20160906|C
SNBC|Sun Bancorp, Inc. Common Stock|Q|20160906|G2
SNC|State National Companies, Inc. Common Stock|Q|20160906|C
SNCR|Synchronoss Technologies, Inc. Common Stock|Q|20160906|C
SNFCA|Security National Financial Corporation Class A Common Stock|Q|20160906|G3
SNHY|Sun Hydraulics Corporation Common Stock|Q|20160906|C
SNMX|Senomyx, Inc. Common Stock|Q|20160906|C
SODA|SodaStream International Ltd. Ordinary Shares|Q|20160906|C
SOFO|Sonic Foundry, Inc. Common Stock New|Q|20160906|C
SOHO|Sotherly Hotels Inc. Common Stock|Q|20160906|C
SOHU|Sohu.com Inc. Common Stock|Q|20160906|C
SONA|Southern National Bancorp of Virginia, Inc. Common Stock|Q|20160906|C
SONS|Sonus Networks, Inc. Common Stock|Q|20160906|C
SP|SP Plus Corporation Common Stock|Q|20160906|G1
SPAN|Span-America Medical Systems, Inc. Common Stock|Q|20160906|C
SPAR|Spartan Motors, Inc. Common Stock|Q|20160906|G2
SPCB|SuperCom, Ltd. Ordinary Shares (Israel)|Q|20160906|C
SPKE|Spark Energy, Inc. Class A Common Stock|Q|20160906|G2
SPNC|Spectranetics Corporation (The) Common Stock|Q|20160906|G2
SPNE|SeaSpine Holdings Corporation Common Stock|Q|20160906|C
SPNS|Sapiens International Corporation N.V. Common Shares|Q|20160906|C
SPOK|Spok Holdings, Inc. Common Stock|Q|20160906|G3
SPPI|Spectrum Pharmaceuticals, Inc.Common Stock|Q|20160906|C
SPSC|SPS Commerce, Inc. Common Stock|Q|20160906|C
SPTN|SpartanNash Company Common Stock|Q|20160906|C
SPWH|Sportsman's Warehouse Holdings, Inc. Common Stock|Q|20160906|C
SQBG|Sequential Brands Group, Inc. Common Stock|Q|20160906|C
SRCE|1st Source Corporation Common Stock|Q|20160906|C
SRDX|Surmodics, Inc. Common Stock|Q|20160906|G2
SREV|ServiceSource International, Inc. Common Stock|Q|20160906|C
SRNE|Sorrento Therapeutics, Inc.  Common Stock|Q|20160906|G3
SRSC|Sears Canada Inc. Common Shares|Q|20160906|G1
SSB|South State Corporation Common Stock|Q|20160906|G3
SSBI|Summit State Bank Common Stock|Q|20160906|G3
SSFN|Stewardship Financial Corp Common Stock|Q|20160906|G3
STAA|STAAR Surgical Company Common Stock|Q|20160906|G2
STB|Student Transportation, Inc.|Q|20160906|C
STBA|S&T Bancorp, Inc. Common Stock|Q|20160906|C
STBZ|State Bank Financial Corporation. Common Stock|Q|20160906|C
STDY|SteadyMed Ltd. Ordinary Shares|Q|20160906|G2
STFC|State Auto Financial Corporation Common Stock|Q|20160906|C
STKL|SunOpta, Inc. Common Stock|Q|20160906|G3
STKS|The ONE Group Hospitality, Inc. Common Stock|Q|20160906|C
STML|Stemline Therapeutics, Inc. Common Stock|Q|20160906|G3
STMP|Stamps.com Inc.  Common Stock ($0.001 Par Value)|Q|20160906|G3
STRA|Strayer Education, Inc. Common Stock|Q|20160906|C
STRL|Sterling Construction Company Inc Common Stock|Q|20160906|C
STRS|Stratus Properties, Inc. Common Stock|Q|20160906|G3
STRT|Strattec Security Corporation Common Stock|Q|20160906|G3
STRZB|Starz Series B Common Stock|Q|20160906|C
SUNW|Sunworks, Inc. Common Stock|Q|20160906|C
SUPN|Supernus Pharmaceuticals, Inc. Common Stock|Q|20160906|G3
SVA|Sinovac Biotech, Ltd. Ordinary Shares|Q|20160906|C
SVBI|Severn Bancorp Inc|Q|20160906|G3
SWIR|Sierra Wireless, Inc. Common Stock|Q|20160906|G1
SYBT|Stock Yards Bancorp, Inc. Common Stock|Q|20160906|G3
SYKE|Sykes Enterprises, Incorporated Common Stock|Q|20160906|C
SYNA|Synaptics Incorporated Common Stock $0.001 Par Value|Q|20160906|C
SYNC|Synacor, Inc. Common Stock|Q|20160906|G2
SYNL|Synalloy Corporation Common Stock|Q|20160906|G1
SYUT|Synutra International, Inc. Common Stock|Q|20160906|G3
TA|TravelCenters of America LLC Common Stock|Q|20160906|G1
TACO|Del Taco Restaurants, Inc. Common Stock|Q|20160906|C
TACT|TransAct Technologies Incorporated Common Stock|Q|20160906|G2
TANH|Tantech Holdings Ltd. Common Stock|Q|20160906|C
TASR|TASER International, Inc. Common Stock|Q|20160906|C
TAST|Carrols Restaurant Group, Inc. Common Stock|Q|20160906|G3
TATT|TAT Technologies Ltd. Ordinary Shares|Q|20160906|G1
TAX|Liberty Tax, Inc. Class A Common Stock|Q|20160906|G2
TAYD|Taylor Devices, Inc. Common Stock|Q|20160906|C
TBBK|The Bancorp Inc Common Stock|Q|20160906|C
TBK|Triumph Bancorp, Inc. Common Stock|Q|20160906|G3
TBNK|Territorial Bancorp Inc. Common Stock|Q|20160906|C
TBPH|Theravance Biopharma, Inc. Ordinary Shares|Q|20160906|C
TBRA|Tobira Therapeutics, Inc. Common Stock|Q|20160906|C
TCBI|Texas Capital Bancshares, Inc. Common Stock|Q|20160906|G2
TCBK|TriCo Bancshares Common Stock|Q|20160906|C
TCCO|Technical Communications Corporation Common Stock|Q|20160906|G1
TCFC|The Community Financial Corporation Common Stock|Q|20160906|C
TCON|TRACON Pharmaceuticals, Inc. Common Stock|Q|20160906|G1
TCX|Tucows Inc. Class A Common Stock|Q|20160906|G3
TECD|Tech Data Corporation Common Stock|Q|20160906|C
TENX|Tenax Therapeutics, Inc. Common Stock|Q|20160906|C
TESO|Tesco Corporation Common Stock|Q|20160906|G1
TESS|TESSCO Technologies Incorporated Common Stock|Q|20160906|G1
TGEN|Tecogen Inc Common Stock|Q|20160906|C
TGLS|Tecnoglass Inc. Ordinary Shares|Q|20160906|C
TGTX|TG Therapeutics, Inc. Common Stock|Q|20160906|G3
THFF|First Financial Corporation Indiana Common Stock|Q|20160906|G2
THRM|Gentherm Inc Common Stock|Q|20160906|G2
TIL|Till Capital Ltd. Restricted Voting Shares|Q|20160906|C
TILE|Interface, Inc. Common Stock|Q|20160906|G2
TIPT|Tiptree Financial Inc. Class A Common Stock|Q|20160906|G1
TITN|Titan Machinery Inc. Common Stock|Q|20160906|C
TIVO|TiVo Corporation Common Stock|Q|20160908|G1
TLF|Tandy Leather Factory, Inc. Common Stock|Q|20160906|G1
TLGT|Teligent, Inc. Common Stock|Q|20160906|C
TNAV|Telenav, Inc. Common Stock|Q|20160906|G1
TNDM|Tandem Diabetes Care, Inc. Common Stock|Q|20160906|G2
TNGO|Tangoe, Inc. Common Stock|Q|20160906|C
TNXP|Tonix Pharmaceuticals Holding Corp. Common Stock|Q|20160907|C
TORM|TOR Minerals International Inc Common Stock|Q|20160906|G2
TOWN|TowneBank Common Stock|Q|20160906|G2
TRCB|Two River Bancorp Common Stock|Q|20160906|C
TREE|LendingTree, Inc. Common Stock|Q|20160906|G3
TRIL|Trillium Therapeutics Inc. Common Shares|Q|20160906|G1
TRMK|Trustmark Corporation Common Stock|Q|20160906|C
TRNC|tronc, Inc. Common Stock|Q|20160906|C
TRNS|Transcat, Inc. Common Stock|Q|20160906|G1
TROV|TrovaGene, Inc. Common Stock|Q|20160906|G1
TRS|TriMas Corporation Common Stock|Q|20160906|G3
TRST|TrustCo Bank Corp NY Common Stock|Q|20160906|G2
TRUE|TrueCar, Inc. Common Stock|Q|20160906|C
TRUP|Trupanion, Inc. Common Stock|Q|20160906|C
TRVN|Trevena, Inc. Common Stock|Q|20160906|C
TSBK|Timberland Bancorp, Inc. Common Stock|Q|20160906|C
TSC|TriState Capital Holdings, Inc. Common Stock|Q|20160906|G1
TSEM|Tower Semiconductor Ltd. Ordinary Shares|Q|20160906|C
TSRA|Tessera Technologies, Inc. Common Stock|Q|20160906|G2
TSRI|TSR, Inc. Common Stock|Q|20160906|G2
TTEC|TeleTech Holdings, Inc. Common Stock|Q|20160906|G2
TTEK|Tetra Tech, Inc. Common Stock|Q|20160906|G2
TTGT|TechTarget, Inc. Common Stock|Q|20160906|C
TTMI|TTM Technologies, Inc. Common Stock|Q|20160906|C
TTNP|Titan Pharmaceuticals, Inc. Common Stock|Q|20160906|G3
TTOO|T2 Biosystems, Inc. Common Stock|Q|20160906|C
TTPH|Tetraphase Pharmaceuticals, Inc. Common Stock|Q|20160906|C
TTS|Tile Shop Hldgs, Inc. Common Stock|Q|20160906|G2
TUBE|TubeMogul, Inc. Common Stock|Q|20160906|C
TUES|Tuesday Morning Corp. Common Stock|Q|20160906|G2
TVIA|TerraVia Holdings, Inc. Common Stock|Q|20160906|G1
TWIN|Twin Disc, Incorporated Common Stock|Q|20160906|C
TWMC|Trans World Entertainment Corp. Common Stock|Q|20160906|G3
TWOU|2U, Inc. Common Stock|Q|20160906|C
TYPE|Monotype Imaging Holdings Inc. Common Stock|Q|20160906|G1
TZOO|Travelzoo Inc. Common Stock|Q|20160906|G1
UBCP|United Bancorp, Inc. Common Stock|Q|20160906|G2
UBFO|United Security Bancshares Common Stock|Q|20160906|G1
UBNK|United Financial Bancorp, Inc. New Common Stock|Q|20160906|C
UBOH|United Bancshares, Inc. Common Stock|Q|20160906|G1
UBSH|Union Bankshares Corporation Common Stock|Q|20160906|C
UBSI|United Bankshares, Inc. Common Stock|Q|20160906|G1
UCBA|United Community Bancorp Common Stock|Q|20160906|G2
UCBI|United Community Banks, Inc. Common Stock|Q|20160906|C
UCFC|United Community Financial Corp. Common Stock|Q|20160906|C
UCTT|Ultra Clean Holdings, Inc. Common Stock|Q|20160906|C
UEIC|Universal Electronics Inc. Common Stock|Q|20160906|G1
UEPS|Net 1 UEPS Technologies, Inc. Common Stock|Q|20160906|C
UFCS|United Fire Group, Inc. Common Stock|Q|20160906|C
UFPI|Universal Forest Products, Inc. Common Stock|Q|20160906|C
UFPT|UFP Technologies, Inc. Common Stock|Q|20160906|G1
UG|United-Guardian, Inc. Common Stock|Q|20160906|G2
UIHC|United Insurance Holdings Corp. Common Stock|Q|20160906|C
ULBI|Ultralife Corporation Common Stock|Q|20160906|G2
ULH|Universal Logistics Holdings, Inc. Common Stock|Q|20160906|G3
UNAM|Unico American Corporation Common Stock|Q|20160906|G2
UNB|Union Bankshares, Inc. Common Stock|Q|20160906|G2
UNFI|United Natural Foods, Inc. Common Stock|Q|20160906|C
UNTY|Unity Bancorp, Inc. Common Stock|Q|20160906|G3
UPLD|Upland Software, Inc. Common Stock|Q|20160906|C
USAK|USA Truck, Inc. Common Stock|Q|20160906|C
USAP|Universal Stainless & Alloy Products, Inc. Common Stock|Q|20160906|C
USAT|USA Technologies, Inc. Common Stock|Q|20160906|G3
USCR|U.S. Concrete, Inc. Common Stock|Q|20160906|G3
USLM|United States Lime & Minerals, Inc. Common Stock|Q|20160906|C
UTEK|Ultratech, Inc. Common Stock|Q|20160906|C
UTMD|Utah Medical Products, Inc. Common Stock|Q|20160906|G2
UVSP|Univest Corporation of Pennsylvania Common Stock|Q|20160906|G2
VA|Virgin America Inc. Common Stock|Q|20160906|G1
VALU|Value Line, Inc. Common Stock|Q|20160906|C
VASC|Vascular Solutions, Inc. Common Stock|Q|20160906|G3
VBFC|Village Bank and Trust Financial Corp. Common Stock|Q|20160906|G2
VBLT|Vascular Biogenics Ltd. Ordinary Shares|Q|20160906|G1
VBTX|Veritex Holdings, Inc. Common Stock|Q|20160906|C
VCEL|Vericel Corporation Common Stock|Q|20160906|G1
VCYT|Veracyte, Inc. Common Stock|Q|20160906|C
VDSI|VASCO Data Security International, Inc. Common Stock|Q|20160906|G3
VECO|Veeco Instruments Inc. Common Stock|Q|20160906|G2
VIA|Viacom Inc. Class A Common Stock|Q|20160906|G1
VICR|Vicor Corporation Common Stock|Q|20160906|G2
VIRC|Virco Manufacturing Corporation Common Stock|Q|20160906|G1
VIRT|Virtu Financial, Inc. Class A Common Stock|Q|20160906|G1
VIVO|Meridian Bioscience Inc. Common Stock|Q|20160906|G1
VLGEA|Village Super Market, Inc. Class A Common Stock|Q|20160906|C
VLTC|Voltari Corporation Common Stock|Q|20160906|G2
VNDA|Vanda Pharmaceuticals Inc. Common Stock|Q|20160906|G3
VNOM|Viper Energy Partners LP Common Unit|Q|20160906|C
VOXX|VOXX International Corporation Class A Common Stock|Q|20160906|G2
VRA|Vera Bradley, Inc. Common Stock|Q|20160906|C
VRNS|Varonis Systems, Inc. Common Stock|Q|20160906|G2
VRNT|Verint Systems Inc. Common Stock|Q|20160906|G1
VRTS|Virtus Investment Partners, Inc. Common Stock|Q|20160906|G1
VRTU|Virtusa Corporation Common Stock|Q|20160906|C
VSAR|Versartis, Inc. Common Stock|Q|20160906|G2
VSEC|VSE Corporation Common Stock|Q|20160906|C
VTL|Vital Therapies, Inc. Common Stock|Q|20160906|G2
VTVT|vTv Therapeutics Inc. Class A Common Stock|Q|20160906|C
VUZI|Vuzix Corporation Common Stock|Q|20160906|G2
VYGR|Voyager Therapeutics, Inc. Common Stock|Q|20160906|C
WABC|Westamerica Bancorporation Common Stock|Q|20160906|C
WAFD|Washington Federal, Inc. Common Stock|Q|20160906|G3
WASH|Washington Trust Bancorp, Inc. Common Stock|Q|20160906|G1
WATT|Energous Corporation Common Stock|Q|20160906|C
WAYN|Wayne Savings Bancshares Inc. Common Stock|Q|20160906|C
WBB|Westbury Bancorp, Inc. Common Stock|Q|20160906|C
WBKC|Wolverine Bancorp, Inc. Common Stock|Q|20160906|C
WBMD|WebMD Health Corp. Common Stock|Q|20160906|C
WDFC|WD-40 Company Common Stock|Q|20160906|G3
WEB|Web.com Group, Inc. Common Stock|Q|20160906|G2
