symbol,group,listing_exchange,yahoo_symbol,pre_spread_usd,weight_order_shares,source_rows,source_dates,spread_stratum
ONB,G3,Q,ONB,0.0181274128937,7012638,2189,21,narrow
ONCE,C,Q,ONCE,0.224944590856,35052911,3209,21,wide
ONDK,C,N,ONDK,0.0258486579831,6161398,2290,21,narrow
ONVI,G2,Q,ONVI,0.343400295412,7719058,370,20,wide
OOMA,G3,N,OOMA,0.0635905499656,33648576,2034,21,narrow
OPB,G3,Q,OPB,0.074680295514,5885000,1683,21,narrow
OPHC,C,Q,OPHC,0.522838193443,255879,187,19,wide
OPHT,C,Q,OPHT,0.111168336239,36435217,3810,21,middle_excluded
OPOF,C,Q,OPOF,0.834589538999,618459,389,21,wide
OPXA,G2,Q,OPXA,0.0670706675635,11633050,1643,21,narrow
OPY,G1,N,OPY,0.0765503926049,1010176,1012,21,narrow
ORA,C,N,ORA,0.0801930743847,6895936,2353,21,narrow
ORBC,C,Q,ORBC,0.0179826438038,11848224,2112,21,narrow
ORBK,C,Q,ORBK,0.0544584083666,7459029,2124,21,narrow
ORIT,G1,Q,ORIT,0.0276816708263,4793293,1673,21,narrow
ORMP,C,Q,ORMP,0.0764198199183,8413405,1396,21,narrow
ORN,C,N,ORN,0.0335411894592,2966861,1174,21,narrow
ORRF,G3,Q,ORRF,0.476335930097,10939272,1354,21,wide
OSB,C,N,OSB,0.109061673395,623212,585,21,middle_excluded
OSBC,G2,Q,OSBC,0.0568194237554,3226338,1043,21,narrow
OSG,C,N,OSG,0.0193504232325,9449299,2319,21,narrow
OSHC,G1,Q,OSHC,0.113583766368,1448499,547,21,middle_excluded
OSIR,C,Q,OSIR,0.0402504212886,3152708,1487,21,narrow
OSIS,C,Q,OSIS,0.172792856116,20128293,2208,21,wide
OSTK,G1,Q,OSTK,0.0576848037051,3516673,1478,21,narrow
OSUR,C,Q,OSUR,0.0208071058848,10821228,2858,21,narrow
OTEL,G2,Q,OTEL,0.119200289236,717753,383,21,middle_excluded
OTIC,G2,Q,OTIC,0.0927211163211,14384087,2170,21,narrow
OTTR,G1,Q,OTTR,0.0809083526484,6019061,1934,21,narrow
OVAS,C,Q,OVAS,0.0345087754936,37878690,4195,21,narrow
OVBC,G3,Q,OVBC,0.331398417639,87717,193,21,wide
OVLY,C,Q,OVLY,0.217449161345,137482,165,21,wide
OXBR,G1,Q,OXBR,0.0636172775456,2452941,852,21,narrow
OXFD,C,Q,OXFD,0.0669423063252,13607743,1575,21,narrow
OXM,C,N,OXM,0.192568706281,29113203,2532,21,wide
OZM,C,N,OZM,0.0157646401109,27326808,3036,21,narrow
PAAC,G3,Q,PAAC,0.0532024306137,674809,112,21,narrow
PACE,C,Q,PACE,0.0461087033977,913850,240,21,narrow
PAHC,G3,Q,PAHC,0.0902049308337,9412972,1885,21,narrow
PAR,C,N,PAR,0.0549935591114,9388984,538,21,narrow
PARR,C,A,PARR,0.0291624690764,15561325,2306,21,narrow
PATI,C,Q,PATI,0.762446707717,117578,189,19,wide
PATK,G1,Q,PATK,0.164812902665,15414521,2508,21,wide
PAYC,C,N,PAYC,0.0547577705897,41552953,4429,21,narrow
PBBI,G2,Q,PBBI,0.0877256846407,568729,237,21,narrow
PBFX,G2,N,PBFX,0.204645582369,19278570,1944,21,wide
PBH,C,N,PBH,0.0352678418076,9105546,2502,21,narrow
PBHC,C,Q,PBHC,0.206412015098,238450,257,20,wide
PBIP,C,Q,PBIP,0.19301904392,789160,397,21,wide
PBPB,G3,Q,PBPB,0.0289686479949,5012984,1687,21,narrow
PBSK,G3,Q,PBSK,0.824563661264,711929,160,21,wide
PBT,C,N,PBT,0.0418593517186,4922924,2281,21,narrow
PBYI,G1,N,PBYI,0.200193879157,63092454,5560,21,wide
PCBK,G2,Q,PCBK,0.0479174818041,3394581,1174,21,narrow
PCH,G2,Q,PCH,0.0647507410048,13144180,2152,21,narrow
PCMI,G3,Q,PCMI,0.0491216359948,26901920,2931,21,narrow
PCRX,G2,Q,PCRX,0.0712417354816,41936001,3934,21,narrow
PCTI,C,Q,PCTI,0.0768406338267,1950060,794,21,narrow
PCTY,C,Q,PCTY,0.0967421599315,19465117,2347,21,narrow
PCYG,G1,Q,PCYG,0.0936588625786,6283775,1813,21,narrow
PCYO,G3,Q,PCYO,0.0599516319331,7409740,1171,21,narrow
PDEX,G2,Q,PDEX,0.12825638672,5016605,1092,21,middle_excluded
PDFS,C,Q,PDFS,0.062639555699,7075969,1600,21,narrow
PDVW,G1,Q,PDVW,0.242031524279,12825746,1574,21,wide
PEBK,C,Q,PEBK,0.901813525924,106928,196,20,wide
PEBO,C,Q,PEBO,0.116375555139,2201432,1047,21,middle_excluded
PEGA,G2,Q,PEGA,0.0335164880397,57124529,2891,21,narrow
PEIX,G2,Q,PEIX,0.0170161348557,12880047,2822,21,narrow
PEN,G2,N,PEN,0.168163452108,34960479,2713,21,wide
PER,G1,N,PER,0.0368317973029,5473329,2591,21,narrow
PERF,G3,Q,PERF,0.144835259268,118661,181,21,middle_excluded
PERY,C,Q,PERY,0.0772294692331,11804542,1623,21,narrow
PES,G1,N,PES,0.0168320140765,25094230,3920,21,narrow
PESI,G3,Q,PESI,0.120131350904,1591364,554,21,middle_excluded
PETS,C,Q,PETS,0.0385019932098,8768169,2267,21,narrow
PETX,C,Q,PETX,0.0219048462184,13272101,3350,21,narrow
PFBC,C,Q,PFBC,0.120632624035,4142731,1458,21,middle_excluded
PFBI,C,Q,PFBI,0.189462439002,18797677,1288,21,wide
PFBX,G3,Q,PFBX,0.579031934498,491099,288,20,wide
PFGC,G3,N,PFGC,0.0398617462925,39197798,2656,21,narrow
PFIN,C,Q,PFIN,0.128414892452,2993832,856,21,middle_excluded
PFIS,C,Q,PFIS,1.1144747617,4290891,929,21,wide
PFNX,C,A,PFNX,0.0807799271675,5658464,1605,21,narrow
PFS,C,N,PFS,0.030373239367,2001425,1511,21,narrow
PFSI,G3,N,PFSI,0.0635757933684,16498735,2315,21,narrow
PFSW,C,Q,PFSW,0.0361459202015,20723879,1770,21,narrow
PGC,C,Q,PGC,0.097816291669,32324153,1531,21,narrow
PGEM,G2,N,PGEM,0.0310653884947,8098102,1838,21,narrow
PGLC,C,Q,PGLC,0.0426611787004,4620801,2253,21,narrow
PGND,C,N,PGND,0.0224233159397,25609965,2498,21,narrow
PGTI,G2,Q,PGTI,0.0203215837655,9722386,2101,21,narrow
PHH,C,N,PHH,0.0181918455451,6786732,2111,21,narrow
PHII,C,Q,PHII,0.735904015609,448201,347,21,wide
PHIIK,C,Q,PHIIK,0.155775964756,18029927,1613,21,wide
PHX,G1,N,PHX,0.106583408541,2822862,1119,21,middle_excluded
PICO,G3,Q,PICO,0.0449006769858,7014327,1900,21,narrow
PIH,G1,Q,PIH,0.112356201145,3203618,835,21,middle_excluded
PINC,C,Q,PINC,0.0275587405452,37815427,3123,21,narrow
PIP,G3,A,PIP,0.0188649789275,8683589,2101,21,narrow
PJC,G1,N,PJC,0.18913967581,23886023,2217,21,wide
PJT,C,N,PJT,0.0877339806778,8934398,2754,21,narrow
PKBK,G1,Q,PKBK,0.279895073325,2645963,847,21,wide
PKD,G2,N,PKD,0.0134209913797,30258859,2780,21,narrow
PKE,C,N,PKE,0.0944852478146,1201483,1034,21,narrow
PKOH,G3,Q,PKOH,0.296293470197,12514390,1652,21,wide
PLAB,G2,Q,PLAB,0.014220631601,10676234,2118,21,narrow
PLAY,C,Q,PLAY,0.044801186235,30914111,4527,21,narrow
PLBC,G2,Q,PLBC,0.157836096008,336015,296,21,wide
PLCE,G2,Q,PLCE,0.100162942009,9453772,2522,21,middle_excluded
PLG,C,A,PLG,0.0205865610555,6785012,2441,21,narrow
PLKI,C,Q,PLKI,0.0889031469037,16910686,2229,21,narrow
PLNT,C,N,PLNT,0.0253850785385,19915529,3385,21,narrow
PLOW,G2,N,PLOW,0.0560588795179,4005758,2112,21,narrow
PLPC,C,Q,PLPC,1.73938901129,1245351,550,21,wide
PLPM,C,Q,PLPM,0.0220073724629,3908843,1809,21,narrow
PLT,C,N,PLT,0.0891149801452,1811905,1594,21,narrow
PLUS,G2,Q,PLUS,0.423567235187,16189874,1785,21,wide
PLXS,C,Q,PLXS,0.0707708809606,11201228,1658,21,narrow
PMBC,G2,Q,PMBC,0.0543049842373,3542849,1073,21,narrow
PMC,G3,N,PMC,0.0388246880457,9892634,2370,21,narrow
PMD,C,Q,PMD,0.40351632175,12029537,1343,21,wide
PMTS,G1,Q,PMTS,0.0289861303169,4421269,2233,21,narrow
PN,C,N,PN,0.0333247951904,3559525,1662,21,narrow
PNBK,G1,Q,PNBK,0.909417722564,147789,185,17,wide
PNFP,G3,Q,PNFP,0.0645366634568,22848312,2425,21,narrow
PNM,G1,N,PNM,0.0191665121103,5199399,2328,21,narrow
PNRG,G3,Q,PNRG,2.80904823333,314490,217,21,wide
PNTR,G3,Q,PNTR,0.234534124271,2064047,635,21,wide
PODD,C,Q,PODD,0.0588598491343,22694360,2597,21,narrow
POL,C,N,POL,0.030617428831,12892649,2624,21,narrow
POPE,G1,Q,POPE,2.0778270084,454629,281,21,wide
POWI,G1,Q,POWI,0.131865398085,9798374,2107,21,middle_excluded
POWL,C,Q,POWL,0.177003439202,11830535,1614,21,wide
PPBI,G2,Q,PPBI,0.106773487943,5082299,1644,21,middle_excluded
PPSI,G2,Q,PPSI,0.489321411434,1199929,361,21,wide
PRA,G3,N,PRA,0.0717590096457,3127204,1947,21,narrow
PRAA,G2,Q,PRAA,0.0673697403006,14372271,2792,21,narrow
PRCP,C,Q,PRCP,0.174850247749,4289026,1032,21,wide
PRFT,C,Q,PRFT,0.0668778472772,2635992,1473,21,narrow
PRGS,C,Q,PRGS,0.0571450227327,5945170,2006,21,narrow
PRGX,G2,Q,PRGX,0.0529770210897,612479,582,21,narrow
PRI,G2,N,PRI,0.056487437488,55843266,3393,21,narrow
PRIM,C,Q,PRIM,0.0491723509824,7854912,2003,21,narrow
PRK,C,A,PRK,0.747276456469,6919663,1237,21,wide
PRLB,G3,N,PRLB,0.105940779323,22568999,3055,21,middle_excluded
PRMW,C,Q,PRMW,0.0389102389052,5557518,2030,21,narrow
PRO,C,N,PRO,0.0458582323176,24064165,2321,21,narrow
PROV,C,Q,PROV,0.256042139002,6671895,1065,21,wide
PRQR,G1,Q,PRQR,0.0905683383533,5413335,1223,21,narrow
PRSC,C,Q,PRSC,0.183822848969,5153843,1405,21,wide
PRSS,C,Q,PRSS,0.0626963196201,1728327,638,21,narrow
PRTA,C,Q,PRTA,0.289587934562,35121393,3030,21,wide
PRTK,G2,Q,PRTK,0.0568699927091,6813954,2019,21,narrow
PRTO,G3,Q,PRTO,0.31462732345,4821009,1136,21,wide
PRTS,C,Q,PRTS,0.0351698533924,2925155,1846,21,narrow
PRTY,G3,N,PRTY,0.027143034749,18957917,2676,21,narrow
PSDV,C,Q,PSDV,0.033653847469,2854214,1383,21,narrow
PSIX,C,Q,PSIX,0.131866105563,16709509,1765,21,middle_excluded
PSMT,G2,Q,PSMT,0.222854058245,8064607,2070,21,wide
PSTB,C,Q,PSTB,0.041529711072,2508203,1114,21,narrow
PTIE,C,Q,PTIE,0.0145202709729,87415908,4454,21,narrow
PTSI,C,Q,PTSI,0.258956464572,3258089,958,21,wide
PTXP,C,Q,PTXP,0.386835569515,10920340,1305,21,wide
PUB,G3,Q,PUB,0.177839459575,15336166,1594,21,wide
PVBC,G1,Q,PVBC,0.412524848446,5124413,787,21,wide
PWOD,C,Q,PWOD,0.804570140142,4497158,831,21,wide
PWX,C,Q,PWX,0.0738378484007,779634,347,21,narrow
PXLW,C,Q,PXLW,0.0310343611989,4562594,1826,21,narrow
PXS,C,Q,PXS,0.139498670539,351195,406,20,middle_excluded
PZN,C,N,PZN,0.0458318390634,7155936,1161,21,narrow
PZZA,C,Q,PZZA,0.0975149104492,18342318,2979,21,narrow
QADA,G1,Q,QADA,0.113829192381,33378415,1571,21,middle_excluded
QADB,C,Q,QADB,1.3134778599,533629,245,21,wide
QCRH,G2,Q,QCRH,0.224168803326,9185646,1199,21,wide
QDEL,C,Q,QDEL,0.0618094462079,7902822,1774,21,narrow
QLYS,G1,Q,QLYS,0.0501021297235,16448473,2664,21,narrow
QNST,C,Q,QNST,0.0291488233894,1571378,1110,21,narrow
QPAC,C,Q,QPAC,0.0555895699638,310718,118,21,narrow
QSII,C,Q,QSII,0.0200841660314,3642997,1834,21,narrow
QTNT,C,Q,QTNT,0.061394648205,12049789,1704,21,narrow
QTWO,G2,N,QTWO,0.044634132723,57747473,2429,21,narrow
QUAD,C,N,QUAD,0.0423636287016,12954088,2585,21,narrow
QUMU,C,Q,QUMU,0.076630535683,11143494,1132,21,narrow
QUOT,G3,N,QUOT,0.0299333737536,20422908,2629,21,narrow
QURE,C,Q,QURE,0.0423112223515,6109691,2280,21,narrow
RAIL,C,Q,RAIL,0.0484471105538,3669942,1821,21,narrow
RARE,C,Q,RARE,0.233207185597,40769750,3390,21,wide
RATE,G2,N,RATE,0.0112237192747,7181653,1440,21,narrow
RAVE,C,Q,RAVE,0.0531656461564,9112206,1795,21,narrow
RAVN,G1,Q,RAVN,0.0373245010387,7374369,1898,21,narrow
RBC,G1,N,RBC,0.0625215386797,5966141,2142,21,narrow
RBCAA,C,Q,RBCAA,0.52600953056,2482404,886,21,wide
RBPAA,C,Q,RBPAA,0.0521763053026,501129,387,21,narrow
RCII,C,Q,RCII,0.0193630887414,7456351,2557,21,narrow
RCKY,G1,Q,RCKY,0.120048334154,7812066,1314,21,middle_excluded
RCMT,C,Q,RCMT,0.0784524402205,2290879,952,21,narrow
RDCM,G2,Q,RDCM,0.0758663854657,27198934,2742,21,narrow
RDI,C,Q,RDI,0.0536787502204,2789756,1228,21,narrow
RDIB,C,Q,RDIB,1.12333333333,900,4,2,wide
RDNT,G3,Q,RDNT,0.0300998021901,4378446,1723,21,narrow
RDUS,C,Q,RDUS,0.120305683793,121698347,4613,21,middle_excluded
RDWR,C,Q,RDWR,0.0293185860808,4183082,1703,21,narrow
RECN,G3,Q,RECN,0.0272850470248,4962270,1476,21,narrow
REED,G2,A,REED,0.036888011356,23636493,2473,21,narrow
REFR,C,Q,REFR,0.0417102650693,2024263,997,21,narrow
REGI,G3,Q,REGI,0.0178651066045,7274881,2054,21,narrow
REI,C,A,REI,0.196902514077,15510183,1984,21,wide
REIS,G1,Q,REIS,0.177878164176,23987572,1494,21,wide
RELL,C,Q,RELL,0.119550486799,3250008,746,21,middle_excluded
RELY,G1,Q,RELY,0.0478745015008,6181705,2161,21,narrow
REPH,C,Q,REPH,0.0709979220577,4126871,1421,21,narrow
RESN,C,Q,RESN,0.0582108518092,36390439,2318,21,narrow
REV,G2,N,REV,0.152983435443,20304057,1837,21,wide
REX,C,N,REX,0.349687956237,14794080,2415,21,wide
RFIL,G2,Q,RFIL,0.0468559277606,8300951,1165,21,narrow
RFP,G2,N,RFP,0.0180118261046,9331196,1818,21,narrow
RGCO,C,Q,RGCO,0.646440289793,111666,288,21,wide
RGEN,C,Q,RGEN,0.0739948480172,10812439,2355,21,narrow
RGLS,G3,Q,RGLS,0.0193425997709,11226774,2790,21,narrow
RGNX,G1,Q,RGNX,0.0944180392886,32036219,2768,21,narrow
RGR,G2,N,RGR,0.0984864165031,17534498,3603,21,narrow
RGS,C,N,RGS,0.0136293533902,17350340,1725,21,narrow
RIC,G3,A,RIC,0.0207514561436,14619918,3238,21,narrow
RICK,C,Q,RICK,0.066507294893,7462385,1539,21,narrow
RIGP,C,N,RIGP,0.0612791034209,41476765,2491,21,narrow
RILY,G1,Q,RILY,0.191087219677,5054919,1063,21,wide
RLGT,C,A,RLGT,0.0173590464446,8327382,1863,21,narrow
RLH,G1,N,RLH,0.0599089389539,1850306,1212,21,narrow
RM,C,N,RM,0.0553021761519,10738221,1641,21,narrow
RMAX,G1,N,RMAX,0.15299984265,6740386,1623,21,wide
RMCF,C,Q,RMCF,0.103608649571,4153073,910,21,middle_excluded
RMP,C,N,RMP,0.0596934291803,12813972,2549,21,narrow
RMR,G3,Q,RMR,0.166842488683,2606407,1818,21,wide
RMTI,C,Q,RMTI,0.0320799483467,8692964,2689,21,narrow
RNET,G2,Q,RNET,0.0740549657272,4345426,1596,21,narrow
RNG,G2,N,RNG,0.0267316071794,9210708,2461,21,narrow
RNST,C,Q,RNST,0.0588147521929,4550415,1669,21,narrow
RNWK,C,Q,RNWK,0.0345568272244,1422313,923,21,narrow
ROCK,G3,Q,ROCK,0.0636443343523,8154381,2189,21,narrow
ROG,C,N,ROG,0.12025225394,10881346,1977,21,middle_excluded
ROIA,G2,Q,ROIA,0.0841602169823,1634788,237,21,narrow
ROIAK,G2,Q,ROIAK,0.0404850350223,2057544,974,21,narrow
ROIC,C,Q,ROIC,0.0175052764646,9570973,2635,21,narrow
ROLL,C,Q,ROLL,0.235596920233,19573267,1995,21,wide
RP,G1,Q,RP,0.0326359721512,34733886,2549,21,narrow
RPD,C,Q,RPD,0.0417276605552,31089864,2680,21,narrow
RPXC,C,Q,RPXC,0.0215739372623,3162469,1537,21,narrow
RRGB,G1,Q,RRGB,0.110416939243,17120789,2379,21,middle_excluded
RRMS,C,N,RRMS,0.0748605833987,16168771,2163,20,narrow
RRTS,C,N,RRTS,0.0219377088829,5833172,1853,21,narrow
RST,C,N,RST,0.0351816882261,1646995,1348,21,narrow
RSTI,G1,Q,RSTI,0.0314908475005,2440612,1534,21,narrow
RSYS,C,Q,RSYS,0.0293518453746,7968003,2293,21,narrow
RT,C,N,RT,0.0126315405422,77327859,3034,21,narrow
RTEC,G3,N,RTEC,0.0228022289549,3482529,1935,21,narrow
RTIX,G3,Q,RTIX,0.0206555070504,4590806,1410,21,narrow
RTK,C,Q,RTK,0.0216565395261,8311902,1971,21,narrow
RTRX,C,Q,RTRX,0.0492861488057,36926036,3808,21,narrow
RUBI,C,N,RUBI,0.0158130867255,15370881,3018,21,narrow
RUSHA,C,Q,RUSHA,0.0543061976722,10647191,1848,21,narrow
RUSHB,C,Q,RUSHB,0.149084338857,13272116,1452,21,middle_excluded
RUTH,G2,Q,RUTH,0.0187781914506,9286780,2362,21,narrow
RVNC,G1,Q,RVNC,0.0543553663894,27182988,2375,21,narrow
RVP,C,A,RVP,0.0475760889424,858218,439,21,narrow
RVSB,C,Q,RVSB,0.067784574546,4774887,848,21,narrow
RWC,G2,A,RWC,0.139945016385,789437,470,21,middle_excluded
RWLK,G1,Q,RWLK,0.0398010915375,20573000,1950,21,narrow
RXDX,G3,Q,RXDX,0.0420493505941,6511413,2172,21,narrow
RXN,C,N,RXN,0.0198373643816,11240360,2683,21,narrow
RYAM,C,N,RYAM,0.0171228154055,10736329,2893,21,narrow
RYI,G3,N,RYI,0.0264808293455,18822409,2763,21,narrow
SA,G3,N,SA,0.0197745171988,11620155,3469,21,narrow
SAAS,C,Q,SAAS,0.0107357876184,19857555,1377,21,narrow
SAFM,C,Q,SAFM,0.125909831523,87240705,3449,21,middle_excluded
SAFT,G2,Q,SAFT,0.18153901875,9836494,1752,21,wide
SAGE,C,Q,SAGE,0.107508212332,30291005,3764,21,middle_excluded
SAH,G1,N,SAH,0.0221223281226,7362052,1964,21,narrow
SAIA,G3,Q,SAIA,0.0659941467909,11762351,2037,21,narrow
SAIC,C,N,SAIC,0.110861794154,10271805,2653,21,middle_excluded
SAJA,C,Q,SAJA,0.235457588799,415909,369,21,wide
SAL,G3,Q,SAL,1.47879618707,1862716,561,21,wide
SALE,G2,Q,SALE,0.0176477094545,22099299,2282,21,narrow
SALM,G2,Q,SALM,0.0669926721052,3772475,1367,21,narrow
SALT,G3,N,SALT,0.0134891477844,15740067,2811,21,narrow
SAM,G2,N,SAM,0.406611671119,33862100,3467,21,wide
SAMG,G1,Q,SAMG,0.144102190755,9757276,955,21,middle_excluded
SANM,G2,Q,SANM,0.0397870118922,8320473,2776,21,narrow
SANW,G1,Q,SANW,0.0400340951585,3382272,1187,21,narrow
SASR,C,Q,SASR,0.118760162585,8284880,1381,21,middle_excluded
SATS,C,Q,SATS,0.0629094726333,14480968,2072,21,narrow
SBBP,G2,Q,SBBP,0.211544694692,3132014,819,21,wide
SBBX,G1,Q,SBBX,0.332246239449,842443,521,21,wide
SBCF,C,Q,SBCF,0.0351823152025,5713902,1509,21,narrow
SBCP,C,Q,SBCP,0.12042313914,611263,397,21,middle_excluded
SBFG,C,Q,SBFG,0.237439160651,196986,286,21,wide
SBGI,G1,Q,SBGI,0.018789941915,25201159,3447,21,narrow
SBOT,C,Q,SBOT,0.0554283647486,17860391,1812,21,narrow
SBR,G3,N,SBR,0.288182885924,7073692,1545,21,wide
SBRA,C,Q,SBRA,0.0267770621818,11090196,2764,21,narrow
SBSA,G1,Q,SBSA,0.261793490541,989606,711,21,wide
SBSI,C,Q,SBSI,0.129412977344,7845604,1724,21,middle_excluded
SBY,C,N,SBY,0.0362842151574,10434073,3052,21,narrow
SCAI,C,Q,SCAI,0.074272010811,13792947,2361,21,narrow
SCHL,C,Q,SCHL,0.124688502676,2995932,1507,21,middle_excluded
SCHN,G1,Q,SCHN,0.03714294689,19792602,2952,21,narrow
SCL,C,N,SCL,0.214870077364,6771626,1841,21,wide
SCLN,G2,Q,SCLN,0.0206500439819,10216713,2094,21,narrow
SCM,C,N,SCM,0.0527696561788,4175921,1881,21,narrow
SCMP,G3,Q,SCMP,0.0283167844251,7685935,2423,21,narrow
SCNB,C,N,SCNB,0.117564300661,1539289,759,21,middle_excluded
SCOR,C,Q,SCOR,0.051401206184,19720042,3104,21,narrow
SCS,G1,N,SCS,0.0136019013098,12715077,2871,21,narrow
SCSC,G2,Q,SCSC,0.0848160384282,13108186,2208,21,narrow
SCSS,C,Q,SCSS,0.0298880393464,18001140,2894,21,narrow
SCVL,C,Q,SCVL,0.0641946835137,13990857,1901,21,narrow
SCX,G2,N,SCX,0.114417979234,2231580,711,21,middle_excluded
SCYX,C,Q,SCYX,0.0262037146519,32712325,4205,21,narrow
SEAC,C,Q,SEAC,0.0312494131368,5088835,1570,21,narrow
SEDG,G3,Q,SEDG,0.0272110324858,40491083,4572,21,narrow
SEM,G1,N,SEM,0.0139415263613,11897917,2646,21,narrow
SEMG,G1,N,SEMG,0.0486404392218,16075841,3035,21,narrow
SEMI,C,Q,SEMI,0.0164323422541,11569543,2005,21,narrow
SENEA,G1,Q,SENEA,0.217260524573,11482779,1642,21,wide
SENEB,G1,Q,SENEB,1.88334109555,20063,62,12,wide
SEV,C,Q,SEV,0.376571745499,576563,408,21,wide
SF,C,N,SF,0.0461803064188,5927312,2567,21,narrow
SFBC,G3,Q,SFBC,0.605463617287,97692,137,21,wide
SFBS,C,Q,SFBS,0.209907239341,4926015,1294,21,wide
SFE,G3,N,SFE,0.0524619542526,2246598,1189,21,narrow
SFL,G3,N,SFL,0.0238971583803,19946652,4532,21,narrow
SFLY,C,Q,SFLY,0.059668986053,20241087,2864,21,narrow
SFNC,G2,Q,SFNC,0.145170884506,4879007,1413,21,middle_excluded
SFS,G1,N,SFS,0.0212798003355,20134879,2488,21,narrow
SFST,G2,Q,SFST,0.736648632599,2587536,784,21,wide
SGA,G1,A,SGA,1.41989539209,5012494,1110,21,wide
SGB,C,A,SGB,0.444907666997,175662,290,21,wide
SGBK,C,Q,SGBK,0.0962133796618,5191484,1265,21,narrow
SGC,C,Q,SGC,0.244692017967,4444607,1084,21,wide
SGI,G2,Q,SGI,0.0104848770631,56322638,2177,21,narrow
SGM,C,N,SGM,0.0547515659049,7751748,1078,21,narrow
SGMA,C,Q,SGMA,0.221453180591,3143410,890,21,wide
SGMO,G2,Q,SGMO,0.0144966728895,25356447,3127,21,narrow
SGMS,G1,Q,SGMS,0.0194806444522,17692173,3023,21,narrow
SGOC,G3,Q,SGOC,0.180304818238,415131,367,21,wide
SGRY,G3,Q,SGRY,0.0615509784595,17806103,2095,21,narrow
SGU,C,N,SGU,0.0540839522056,6126655,1291,21,narrow
SHBI,C,Q,SHBI,0.118582967191,12131575,1270,21,middle_excluded
SHEN,G1,Q,SHEN,0.0356429644681,35331863,2864,21,narrow
SHIP,G1,Q,SHIP,0.0923046011854,34036664,2349,21,narrow
SHLM,G1,Q,SHLM,0.0604919238281,16877080,2460,21,narrow
SHLO,C,Q,SHLO,0.0568636259883,8567485,1341,21,narrow
SHOO,G3,Q,SHOO,0.0375611304922,10489608,2248,21,narrow
SHOR,G3,Q,SHOR,0.0121480738054,17722924,2046,21,narrow
SHOS,G1,Q,SHOS,0.0513688227174,4106737,1680,21,narrow
SHSP,C,Q,SHSP,0.152264318084,9995730,1336,21,wide
SIEN,C,Q,SIEN,0.0308462412807,8605644,1968,21,narrow
SIF,G3,A,SIF,0.205188802175,1921784,650,21,wide
SIFI,G1,Q,SIFI,0.082204629656,2772193,852,21,narrow
SIGI,G2,Q,SIGI,0.0704398885607,5241959,1937,21,narrow
SIGM,G3,Q,SIGM,0.0237627391232,24168296,3001,21,narrow
SILC,C,Q,SILC,0.243779503253,14472189,2074,21,wide
SITO,C,Q,SITO,0.0529097051002,13870171,2206,21,narrow
SJI,C,N,SJI,0.0253812025458,3190049,2411,21,narrow
SJT,C,N,SJT,0.046535796117,6233123,2331,21,narrow
SJW,C,N,SJW,0.163511486091,5534250,1929,21,wide
SKIS,G1,Q,SKIS,0.0868607078196,7680093,1343,21,narrow
SKY,C,A,SKY,0.154865967619,4315728,1370,21,wide
SKYW,G2,Q,SKYW,0.0395296461333,10963450,2982,21,narrow
SLAB,G1,Q,SLAB,0.0978600593618,11297496,2207,21,narrow
SLCT,C,Q,SLCT,0.104109996194,2619487,961,21,middle_excluded
SLGN,C,Q,SLGN,0.0593991721117,9075983,2192,21,narrow
SLP,G3,Q,SLP,0.0621281992505,10612548,1341,21,narrow
SMBC,C,Q,SMBC,0.535088426258,1831361,665,21,wide
SMCI,G3,Q,SMCI,0.0332662508885,8079309,2460,21,narrow
SMED,C,Q,SMED,0.0570836136764,1373377,515,21,narrow
SMLP,G2,N,SMLP,0.0606015913779,18143773,2546,21,narrow
SMMF,C,Q,SMMF,0.322314612109,6298194,1000,21,wide
SMP,C,N,SMP,0.0889822876103,7436083,1880,21,narrow
SMRT,C,Q,SMRT,0.0243964264063,30910145,2040,21,narrow
SMTC,G2,Q,SMTC,0.0454163653764,6542086,2267,21,narrow
SNAK,C,Q,SNAK,0.0337224572264,60784354,2102,21,narrow
SNBC,G2,Q,SNBC,0.225133537071,3781004,979,21,wide
SNC,C,Q,SNC,0.0362481822906,9187002,1240,21,narrow
SNCR,C,Q,SNCR,0.0648620018171,14745863,2857,21,narrow
SNFCA,G3,Q,SNFCA,0.0960781856565,1171454,617,21,narrow
SNHY,C,Q,SNHY,0.12555589439,12202840,1685,21,middle_excluded
SNMX,C,Q,SNMX,0.029052502427,10886731,2375,21,narrow
SNOW,C,N,SNOW,0.0461426795861,7440276,2480,21,narrow
SODA,C,Q,SODA,0.0471142673404,12059809,2428,21,narrow
SOFO,C,Q,SOFO,0.280890359831,2527881,683,21,wide
SOHO,C,Q,SOHO,0.0665554919838,4254510,1295,21,narrow
SOHU,C,Q,SOHU,0.0737276743585,11834511,2533,21,narrow
SONA,C,Q,SONA,0.0986157800597,16183646,1149,21,narrow
SONS,C,Q,SONS,0.0187458388101,12762912,2072,21,narrow
SP,G1,Q,SP,0.135306696785,9237926,1337,21,middle_excluded
SPA,C,N,SPA,0.0641774994329,14217175,2292,21,narrow
SPAN,C,Q,SPAN,0.480322694158,597233,551,21,wide
SPAR,G2,Q,SPAR,0.0233246246648,8783015,2254,21,narrow
SPCB,C,Q,SPCB,0.0476084045373,1351984,1003,21,narrow
SPH,C,N,SPH,0.120116406525,17340808,3121,21,middle_excluded
SPKE,G2,Q,SPKE,0.0659826056706,7915114,2177,21,narrow
