Date,SPY,XLF,XLU,^FVX,^IRX,^TNX,^VIX
2014-01-02,182.9199981689453,17.660438537597656,18.69499969482422,,,,14.229999542236328
2014-01-03,182.88999938964844,17.782291412353516,18.635000228881836,,,,13.760000228881836
2014-01-06,182.36000061035156,17.798538208007812,18.665000915527344,,,,13.550000190734863
2014-01-07,183.47999572753906,17.80666160583496,18.829999923706055,,,,12.920000076293945
2014-01-08,183.52000427246094,17.863525390625,18.729999542236328,,,,12.869999885559082
2014-01-09,183.63999938964844,17.928512573242188,18.84000015258789,,,,12.890000343322754
2014-01-10,184.13999938964844,17.896018981933594,19.110000610351562,,,,12.140000343322754
2014-01-13,181.69000244140625,17.627944946289062,18.915000915527344,,,,13.279999732971191
2014-01-14,183.6699981689453,17.774166107177734,18.940000534057617,,,,12.279999732971191
2014-01-15,184.66000366210938,17.98537826538086,18.905000686645508,,,,12.279999732971191
2014-01-16,184.4199981689453,17.87164878845215,19.03499984741211,,,,12.529999732971191
2014-01-17,183.63999938964844,17.81478500366211,19.030000686645508,,,,12.4399995803833
2014-01-21,184.17999267578125,17.831031799316406,19.239999771118164,,,,12.869999885559082
2014-01-22,184.3000030517578,17.839155197143555,19.260000228881836,,,,12.84000015258789
2014-01-23,182.7899932861328,17.546709060668945,19.204999923706055,,,,13.770000457763672
2014-01-24,178.88999938964844,17.14866065979004,18.989999771118164,,,,18.139999389648438
2014-01-27,178.00999450683594,17.043054580688477,19.03499984741211,,,,17.420000076293945
2014-01-28,179.07000732421875,17.270511627197266,19.104999542236328,,,,15.800000190734863
2014-01-29,177.35000610351562,17.067424774169922,19.094999313354492,,,,17.350000381469727
2014-01-30,179.22999572753906,17.311128616333008,19.389999389648438,,,,17.290000915527344
2014-01-31,178.17999267578125,17.108041763305664,19.549999237060547,,,,18.40999984741211
2014-02-03,174.1699981689453,16.67749786376953,19.395000457763672,,,,21.440000534057617
2014-02-04,175.38999938964844,16.839967727661133,19.280000686645508,,,,19.110000610351562
2014-02-05,175.1699981689453,16.823720932006836,19.19499969482422,,,,19.950000762939453
2014-02-06,177.47999572753906,17.08367156982422,19.334999084472656,,,,17.229999542236328
2014-02-07,179.67999267578125,17.29488182067871,19.440000534057617,,,,15.289999961853027
2014-02-10,180.00999450683594,17.311128616333008,19.584999084472656,,,,15.260000228881836
2014-02-11,181.97999572753906,17.489845275878906,19.770000457763672,,,,14.510000228881836
2014-02-12,182.07000732421875,17.489845275878906,19.795000076293945,,,,14.300000190734863
2014-02-13,183.00999450683594,17.554832458496094,20.010000228881836,,,,14.140000343322754
2014-02-14,184.02000427246094,17.579204559326172,20.139999389648438,,,,13.569999694824219
2014-02-18,184.24000549316406,17.611698150634766,20.209999084472656,,,,13.869999885559082
2014-02-19,183.02000427246094,17.36799430847168,20.094999313354492,,,,15.5
2014-02-20,184.10000610351562,17.41673469543457,20.25,,,,14.789999961853027
2014-02-21,183.88999938964844,17.449228286743164,20.274999618530273,,,,14.680000305175781
2014-02-24,184.91000366210938,17.579204559326172,20.225000381469727,,,,14.229999542236328
2014-02-25,184.83999633789062,17.47359848022461,20.200000762939453,,,,13.670000076293945
2014-02-26,184.85000610351562,17.449228286743164,20.135000228881836,,,,14.350000381469727
2014-02-27,185.82000732421875,17.53858757019043,20.084999084472656,,,,14.039999961853027
2014-02-28,186.2899932861328,17.627944946289062,20.225000381469727,,,,14.0
2014-03-03,184.97999572753906,17.489845275878906,20.024999618530273,,,,16.0
2014-03-04,187.5800018310547,17.847278594970703,20.170000076293945,,,,14.100000381469727
2014-03-05,187.75,18.03411865234375,20.03499984741211,,,,13.890000343322754
2014-03-06,188.17999267578125,18.09098243713379,19.934999465942383,,,,14.210000038146973
2014-03-07,188.25999450683594,18.172218322753906,19.9950008392334,,,,14.109999656677246
2014-03-10,188.16000366210938,18.180341720581055,19.94499969482422,,,,14.199999809265137
2014-03-11,187.22999572753906,18.058488845825195,19.889999389648438,,,,14.800000190734863
2014-03-12,187.27999877929688,18.0259952545166,20.139999389648438,,,,14.470000267028809
2014-03-13,185.17999267578125,17.822908401489258,20.350000381469727,,,,16.219999313354492
2014-03-14,184.66000366210938,17.70918083190918,20.44499969482422,,,,17.81999969482422
2014-03-17,186.3300018310547,17.896018981933594,20.579999923706055,,,,15.640000343322754
2014-03-18,187.66000366210938,17.98537826538086,20.549999237060547,,,,14.520000457763672
2014-03-19,186.66000366210938,17.97725486755371,20.225000381469727,,,,15.119999885559082
2014-03-20,187.75,18.26157569885254,20.270000457763672,,,,14.520000457763672
2014-03-21,186.1999969482422,18.19658851623535,20.2549991607666,,,,15.0
2014-03-24,185.42999267578125,18.188465118408203,20.309999465942383,,,,15.09000015258789
2014-03-25,186.30999755859375,18.172218322753906,20.395000457763672,,,,14.020000457763672
2014-03-26,184.97000122070312,17.98537826538086,20.309999465942383,,,,14.930000305175781
2014-03-27,184.5800018310547,17.887895584106445,20.475000381469727,,,,14.619999885559082
2014-03-28,185.49000549316406,17.96100616455078,20.5049991607666,,,,14.40999984741211
2014-03-31,187.00999450683594,18.147846221923828,20.729999542236328,,,,13.880000114440918
2014-04-01,188.25,18.180341720581055,20.584999084472656,,,,13.100000381469727
2014-04-02,188.8800048828125,18.220958709716797,20.55500030517578,,,,13.09000015258789
2014-04-03,188.6300048828125,18.188465118408203,20.6200008392334,,,,13.369999885559082
2014-04-04,186.39999389648438,18.009748458862305,20.729999542236328,,,,13.960000038146973
2014-04-07,184.33999633789062,17.733549118041992,20.69499969482422,,,,15.569999694824219
2014-04-08,185.10000610351562,17.757919311523438,20.989999771118164,,,,14.890000343322754
2014-04-09,187.08999633789062,17.91226577758789,20.94499969482422,,,,13.819999694824219
2014-04-10,183.16000366210938,17.497968673706055,20.864999771118164,,,,15.890000343322754
2014-04-11,181.50999450683594,17.286758422851562,20.844999313354492,,,,17.030000686645508
2014-04-14,182.94000244140625,17.42485809326172,20.969999313354492,,,,16.110000610351562
2014-04-15,184.1999969482422,17.587326049804688,21.260000228881836,,,,15.609999656677246
2014-04-16,186.1300048828125,17.725425720214844,21.415000915527344,,,,14.180000305175781
2014-04-17,186.38999938964844,17.757919311523438,21.149999618530273,,,,13.359999656677246
2014-04-21,187.0399932861328,17.74167251586914,21.125,,,,13.25
2014-04-22,187.88999938964844,17.863525390625,21.155000686645508,,,,13.1899995803833
2014-04-23,187.4499969482422,17.904142379760742,21.165000915527344,,,,13.270000457763672
2014-04-24,187.8300018310547,17.896018981933594,21.309999465942383,,,,13.319999694824219
2014-04-25,186.2899932861328,17.749797821044922,21.55500030517578,,,,14.0600004196167
2014-04-28,186.8800048828125,17.64419174194336,21.65999984741211,,,,13.970000267028809
2014-04-29,187.75,17.81478500366211,21.56999969482422,,,,13.710000038146973
2014-04-30,188.30999755859375,17.839155197143555,21.604999542236328,,,,13.40999984741211
2014-05-01,188.3300018310547,17.87164878845215,21.69499969482422,,,,13.25
2014-05-02,188.05999755859375,17.863525390625,21.25,,,,12.90999984741211
2014-05-05,188.4199981689453,17.790414810180664,21.440000534057617,,,,13.289999961853027
