date,actual,crps__pred_baseline,pinball__pred_baseline,crps__pred_augmented,pinball__pred_augmented
2022-05-10,0.0359858698338296,0.7515618855330327,0.3509803407591131,0.7163343432746576,0.3167041277172106
2022-05-11,0.0378143365769696,1.9656985135542946,0.8189534001750483,1.8283128054796058,0.7762448678840871
2022-05-12,0.0366246150096595,0.8215863224835863,0.3687119622630159,0.784135921938347,0.36495935883922664
2022-05-13,0.0402663110856032,2.3967675796781927,0.9603915454876218,2.2874829222317548,0.9304679969950999
2022-05-16,0.0326939384428149,1.338709770560101,0.5858238507206422,1.3315971627087646,0.5834200063404963
2022-05-17,0.032022720073418,0.6974442223827947,0.3197205411224405,0.6484389025532522,0.3127644622728215
2022-05-18,0.0347893214748393,1.6808278453885193,0.7131705634567523,1.4984447589716827,0.6511157089722761
2022-05-19,0.03420285636532,0.8336824230148258,0.3514499849176136,0.7741791723184801,0.3463190955374741
2022-05-20,0.0337911441914713,1.5729769685682935,0.6729832212727164,1.5141901101776853,0.6533235467058903
2022-05-23,0.0337323595539193,1.7443374979922726,0.7277248852699452,1.6157984076540404,0.6874755183637314
2022-05-24,0.0373006143586943,2.547568613447588,1.0966924360684716,2.403416121261613,1.0004875927847503
2022-05-25,0.0350919561093397,0.8004249567195031,0.3548383759271291,0.8130539065998993,0.35745676561000916
2022-05-26,0.0343536839813783,1.970341193075468,0.7985169613293872,1.8978007681734919,0.7783191488655962
2022-05-27,0.0350056210452985,2.0908139331892017,0.8369262243628981,1.9188419194558788,0.788657018623312
2022-05-31,0.0330302614668706,1.7292764382335177,0.7191228147226532,1.6351709218313657,0.6903555382336679
2022-06-01,0.0332433835749311,1.4066605457832948,0.6126482366439268,1.2952988402226229,0.5701978862204523
2022-06-02,0.033510126780577,1.69356840105934,0.710800115302812,1.6128395961687747,0.6854702509920712
2022-06-03,0.032716919170252,1.52984252372445,0.6539215105810775,1.3730848500688944,0.5991044374855726
2022-06-06,0.0318859308468975,0.7835370904347451,0.3282513796044242,0.7345975786851405,0.32433438200668796
2022-06-07,0.0332156402615597,1.7278446222747588,0.719727973749657,1.5508555030767253,0.6636053752968206
2022-06-08,0.0328901022101525,1.726019576923739,0.7173285051800997,1.6825555690942926,0.7045804830991812
2022-06-09,0.0347466416626341,2.1583774360770294,0.8796993984103024,2.0756351077292505,0.8315926981748072
2022-06-10,0.0332756315868573,1.2945537635308506,0.5697317462284445,1.1474483492056908,0.5067867257848635
