date,actual,crps__HAR_RV_forecast,pinball__HAR_RV_forecast,crps__HAR_MedRV_input_forecast,pinball__HAR_MedRV_input_forecast,crps__HAR_RK_input_forecast,pinball__HAR_RK_input_forecast,crps__HAR_TSRV_input_forecast,pinball__HAR_TSRV_input_forecast
2020-07-09,3.4893026257848834e-05,0.20345366502811826,0.0923515823902991,0.2271604352475417,0.10047330449210459,0.1353423446115047,0.06608888104630024,0.13435049184078351,0.06565414657526598
2020-07-10,0.0001040148923605,0.9283437044902298,0.3761004583364091,0.8566953616217912,0.35607677253555164,1.0296352635502033,0.4310805993416717,1.0066929176654142,0.41440752758322685
2020-07-13,2.5309623104633697e-05,0.5806723887460051,0.2468993507388377,0.7038255133832305,0.3031304272348822,0.6546823356625906,0.28157751925880437,0.6868234537274158,0.29657044296256424
2020-07-14,5.2433378606911865e-05,0.16132400031859126,0.07859374810464632,0.1658693264265799,0.08025842743527804,0.1522618218642199,0.07502500383438583,0.15024972705060533,0.07293650509527884
2020-07-16,7.249083303339757e-05,0.3297840356962965,0.14163603619669013,0.3573646225067621,0.15622965319626322,0.3306311166541219,0.14303923601494423,0.3107112301096822,0.13106630184612908
2020-07-17,4.323427852989666e-05,0.1847223729457586,0.08980031560525836,0.1725114620780837,0.08437595124207835,0.18057873386709034,0.0875924393803799,0.16906461339156825,0.08258513890929461
2020-07-20,0.0001055780362635,0.8670186332829439,0.3596883574884259,0.8820791978630377,0.36519316471323243,0.7770675104675512,0.3297934492558023,0.7534274025613019,0.32239979102016986
2020-07-21,3.555840997471927e-05,0.32914171734084147,0.14668196325100333,0.24894511380822182,0.10762062014218793,0.1931208798571236,0.08840944651885409,0.16113595647287934,0.07729892641680479
2020-07-22,4.290353896236702e-05,0.1379603431847599,0.06392821511196255,0.131997079528493,0.05922200740347505,0.17005449782028756,0.08293568171795243,0.1564974398114059,0.0763460834407314
2020-07-23,3.157375573589532e-05,0.21782378780213218,0.09387487378764714,0.2245341203629805,0.09658453337693067,0.20404656822414532,0.08857751707482071,0.19504746920507343,0.08626843875125725
2020-07-24,9.774641926015372e-05,0.8905655690871207,0.3585139889116619,0.9666529379441466,0.39760680642305046,0.8159123532167328,0.3353083895226577,0.7942745763715857,0.32935927502681384
2020-07-27,8.98566804687968e-05,0.3980435185736357,0.16926086848007232,0.47495774436805,0.20954466838651534,0.3398831979353214,0.14099070456724125,0.3707063685508456,0.1532887430125281
2020-07-28,0.0003042632592555,4.826971124367984,2.323157414006029,4.656390111266779,2.2283004006438567,4.974410877377782,2.406032393475297,5.026111014552674,2.433639599574487
2020-07-29,0.0001234663637412,0.36248063678893244,0.1785371140858815,0.3667899124264918,0.17733578550029347,0.4220742291358663,0.18887573378960845,0.41800652651807585,0.1894385272478189
2020-07-30,5.609822062579368e-05,0.5371402653188267,0.23977315888408324,0.4722891082020143,0.20849218485599239,0.3452656847127024,0.15223229133828578,0.36627799907041836,0.15918922908698122
2020-07-31,8.048870093530613e-05,0.23841772568301875,0.11111300114445052,0.2390052946122616,0.11581162625436511,0.2288548696373303,0.11205404750397929,0.23092373792086449,0.11106011636207959
2020-08-03,7.090385973024642e-05,0.2890945110244517,0.14115067222315913,0.3322233853023685,0.15984788398514604,0.21038871104537782,0.0923061855190307,0.2162577842301315,0.09706691314812138
2020-08-04,3.190983406716843e-05,0.7373707613961763,0.31331105718750013,0.6856308924838032,0.2942702295726354,0.5437502367993401,0.23651336246955829,0.5595840670168358,0.24316776498559178
2020-08-05,2.2390546017543537e-05,0.39287994566158024,0.17126258267556196,0.29558758448660755,0.1316981070870362,0.3000727707152819,0.13295864391175014,0.29394103835372776,0.130530258495911
2020-08-06,6.320185022959275e-05,0.32476459884967934,0.1430436248839861,0.38556798735783016,0.1697544273165706,0.35566271782998615,0.15705005948581324,0.37241345385982705,0.164054170087244
2020-08-07,4.076552873517903e-05,0.18258706041665662,0.08818209116275133,0.19537125874087546,0.09361627098673189,0.17680024246335235,0.08527762773617929,0.18278893438978472,0.08785849739505246
2020-08-10,3.74996382909465e-05,0.13044394622972463,0.0628739255995915,0.13836394078716194,0.0673117735672706,0.142262631353014,0.06951009820772282,0.15078819539863372,0.07353571569817363
2020-08-11,4.04819709143391e-05,0.11825976106005383,0.057368856353141304,0.12056092797566355,0.05775710639565655,0.15962511604255303,0.07788282784114335,0.18633131544759177,0.08911933421460591
2020-08-12,4.485330612918558e-05,0.1330134873441449,0.06564489693610887,0.13784485174563652,0.0676790222032329,0.13841296166916173,0.0636013217993167,0.1540482262319058,0.07440777976980643
2020-08-13,4.35924895652923e-05,0.12891143745500705,0.060295957710021976,0.12943059901848983,0.06275008330336573,0.18711979737321735,0.09040911598869691,0.21572113785178576,0.10154129438650414
2020-08-14,2.7247790846232934e-05,0.18538677710617957,0.08025313315694445,0.15786232042986098,0.07226418429644701,0.2599367667764888,0.11608220027022387,0.25386557226551665,0.11325479557852634
2020-08-17,3.4264937517599736e-05,0.10335548462548035,0.04654866356745624,0.1018507752074074,0.049105634104757025,0.15192520002559742,0.07300093245028315,0.17176486253603898,0.08060415396707264
2020-08-18,5.8124743596662734e-05,0.28610256607698187,0.12530310621564986,0.3320534162405792,0.14674815271099234,0.20104412033432653,0.08920136499926198,0.19420691399567433,0.08883569793312042
