Date,IEF,ITA,IYT,PPA,QQQ,SPY,TLT,UUP,XAR,XLI
2014-01-28,77.05598449707031,46.59366226196289,28.305410385131836,27.784317016601562,77.67212677001953,145.07925415039062,75.89139556884766,18.069713592529297,44.53327178955078,40.27566909790039
2014-01-29,77.42034912109375,45.77976989746094,27.918794631958008,27.380863189697266,76.83978271484375,143.685791015625,76.51561737060547,18.069713592529297,43.506439208984375,39.84354782104492
2014-01-30,77.34449005126953,46.004154205322266,28.400976181030273,27.631898880004883,78.2602310180664,145.20887756347656,76.29568481445312,18.186670303344727,43.993064880371094,40.235652923583984
2014-01-31,77.64813232421875,46.29890060424805,28.324954986572266,27.802244186401367,78.05213165283203,144.35818481445312,76.80646514892578,18.23679542541504,44.08681106567383,40.03560256958008
2014-02-03,78.07017517089844,44.921897888183594,27.41707420349121,27.040170669555664,76.26071166992188,141.10940551757812,77.74234008789062,18.178319931030273,43.09123992919922,38.92327880859375
2014-02-04,77.83448028564453,45.02309036254883,27.7276611328125,27.14775276184082,76.8216552734375,142.09780883789062,76.91740417480469,18.195024490356445,43.256431579589844,39.171356201171875
2014-02-05,77.55305480957031,45.01428985595703,27.530014038085938,27.111896514892578,76.62258911132812,141.9195556640625,76.20624542236328,18.16996192932129,43.11355972290039,39.155357360839844
2014-02-06,77.4085922241211,45.2386589050293,27.93183135986328,27.45258903503418,77.59973907470703,143.7910614013672,75.8791275024414,18.144899368286133,43.162662506103516,39.69950485229492
2014-02-07,77.6138916015625,46.10972213745117,28.140342712402344,27.972591400146484,78.98402404785156,145.57347106933594,75.94312286376953,18.086423873901367,43.9305534362793,40.387699127197266
2014-02-10,77.65186309814453,45.8941650390625,27.888391494750977,27.802244186401367,79.43637084960938,145.8408660888672,76.15644073486328,18.069713592529297,43.72519302368164,40.13162612915039
2014-02-11,77.30973052978516,46.47927474975586,28.227231979370117,28.187767028808594,80.34112548828125,147.43690490722656,75.71554565429688,18.069713592529297,44.310035705566406,40.579750061035156
2014-02-12,77.12721252441406,46.7960319519043,28.2424259185791,28.385007858276367,80.49494171142578,147.5098114013672,75.32440948486328,18.086423873901367,44.61362838745117,40.81182098388672
2014-02-13,77.49222564697266,47.09959411621094,28.344501495361328,28.4656982421875,81.09203338623047,148.27142333984375,75.75113677978516,17.986173629760742,44.96186065673828,40.84382247924805
2014-02-14,77.43902587890625,47.43833541870117,28.446592330932617,28.61811637878418,81.2548828125,149.08966064453125,75.79375457763672,17.9527587890625,45.144893646240234,41.107906341552734
2014-02-18,77.6291275024414,47.69350051879883,28.1468563079834,28.815359115600586,81.65299987792969,149.26788330078125,75.96441650390625,17.919342041015625,45.62704849243164,41.07589340209961
2014-02-19,77.47705078125,47.2227783203125,27.79499626159668,28.537418365478516,81.09203338623047,148.2794952392578,75.6444320678711,17.96946907043457,45.265438079833984,40.691795349121094
2014-02-20,77.39329528808594,47.891483306884766,28.22287368774414,28.940874099731445,81.4720230102539,149.15455627441406,75.45954895019531,17.99452781677246,45.93064880371094,41.07589340209961
2014-02-21,77.49222564697266,47.82989501953125,28.47264862060547,28.994657516479492,81.36346435546875,148.9842987060547,75.85777282714844,17.977821350097656,45.894927978515625,41.123905181884766
2014-02-24,77.41617584228516,48.28302001953125,28.598628997802734,29.227771759033203,81.79776000976562,149.81069946289062,75.66575622558594,17.96946907043457,46.39494705200195,41.436004638671875
2014-02-25,77.6823501586914,47.851898193359375,28.403148651123047,28.93191146850586,81.70729064941406,149.75401306152344,76.34134674072266,17.94440460205078,45.83242416381836,41.299964904785156
2014-02-26,77.91051483154297,47.63631820678711,28.35753631591797,28.913976669311523,81.63488006591797,149.7620849609375,76.74671173095703,18.011234283447266,45.51545333862305,41.33998107910156
2014-02-27,78.00177764892578,48.17304229736328,28.516084671020508,29.165014266967773,82.16453552246094,150.5480194091797,77.16632080078125,17.977821350097656,46.07798385620117,41.580047607421875
2014-02-28,77.92571258544922,48.234649658203125,28.61383628845215,29.254671096801758,82.07372283935547,150.92881774902344,77.20893859863281,17.860862731933594,45.98421859741211,41.66006851196289
2014-03-03,78.31116485595703,48.25225067138672,28.45311164855957,29.17398452758789,81.46499633789062,149.86737060546875,77.72434997558594,17.92769432067871,46.42174530029297,41.37998962402344
2014-03-04,77.70939636230469,49.206886291503906,29.085155487060547,29.756738662719727,82.50068664550781,151.9739227294922,76.5552749633789,17.94440460205078,47.33250045776367,41.98017120361328
2014-03-05,77.79316711425781,49.15849304199219,29.163352966308594,29.62226104736328,82.72782135009766,152.11166381835938,76.71923828125,17.936052322387695,46.9842529296875,42.03618621826172
2014-03-06,77.45803833007812,49.17608642578125,29.47178077697754,29.69397735595703,82.65514373779297,152.45999145507812,75.96358489990234,17.83580207824707,46.988731384277344,42.27626419067383
