event_date,event_id,region,announcement_type,ticker,channel,metric,metric_family,effect_value,effect_units,anchor_date,pre_value,post_value,pre_start,pre_end,post_start,post_end,n_pre,n_post,boot_p_value,boot_n_anchors,boot_null_mean,boot_null_p95,boot_null_p99
2022-02-27,germany_zeitenwende_100bn,Germany,national_special_fund,XLI,industrials,rv22,rv_ratio,1.0432743867139793,post_pre_rsq_ratio,2022-02-28,0.00012031485403109853,0.00012552140555187625,2022-01-13,2022-02-17,2022-03-01,2022-03-30,25,22,0.465,2968,1.441815338929765,3.8381382185954735,9.026649678841318
2022-02-27,germany_zeitenwende_100bn,Germany,national_special_fund,ITA,defense,beta63_delta,beta_delta,-0.12901871430837963,post63_beta_minus_pre85_beta_to_SPY,2022-02-28,0.8235876870214336,0.694568972713054,2021-10-19,2022-02-17,2022-03-01,2022-05-27,85,63,0.69,2867,-0.008116856144995448,0.3705540972515461,0.4396794810134571
2022-02-27,germany_zeitenwende_100bn,Germany,national_special_fund,PPA,defense,beta63_delta,beta_delta,-0.053708521783947694,post63_beta_minus_pre85_beta_to_SPY,2022-02-28,0.7302381387428916,0.6765296169589439,2021-10-19,2022-02-17,2022-03-01,2022-05-27,85,63,0.624,2867,-7.362754247175474e-05,0.2832265883030337,0.3570522590619866
2022-02-27,germany_zeitenwende_100bn,Germany,national_special_fund,XAR,defense,beta63_delta,beta_delta,0.004626388206181553,post63_beta_minus_pre85_beta_to_SPY,2022-02-28,0.9136346797777157,0.9182610679838973,2021-10-19,2022-02-17,2022-03-01,2022-05-27,85,63,0.506,2867,-0.0011781777875976695,0.3510296082486767,0.5273550587495318
2022-02-27,germany_zeitenwende_100bn,Germany,national_special_fund,XLI,industrials,beta63_delta,beta_delta,-0.027229747189173703,post63_beta_minus_pre85_beta_to_SPY,2022-02-28,0.7878729935414528,0.7606432463522791,2021-10-19,2022-02-17,2022-03-01,2022-05-27,85,63,0.545,2867,-0.007153634133961003,0.20139199695437374,0.2679812378803402
2022-02-27,germany_zeitenwende_100bn,Germany,national_special_fund,IYT,transport_industrials,beta63_delta,beta_delta,0.05004431517102015,post63_beta_minus_pre85_beta_to_SPY,2022-02-28,0.9632258977089301,1.0132702128799502,2021-10-19,2022-02-17,2022-03-01,2022-05-27,85,63,0.416,2867,-0.002810494059269809,0.36072175565334863,0.6193332014975883
2023-07-11,nato_vilnius_two_percent_floor,NATO,alliance_spending_target,IEF,rates,t1_r2,rv_ratio,3.6835381480779783,post_pre_rsq_ratio,2023-07-11,2.5614537880062514e-05,9.43521274265987e-05,2023-05-25,2023-06-30,2023-07-12,2023-07-12,25,1,0.076,2989,1.2117853141856445,4.681064230807109,10.594259567242952
2023-07-11,nato_vilnius_two_percent_floor,NATO,alliance_spending_target,IEF,rates,rv5,rv_ratio,1.4957616689766247,post_pre_rsq_ratio,2023-07-11,2.5614537880062514e-05,3.831324392954728e-05,2023-05-25,2023-06-30,2023-07-12,2023-07-18,25,5,0.217,2985,1.192785480822518,3.3141238550751155,6.771652570458442
2023-07-11,nato_vilnius_two_percent_floor,NATO,alliance_spending_target,IEF,rates,rv22,rv_ratio,1.27118111671106,post_pre_rsq_ratio,2023-07-11,2.5614537880062514e-05,3.2560716866415614e-05,2023-05-25,2023-06-30,2023-07-12,2023-08-10,25,22,0.31,2968,1.2802686170393927,3.050644623117439,5.712264771650973
2023-07-11,nato_vilnius_two_percent_floor,NATO,alliance_spending_target,ITA,defense,t1_r2,rv_ratio,0.422033957070718,post_pre_rsq_ratio,2023-07-11,9.605495440228153e-05,4.053845250264226e-05,2023-05-25,2023-06-30,2023-07-12,2023-07-12,25,1,0.48,2989,1.289351752741463,5.041529560619048,15.853662739743129
2023-07-11,nato_vilnius_two_percent_floor,NATO,alliance_spending_target,ITA,defense,rv5,rv_ratio,0.4659539000202255,post_pre_rsq_ratio,2023-07-11,9.605495440228153e-05,4.475718062000801e-05,2023-05-25,2023-06-30,2023-07-12,2023-07-18,25,5,0.698,2985,1.2550273381162165,4.270888738695184,7.21517045456875
2023-07-11,nato_vilnius_two_percent_floor,NATO,alliance_spending_target,ITA,defense,rv22,rv_ratio,0.9483711553982311,post_pre_rsq_ratio,2023-07-11,9.605495440228153e-05,9.109574808821614e-05,2023-05-25,2023-06-30,2023-07-12,2023-08-10,25,22,0.511,2968,1.5187196014322848,3.2791883182034374,6.903451741782281
2023-07-11,nato_vilnius_two_percent_floor,NATO,alliance_spending_target,IYT,transport_industrials,t1_r2,rv_ratio,1.3275925605915454e-05,post_pre_rsq_ratio,2023-07-11,0.00011448490479418024,1.5198930790478503e-09,2023-05-25,2023-06-30,2023-07-12,2023-07-12,25,1,0.998,2989,1.3874966603311383,5.314314157751699,15.659409432400023
2023-07-11,nato_vilnius_two_percent_floor,NATO,alliance_spending_target,IYT,transport_industrials,rv5,rv_ratio,0.8939784051992797,post_pre_rsq_ratio,2023-07-11,0.00011448490479418024,0.00010234703260729263,2023-05-25,2023-06-30,2023-07-12,2023-07-18,25,5,0.471,2985,1.3736835323012322,4.2246465106052495,9.092757527428176
2023-07-11,nato_vilnius_two_percent_floor,NATO,alliance_spending_target,IYT,transport_industrials,rv22,rv_ratio,0.9113233342908287,post_pre_rsq_ratio,2023-07-11,0.00011448490479418024,0.00010433276516300041,2023-05-25,2023-06-30,2023-07-12,2023-08-10,25,22,0.543,2968,1.5806631141060459,3.746393991387126,15.991570506306765
2023-07-11,nato_vilnius_two_percent_floor,NATO,alliance_spending_target,PPA,defense,t1_r2,rv_ratio,0.3244823505768039,post_pre_rsq_ratio,2023-07-11,8.97306255417566e-05,2.911600429451618e-05,2023-05-25,2023-06-30,2023-07-12,2023-07-12,25,1,0.537,2989,1.1870173310549392,4.611550918460708,14.839351943810767
