Date,SPY,QQQ,GLD,TLT
2004-11-18,79.74525451660156,33.12008285522461,44.380001068115234,43.82679748535156
2004-11-19,78.85877990722656,32.60585403442383,44.779998779296875,43.47703170776367
2004-11-22,79.23483276367188,32.91776657104492,44.95000076293945,43.70363998413086
2004-11-23,79.35575103759766,32.867183685302734,44.75,43.75783157348633
2004-11-24,79.54378509521484,33.15380096435547,45.04999923706055,43.75783157348633
2004-11-26,79.48331451416016,33.0526237487793,45.290000915527344,43.47211456298828
2004-11-29,79.12065124511719,33.04419708251953,45.400001525878906,43.00904846191406
2004-11-30,79.1744155883789,32.97676086425781,45.119998931884766,42.82680130004883
2004-12-01,80.07434844970703,33.65111541748047,45.380001068115234,42.76004409790039
2004-12-02,80.14153289794922,33.777584075927734,44.95000076293945,42.5869140625
2004-12-03,80.08778381347656,33.82817077636719,45.599998474121094,43.24974060058594
2004-12-06,80.06089782714844,33.94617462158203,45.16999816894531,43.39810562133789
2004-12-07,79.3154296875,33.364532470703125,45.11000061035156,43.452537536621094
2004-12-08,79.77882385253906,33.55841064453125,44.0099983215332,44.13016128540039
2004-12-09,80.06089782714844,33.76072311401367,43.779998779296875,43.83830642700195
2004-12-10,80.14153289794922,33.659568786621094,43.439998626708984,43.94710922241211
2004-12-13,80.83995819091797,33.95460891723633,43.90999984741211,44.04111099243164
2004-12-14,81.12203216552734,34.12320327758789,43.54999923706055,44.2142219543457
2004-12-15,81.1824722290039,33.996761322021484,43.9900016784668,44.614864349365234
2004-12-16,81.1354751586914,33.67643356323242,43.68000030517578,43.957000732421875
2004-12-17,80.59429168701172,33.59046936035156,44.189998626708984,43.89765930175781
2004-12-20,80.61455535888672,33.360679626464844,44.34000015258789,43.976810455322266
2004-12-21,81.2353286743164,33.76919174194336,44.220001220703125,44.1103401184082
2004-12-22,81.43102264404297,33.81174087524414,44.02000045776367,43.961978912353516
2004-12-23,81.49175262451172,33.83726501464844,44.27000045776367,43.818511962890625
2004-12-27,81.32305908203125,33.692604064941406,44.47999954223633,43.47724533081055
2004-12-28,81.76837921142578,34.0159912109375,44.369998931884766,43.44258499145508
2004-12-29,81.889892578125,34.05854415893555,43.65999984741211,43.39810562133789
2004-12-30,81.73463439941406,34.033016204833984,43.83000183105469,43.6899299621582
2004-12-31,81.55924987792969,33.97343826293945,43.79999923706055,43.965511322021484
2005-01-03,81.1745834350586,33.616004943847656,43.02000045776367,44.059837341308594
2005-01-04,80.18267822265625,33.00324630737305,42.7400016784668,43.598052978515625
2005-01-05,79.62939453125,32.79902267456055,42.66999816894531,43.831443786621094
2005-01-06,80.03424835205078,32.63731002807617,42.150001525878906,43.86124038696289
2005-01-07,79.9195556640625,32.80752182006836,41.84000015258789,43.96051788330078
2005-01-10,80.29740142822266,32.790496826171875,41.95000076293945,44.030029296875
2005-01-11,79.74409484863281,32.560691833496094,42.209999084472656,44.288230895996094
2005-01-12,80.00727844238281,32.8330192565918,42.599998474121094,44.34779739379883
2005-01-13,79.36622619628906,32.39902114868164,42.599998474121094,44.774810791015625
2005-01-14,79.78456115722656,32.70539093017578,42.31999969482422,44.76981735229492
2005-01-18,80.61455535888672,32.95219039916992,42.31999969482422,44.918792724609375
2005-01-19,79.77106475830078,32.407527923583984,42.2599983215332,45.0478401184082
2005-01-20,79.2852554321289,31.786256790161133,42.25,45.137245178222656
2005-01-21,78.79942321777344,31.530961990356445,42.7400016784668,45.18689727783203
2005-01-24,78.64420318603516,31.088441848754883,42.77000045776367,45.38050842285156
2005-01-25,78.86686706542969,31.24160385131836,42.2400016784668,44.95354080200195
2005-01-26,79.10307312011719,31.61605453491211,42.689998626708984,45.037967681884766
2005-01-27,79.23804473876953,31.573516845703125,42.619998931884766,44.95354080200195
2005-01-28,79.23804473876953,31.420326232910156,42.689998626708984,45.405357360839844
2005-01-31,79.73060607910156,31.828824996948242,42.220001220703125,45.53444290161133
2005-02-01,80.2366714477539,31.93095588684082,42.099998474121094,45.4621696472168
2005-02-02,80.4795913696289,31.982023239135742,42.15999984741211,45.56684875488281
2005-02-03,80.27041625976562,31.61605453491211,41.68000030517578,45.541934967041016
2005-02-04,81.12736511230469,32.126686096191406,41.470001220703125,46.17486572265625
2005-02-07,81.0194091796875,32.0586051940918,41.27000045776367,46.518733978271484
2005-02-08,81.11383819580078,32.11817932128906,41.2599983215332,46.782875061035156
2005-02-09,80.50658416748047,31.58201789855957,41.310001373291016,46.907470703125
2005-02-10,80.79669952392578,31.61605453491211,41.75,46.274532318115234
2005-02-11,81.49175262451172,32.08414077758789,42.08000183105469,46.244625091552734
2005-02-14,81.43102264404297,32.22881317138672,42.54999923706055,46.38916015625
2005-02-15,81.73463439941406,32.441566467285156,42.58000183105469,46.154884338378906
2005-02-16,81.78861999511719,32.32242965698242,42.52000045776367,45.980491638183594
2005-02-17,81.12736511230469,31.888408660888672,42.72999954223633,45.69145584106445
2005-02-18,81.2353286743164,31.786256790161133,42.75,45.282752990722656
2005-02-22,80.02747344970703,31.394804000854492,43.56999969482422,45.08342742919922
2005-02-23,80.60106658935547,31.437347412109375,43.41999816894531,45.23291015625
2005-02-24,81.13407897949219,31.837324142456055,43.33000183105469,45.13327407836914
2005-02-25,81.93708038330078,32.016056060791016,43.5,45.35254669189453
2005-02-28,81.39724731445312,31.675655364990234,43.529998779296875,44.864131927490234
2005-03-01,81.8021469116211,32.02454376220703,43.220001220703125,44.850128173828125
2005-03-02,81.76165771484375,32.007545471191406,43.25,44.790130615234375
2005-03-03,81.79540252685547,31.743722915649414,42.970001220703125,44.76513671875
2005-03-04,82.81433868408203,31.93095588684082,43.380001068115234,45.250064849853516
2005-03-07,82.85480499267578,32.39049530029297,43.470001220703125,45.430084228515625
2005-03-08,82.54436492919922,32.06713104248047,44.029998779296875,45.00008773803711
2005-03-09,81.62669372558594,31.973508834838867,44.02000045776367,44.265193939208984
2005-03-10,81.80889129638672,31.93095588684082,44.20000076293945,44.53513717651367
2005-03-11,81.2353286743164,31.633085250854492,44.43000030517578,44.210205078125
2005-03-14,81.74139404296875,31.777751922607422,44.029998779296875,44.47514724731445
2005-03-15,81.06664276123047,31.522459030151367,44.060001373291016,44.19519805908203
2005-03-16,80.37837219238281,31.165019989013672,44.310001373291016,44.46519088745117
2005-03-17,80.54032897949219,31.24160385131836,43.81999969482422,44.610107421875
2005-03-18,80.30118560791016,31.07140350341797,43.88999938964844,44.330177307128906
2005-03-21,80.00312042236328,31.1309757232666,43.09000015258789,44.205169677734375
2005-03-22,79.19022369384766,30.748004913330078,42.650001525878906,43.830238342285156
2005-03-23,79.2579574584961,30.858644485473633,42.41999816894531,44.04020309448242
2005-03-24,79.35279083251953,30.867156982421875,42.38999938964844,44.13017654418945
2005-03-28,79.46795654296875,30.926715850830078,42.540000915527344,43.86023712158203
2005-03-29,78.9395980834961,30.679906845092773,42.560001373291016,44.12018966674805
2005-03-30,80.05734252929688,31.258636474609375,42.61000061035156,44.340187072753906
2005-03-31,79.90828704833984,31.122467041015625,42.81999969482422,44.66012191772461
2005-04-01,79.54924774169922,30.807579040527344,42.619998931884766,44.81067657470703
2005-04-04,79.68473052978516,31.028841018676758,42.400001525878906,44.800682067871094
2005-04-05,80.06412506103516,31.11395263671875,42.45000076293945,44.685237884521484
2005-04-06,80.34185028076172,31.062898635864258,42.630001068115234,44.84079360961914
2005-04-07,80.77537536621094,31.437347412109375,42.56999969482422,44.47948455810547
2005-04-08,79.93540954589844,31.182044982910156,42.689998626708984,44.635013580322266
2005-04-11,79.9963607788086,31.045886993408203,42.779998779296875,44.875911712646484
2005-04-12,80.40957641601562,31.19904327392578,42.84000015258789,45.292388916015625
2005-04-13,79.46123504638672,30.68843650817871,42.900001525878906,45.18204116821289
2005-04-14,78.42472076416016,30.2543888092041,42.310001373291016,45.11174774169922
2005-04-15,77.32736206054688,29.565059661865234,42.400001525878906,45.70889663696289
2005-04-18,77.56440734863281,29.57357406616211,42.689998626708984,45.67379379272461
2005-04-19,78.180908203125,29.777820587158203,43.279998779296875,46.11533737182617
2005-04-20,77.0902328491211,29.531017303466797,43.400001525878906,45.99992370605469
2005-04-21,78.58734893798828,30.313974380493164,43.189998626708984,45.51823043823242
2005-04-22,78.28926849365234,29.8629207611084,43.38999938964844,45.89959716796875
2005-04-25,78.80409240722656,30.109731674194336,43.439998626708984,46.03504180908203
2005-04-26,78.03863525390625,29.82887077331543,43.63999938964844,45.96484375
2005-04-27,78.34345245361328,29.8714542388916,43.20000076293945,46.125404357910156
2005-04-28,77.36117553710938,29.57357406616211,43.0,46.46662902832031
2005-04-29,78.4111557006836,29.769323348999023,43.349998474121094,46.38630676269531
2005-05-02,78.85149383544922,29.888452529907227,42.880001068115234,46.37624740600586
2005-05-03,78.98700714111328,30.041641235351562,42.7599983215332,46.502166748046875
2005-05-04,79.59668731689453,30.407602310180664,42.900001525878906,46.094207763671875
2005-05-05,79.5696029663086,30.433128356933594,42.90999984741211,46.19999313354492
2005-05-06,79.3189468383789,30.518232345581055,42.52000045776367,45.85749435424805
2005-05-09,79.81342315673828,30.662899017333984,42.54999923706055,45.902854919433594
2005-05-10,78.98700714111328,30.44162940979004,42.63999938964844,46.2302360534668
2005-05-11,79.42053985595703,30.594816207885742,42.689998626708984,46.371192932128906
2005-05-12,78.54664611816406,30.50972557067871,42.15999984741211,46.55252456665039
2005-05-13,78.39088439941406,30.841625213623047,41.95000076293945,46.73381805419922
2005-05-16,79.12248229980469,31.045886993408203,41.880001068115234,46.678401947021484
2005-05-17,79.65086364746094,31.23310661315918,41.86000061035156,46.80934143066406
2005-05-18,80.47055053710938,31.65859603881836,42.04999923706055,47.12159729003906
2005-05-19,80.80923461914062,31.922439575195312,41.97999954223633,47.0007209777832
2005-05-20,80.694091796875,32.05007553100586,41.650001525878906,47.05609130859375
2005-05-23,81.14118194580078,32.21177673339844,41.619998931884766,47.423728942871094
2005-05-24,80.95149993896484,32.31389617919922,41.72999954223633,47.55470275878906
2005-05-25,80.89053344726562,32.177772521972656,41.869998931884766,47.2222900390625
2005-05-26,81.3240966796875,32.50115203857422,41.689998626708984,47.20718002319336
2005-05-27,81.4595718383789,32.51816940307617,41.880001068115234,47.25751495361328
2005-05-31,80.93797302246094,32.407527923583984,41.650001525878906,47.84175109863281
2005-06-01,81.62897491455078,32.67134475708008,41.529998779296875,48.42753982543945
2005-06-02,81.8050765991211,32.9011344909668,42.099998474121094,48.54383087158203
2005-06-03,81.39186096191406,32.424560546875,42.16999816894531,48.14452362060547
2005-06-06,81.3172836303711,32.43305587768555,42.47999954223633,48.39719772338867
2005-06-07,81.3782730102539,32.16073989868164,42.380001068115234,48.781410217285156
2005-06-08,81.229248046875,32.092655181884766,42.34000015258789,48.548866271972656
2005-06-09,81.6153564453125,32.29689407348633,42.27000045776367,48.50843048095703
2005-06-10,81.42568969726562,31.95648765563965,42.619998931884766,47.962528228759766
2005-06-13,81.68312072753906,32.10967254638672,42.779998779296875,47.67441940307617
2005-06-14,81.87279510498047,31.982023239135742,42.599998474121094,47.36106872558594
2005-06-15,82.02864837646484,32.08414077758789,42.7400016784668,47.446964263916016
2005-06-16,82.23861694335938,32.25435256958008,43.459999084472656,47.68452453613281
2005-06-17,82.54335021972656,32.25859069824219,43.630001068115234,47.679508209228516
2005-06-20,82.57054138183594,32.25859069824219,43.65999984741211,47.59858322143555
2005-06-21,82.61813354492188,32.24156188964844,43.810001373291016,47.94736099243164
2005-06-22,82.68614196777344,32.20748519897461,43.720001220703125,48.52864074707031
2005-06-23,81.52312469482422,31.84972381591797,44.02000045776367,48.47809982299805
2005-06-24,80.92457580566406,31.491960525512695,43.900001525878906,48.72072219848633
2005-06-27,81.0401382446289,31.347150802612305,43.90999984741211,48.85212326049805
2005-06-28,81.72034454345703,31.645280838012695,43.45000076293945,48.51852798461914
2005-06-29,81.5027084350586,31.577138900756836,43.630001068115234,48.442691802978516
2005-06-30,81.06060028076172,31.330120086669922,43.439998626708984,48.877410888671875
2005-07-01,81.29865264892578,31.287517547607422,42.70000076293945,48.284996032714844
2005-07-05,81.95157623291016,31.611225128173828,42.279998779296875,47.82851791381836
2005-07-06,81.2646484375,31.457883834838867,42.25,48.09225845336914
2005-07-07,81.58429718017578,31.56862449645996,42.36000061035156,48.19371032714844
2005-07-08,82.51616668701172,32.17340850830078,42.2599983215332,47.99591827392578
2005-07-11,82.93778991699219,32.471553802490234,42.540000915527344,47.99591827392578
2005-07-12,83.15547943115234,32.624881744384766,42.63999938964844,47.72703170776367
2005-07-13,83.2710952758789,32.70155715942383,42.349998474121094,47.65607452392578
2005-07-14,83.5975570678711,33.025230407714844,41.900001525878906,47.53435134887695
2005-07-15,83.54994201660156,33.127445220947266,42.04999923706055,47.66117858886719
2005-07-18,83.21666717529297,32.99117660522461,42.0099983215332,47.30610275268555
2005-07-19,83.67235565185547,33.37447738647461,41.88999938964844,47.473480224609375
2005-07-20,83.9580307006836,33.612998962402344,42.20000076293945,47.732154846191406
2005-07-21,83.46833801269531,33.62153244018555,42.459999084472656,47.08298110961914
2005-07-22,84.02606964111328,33.57892608642578,42.45000076293945,47.448150634765625
2005-07-25,83.78802490234375,33.451148986816406,42.5099983215332,47.275699615478516
2005-07-26,83.89005279541016,33.57892608642578,42.25,47.35173416137695
2005-07-27,84.19607543945312,33.83448791503906,42.439998626708984,47.275699615478516
2005-07-28,84.72660064697266,33.99631118774414,42.75,47.69664764404297
2005-07-29,84.1620864868164,33.71522521972656,42.81999969482422,47.225006103515625
2005-08-01,84.1008529663086,33.77484893798828,43.130001068115234,47.04936981201172
2005-08-02,84.60418701171875,34.14111328125,43.13999938964844,46.896583557128906
2005-08-03,84.82862854003906,34.124107360839844,43.529998779296875,47.12571334838867
2005-08-04,84.14847564697266,33.79188537597656,43.68000030517578,47.0289306640625
2005-08-05,83.57714080810547,33.63005065917969,43.599998474121094,46.662418365478516
2005-08-08,83.42071533203125,33.382999420166016,43.349998474121094,46.57587432861328
2005-08-09,83.92402648925781,33.60448455810547,43.34000015258789,46.74896240234375
