,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open
2012-02-21,171.02000427246094,82.2300033569336,63.61000061035156,136.47000122070312,115.29000091552734,171.07000732421875,83.04000091552734,63.88999938964844,137.0500030517578,115.91999816894531,169.58999633789062,81.83000183105469,63.209999084472656,136.0500030517578,114.94999694824219,169.64999389648438,82.91999816894531,63.5,136.72999572753906,115.7699966430664
2012-02-22,172.94000244140625,81.58000183105469,63.31999969482422,136.02999877929688,116.73999786376953,173.1699981689453,82.36000061035156,63.68000030517578,136.5500030517578,116.76000213623047,170.19000244140625,81.5,63.22999954223633,135.7899932861328,115.80999755859375,170.39999389648438,81.97000122070312,63.4900016784668,136.25999450683594,115.88999938964844
2012-02-23,173.02000427246094,82.80000305175781,63.7400016784668,136.6300048828125,116.73999786376953,173.77000427246094,82.8499984741211,63.810001373291016,136.72999572753906,117.22000122070312,172.27999877929688,81.26000213623047,63.09000015258789,135.5,115.93000030517578,172.69000244140625,81.70999908447266,63.400001525878906,135.9600067138672,116.13999938964844
2012-02-24,172.22999572753906,82.63999938964844,63.959999084472656,136.92999267578125,117.5,173.0399932861328,83.02999877929688,64.06999969482422,137.1999969482422,117.58000183105469,172.0,82.47000122070312,63.79999923706055,136.6300048828125,116.94999694824219,172.6300048828125,82.83000183105469,63.91999816894531,136.92999267578125,117.2300033569336
2012-02-27,171.6999969482422,82.5,64.05000305175781,137.16000366210938,118.54000091552734,172.9199981689453,82.94999694824219,64.26000213623047,137.52999877929688,118.8499984741211,171.5800018310547,81.25,63.33000183105469,135.8000030517578,118.12000274658203,172.13999938964844,81.83999633789062,63.61000061035156,136.02000427246094,118.5
2012-02-28,173.49000549316406,82.27999877929688,64.69999694824219,137.55999755859375,118.1500015258789,174.0,83.05999755859375,64.69999694824219,137.72000122070312,119.13999938964844,172.60000610351562,81.83999633789062,64.02999877929688,136.92999267578125,117.94000244140625,172.83999633789062,82.55000305175781,64.11000061035156,137.1999969482422,118.87000274658203
2012-02-29,164.2899932861328,81.05000305175781,64.41000366210938,137.02000427246094,117.43000030517578,173.58999633789062,82.95999908447266,64.95999908447266,138.19000244140625,118.41999816894531,164.0,80.97000122070312,64.19999694824219,136.5399932861328,116.95999908447266,173.19000244140625,82.55000305175781,64.75,137.75999450683594,118.37000274658203
2012-03-01,166.61000061035156,81.47000122070312,64.91999816894531,137.72999572753906,116.05999755859375,167.72000122070312,82.37000274658203,64.9800033569336,137.99000549316406,116.68000030517578,165.75,81.36000061035156,64.45999908447266,136.92999267578125,115.54000091552734,166.10000610351562,81.37999725341797,64.6500015258789,137.30999755859375,116.16999816894531
2012-03-02,166.33999633789062,80.25,64.87000274658203,137.30999755859375,117.1500015258789,166.8300018310547,81.63999938964844,65.08000183105469,137.82000732421875,117.4800033569336,165.6300048828125,79.83999633789062,64.66000366210938,137.0,116.55000305175781,166.22999572753906,81.41999816894531,64.83000183105469,137.63999938964844,116.5999984741211
2012-03-05,165.64999389648438,80.33999633789062,64.19999694824219,136.75,116.22000122070312,165.91000366210938,80.4000015258789,64.91000366210938,137.1999969482422,117.44000244140625,164.5500030517578,79.41999816894531,63.9900016784668,136.27999877929688,116.22000122070312,165.77000427246094,79.98999786376953,64.83000183105469,137.10000610351562,116.95999908447266
2012-03-06,162.6999969482422,78.73999786376953,63.56999969482422,134.75,117.62999725341797,162.80999755859375,79.62000274658203,63.720001220703125,135.42999267578125,118.11000061035156,161.77999877929688,78.41000366210938,63.22999954223633,134.36000061035156,117.44000244140625,162.14999389648438,79.41999816894531,63.56999969482422,135.35000610351562,117.44999694824219
2012-03-07,163.6300048828125,79.4800033569336,64.05999755859375,135.69000244140625,116.91000366210938,164.02000427246094,79.55999755859375,64.20999908447266,135.91000366210938,117.61000061035156,162.50999450683594,78.77999877929688,63.77000045776367,134.92999267578125,116.80999755859375,162.75999450683594,78.91000366210938,63.869998931884766,135.05999755859375,117.45999908447266
2012-03-08,165.27999877929688,80.51000213623047,64.75,137.0399932861328,115.73999786376953,165.5500030517578,80.69000244140625,64.94000244140625,137.32000732421875,116.56999969482422,164.0500030517578,79.3499984741211,64.30000305175781,136.24000549316406,115.63999938964844,164.74000549316406,80.0,64.44000244140625,136.52000427246094,116.31999969482422
2012-03-09,166.3800048828125,81.5999984741211,65.0199966430664,137.57000732421875,115.97000122070312,166.57000732421875,82.1500015258789,65.13999938964844,137.92999267578125,115.98999786376953,163.25,80.45999908447266,64.81999969482422,137.1300048828125,114.9000015258789,163.63999938964844,80.5199966430664,64.86000061035156,137.3000030517578,115.48999786376953
2012-03-12,165.07000732421875,81.44000244140625,65.05000305175781,137.5800018310547,115.94999694824219,165.5800018310547,81.93000030517578,65.11000061035156,137.75999450683594,116.5199966430664,164.39999389648438,81.05000305175781,64.72000122070312,137.08999633789062,115.87000274658203,165.3300018310547,81.73999786376953,65.0,137.5500030517578,116.31999969482422
2012-03-13,162.3000030517578,83.05999755859375,66.26000213623047,140.05999755859375,113.91000366210938,165.41000366210938,83.08999633789062,66.26000213623047,140.1300048828125,115.41000366210938,161.42999267578125,81.4000015258789,65.2699966430664,138.08999633789062,113.88999938964844,163.94000244140625,82.05999755859375,65.4000015258789,138.32000732421875,115.2699966430664
2012-03-14,159.57000732421875,82.37999725341797,66.48999786376953,139.91000366210938,111.04000091552734,160.5800018310547,83.2300033569336,66.73999786376953,140.4499969482422,112.75,158.8000030517578,82.01000213623047,66.08000183105469,139.47999572753906,110.94999694824219,159.61000061035156,82.95999908447266,66.33000183105469,140.10000610351562,112.69999694824219
2012-03-15,161.0800018310547,83.06999969482422,66.68000030517578,140.72000122070312,111.20999908447266,161.97999572753906,83.12000274658203,66.81999969482422,140.77999877929688,111.73999786376953,159.27999877929688,82.02999877929688,66.3499984741211,139.75999450683594,110.87999725341797,159.72999572753906,82.25,66.69000244140625,140.1199951171875,110.9000015258789
2012-03-16,161.3000030517578,83.0,66.5199966430664,140.3000030517578,111.43000030517578,161.5399932861328,83.2699966430664,66.66999816894531,140.47999572753906,111.44000244140625,159.9199981689453,82.6500015258789,66.36000061035156,140.0,110.19999694824219,160.0800018310547,83.22000122070312,66.66999816894531,140.36000061035156,110.5
2012-03-19,161.58999633789062,83.69999694824219,66.98999786376953,140.85000610351562,110.0999984741211,162.3000030517578,84.38999938964844,67.1500015258789,141.27999877929688,111.4800033569336,160.72000122070312,82.75,66.44999694824219,140.11000061035156,109.69000244140625,160.85000610351562,82.88999938964844,66.62999725341797,140.2100067138672,111.36000061035156
2012-03-20,160.1300048828125,82.94999694824219,67.11000061035156,140.44000244140625,110.54000091552734,161.0800018310547,83.30000305175781,67.18000030517578,140.61000061035156,110.87000274658203,159.77000427246094,82.58000183105469,66.45999908447266,139.63999938964844,109.8499984741211,160.1999969482422,83.12000274658203,66.63999938964844,140.0500030517578,110.43000030517578
2012-03-21,160.2100067138672,82.93000030517578,67.12000274658203,140.2100067138672,111.79000091552734,161.47999572753906,83.43000030517578,67.48999786376953,140.64999389648438,111.88999938964844,160.14999389648438,82.63999938964844,67.02999877929688,139.9199981689453,110.80999755859375,160.6300048828125,83.19999694824219,67.12000274658203,140.52000427246094,110.86000061035156
2012-03-22,159.57000732421875,82.12999725341797,66.9800033569336,139.1999969482422,112.1500015258789,159.7100067138672,82.45999908447266,67.13999938964844,139.5500030517578,112.37000274658203,158.1300048828125,81.62000274658203,66.68000030517578,138.74000549316406,111.87000274658203,158.1999969482422,82.08999633789062,66.72000122070312,139.17999267578125,112.29000091552734
2012-03-23,161.52999877929688,82.68000030517578,66.94000244140625,139.64999389648438,113.20999908447266,161.8800048828125,82.79000091552734,67.08000183105469,139.80999755859375,113.38999938964844,160.52000427246094,81.25,66.55999755859375,138.5500030517578,112.66000366210938,160.8800048828125,82.0,67.05999755859375,139.32000732421875,112.69000244140625
2012-03-26,164.39999389648438,84.4000015258789,68.11000061035156,141.61000061035156,112.62999725341797,164.5399932861328,84.45999908447266,68.11000061035156,141.61000061035156,113.01000213623047,162.9499969482422,83.62000274658203,67.33000183105469,140.60000610351562,111.80000305175781,163.1699981689453,83.73999786376953,67.38999938964844,140.64999389648438,112.83000183105469
2012-03-27,163.24000549316406,83.80999755859375,68.20999908447266,141.1699981689453,113.44000244140625,164.88999938964844,84.66000366210938,68.48999786376953,141.8300018310547,113.69999694824219,163.1300048828125,83.75,68.12999725341797,141.0800018310547,112.69999694824219,164.52000427246094,84.41999816894531,68.16000366210938,141.74000549316406,112.77999877929688
2012-03-28,161.50999450683594,83.31999969482422,67.94000244140625,140.47000122070312,113.27999877929688,162.97999572753906,84.0199966430664,68.51000213623047,141.32000732421875,113.94000244140625,160.66000366210938,82.61000061035156,67.54000091552734,139.63999938964844,112.8499984741211,162.7100067138672,83.80000305175781,68.25,141.10000610351562,112.91999816894531
2012-03-29,161.27999877929688,83.08000183105469,67.68000030517578,140.22999572753906,114.12999725341797,161.4600067138672,83.22000122070312,67.93000030517578,140.49000549316406,114.19000244140625,159.80999755859375,82.0199966430664,67.19999694824219,139.08999633789062,113.58000183105469,161.13999938964844,82.7300033569336,67.5999984741211,139.63999938964844,114.0199966430664
2012-03-30,162.1199951171875,82.80999755859375,67.55000305175781,140.80999755859375,112.19999694824219,162.3300018310547,83.5999984741211,68.0199966430664,141.0500030517578,114.2699966430664,161.22000122070312,82.52999877929688,67.27999877929688,140.0500030517578,112.19000244140625,161.6699981689453,83.58999633789062,67.9800033569336,140.9199981689453,114.20999908447266
2012-04-02,162.94000244140625,83.83000183105469,68.25,141.83999633789062,112.52999877929688,163.55999755859375,83.86000061035156,68.33999633789062,142.2100067138672,113.30000305175781,161.80999755859375,82.37999725341797,67.36000061035156,140.36000061035156,112.19999694824219,161.9600067138672,82.54000091552734,67.4800033569336,140.63999938964844,113.0
2012-04-03,159.88999938964844,83.2699966430664,68.2300033569336,141.25999450683594,110.58000183105469,163.22999572753906,84.0,68.55000305175781,141.8800048828125,113.44000244140625,159.1699981689453,82.93000030517578,67.8499984741211,140.42999267578125,110.56999969482422,163.22999572753906,83.66000366210938,68.30999755859375,141.63999938964844,113.01000213623047
2012-04-04,157.2100067138672,81.94000244140625,67.30000305175781,139.86000061035156,112.0999984741211,158.02999877929688,82.43000030517578,67.76000213623047,140.33999633789062,112.12000274658203,156.5800018310547,81.44999694824219,66.91000366210938,139.33999633789062,111.41000366210938,157.6999969482422,82.37000274658203,67.72000122070312,140.22000122070312,111.7699966430664
2012-04-05,158.30999755859375,81.58000183105469,67.72000122070312,139.7899932861328,112.91000366210938,158.67999267578125,82.0,67.77999877929688,140.1999969482422,113.06999969482422,157.77999877929688,81.41999816894531,67.12999725341797,139.25999450683594,112.33000183105469,157.8699951171875,81.5999984741211,67.18000030517578,139.3800048828125,113.0
2012-04-09,159.3699951171875,80.23999786376953,67.20999908447266,138.22000122070312,115.55000305175781,160.00999450683594,80.56999969482422,67.4800033569336,139.83999633789062,115.7699966430664,158.91000366210938,79.8499984741211,66.76000213623047,137.83999633789062,115.23999786376953,159.72000122070312,80.08999633789062,66.87999725341797,138.02999877929688,115.54000091552734
2012-04-10,161.10000610351562,78.3499984741211,66.12999725341797,135.89999389648438,116.86000061035156,161.5800018310547,80.16000366210938,67.44000244140625,138.33999633789062,117.29000091552734,158.47000122070312,78.13999938964844,65.91999816894531,135.75999450683594,115.77999877929688,159.66000366210938,79.91999816894531,67.18000030517578,137.9499969482422,115.94999694824219
2012-04-11,161.07000732421875,79.45999908447266,66.44999694824219,137.0,115.45999908447266,161.5399932861328,79.56999969482422,66.88999938964844,137.5399932861328,116.05999755859375,160.74000549316406,78.8499984741211,66.27999877929688,136.75,115.3499984741211,161.1999969482422,79.01000213623047,66.70999908447266,137.2899932861328,115.70999908447266
2012-04-12,162.6999969482422,80.5999984741211,67.20999908447266,138.7899932861328,114.9800033569336,163.1999969482422,80.91000366210938,67.27999877929688,138.89999389648438,115.75,160.4600067138672,79.44000244140625,66.4800033569336,137.02999877929688,114.81999969482422,160.74000549316406,79.54000091552734,66.58000183105469,137.1300048828125,115.66999816894531
2012-04-13,160.85000610351562,79.54000091552734,66.19000244140625,137.13999938964844,116.83999633789062,162.4600067138672,80.41000366210938,67.19999694824219,138.82000732421875,116.9000015258789,160.1699981689453,79.43000030517578,66.16000366210938,137.00999450683594,116.12000274658203,162.4499969482422,80.37999725341797,66.9800033569336,138.47000122070312,116.1500015258789
2012-04-16,160.4600067138672,79.66999816894531,65.44999694824219,137.0500030517578,116.66999816894531,161.17999267578125,80.19999694824219,66.55999755859375,138.0399932861328,117.5999984741211,159.52999877929688,78.87999725341797,65.23999786376953,136.5800018310547,116.56999969482422,160.50999450683594,79.88999938964844,66.5199966430664,137.83999633789062,116.69999694824219
2012-04-17,160.25,80.81999969482422,66.77999877929688,139.0800018310547,116.5999984741211,160.9600067138672,81.55000305175781,66.98999786376953,139.36000061035156,116.83000183105469,158.75,80.2699966430664,65.62999725341797,137.6999969482422,116.25,160.5399932861328,80.33000183105469,65.7300033569336,137.83999633789062,116.52999877929688
2012-04-18,159.30999755859375,80.20999908447266,66.61000061035156,138.61000061035156,116.94000244140625,160.1199951171875,80.66999816894531,67.0,139.0800018310547,117.12000274658203,159.07000732421875,79.83000183105469,66.41000366210938,138.3800048828125,116.7300033569336,159.49000549316406,80.41000366210938,66.58999633789062,138.4600067138672,117.05000305175781
2012-04-19,159.42999267578125,79.75,65.86000061035156,137.72000122070312,117.05000305175781,160.63999938964844,80.98999786376953,67.16999816894531,139.14999389648438,117.47000122070312,159.02000427246094,79.25,65.62000274658203,137.07000732421875,117.0199966430664,160.0,80.31999969482422,66.37000274658203,138.6300048828125,117.25
2012-04-20,159.5399932861328,80.20999908447266,65.68000030517578,137.9499969482422,117.06999969482422,159.91000366210938,80.97000122070312,66.51000213623047,138.8300018310547,117.12999725341797,159.1999969482422,80.05999755859375,65.58000183105469,137.8699951171875,116.33000183105469,159.25,80.27999877929688,66.22000122070312,138.3300018310547,116.55999755859375
2012-04-23,159.07000732421875,79.0999984741211,65.08000183105469,136.7899932861328,117.91999816894531,159.17999267578125,79.16000366210938,65.18000030517578,136.91000366210938,118.41000366210938,157.8800048828125,78.30999755859375,64.48999786376953,135.94000244140625,117.79000091552734,158.1999969482422,78.9800033569336,65.05999755859375,136.5399932861328,118.11000061035156
2012-04-24,159.3000030517578,79.69999694824219,64.7300033569336,137.30999755859375,117.08999633789062,160.17999267578125,79.93000030517578,65.2300033569336,137.66000366210938,117.76000213623047,159.2899932861328,78.86000061035156,64.44999694824219,136.8000030517578,117.08000183105469,159.6300048828125,79.12999725341797,64.95999908447266,136.91000366210938,117.61000061035156
2012-04-25,159.6199951171875,80.94000244140625,66.44999694824219,139.19000244140625,116.48999786376953,159.9600067138672,81.37000274658203,66.48999786376953,139.25,117.31999969482422,157.75999450683594,80.52999877929688,65.97000122070312,138.52999877929688,115.69000244140625,159.47999572753906,80.75,66.06999969482422,138.64999389648438,116.41000366210938
2012-04-26,161.02999877929688,81.73999786376953,66.83999633789062,140.16000366210938,117.19000244140625,161.3800048828125,81.87000274658203,66.98999786376953,140.32000732421875,117.45999908447266,160.10000610351562,80.81999969482422,66.3499984741211,138.80999755859375,116.58999633789062,160.4600067138672,80.94999694824219,66.44000244140625,138.88999938964844,117.41999816894531
2012-04-27,161.3800048828125,82.37999725341797,67.23999786376953,140.38999938964844,117.29000091552734,161.97000122070312,82.52999877929688,67.44999694824219,140.7899932861328,117.36000061035156,161.14999389648438,81.02999877929688,66.7699966430664,139.8000030517578,116.79000091552734,161.77999877929688,81.9800033569336,67.12000274658203,140.5800018310547,117.0199966430664
2012-04-30,161.8800048828125,81.47000122070312,66.76000213623047,139.8699951171875,117.31999969482422,161.8800048828125,82.36000061035156,67.16999816894531,140.2100067138672,117.75,160.30999755859375,81.43000030517578,66.70999908447266,139.49000549316406,117.19000244140625,160.49000549316406,82.3499984741211,67.04000091552734,140.11000061035156,117.56999969482422
2012-05-01,161.32000732421875,81.55000305175781,66.87000274658203,140.74000549316406,116.43000030517578,162.17999267578125,82.97000122070312,67.62999725341797,141.66000366210938,117.62000274658203,160.88999938964844,81.29000091552734,66.58999633789062,139.6300048828125,116.06999969482422,162.08999633789062,81.55999755859375,66.69000244140625,139.7899932861328,117.43000030517578
2012-05-02,160.58999633789062,81.7699966430664,67.05999755859375,140.32000732421875,117.25,160.77999877929688,81.81999969482422,67.11000061035156,140.4600067138672,117.31999969482422,159.75999450683594,80.56999969482422,66.37999725341797,139.4600067138672,116.80000305175781,160.74000549316406,80.91000366210938,66.54000091552734,139.9199981689453,117.22000122070312
