,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open
,GLD,IWM,QQQ,SPY,TLT,GLD,IWM,QQQ,SPY,TLT,GLD,IWM,QQQ,SPY,TLT,GLD,IWM,QQQ,SPY,TLT
Date,,,,,,,,,,,,,,,,,,,,
2012-01-03,155.9199981689453,74.97000122070312,56.900001525878906,127.5,119.43000030517578,156.3000030517578,75.87000274658203,57.189998626708984,128.3800048828125,120.19999694824219,154.5500030517578,74.7699966430664,56.75,127.43000030517578,118.93000030517578,154.75999450683594,75.68000030517578,56.90999984741211,127.76000213623047,119.41999816894531
2012-01-04,156.7100067138672,74.55999755859375,57.13999938964844,127.69999694824219,118.01000213623047,157.3800048828125,74.86000061035156,57.220001220703125,127.80999755859375,119.27999877929688,155.33999633789062,74.06999969482422,56.560001373291016,126.70999908447266,117.68000030517578,155.42999267578125,74.58000183105469,56.810001373291016,127.19999694824219,119.26000213623047
2012-01-05,157.77999877929688,74.9800033569336,57.61000061035156,128.0399932861328,117.80000305175781,158.02999877929688,75.33999633789062,57.65999984741211,128.22999572753906,119.0999984741211,155.25,73.37000274658203,56.79999923706055,126.43000030517578,117.56999969482422,155.3699951171875,74.02999877929688,57.02000045776367,127.01000213623047,118.16999816894531
2012-01-06,157.1999969482422,74.79000091552734,57.810001373291016,127.70999908447266,118.7300033569336,158.6300048828125,75.37999725341797,57.939998626708984,128.22000122070312,118.95999908447266,156.3800048828125,74.2699966430664,57.400001525878906,127.29000091552734,117.70999908447266,158.58999633789062,75.0199966430664,57.619998931884766,128.1999969482422,117.75
2012-01-09,156.5,75.16999816894531,57.619998931884766,128.02000427246094,118.5199966430664,157.58999633789062,75.30000305175781,57.97999954223633,128.17999267578125,119.54000091552734,156.19000244140625,74.41000366210938,57.43000030517578,127.41000366210938,118.30000305175781,157.36000061035156,75.13999938964844,57.959999084472656,128.0,118.47000122070312
2012-01-10,158.63999938964844,76.2699966430664,58.040000915527344,129.1300048828125,118.31999969482422,159.47000122070312,76.43000030517578,58.400001525878906,129.64999389648438,118.87000274658203,158.47000122070312,75.95999908447266,57.63999938964844,128.9499969482422,117.68000030517578,158.97000122070312,76.16000366210938,58.22999954223633,129.38999938964844,117.7300033569336
2012-01-11,159.6699981689453,76.56999969482422,58.15999984741211,129.1999969482422,119.86000061035156,160.0500030517578,76.66999816894531,58.290000915527344,129.3699951171875,120.05999755859375,158.91000366210938,75.87000274658203,57.810001373291016,128.52000427246094,118.9800033569336,159.33999633789062,75.94999694824219,58.029998779296875,128.72999572753906,119.04000091552734
2012-01-12,160.3800048828125,76.80000305175781,58.38999938964844,129.50999450683594,119.69000244140625,161.6199951171875,76.91999816894531,58.470001220703125,129.6999969482422,120.19000244140625,159.8300018310547,75.94000244140625,57.86000061035156,128.5399932861328,119.23999786376953,161.02000427246094,76.79000091552734,58.290000915527344,129.57000732421875,119.94999694824219
2012-01-13,159.25999450683594,76.38999938964844,58.18000030517578,128.83999633789062,120.87999725341797,159.58999633789062,76.4800033569336,58.20000076293945,129.0500030517578,121.63999938964844,158.00999450683594,75.5999984741211,57.68000030517578,127.72000122070312,120.80999755859375,159.32000732421875,76.18000030517578,58.08000183105469,128.63999938964844,121.0999984741211
2012-01-17,160.5,76.36000061035156,58.709999084472656,129.33999633789062,121.44000244140625,161.64999389648438,77.2699966430664,58.959999084472656,130.32000732421875,121.62999725341797,160.4199981689453,76.12999725341797,58.4900016784668,128.89999389648438,120.83000183105469,161.1699981689453,77.0999984741211,58.689998626708984,130.0800018310547,120.94999694824219
2012-01-18,161.60000610351562,77.72000122070312,59.4900016784668,130.77000427246094,119.97000122070312,161.63999938964844,77.7300033569336,59.4900016784668,130.83999633789062,121.61000061035156,159.67999267578125,76.1500015258789,58.68000030517578,129.0800018310547,119.91000366210938,159.94000244140625,76.31999969482422,58.81999969482422,129.30999755859375,121.52999877929688
2012-01-19,161.22000122070312,78.19999694824219,59.86000061035156,131.4600067138672,118.31999969482422,161.4499969482422,78.36000061035156,59.970001220703125,131.57000732421875,119.55999755859375,160.3300018310547,77.66000366210938,59.650001525878906,130.8000030517578,117.91999816894531,160.9600067138672,78.12999725341797,59.7599983215332,131.22000122070312,119.33000183105469
2012-01-20,162.07000732421875,78.25,59.77000045776367,131.9499969482422,116.9800033569336,162.08999633789062,78.51000213623047,59.79999923706055,131.9499969482422,117.95999908447266,160.0,77.9000015258789,59.560001373291016,130.9199981689453,116.97000122070312,160.5,78.0999984741211,59.599998474121094,131.24000549316406,117.70999908447266
2012-01-23,163.16000366210938,78.1500015258789,59.790000915527344,131.61000061035156,116.23999786376953,163.47000122070312,78.83999633789062,60.209999084472656,132.25,116.63999938964844,162.32000732421875,77.55000305175781,59.439998626708984,130.97999572753906,115.55000305175781,162.32000732421875,78.26000213623047,59.779998779296875,131.50999450683594,116.12999725341797
2012-01-24,162.00999450683594,78.5999984741211,59.68000030517578,131.4600067138672,116.44999694824219,162.3699951171875,78.75,59.84000015258789,131.5,116.70999908447266,161.52999877929688,77.2699966430664,59.40999984741211,130.60000610351562,115.77999877929688,161.80999755859375,77.68000030517578,59.52000045776367,130.8000030517578,116.70999908447266
2012-01-25,166.4199981689453,79.2699966430664,60.43000030517578,132.55999755859375,116.16999816894531,166.5500030517578,79.56999969482422,60.58000183105469,132.8699951171875,118.52999877929688,160.2899932861328,78.19000244140625,59.83000183105469,130.75,115.88999938964844,161.07000732421875,78.5999984741211,60.2599983215332,131.25999450683594,116.05999755859375
2012-01-26,167.27000427246094,79.18000030517578,60.220001220703125,131.8800048828125,117.70999908447266,168.30999755859375,79.91000366210938,60.79999923706055,133.39999389648438,117.70999908447266,167.0500030517578,78.75,59.93000030517578,131.36000061035156,116.58999633789062,168.0500030517578,79.86000061035156,60.689998626708984,133.14999389648438,116.6500015258789
2012-01-27,168.97000122070312,79.72000122070312,60.400001525878906,131.82000732421875,118.08000183105469,169.0,79.77999877929688,60.5099983215332,132.0500030517578,118.33000183105469,167.41000366210938,78.7699966430664,60.060001373291016,131.14999389648438,117.01000213623047,167.44000244140625,78.80000305175781,60.09000015258789,131.24000549316406,117.83000183105469
2012-01-30,168.02999877929688,79.0999984741211,60.45000076293945,131.3699951171875,119.47000122070312,168.5399932861328,79.43000030517578,60.540000915527344,131.44000244140625,120.38999938964844,167.74000549316406,78.5199966430664,59.65999984741211,130.05999755859375,119.33999633789062,168.19000244140625,79.08000183105469,59.88999938964844,130.50999450683594,119.83999633789062
2012-01-31,169.30999755859375,79.0199966430664,60.529998779296875,131.32000732421875,120.8499984741211,169.86000061035156,79.81999969482422,60.86000061035156,132.17999267578125,120.91000366210938,167.72000122070312,78.58000183105469,60.13999938964844,130.67999267578125,119.19000244140625,169.77000427246094,79.66000366210938,60.75,132.02000427246094,119.26000213623047
2012-02-01,169.55999755859375,80.72000122070312,61.02000045776367,132.47000122070312,119.18000030517578,170.17999267578125,80.9000015258789,61.2400016784668,133.13999938964844,119.9000015258789,169.0800018310547,79.47000122070312,60.65999984741211,132.1300048828125,118.80999755859375,169.75,79.76000213623047,60.880001068115234,132.2899932861328,119.75
2012-02-02,171.0500030517578,81.18000030517578,61.209999084472656,132.67999267578125,119.12999725341797,171.22999572753906,81.52999877929688,61.40999984741211,133.02000427246094,119.4800033569336,169.67999267578125,80.73999786376953,60.970001220703125,132.2100067138672,118.63999938964844,169.9600067138672,81.04000091552734,61.220001220703125,132.72999572753906,118.95999908447266
2012-02-03,167.63999938964844,82.94999694824219,62.04999923706055,134.5399932861328,116.56999969482422,170.13999938964844,83.22000122070312,62.119998931884766,134.6199951171875,116.80000305175781,167.50999450683594,82.23999786376953,61.68000030517578,133.77000427246094,115.97000122070312,169.8800048828125,82.47000122070312,61.779998779296875,134.0,116.45999908447266
2012-02-06,167.17999267578125,82.68000030517578,62.0,134.4499969482422,117.7300033569336,167.67999267578125,82.93000030517578,62.02000045776367,134.50999450683594,117.80000305175781,166.61000061035156,82.37000274658203,61.65999984741211,133.8300018310547,116.33999633789062,166.9600067138672,82.56999969482422,61.81999969482422,133.97999572753906,116.69000244140625
2012-02-07,169.6999969482422,82.62999725341797,62.130001068115234,134.7899932861328,116.2699966430664,170.08999633789062,82.98999786376953,62.25,135.02000427246094,116.87999725341797,167.14999389648438,82.08000183105469,61.66999816894531,133.63999938964844,115.7699966430664,167.3800048828125,82.61000061035156,61.95000076293945,134.1699981689453,116.62000274658203
2012-02-08,168.5,82.80999755859375,62.459999084472656,135.19000244140625,116.36000061035156,169.9600067138672,83.20999908447266,62.459999084472656,135.22000122070312,116.79000091552734,167.5,81.93000030517578,61.90999984741211,134.30999755859375,115.9800033569336,169.25999450683594,82.80000305175781,62.13999938964844,134.86000061035156,116.19999694824219
2012-02-09,168.02000427246094,82.4000015258789,62.90999984741211,135.36000061035156,115.48999786376953,170.3699951171875,83.02999877929688,62.97999954223633,135.58999633789062,116.04000091552734,167.6699981689453,81.83999633789062,62.31999969482422,134.55999755859375,114.62000274658203,170.00999450683594,83.0199966430664,62.70000076293945,135.41000366210938,115.86000061035156
2012-02-10,167.13999938964844,81.2699966430664,62.470001220703125,134.36000061035156,116.98999786376953,167.63999938964844,81.66999816894531,62.63999938964844,134.47000122070312,117.33000183105469,166.3300018310547,81.08000183105469,62.25,133.83999633789062,116.5199966430664,166.49000549316406,81.5,62.459999084472656,134.16000366210938,116.80000305175781
2012-02-13,167.50999450683594,82.31999969482422,63.04999923706055,135.36000061035156,117.13999938964844,167.94000244140625,82.43000030517578,63.130001068115234,135.52000427246094,117.37000274658203,166.74000549316406,81.61000061035156,62.650001525878906,134.74000549316406,116.43000030517578,167.3300018310547,82.11000061035156,62.939998626708984,135.32000732421875,116.5999984741211
2012-02-14,167.1199951171875,81.94999694824219,63.209999084472656,135.19000244140625,117.76000213623047,167.92999267578125,82.12000274658203,63.220001220703125,135.27000427246094,118.27999877929688,166.4199981689453,81.36000061035156,62.689998626708984,134.25,117.2300033569336,167.64999389648438,81.91000366210938,62.90999984741211,135.0,117.44000244140625
2012-02-15,168.11000061035156,81.2699966430664,62.77000045776367,134.55999755859375,117.55000305175781,168.75,82.43000030517578,63.86000061035156,135.8300018310547,118.2699966430664,167.19000244140625,81.0,62.66999816894531,134.2899932861328,117.48999786376953,168.6300048828125,82.41999816894531,63.5099983215332,135.6300048828125,117.66000366210938
2012-02-16,168.0,82.80000305175781,63.630001068115234,136.0500030517578,116.61000061035156,168.13999938964844,82.9000015258789,63.70000076293945,136.1699981689453,117.5999984741211,166.1699981689453,81.27999877929688,62.630001068115234,134.3300018310547,116.12999725341797,166.3300018310547,81.31999969482422,62.790000915527344,134.57000732421875,117.2699966430664
2012-02-17,167.35000610351562,82.79000091552734,63.43000030517578,136.41000366210938,116.58000183105469,168.3300018310547,83.30999755859375,63.689998626708984,136.6300048828125,116.61000061035156,166.8699951171875,82.62999725341797,63.150001525878906,135.9600067138672,115.76000213623047,168.2899932861328,83.29000091552734,63.63999938964844,136.52000427246094,115.86000061035156
