Date,MSFT,META,MSFT_HV30,META_HV30
2024-02-14,402.4282531738281,469.5948486328125,18.95400242219219,58.273652472771154
2024-02-15,399.5487976074219,480.26116943359375,19.16612829575127,58.179273359998476
2024-02-16,397.0919189453125,469.63458251953125,19.11982793315522,58.98987662624564
2024-02-20,395.84381103515625,468.0768127441406,19.179193389422057,59.11102806517171
2024-02-21,395.24432373046875,464.87847900390625,18.637530946231326,59.236593018509545
2024-02-22,404.551025390625,482.85662841796875,19.59387719977964,59.699588712163695
2024-02-23,403.2635803222656,480.7707214355469,19.122031770024208,59.33988526953654
2024-02-26,400.5118408203125,478.4961242675781,19.290542508093587,59.38656428730048
2024-02-27,400.45294189453125,483.77032470703125,19.15055389438829,59.377440250669586
2024-02-28,400.6888122558594,480.7607727050781,19.131895541257272,58.974243006230274
2024-02-29,406.5067443847656,486.82965087890625,19.45730043275074,58.946367673665044
2024-03-01,408.33465576171875,498.91766357421875,19.278560142261277,59.01723115014836
2024-03-04,407.7646179199219,494.8353576660156,19.049481102435387,59.166402516906714
2024-03-05,395.70623779296875,486.9190368652344,21.043319890458495,59.49048199779664
2024-03-06,395.1558837890625,492.7494812011719,20.986446111967762,59.499165684686936
2024-03-07,402.0842590332031,508.7411193847656,21.418884043057247,59.86877923920595
2024-03-08,399.214599609375,502.54315185546875,21.47670452912832,60.18399367062073
2024-03-11,397.5439758300781,480.3336486816406,21.502404929662422,62.14858291854466
2024-03-12,408.118408203125,496.3848571777344,22.44967444814629,62.538571977868344
2024-03-13,407.9414978027344,492.2330017089844,22.430313358774157,62.64415917499569
2024-03-14,417.8869934082031,488.5181579589844,21.81251333471182,62.06246153338512
2024-03-15,409.2388000488281,480.84033203125,22.443308535396508,62.421819386745135
2024-03-18,410.12322998046875,493.633544921875,21.850300880216388,33.15154988581805
2024-03-19,414.14263916015625,492.89849853515625,21.58029552523852,31.481369806948383
2024-03-20,417.8968505859375,502.11602783203125,21.687200075435957,31.564512705676577
2024-03-21,421.9654541015625,504.3409729003906,21.05730485276707,30.381080668034365
2024-03-22,421.34625244140625,506.14862060546875,21.070001733854014,30.377520141224544
2024-03-25,415.56768798828125,499.6327819824219,21.060397491394127,30.65904460543578
2024-03-26,414.3785400390625,492.5509033203125,20.72767489722879,31.039487282382606
2024-03-27,414.162353515625,490.5345458984375,19.62363799749883,30.468688067045274
2024-03-28,413.4646301269531,482.3102722167969,19.479125262325972,29.94922358808933
2024-04-01,417.2481994628906,488.0414123535156,19.46391907629167,29.437506654788237
2024-04-02,414.17218017578125,494.0208435058594,19.50898977191986,28.797105982636822
2024-04-03,413.1993103027344,503.3277893066406,19.494203447470852,29.1673749264286
2024-04-04,410.673583984375,507.47967529296875,19.60042902507367,29.07778636484908
2024-04-05,418.18182373046875,523.7891235351562,19.14936681717184,28.468416314871153
2024-04-08,417.267822265625,515.7535400390625,19.132084090336814,28.887363133495004
2024-04-09,418.9286804199219,513.4193725585938,18.99618883027523,28.883027495635694
2024-04-10,415.9608154296875,516.3297729492188,19.155119066952874,28.786259145479338
2024-04-11,420.5502624511719,519.63720703125,19.358546333013507,28.698112786166984
2024-04-12,414.6242370605469,508.45306396484375,19.489570506753708,29.378380214279225
2024-04-15,406.5067443847656,496.86163330078125,20.32583040705355,29.367503652663252
2024-04-16,407.43048095703125,496.3948669433594,20.334056324298434,29.26913088542234
2024-04-17,404.7377014160156,490.8424377441406,18.371744014277184,29.067480195583613
