Date,ACWX,ARGT,EEM,EFA,EGPT,FM,GREK,KSA,NGE,PAK,QAT,SPY,UAE,VNM,VWO
2009-01-02,19.65981674194336,,18.192697525024414,26.878202438354492,,,,,,,,67.80657196044922,,,15.726825714111328
2009-01-05,19.634618759155273,,18.42915153503418,26.44639778137207,,,,,,,,67.72633361816406,,,15.980175018310547
2009-01-06,19.886587142944336,,18.846406936645508,26.73031997680664,,,,,,,,68.17857360839844,,,16.26519775390625
2009-01-07,19.3763484954834,,17.76152229309082,26.26894187927246,,,,,,,,66.13622283935547,,,15.403800010681152
2009-01-08,19.53383445739746,,17.68502426147461,26.659343719482422,,,,,,,,66.40608978271484,,,15.30879020690918
2009-01-09,18.96060562133789,,17.302534103393555,25.73657989501953,,,,,,,,64.98374938964844,,,14.935100555419922
2009-01-12,18.393678665161133,,16.572322845458984,25.115507125854492,,,,,,,,63.42279815673828,,,14.244710922241211
2009-01-13,17.996822357177734,,16.621002197265625,24.654129028320312,,,,,,,,63.53948211669922,,,14.339719772338867
2009-01-14,17.2661190032959,,15.814291000366211,23.64264488220215,,,,,,,,61.54087448120117,,,13.630330085754395
2009-01-15,17.48659324645996,,15.995111465454102,23.855579376220703,,,,,,,,61.56277084350586,,,13.814014434814453
2009-01-16,17.518089294433594,,16.168968200683594,23.9975528717041,,,,,,,,62.0442008972168,,,14.010363578796387
2009-01-20,16.22675132751465,,14.965855598449707,22.24077033996582,,,,,,,,58.76910400390625,,,12.984284400939941
2009-01-21,17.089738845825195,,15.779520034790039,23.329139709472656,,,,,,,,61.307472229003906,,,13.706339836120605
2009-01-22,16.592105865478516,,15.257946968078613,22.78495979309082,,,,,,,,60.3592643737793,,,13.389653205871582
2009-01-23,16.510215759277344,,15.452667236328125,22.625247955322266,,,,,,,,60.62181091308594,,,13.421320915222168
2009-01-26,16.79367446899414,,15.633482933044434,23.06888198852539,,,,,,,,61.037593841552734,,,13.624000549316406
2009-01-27,17.215723037719727,,15.911649703979492,23.51842498779297,,,,,,,,61.65756607055664,,,13.738012313842773
2009-01-28,17.79525375366211,,16.718364715576172,24.210494995117188,,,,,,,,63.74373245239258,,,14.52340316772461
2009-01-29,16.98265266418457,,15.869928359985352,23.110280990600586,,,,,,,,61.672176361083984,,,13.776010513305664
2009-01-30,16.75588607788086,,15.751702308654785,22.891433715820312,,,,,,,,60.41759490966797,,,13.598670959472656
2009-02-02,16.64879608154297,,15.591750144958496,22.666650772094727,,,,,,,,60.23521041870117,,,13.509991645812988
2009-02-03,17.127540588378906,,16.057693481445312,23.317310333251953,,,,,,,,61.08135223388672,,,13.896355628967285
2009-02-04,17.051942825317383,,16.17592430114746,23.199016571044922,,,,,,,,60.78229522705078,,,14.035693168640137
2009-02-05,17.341705322265625,,16.51668357849121,23.530256271362305,,,,,,,,61.6867790222168,,,14.301721572875977
2009-02-06,17.833051681518555,,17.344257354736328,24.07444190979004,,,,,,,,63.44466018676758,,,14.99210262298584
2009-02-09,17.851943969726562,,17.25385284423828,24.068532943725586,,,,,,,,63.53218460083008,,,14.84009075164795
2009-02-10,16.900766372680664,,16.210693359375,22.873674392700195,,,,,,,,60.62181091308594,,,14.042037010192871
2009-02-11,17.133834838867188,,16.69750213623047,23.122108459472656,,,,,,,,60.979244232177734,,,14.371391296386719
2009-02-12,17.020450592041016,,16.593189239501953,23.051136016845703,,,,,,,,61.02299499511719,,,14.339719772338867
2009-02-13,16.86927032470703,,16.676637649536133,22.802698135375977,,,,,,,,60.36650848388672,,,14.422056198120117
2009-02-17,15.924388885498047,,15.612617492675781,21.590105056762695,,,,,,,,57.78439712524414,,,13.288312911987305
2009-02-18,15.861397743225098,,15.501344680786133,21.572355270385742,,,,,,,,57.645790100097656,,,13.395986557006836
2009-02-19,15.811002731323242,,15.355303764343262,21.542783737182617,,,,,,,,57.02580261230469,,,13.338980674743652
2009-02-20,15.527539253234863,,14.965855598449707,21.229284286499023,,,,,,,,56.47146987915039,,,13.022290229797363
2009-02-23,15.017301559448242,,14.597273826599121,20.418922424316406,,,,,,,,54.450965881347656,,,12.705595970153809
2009-02-24,15.615729331970215,,15.397028923034668,21.270689010620117,,,,,,,,56.51521301269531,,,13.383317947387695
2009-02-25,15.281869888305664,,15.13276195526123,20.685094833374023,,,,,,,,56.07025146484375,,,13.186968803405762
2009-02-26,15.206278800964355,,15.000629425048828,20.5135555267334,,,,,,,,55.158485412597656,,,13.04129409790039
2009-02-27,15.143280982971191,,14.764181137084961,20.5135555267334,,,,,,,,53.92577362060547,,,13.275642395019531
2009-03-02,14.273999214172363,,13.8670654296875,19.33645248413086,,,,,,,,51.496826171875,,,12.65493106842041
2009-03-03,14.280296325683594,,14.061783790588379,19.25955581665039,,,,,,,,51.1102294921875,,,12.293905258178711
2009-03-04,14.872421264648438,,15.049310684204102,20.11724090576172,,,,,,,,52.32105255126953,,,13.129968643188477
2009-03-05,14.292896270751953,,14.430373191833496,19.306880950927734,,,,,,,,50.18387985229492,,,12.553586959838867
2009-03-06,14.31809139251709,,14.673775672912598,19.271387100219727,,,,,,,,50.27138900756836,,,12.73093318939209
2009-03-09,14.003130912780762,,14.388644218444824,18.750858306884766,,,,,,,,49.68055725097656,,,12.50925064086914
2009-03-10,14.891318321228027,,15.556978225708008,20.01077651977539,,,,,,,,52.64200210571289,,,13.509991645812988
2009-03-11,15.01101016998291,,15.556978225708008,20.123157501220703,,,,,,,,52.98481369018555,,,13.471991539001465
2009-03-12,15.445647239685059,,16.155054092407227,20.5786190032959,,,,,,,,55.07095718383789,,,13.928020477294922
2009-03-13,15.596830368041992,,16.24546241760254,20.71466636657715,,,,,,,,55.50132369995117,,,14.01669692993164
2009-03-16,15.766915321350098,,16.259376525878906,20.939449310302734,,,,,,,,55.333580017089844,,,14.073700904846191
2009-03-17,16.151161193847656,,16.614044189453125,21.489547729492188,,,,,,,,57.02580261230469,,,14.396728515625
2009-03-18,16.541715621948242,,16.96176528930664,22.104719161987305,,,,,,,,58.302284240722656,,,14.707080841064453
2009-03-19,16.52911949157715,,16.850500106811523,22.092885971069336,,,,,,,,57.58015441894531,,,14.605740547180176
2009-03-20,16.321239471435547,,16.621002197265625,21.785303115844727,,,,,,,,56.35403823852539,,,14.415731430053711
2009-03-23,17.530685424804688,,18.15792465209961,23.352811813354492,,,,,,,,60.40190887451172,,,15.682486534118652
2009-03-24,17.020450592041016,,17.59461784362793,22.61933708190918,,,,,,,,59.211788177490234,,,15.239120483398438
2009-03-25,17.247220993041992,,17.8588809967041,22.96832847595215,,,,,,,,59.83621597290039,,,15.479803085327148
2009-03-26,17.599979400634766,,18.345691680908203,23.275901794433594,,,,,,,,61.05570983886719,,,15.834490776062012
2009-03-27,16.995248794555664,,17.80324935913086,22.530601501464844,,,,,,,,59.9537467956543,,,15.391133308410645
2009-03-30,16.33383560180664,,16.885269165039062,21.67291831970215,,,,,,,,57.88208770751953,,,14.631074905395508
2009-03-31,16.724382400512695,,17.25385284423828,22.2348575592041,,,,,,,,58.41836929321289,,,14.922425270080566
2009-04-01,17.209426879882812,,17.824113845825195,22.814529418945312,,,,,,,,59.549720764160156,,,15.467143058776855
2009-04-02,17.984230041503906,,18.790773391723633,23.843761444091797,,,,,,,,61.290809631347656,,,16.341196060180664
2009-04-03,18.15430450439453,,19.020267486572266,23.97980308532715,,,,,,,,61.90055847167969,,,16.53121566772461
2009-04-06,17.883438110351562,,18.7838191986084,23.482933044433594,,,,,,,,61.415706634521484,,,16.31586265563965
2009-04-07,17.518089294433594,,18.35264778137207,22.991987228393555,,,,,,,,59.983131408691406,,,15.980175018310547
2009-04-08,17.65667152404785,,18.62386703491211,23.222673416137695,,,,,,,,60.629615783691406,,,16.246192932128906
2009-04-09,18.255090713500977,,19.43753433227539,23.843761444091797,,,,,,,,63.03923034667969,,,16.9555721282959
2009-04-13,18.437767028808594,,19.555757522583008,24.080358505249023,,,,,,,,63.053916931152344,,,17.0759220123291
2009-04-14,18.26139259338379,,19.242809295654297,23.84966468811035,,,,,,,,61.96666717529297,,,16.809898376464844
2009-04-15,18.362178802490234,,19.520984649658203,24.163169860839844,,,,,,,,62.62788772583008,,,17.031587600708008
2009-04-16,18.532257080078125,,19.687891006469727,24.31696319580078,,,,,,,,63.546146392822266,,,17.272266387939453
2009-04-17,18.563751220703125,,19.54880142211914,24.23415756225586,,,,,,,,63.97222900390625,,,17.10759925842285
2009-04-20,17.788951873779297,,18.59606170654297,23.240421295166016,,,,,,,,61.290809631347656,,,16.284196853637695
2009-04-21,18.14800453186035,,18.992450714111328,23.77277374267578,,,,,,,,62.488285064697266,,,16.695892333984375
