Date,EEM,EEM80_FM20,EEM50_FM50
2012-09-13,0.026617066979777115,0.021350029470260865,0.013397089407633248
2012-09-14,0.011631833823900912,0.009694213701932559,0.006780725833693747
2012-09-17,-0.010915997478040545,-0.008262362918548925,-0.004295067875584855
2012-09-18,0.00047730829509795146,0.0003058896768195787,4.8706641163741244e-05
2012-09-19,0.0,0.0025812323651081275,0.0064406310697758965
2012-09-20,-0.0059803193042759365,-0.005158431304749823,-0.003926864481452914
2012-09-21,0.0023962978306986712,0.0019925734704382245,0.001386681152890717
2012-09-24,-0.0009579042258377775,0.0007369069783028299,0.003273750202766392
2012-09-25,-0.014965500180537009,-0.013919323507124574,-0.012352107799393901
2012-09-26,-0.004631037945965363,-0.00483783179853872,-0.005148102781446388
2012-09-27,0.015755842860100403,0.01568687631295039,0.015583417573184034
2012-09-28,-0.006030376602064645,-0.004972080619209547,-0.00338673366829812
2012-10-01,0.009871071868466466,0.007979440966116599,0.005135268392026501
2012-10-02,0.001436389221937881,0.001521871273984581,0.0016500806526512255
2012-10-03,-0.006721141220028111,-0.004849178836048253,-0.002047789361445998
2012-10-04,0.010303205664493038,0.009355689720176263,0.00793273032444824
2012-10-05,0.0,-0.0006059657436459015,-0.0015156034055331389
2012-10-08,-0.008859148932804739,-0.006693061509602791,-0.003452702425117521
2012-10-09,-0.007483361436886545,-0.006518103385528607,-0.005071961044114608
2012-10-10,-0.006076188011392692,-0.005066622164879056,-0.0035541818699817433
2012-10-11,0.009221294908618581,0.007973151098121016,0.006098009519281337
2012-10-12,-0.0031451068972259415,-0.0030348533341602573,-0.002869495778427025
2012-10-15,0.0057986946091596395,0.0048632181842841625,0.0034583606547631887
2012-10-16,0.010305242372982883,0.008032092004294274,0.00461264846462113
2012-10-17,0.00783784431547944,0.005242195616641128,0.001336046070955259
2012-10-18,-0.002843200247379289,-0.0017514159146787415,-0.00011597115426752432
2012-10-19,-0.015540802713480016,-0.01272143450212771,-0.00850723045892023
2012-10-22,0.009592217637190703,0.006134414875175829,0.0009251885973091533
2012-10-23,-0.02073889868774585,-0.0170911950046008,-0.011644467054309118
2012-10-24,0.0009744858514367403,0.0010730499443784378,0.0012208778707837008
2012-10-25,0.010894831986717372,0.007476071369538874,0.0023259151861322607
2012-10-26,-0.007735201675941588,-0.004901275436808366,-0.0006653877983805858
2012-10-31,-0.0014570312297131048,-0.0007064453261635651,0.0004183782491604976
2012-11-01,0.01615064304901466,0.013304139236951024,0.00901913327171012
2012-11-02,-0.005274492057937291,-0.005496482589637946,-0.005829560814164776
2012-11-05,0.004796112715442231,0.005256518634287997,0.005946730305857586
2012-11-06,0.007863685296366859,0.006823662723767899,0.0052615979601893
2012-11-07,-0.016513319275513586,-0.013869548216117984,-0.00991695096905859
2012-11-08,-0.01262774989092278,-0.009635694922023789,-0.0051643315332141025
2012-11-09,0.0019533527215874267,0.001786740352637062,0.00153676973824313
2012-11-12,0.003651767441962689,0.0027736887638699905,0.001455123385440564
2012-11-13,-0.009032411436738868,-0.008273133857313927,-0.007135297337161891
2012-11-14,-0.015569340485337799,-0.01357689317110317,-0.010595645944977333
2012-11-15,0.003480848141990099,0.0032372576871671633,0.0028717607132047788
2012-11-16,0.002974198449752976,0.0023800660073875807,0.0014882049565212547
2012-11-19,0.017417079634378222,0.014255019303202861,0.009493101973999456
2012-11-20,-0.0019474592365440631,-0.0014831019475770389,-0.0007869700658985339
2012-11-21,-0.001950944807564812,-0.0010327058561803552,0.0003430735736547053
2012-11-23,0.016224957423492715,0.013370957888864,0.009074627762891774
2012-11-26,0.0,0.0015706420573846772,0.00392198933939178
2012-11-27,-0.008442851105402419,-0.007496568234616987,-0.0060788207841373535
2012-11-28,0.005556435812426608,0.004670268397986532,0.0033395431105198805
2012-11-29,0.007201062003848228,0.005542831595947115,0.003050318816892616
2012-11-30,-0.00047837047583747553,-0.0016511723762759106,-0.0034129582623191644
2012-12-03,-0.0004788460881250322,6.709673810129304e-05,0.0008854525334725579
2012-12-04,0.0028689052787986493,0.003266133853674641,0.0038616810153307337
