Date,FM,EEM,VWO,SPY,VNM
2012-09-13,0.0,0.026617066979777115,0.025138175638139956,0.015121634675511477,0.020795916504303076
2012-09-14,0.0019059698290800557,0.011631833823900912,0.01210430939752212,0.004424303046303865,0.01977886826443462
2012-09-17,0.0022823131918163868,-0.010915997478040545,-0.008830865956869435,-0.003401780334612056,0.0011863237197599229
2012-09-18,-0.00038007879091865696,0.00047730829509795146,-0.000700655361186925,-0.0008185050356889577,-0.024603875178460695
2012-09-19,0.012840045729103286,0.0,-0.00023388305953690828,0.00054583286162672,0.0006075027251057218
2012-09-20,-0.0018776176958006754,-0.0059803193042759365,-0.004918798203506181,6.855623749075186e-05,-0.020239783789917407
2012-09-21,0.00037604411899136724,0.0023962978306986712,0.001408118538965405,-0.00041890291882724906,0.020846696353511638
2012-09-24,0.007487573162285846,-0.0009579042258377775,-0.0003561755135453859,-0.001508960438335539,-0.01713615545870035
2012-09-25,-0.009745527439371477,-0.014965500180537009,-0.014591994404737584,-0.010699138355775134,-0.023104446287911282
2012-09-26,-0.005665435111289397,-0.004631037945965363,-0.004588519476802848,-0.005636595587230632,0.013801885288094394
2012-09-27,0.015410962550660852,0.015755842860100403,0.01585034573772542,0.009377064491324133,0.008067067859780185
2012-09-28,-0.0007500611592277527,-0.006030376602064645,-0.005974192736344513,-0.00464286387870821,-0.008067067859780232
2012-10-01,0.00037693031928235,0.009871071868466466,0.010491119575322285,0.0026357783796340712,-0.004370725120070156
2012-10-02,0.0018637264290927629,0.001436389221937881,-0.0007117524610548175,0.0010385628746650971,-0.013862839687505658
2012-10-03,0.0026038238325896824,-0.006721141220028111,-0.005235839227419329,0.004075016713615278,0.013862839687505771
2012-10-04,0.005556622476701309,0.010303205664493038,0.009263042872675398,0.00714229850956138,-0.004390217924276212
2012-10-05,-0.0030335073518977006,0.0,-0.0007097289826857669,6.806099008865575e-05,0.0025110119866568388
2012-10-08,0.0019246715275088096,-0.008859148932804739,-0.009269313698139556,-0.003426673377166312,0.007495349427580289
2012-10-09,-0.002666361517789472,-0.007483361436886545,-0.008151420487339293,-0.00993690831974265,-0.0012454183698908047
2012-10-10,-0.001038520245990618,-0.006076188011392692,-0.005068807565654029,-0.006400358831335301,-0.0012467438319633264
2012-10-11,0.0029649386474868305,0.009221294908618581,0.009392699974295081,0.0005580851727985397,0.019765976461576892
2012-10-12,-0.0025939606001873327,-0.0031451068972259415,-0.00288049403059799,-0.003283854308769091,-0.006134974610354427
2012-10-15,0.001112536686370787,0.0057986946091596395,0.006708022109296173,0.008293796124951496,0.0073574064623039195
2012-10-16,-0.001112536686370775,0.010305242372982883,0.008796014401966258,0.010082028834323471,0.03186325489283488
2012-10-17,-0.0052083023575687105,0.00783784431547944,0.008014721737116273,0.004524403442359747,-0.005934722244827391
2012-10-18,0.0026038403851012886,-0.002843200247379289,-0.0028211738090609755,-0.002602249847913769,-0.00357792951393949
2012-10-19,-0.001522784014198279,-0.015540802713480016,-0.015662471968198054,-0.016804863536759387,-0.02112973797789548
2012-10-22,-0.007817615054187715,0.009592217637190703,0.010232257054392669,0.0001397301873757452,0.0030460275552102456
2012-10-23,-0.002631999252973217,-0.02073889868774585,-0.021053369465575174,-0.013973622261440576,-0.0103945734884318
2012-10-24,0.0014672091960576917,0.0009744858514367403,0.0016907553135440678,-0.002832607572978848,-0.012368565334623133
2012-10-25,-0.006317063032806837,0.010894831986717372,0.009847824605625593,0.002903140485419854,0.00186518636656343
2012-10-26,0.006354794491729606,-0.007735201675941588,-0.006955527137684648,-0.0005658400619220067,-0.0006215438251371879
2012-10-31,0.002290277150064838,-0.0014570312297131048,-0.0014449333136663032,0.0,-0.020722625718892933
2012-11-01,0.0018363995399131952,0.01615064304901466,0.014595281458000002,0.01041591855192475,0.01885650572822833
2012-11-02,-0.0063849378428367225,-0.005274492057937291,-0.006194821006649093,-0.008931005871467002,-0.02458359050473511
2012-11-05,0.007096025496863861,0.004796112715442231,0.004768443090124052,0.002046124528660265,-0.007687416195898673
2012-11-06,0.0026527220973269917,0.007863685296366859,0.006402040074259646,0.00779522027212361,-0.0032207251715936328
2012-11-07,-0.0033638097513539835,-0.016513319275513586,-0.015242256916381487,-0.022924700968826775,0.0
2012-11-08,0.002243796610164255,-0.01262774989092278,-0.012314520572870587,-0.012097055988948106,0.01218366440400041
2012-11-09,0.0011200131411897925,0.0019533527215874267,0.003638055374978981,0.0008685951640227499,0.017061888358355218
2012-11-12,-0.0007463565408259485,0.003651767441962689,0.0029004143442641866,0.0007963313738771279,-0.0006266928684701627
2012-11-13,-0.005241775465700462,-0.009032411436738868,-0.00945821284353178,-0.0034777574978883943,-0.0075519542304048936
2012-11-14,-0.005646566663710332,-0.015569340485337799,-0.01472790509256133,-0.013590360276662371,-0.01848955880542029
2012-11-15,0.002262302070810528,0.003480848141990099,0.003456500322366933,-0.001693897076898611,0.003212370248389837
2012-11-16,0.0,0.002974198449752976,0.0024610903623935158,0.004925049911086651,0.01084550903754899
2012-11-19,0.0015058330392012772,0.017417079634378222,0.017543684585136457,0.02003719587151591,-0.0025414772392066617
2012-11-20,0.000372173930541117,-0.0019474592365440631,-0.00241803387569954,0.00043105897324689964,-0.0038240573228630814
2012-11-21,0.002631841476936457,-0.001950944807564812,-0.0014534815339955983,0.0018664949737291377,-0.0012778905151536557
2012-11-23,0.0018728024562080388,0.016224957423492715,0.015399624811706245,0.013532788060504031,0.0076434250772233385
2012-11-26,0.007828656751278177,0.0,0.0014315544978616827,-0.0021244991428686476,-0.013414500972405381
2012-11-27,-0.0037203659242628466,-0.008442851105402419,-0.00838028060180511,-0.005117840561788893,-0.0032207251715936328
2012-11-28,0.001117724873957816,0.005556435812426608,0.004797173715449677,0.008020842982893232,0.0006449597366834998
2012-11-29,-0.001117724873957957,0.007201062003848228,0.0069157203008319255,0.004654590770041237,0.010263181630808638
2012-11-30,-0.006356183206993063,-0.00047837047583747553,-0.0014267211789201076,0.00021095012278643158,-0.005118424261042109
2012-12-03,0.0022478923799776314,-0.0004788460881250322,0.00023736970879144472,-0.004936674406769911,0.004479974475479189
2012-12-04,0.004853472125632012,0.0028689052787986493,0.0026141737188080352,-0.001415034764071203,0.009532824975632369
2012-12-05,-0.0007451812986166332,0.01068492089355295,0.011326144603828699,0.001768532095168198,0.016933782976001652
2012-12-06,0.0008198300026558311,0.007529595989523685,0.006315059868373427,0.0033865227835962104,0.0024846489392409436
2012-12-07,0.004607107071830516,0.003042664272922443,0.0034909780040385517,0.0030241819979764245,0.01722032034247093
2012-12-10,-0.0009640490074482811,0.0055929869783442445,0.006715867486536478,0.00042099686810017045,0.0054728567695633
2012-12-11,-0.004462888067037965,0.005099891727510711,0.00506429590821331,0.00678575071758711,0.012055794109413097
2012-12-12,0.009570424588682482,0.0030011601853046624,0.003895825634283989,0.0004875523861352086,0.008353135612571326
2012-12-13,7.367345203910234e-05,-0.004389538250681104,-0.004814612831303556,-0.006150764342204745,-0.013760304484620872
2012-12-14,0.0015975485957127672,0.004389538250681131,0.005043462444217899,-0.0037229439483516267,0.0060060109029620706
2012-12-17,0.0014249797841302315,0.002532682235790683,0.0025122244907997415,0.011683798250263768,0.016627411124065978
2012-12-18,0.00689528824373243,0.006961802221078619,0.006139539968009927,0.011067581538568792,0.0011772464851199406
2012-12-19,0.0029195954738313492,-0.0004594613135283378,-0.0013606336400579374,-0.007457000180743434,-0.0011772464851200805
2012-12-20,0.0076238098968500565,0.005957763563423758,0.006856823447443065,0.005735523639970287,0.02730366808927079
2012-12-21,-0.0028975987247369063,-0.011489248885129177,-0.010993856160828486,-0.009118804023614983,-0.011527760037854252
2012-12-24,-0.009109229388474496,-0.0020821023195541537,-0.002074855721149953,-0.003085888842998565,0.024399188301966444
2012-12-26,0.0010975832485755135,0.003006616888134661,0.0025353863809171226,-0.004223793200408315,0.0017326623545833577
2012-12-27,0.0,0.005619505782261823,0.007110376499773713,-0.0013412091582335115,-0.008111151398208324
2012-12-28,-0.0014637474044359988,0.00366796020438987,0.002967562626547076,-0.01086703141780716,0.006378489043624961
2012-12-31,0.011287533051435908,0.014764667269590638,0.014704131111580938,0.016853750592506437,0.03966535116051404
2013-01-02,0.011160925863410514,0.019426702400421294,0.02088991746750315,0.025307108697309514,0.05143221479738064
2013-01-03,0.0003582438080460136,-0.007101619106943122,-0.005955656700216463,-0.0022618497505931057,-0.018104853585960774
2013-01-04,0.0064215136444743075,0.002002571791523497,0.0017682371932850392,0.0043818859701168205,0.029125639081745442
2013-01-07,0.00779342448272582,-0.007586099687657557,-0.008650160158598319,-0.002736732198190097,0.024743589706842165
2013-01-08,0.0035221820281524587,-0.008998955299917575,-0.008277096892206234,-0.00288132574139552,0.021159551431273745
2013-01-09,0.00280908334235353,0.0042845507569779975,0.005823520302253368,0.002539027954911911,-0.004997565382832335
2013-01-10,0.003500092228715293,0.008737561252582331,0.008893151862216883,0.007917953507122997,0.04410318737746652
