symbol,name,holding_percent,etf
BE,Bloom Energy Corp Class A,0.0182458,IWM
CRDO,Credo Technology Group Holding Ltd,0.0111593995,IWM
STRL,Sterling Infrastructure Inc,0.0075205998,IWM
IONQ,IonQ Inc Class A,0.0072866,IWM
FN,Fabrinet,0.006925,IWM
NXT,Nextpower Inc Class A,0.006683,IWM
CDE,Coeur Mining Inc,0.0057810997,IWM
TTMI,TTM Technologies Inc,0.0052102,IWM
SATS,EchoStar Corp Class A,0.0051301997,IWM
GH,Guardant Health Inc,0.0047155,IWM
