symbol,name,holding_percent,etf
NEE,NextEra Energy Inc,0.1318515,XLU
SO,Southern Co,0.0737496,XLU
DUK,Duke Energy Corp,0.069445804,XLU
CEG,Constellation Energy Corp,0.0652453,XLU
AEP,American Electric Power Co Inc,0.0498497,XLU
SRE,Sempra,0.0423282,XLU
D,Dominion Energy Inc,0.0415919,XLU
VST,Vistra Corp,0.037132002,XLU
ETR,Entergy Corp,0.0358917,XLU
XEL,Xcel Energy Inc,0.034217898,XLU
