symbol,name,holding_percent,etf
LLY,Eli Lilly and Co,0.16180599,XLV
JNJ,Johnson & Johnson,0.1003451,XLV
ABBV,AbbVie Inc,0.071106,XLV
UNH,UnitedHealth Group Inc,0.063660204,XLV
MRK,Merck & Co Inc,0.0544514,XLV
TMO,Thermo Fisher Scientific Inc,0.0341937,XLV
AMGN,Amgen Inc,0.0335121,XLV
GILD,Gilead Sciences Inc,0.030820401,XLV
ISRG,Intuitive Surgical Inc,0.027867101,XLV
PFE,Pfizer Inc,0.0275063,XLV
