symbol,name,holding_percent,etf
META,Meta Platforms Inc Class A,0.1402119,XLC
GOOGL,Alphabet Inc Class A,0.098187596,XLC
GOOG,Alphabet Inc Class C,0.0780616,XLC
TTWO,Take-Two Interactive Software Inc,0.0487535,XLC
LYV,Live Nation Entertainment Inc,0.0475631,XLC
SATS,EchoStar Corp Class A,0.046166603,XLC
DIS,The Walt Disney Co,0.0453373,XLC
WBD,Warner Bros. Discovery Inc Ordinary Shares - Class A,0.041869603,XLC
EA,Electronic Arts Inc,0.041817397,XLC
OMC,Omnicom Group Inc,0.0405385,XLC
