symbol,name,holding_percent,etf
NVDA,NVIDIA Corp,0.0789115,SPY
AAPL,Apple Inc,0.070462696,SPY
MSFT,Microsoft Corp,0.0514202,SPY
AMZN,Amazon.com Inc,0.0406618,SPY
GOOGL,Alphabet Inc Class A,0.0340561,SPY
AVGO,Broadcom Inc,0.0325782,SPY
GOOG,Alphabet Inc Class C,0.027074799,SPY
META,Meta Platforms Inc Class A,0.0212757,SPY
TSLA,Tesla Inc,0.0188489,SPY
MU,Micron Technology Inc,0.0168061,SPY
