symbol,name,holding_percent,etf
NVDA,NVIDIA Corp,0.0788284,IVV
AAPL,Apple Inc,0.0703889,IVV
MSFT,Microsoft Corp,0.051366802,IVV
AMZN,Amazon.com Inc,0.040619798,IVV
GOOGL,Alphabet Inc Class A,0.034021202,IVV
AVGO,Broadcom Inc,0.032545198,IVV
GOOG,Alphabet Inc Class C,0.0270476,IVV
META,Meta Platforms Inc Class A,0.021254899,IVV
TSLA,Tesla Inc,0.0188308,IVV
MU,Micron Technology Inc,0.0167909,IVV
