symbol,name,holding_percent,etf
LIN,Linde PLC,0.1414545,XLB
NEM,Newmont Corp,0.0729402,XLB
NUE,Nucor Corp,0.063476704,XLB
FCX,Freeport-McMoRan Inc,0.0574825,XLB
VMC,Vulcan Materials Co,0.0457891,XLB
CRH,CRH PLC,0.045631,XLB
APD,Air Products and Chemicals Inc,0.043769304,XLB
STLD,Steel Dynamics Inc,0.0437417,XLB
CTVA,Corteva Inc,0.0434283,XLB
SHW,Sherwin-Williams Co,0.0426373,XLB
