Date,ticker,ret,log_rv_1d,log_range_var,log_forward5_rv,left_tail5,har_d_l1,har_w_l1,har_m_l1,range_l1,forecast_revision_shock_raw,growth_revision_raw,inflation_revision_raw,labor_revision_raw,speech_count_raw,chair_weighted_shock_raw,forecast_revision_shock_z_l1,chair_weighted_shock_z_l1,growth_revision_z_l1,inflation_revision_z_l1,labor_revision_z_l1,speech_count_z_l1
2020-01-02,TLT,,,-11.162840393435575,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03,TLT,0.015282636210814715,-8.362075966478068,-10.388078461404621,-7.9674958257975295,0.0,,,,-11.162840393435575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-06,TLT,-0.005694507877837651,-10.336506197678347,-9.998312773761356,-8.56145371558664,0.0,-8.362075966478068,,,-10.388078461404621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-07,TLT,-0.004928072087382773,-10.625614849472807,-11.247734477862634,-8.690661535613263,0.0,-10.336506197678347,,,-9.998312773761356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-08,TLT,-0.0066329015405548475,-10.031425864854496,-9.488042122042643,-8.6785517123421,0.0,-10.625614849472807,,,-11.247734477862634,0.2678810608090008,-0.2678810608090008,0.0,0.0,1.0,0.2678810608090008,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-09,TLT,0.003504004022170548,-11.307697916057856,-10.00443841347842,-8.68038059249863,0.0,-10.031425864854496,,,-9.488042122042643,10.5,3.25,3.0,4.25,1.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-10,TLT,0.00885179047191631,-9.454271054427949,-11.223722684447914,-8.694137624939058,0.0,-11.307697916057856,-10.132664158908316,,-10.00443841347842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-13,TLT,-0.003038953263986066,-11.592484287826656,-11.583871412463399,-8.722221055712929,0.0,-9.454271054427949,-10.351103176498292,,-11.223722684447914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-14,TLT,0.005131717590106888,-10.544629725900906,-11.652530916677618,-8.243640676380789,0.0,-11.592484287826656,-10.602298794527954,,-11.583871412463399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-15,TLT,0.006609417273358176,-10.0385195746938,-11.49656483338997,-8.298500569988084,0.0,-10.544629725900906,-10.586101769813572,,-11.652530916677618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-16,TLT,-0.0031554578178383252,-11.51724336970225,-11.362127132040877,-8.278609931690125,0.0,-10.0385195746938,-10.587520511781431,,-11.49656483338997,3.4416299559471364,-1.1013215859030836,0.6883259911894273,-1.6519823788546255,1.0,3.4416299559471364,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-17,TLT,-0.008585677045626738,-9.515319847906992,-11.367582841354103,-8.082732660456985,0.0,-11.51724336970225,-10.62942960251031,,-11.362127132040877,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-21,TLT,0.01045158325423845,-9.12200360892961,-11.147432261253282,-7.655653775323832,0.0,-9.515319847906992,-10.64163936120612,,-11.367582841354103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-22,TLT,0.0035069911063558834,-11.305993687593098,-12.096797080296929,-7.761207424566116,0.0,-9.12200360892961,-10.147543225426713,,-11.147432261253282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-23,TLT,0.006977430445142652,-9.93014912210624,-11.940063565212583,-7.584326693909867,0.0,-11.305993687593098,-10.29981601776515,,-12.096797080296929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
