Date,ticker,ret,log_rv_1d,log_range_var,log_forward5_rv,left_tail5,har_d_l1,har_w_l1,har_m_l1,range_l1,forecast_revision_shock_raw,growth_revision_raw,inflation_revision_raw,labor_revision_raw,speech_count_raw,chair_weighted_shock_raw,forecast_revision_shock_z_l1,chair_weighted_shock_z_l1,growth_revision_z_l1,inflation_revision_z_l1,labor_revision_z_l1,speech_count_z_l1
2025-08-29,SPY,-0.0059815880057287885,-10.238138386950087,-10.864661893235843,-8.52725867796949,0.0,-11.289991453394405,-10.726303035530544,-11.486916676595678,-11.124365045626995,0.0,0.0,0.0,0.0,0.0,0.0,1.839071946446977,1.6247334046451944,-2.0141444304718896,-0.06544025738408606,-5.037318525030414,0.7179923721305775
2025-09-02,SPY,-0.007437940668458154,-9.802322520649962,-10.50072753337296,-8.690125035197454,0.0,-10.238138386950087,-11.10040091794394,-11.34533779573597,-10.864661893235843,0.0,0.0,0.0,0.0,0.0,0.0,-0.3912105626938546,-0.39300456319391996,0.037709170094685274,-0.32647007957682916,-0.08908990095827618,-0.5561912741856586
2025-09-03,SPY,0.005405009131919769,-10.440858276721041,-11.3064840973471,-9.042725873259894,0.0,-9.802322520649962,-10.89137966894051,-11.28327877158096,-10.50072753337296,0.0,0.0,0.0,0.0,0.0,0.0,-0.3912105626938546,-0.39300456319391996,0.037709170094685274,-0.32647007957682916,-0.08908990095827618,-0.5561912741856586
2025-09-04,SPY,0.008322686906872434,-9.577540261494306,-10.502615895211143,-9.237032895713059,0.0,-10.440858276721041,-10.78840408636033,-11.384880813900475,-11.3064840973471,0.0,0.0,0.0,0.0,0.0,0.0,-0.3912105626938546,-0.39300456319391996,0.037709170094685274,-0.32647007957682916,-0.08908990095827618,-0.5561912741856586
2025-09-05,SPY,-0.0029005866062625785,-11.68568456884714,-9.599217355768491,-9.245032336761613,0.0,-9.577540261494306,-10.269770179841961,-11.438948321092774,-10.502615895211143,0.0,0.0,0.0,0.0,0.0,0.0,-0.3912105626938546,-0.39300456319391996,0.037709170094685274,-0.32647007957682916,-0.08908990095827618,-0.5561912741856586
2025-09-08,SPY,0.0024538508507303547,-12.020193425127934,-12.050474710629766,-9.334895424972908,0.0,-11.68568456884714,-10.348908802932508,-11.489942347948025,-9.599217355768491,0.0,0.0,0.0,0.0,0.0,0.0,-0.3912105626938546,-0.39300456319391996,0.037709170094685274,-0.32647007957682916,-0.08908990095827618,-0.5561912741856586
2025-09-09,SPY,0.0023091209953829406,-12.141776696688702,-11.386789414930403,-9.110830064855293,0.0,-12.020193425127934,-10.705319810568078,-11.593076761225298,-12.050474710629766,0.0,0.0,0.0,0.0,0.0,0.0,-0.37962323275441784,-0.38100373196503257,0.08449793416089407,-0.31295485877249285,-0.058868728232612445,-0.5493777351470498
2025-09-10,SPY,0.00288654006079625,-11.69539340976859,-11.249498948829117,-9.142407263171165,0.0,-12.141776696688702,-11.173210645775827,-11.500918981696195,-11.386789414930403,0.0,0.0,0.0,0.0,0.0,0.0,-0.37962323275441784,-0.38100373196503257,0.08449793416089407,-0.31295485877249285,-0.058868728232612445,-0.5493777351470498
2025-09-11,SPY,0.00827595011479243,-9.58880309362492,-10.87990227694302,-9.207914541875175,0.0,-11.69539340976859,-11.424117672385336,-11.590905608204668,-11.249498948829117,0.0,0.0,0.0,0.0,0.0,0.0,-0.37962323275441784,-0.38100373196503257,0.08449793416089407,-0.31295485877249285,-0.058868728232612445,-0.5493777351470498
2025-09-12,SPY,-0.0003347802811610734,-16.004072236903664,-12.412254955462881,-9.836161613851786,0.0,-9.58880309362492,-11.426370238811458,-11.460852963602157,-10.87990227694302,0.0,0.0,0.0,0.0,0.0,0.0,-0.37962323275441784,-0.38100373196503257,0.08449793416089407,-0.31295485877249285,-0.058868728232612445,-0.5493777351470498
