Date,ticker,ret,log_rv_1d,log_range_var,log_forward5_rv,left_tail5,har_d_l1,har_w_l1,har_m_l1,range_l1,forecast_revision_shock_raw,growth_revision_raw,inflation_revision_raw,labor_revision_raw,speech_count_raw,chair_weighted_shock_raw,forecast_revision_shock_z_l1,chair_weighted_shock_z_l1,growth_revision_z_l1,inflation_revision_z_l1,labor_revision_z_l1,speech_count_z_l1
2020-01-02,IEF,,,-12.713923506569325,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03,IEF,0.00666096765944868,-10.022981021545014,-12.040637146091717,-9.834016243722733,0.0,,,,-12.713923506569325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-06,IEF,-0.001077372567824142,-13.666460019001851,-12.230416060180254,-11.184061411276785,0.0,-10.022981021545014,,,-12.040637146091717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-07,IEF,-0.0014380105194531367,-13.088989408748121,-13.298669406693469,-11.169325679964661,0.0,-13.666460019001851,,,-12.230416060180254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-08,IEF,-0.0023409954784163745,-12.114358043901014,-11.364807112373505,-11.046459091143017,0.0,-13.088989408748121,,,-13.298669406693469,0.2678810608090008,-0.2678810608090008,0.0,0.0,1.0,0.2678810608090008,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-09,IEF,0.0007209087186543783,-14.469996065004676,-12.219042735819318,-10.995813326816439,0.0,-12.114358043901014,,,-11.364807112373505,10.5,3.25,3.0,4.25,1.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-10,IEF,0.0021599339086995073,-12.275355311156977,-13.381854131169787,-10.794698220343259,0.0,-14.469996065004676,-12.672556911640134,,-12.219042735819318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-13,IEF,-0.0011691809880378656,-13.502903571036148,-14.10513483017042,-11.012425240774533,0.0,-12.275355311156977,-13.123031769562527,,-13.381854131169787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-14,IEF,0.0019776845070573756,-12.451657118970733,-13.662426892373096,-10.391358372255878,0.0,-13.502903571036148,-13.090320479969387,,-14.10513483017042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-15,IEF,0.002511678297548059,-11.973608209680169,-13.7697152609739,-10.526463517434188,0.0,-12.451657118970733,-12.962854022013909,,-13.662426892373096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-16,IEF,-0.002062978851471442,-12.367208592584841,-13.567429530334138,-10.528257371236794,0.0,-11.973608209680169,-12.93470405516974,,-13.7697152609739,3.4416299559471364,-1.1013215859030836,0.6883259911894273,-1.6519823788546255,1.0,3.4416299559471364,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-17,IEF,-0.0008079803639784444,-14.241945603490706,-13.563583230071968,-10.254025720633207,0.0,-12.367208592584841,-12.514146560685774,,-13.567429530334138,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-21,IEF,0.003945647082866266,-11.070284624120012,-13.30494826088915,-9.434187312641631,0.0,-14.241945603490706,-12.90746461915252,,-13.563583230071968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-22,IEF,0.00017866979665726035,-17.259942334221922,-14.38454407801706,-9.488943135084536,0.0,-11.070284624120012,-12.420940829769291,,-13.30494826088915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-23,IEF,0.002502092061575034,-11.981256144840971,-13.231419556413089,-9.225950941077542,0.0,-17.259942334221922,-13.382597872819531,,-14.38454407801706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-24,IEF,0.0035640001126608922,-11.27374347552555,-12.060668715502434,-9.28149341444426,0.0,-11.981256144840971,-13.384127459851692,,-13.231419556413089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-27,IEF,0.006736552037289734,-10.000414104241486,-13.906272869290845,-9.156452983530018,0.0,-11.27374347552555,-13.165434436439833,,-12.060668715502434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-28,IEF,-0.0033628010812787323,-11.389961994323977,-12.631266415548653,-9.706577432486311,0.0,-10.000414104241486,-12.317128136589988,,-13.906272869290845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
