Date,forecast_revision_shock_raw,growth_revision_raw,inflation_revision_raw,labor_revision_raw,speech_count_raw,chair_weighted_shock_raw,forecast_revision_shock_z_l1,chair_weighted_shock_z_l1,growth_revision_z_l1,inflation_revision_z_l1,labor_revision_z_l1,speech_count_z_l1
2020-04-30,0.0,0.0,0.0,0.0,0.0,0.0,-0.24306171776984978,-0.23884564546305273,-0.10741095730360153,-0.06237452752649123,-0.10888774804300486,-0.39666259030425843
2020-05-01,0.0,0.0,0.0,0.0,0.0,0.0,-0.24152401709486335,-0.2373375559171146,-0.10676237091402377,-0.062000778353574856,-0.10823003344982392,-0.3939173382208633
2020-05-04,0.0,0.0,0.0,0.0,0.0,0.0,-0.2400151558550229,-0.23585769536927711,-0.10612539347330463,-0.06163366729551458,-0.10758409497937618,-0.39122840600189307
2020-05-05,0.0,0.0,0.0,0.0,1.0,0.0,-0.23853424314025481,-0.23440519346520594,-0.1054996827553439,-0.06127300017888901,-0.10694958536516426,-0.3885938911144472
2020-05-06,0.0,0.0,0.0,0.0,0.0,0.0,-0.23708042612401364,-0.23297921698306742,-0.10488491049348801,-0.06091859068904693,-0.10632617151033172,2.083779350495876
2020-05-07,0.0,0.0,0.0,0.0,0.0,0.0,-0.2356528879942954,-0.23157896782012077,-0.10428076165687176,-0.06057025996589066,-0.10571353375286902,-0.40248717385075256
2020-05-08,0.0,0.0,0.0,0.0,0.0,0.0,-0.23425084602046634,-0.2302036811112212,-0.10368693377208858,-0.06022783622478005,-0.10511136517686057,-0.39984808096173835
2020-05-11,0.0,0.0,0.0,0.0,0.0,0.0,-0.23287354974548746,-0.22885262346913493,-0.10310313628687182,-0.05989115440073304,-0.10451937096640224,-0.3972603171931981
2020-05-12,0.0,0.0,0.0,0.0,0.0,0.0,-0.23152027929403188,-0.22752509133745075,-0.10252908997274605,-0.05956005581424978,-0.10393726779909944,-0.39472223762181047
2020-05-13,5.737704918032787,-2.459016393442623,-0.819672131147541,-2.459016393442623,1.0,8.60655737704918,-0.23019034378780967,-0.22622040944766703,-0.1019645263638593,-0.05923438785722416,-0.10336478327631192,-0.3922322702763681
2020-05-14,0.0,0.0,0.0,0.0,0.0,0.0,3.0863919495341463,3.8178649325433205,-4.283807782541342,-1.6530580357300602,-3.5411047100905786,2.0927975544835533
2020-05-15,0.0,0.0,0.0,0.0,0.0,0.0,-0.2513564542291168,-0.2487784352258246,-0.04417064335659527,-0.04026976602321988,-0.057205342954124806,-0.40514814396159315
2020-05-18,0.0,0.0,0.0,0.0,0.0,0.0,-0.24994543531376193,-0.24738360223215558,-0.043937144096087365,-0.04005695891411376,-0.05690253407326695,-0.4026554093976706
2020-05-19,0.0,0.0,0.0,0.0,0.0,0.0,-0.24855793112478713,-0.24601198567101612,-0.04370730868905126,-0.03984748985917423,-0.05660448296551108,-0.4002082002648844
2020-05-20,0.0,0.0,0.0,0.0,0.0,0.0,-0.247193295310284,-0.24466294817322629,-0.04348104232270601,-0.039641272505644025,-0.05631106634380001,-0.3978051456453511
2020-05-21,9.7801500288517,-3.7507212925562605,-1.7311021350259663,-4.2983266012694745,3.0,11.136180034622042,-0.2458509061350542,-0.24333587661445563,-0.043258253583637676,-0.03943822359576667,-0.05602216534732939,-0.39544493179310386
2020-05-22,0.0,0.0,0.0,0.0,0.0,0.0,4.837168648101506,4.543539688680786,-5.502828585700154,-3.3121893289891604,-5.285988929816376,5.822567338603127
2020-05-26,0.0,0.0,0.0,0.0,0.0,0.0,-0.26336197321011245,-0.2621407942710052,0.020647956502224393,-0.003147373227480344,0.00704328667454812,-0.3775519229794156
2020-05-27,0.0,0.0,0.0,0.0,0.0,0.0,-0.26196346463138764,-0.2607496150193886,0.020545461238075748,-0.0031317564358029396,0.007008337542002704,-0.37540838922361974
2020-05-28,0.0,0.0,0.0,0.0,0.0,0.0,-0.26058701659360733,-0.2593803673707373,0.020444477119501665,-0.003116369793855928,0.006973903486965342,-0.37330100451068765
2020-05-29,0.0,0.0,0.0,0.0,0.0,0.0,-0.25923205477507033,-0.2580324807064059,0.02034496737982997,-0.0031012077043998543,0.0069399719822477255,-0.3712287629223538
2020-06-01,0.0,0.0,0.0,0.0,0.0,0.0,-0.25789802558335057,-0.25670540499090544,0.020246896492522287,-0.0030862647589086465,0.006906530923038386,-0.3691906973356275
2020-06-02,0.0,0.0,0.0,0.0,0.0,0.0,-0.25658439520262705,-0.25539860982651885,0.02015023011791343,-0.00307153572946833,0.006873568608769724,-0.36718587751845533
2020-06-03,0.0,0.0,0.0,0.0,0.0,0.0,-0.2552906486940116,-0.25411158356047775,0.02005493505271976,-0.0030570155610967326,0.006841073725927363,-0.3652134083384812
2020-06-04,0.0,0.0,0.0,0.0,0.0,0.0,-0.25401628914542385,-0.25284383244127967,0.019960979182147932,-0.0030426993644585786,0.006809035331744539,-0.3632724280770466
2020-06-05,0.0,0.0,0.0,0.0,0.0,0.0,-0.25276083686781875,-0.25159487982097944,0.019868331434447307,-0.003028582408952124,0.006777442838728125,-0.36136210684119724
2020-06-08,0.0,0.0,0.0,0.0,0.0,0.0,-0.2515238286348079,-0.25036426540052276,0.019776961737759974,-0.003014660116145168,0.006746285999966693,-0.3594816450670279
2020-06-09,0.0,0.0,0.0,0.0,0.0,0.0,-0.2503048169629316,-0.24915154451540078,0.019686840979132432,-0.00300092805353975,0.006715554895174291,-0.3576302721082195
2020-06-10,0.0,0.0,0.0,0.0,0.0,0.0,-0.2491033694300371,-0.24795628745910483,0.019597940965562118,-0.0029873819286462713,0.0066852399174268055,-0.35580724490409177
2020-06-11,0.0,0.0,0.0,0.0,0.0,0.0,-0.24791906802939973,-0.24677807884203834,0.019510234386960413,-0.002974017583349051,0.006655331760550675,-0.3540118467219277
2020-06-12,0.0,0.0,0.0,0.0,0.0,0.0,-0.2467515085573927,-0.2456165169837088,0.019423694780921784,-0.002960830988546532,0.0066258214071263435,-0.35224338596872273
2020-06-15,0.0,0.0,0.0,0.0,0.0,0.0,-0.24560030003266398,-0.24447121333617763,0.019338296499195825,-0.0029478182390504596,0.006596700117071391,-0.3505011950678715
2020-06-16,6.5969062784349415,-2.72975432211101,-3.867151956323931,0.0,1.0,7.916287534121929,-0.24446506414492117,-0.24334179193688404,0.019254014675765818,-0.0029349755487293678,0.006567959416770507,-0.3487846293966368
2020-06-17,0.0,0.0,0.0,0.0,0.0,0.0,3.2700334110632245,3.248836517975398,-3.986950321536931,-6.365026589051406,0.00653959108872162,1.8246630814012554
2020-06-18,0.0,0.0,0.0,0.0,0.0,0.0,-0.26112190274321084,-0.26002512862095306,0.05267347616598468,0.05324282423560544,0.006511587161669497,-0.3593811248062554
2020-06-19,1.2474012474012475,-0.4158004158004158,0.0,-0.8316008316008316,2.0,1.496881496881497,-0.2599368745774263,-0.25884571524954075,0.052449214480769786,0.05301612472279663,0.006483939901199891,-0.35765624252613903
2020-06-22,0.0,0.0,0.0,0.0,0.0,0.0,0.4113855602642167,0.4082492902403375,-0.5650948415775207,0.05279229632854279,-1.1028628443352992,3.774547166736025
2020-06-23,0.0,0.0,0.0,0.0,0.0,0.0,-0.26319883670585276,-0.2620855170941577,0.05719155987318809,0.05257127896019344,0.01583736724727468,-0.3669262711201447
2020-06-24,0.0,0.0,0.0,0.0,0.0,0.0,-0.26203287232069905,-0.2609251255011378,0.05695399140323371,0.052353014271206526,0.015771780425703884,-0.36520056778680177
2020-06-25,0.0,0.0,0.0,0.0,0.0,0.0,-0.26088227666244873,-0.25978002073373235,0.05671935889295065,0.05213744559645696,0.015707001677098834,-0.36349901278589775
2020-06-26,0.0,0.0,0.0,0.0,0.0,0.0,-0.25974671485770556,-0.25864986988687383,0.056487602366966067,0.05192451789045033,0.015643014544790952,-0.3618210476027736
2020-06-29,0.0,0.0,0.0,0.0,0.0,0.0,-0.25862586216530686,-0.25753435012262715,0.0562586635511483,0.051714177668289,0.0155798030374822,-0.3601661316561477
2020-06-30,0.0,0.0,0.0,0.0,0.0,0.0,-0.25751940358535524,-0.25643314828194674,0.05603248581106448,0.051506372949246794,0.015517351612462194,-0.3585337415639923
2020-07-01,0.0,0.0,0.0,0.0,0.0,0.0,-0.25642703348654056,-0.25534596051458613,0.05580901409313734,0.051301053202817117,0.015455645159559129,-0.3569233704458333
2020-07-02,0.0,0.0,0.0,0.0,0.0,0.0,-0.2553484552507483,-0.254272491926165,0.05558819486836255,0.05109816929710742,0.015394668985786893,-0.3553345272593507
2020-07-06,0.0,0.0,0.0,0.0,0.0,0.0,-0.2553484552507483,-0.254272491926165,0.05558819486836255,0.05109816929710742,0.015394668985786893,-0.3553345272593507
2020-07-07,0.47438330170777987,0.0,-0.47438330170777987,0.0,1.0,0.5692599620493358,-0.2553484552507483,-0.254272491926165,0.05558819486836255,0.05109816929710742,0.015394668985786893,-0.3553345272593507
2020-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.007590355689537949,0.007015377325140241,0.05558819486836255,-0.7649213535089824,0.015394668985786893,1.7390467923023245
2020-07-09,0.0,0.0,0.0,0.0,0.0,0.0,-0.25751960022530557,-0.2564295859477244,0.05558819486836255,0.05750521055981799,0.015394668985786893,-0.3678752829870302
2020-07-10,0.0,0.0,0.0,0.0,0.0,0.0,-0.2562755818669892,-0.2553965641755666,0.05232506774468464,0.05750521055981799,0.015394668985786893,-0.3553345272593507
2020-07-13,0.0,0.0,0.0,0.0,0.0,0.0,-0.24272013280333526,-0.2415181627708919,0.10368891821485922,0.1120590392790304,0.0735760672794311,-0.3426426178364415
2020-07-14,8.287292817679557,-0.1151012891344383,-5.4097605893186,2.762430939226519,1.0,8.287292817679557,-0.24272013280333526,-0.24151816277089186,0.10368891821485922,0.1120590392790304,0.0735760672794311,-0.3426426178364415
2020-07-15,0.0,0.0,0.0,0.0,0.0,0.0,4.61807647940322,3.890980779670595,-0.09499524306771168,-7.617592257213834,4.231277863752518,1.7766726362967538
2020-07-16,0.0,0.0,0.0,0.0,0.0,0.0,-0.2596293588362789,-0.25928720385577436,0.10527911947966986,0.14333777062431832,0.03475357814481652,-0.3553345272593507
2020-07-17,0.0,0.0,0.0,0.0,0.0,0.0,-0.2596293588362789,-0.25928720385577436,0.10527911947966986,0.14333777062431832,0.03475357814481652,-0.3553345272593507
2020-07-20,0.0,0.0,0.0,0.0,0.0,0.0,-0.24661393281444918,-0.2476980499362407,0.09128270890213873,0.1519463260862537,0.015216679658265817,-0.3426426178364415
2020-07-21,0.0,0.0,0.0,0.0,0.0,0.0,-0.24661393281444918,-0.2476980499362407,0.09128270890213873,0.1519463260862537,0.015216679658265817,-0.32978239640882606
2020-07-22,0.0,0.0,0.0,0.0,0.0,0.0,-0.24661393281444918,-0.2476980499362407,0.09128270890213873,0.1519463260862537,0.015216679658265817,-0.32978239640882606
2020-07-23,0.0,0.0,0.0,0.0,0.0,0.0,-0.24661393281444918,-0.2476980499362407,0.09128270890213873,0.1519463260862537,0.015216679658265817,-0.32978239640882606
2020-07-24,0.0,0.0,0.0,0.0,0.0,0.0,-0.24661393281444918,-0.2476980499362407,0.09128270890213873,0.1519463260862537,0.015216679658265817,-0.32978239640882606
2020-07-27,0.0,0.0,0.0,0.0,0.0,0.0,-0.24661393281444918,-0.2476980499362407,0.09128270890213873,0.1519463260862537,0.015216679658265817,-0.32978239640882606
2020-07-28,0.0,0.0,0.0,0.0,0.0,0.0,-0.24661393281444918,-0.2476980499362407,0.09128270890213873,0.1519463260862537,0.015216679658265817,-0.32978239640882606
2020-07-29,0.0,0.0,0.0,0.0,0.0,0.0,-0.24661393281444918,-0.2476980499362407,0.09128270890213873,0.1519463260862537,0.015216679658265817,-0.32978239640882606
2020-07-30,0.0,0.0,0.0,0.0,0.0,0.0,-0.24661393281444918,-0.2476980499362407,0.09128270890213873,0.1519463260862537,0.015216679658265817,-0.32978239640882606
2020-07-31,0.0,0.0,0.0,0.0,0.0,0.0,-0.24661393281444918,-0.2476980499362407,0.09128270890213873,0.1519463260862537,0.015216679658265817,-0.32978239640882606
2020-08-03,0.0,0.0,0.0,0.0,0.0,0.0,-0.24661393281444918,-0.2476980499362407,0.09128270890213873,0.1519463260862537,0.015216679658265817,-0.32978239640882606
2020-08-04,0.0,0.0,0.0,0.0,0.0,0.0,-0.24661393281444918,-0.2476980499362407,0.09128270890213873,0.1519463260862537,0.015216679658265817,-0.32978239640882606
2020-08-05,0.0,0.0,0.0,0.0,0.0,0.0,-0.24661393281444918,-0.2476980499362407,0.09128270890213873,0.1519463260862537,0.015216679658265817,-0.32978239640882606
2020-08-06,0.4566210045662101,-0.4566210045662101,0.0,0.0,1.0,0.4566210045662101,-0.2425962345943806,-0.24425961028353127,0.09970214347923652,0.14872531789760288,0.015216679658265817,-0.3167349480043518
2020-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.04014829826825451,-0.002831382358067361,-0.6968014970952708,0.1328300740008402,0.018856760942829544,1.9004096880261112
2020-08-10,0.0,0.0,0.0,0.0,0.0,0.0,-0.23395351324698893,-0.23515106431589503,0.11712193514666266,0.1328300740008402,0.018856760942829544,-0.3167349480043518
2020-08-11,0.0,0.0,0.0,0.0,0.0,0.0,-0.2296902472194176,-0.23150146283309517,0.10900214899904397,0.1328300740008402,0.01514337812614559,-0.3034793149016796
2020-08-12,0.0,0.0,0.0,0.0,0.0,0.0,-0.2296902472194176,-0.23150146283309517,0.10900214899904397,0.1328300740008402,0.01514337812614559,-0.28999215219357044
2020-08-13,1.4914243102162565,-0.7457121551081283,0.7457121551081283,0.0,1.0,1.4914243102162565,-0.2296902472194176,-0.23150146283309517,0.10900214899904397,0.1328300740008402,0.01514337812614559,-0.28999215219357044
2020-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.6576226394258237,0.5208154628790035,-1.2073958596470475,1.2134543010319734,0.01514337812614559,1.945837960251946
2020-08-17,0.0,0.0,0.0,0.0,0.0,0.0,-0.23643386065737543,-0.2373150314095563,0.11889083084198843,0.12339725410912682,0.01514337812614559,-0.3034793149016796
2020-08-18,0.0,0.0,0.0,0.0,0.0,0.0,-0.23643386065737543,-0.2373150314095563,0.11889083084198843,0.12339725410912682,0.01514337812614559,-0.3034793149016796
2020-08-19,0.0,0.0,0.0,0.0,1.0,0.0,-0.23643386065737543,-0.2373150314095563,0.11889083084198843,0.12339725410912682,0.01514337812614559,-0.3034793149016796
2020-08-20,0.0,0.0,0.0,0.0,0.0,0.0,-0.23643386065737543,-0.2373150314095563,0.11889083084198843,0.12339725410912682,0.01514337812614559,1.9004096880261112
2020-08-21,0.0,0.0,0.0,0.0,0.0,0.0,-0.22479542500594016,-0.22670936918873622,0.11889083084198843,0.11452897425149727,0.0071699153465031,-0.3029051614585695
2020-08-24,0.0,0.0,0.0,0.0,0.0,0.0,-0.22479542500594016,-0.22670936918873622,0.11889083084198843,0.11452897425149727,0.0071699153465031,-0.3029051614585695
2020-08-25,0.0,0.0,0.0,0.0,0.0,0.0,-0.20878385249104692,-0.21159657015811992,0.19423418751919563,0.16354864439860936,0.07493924996636946,-0.2889758258946108
2020-08-26,2.5230364194822292,-0.8775778850372971,-0.8775778850372971,-0.767880649407635,1.0,2.5230364194822292,-0.20878385249104692,-0.21159657015811992,0.19423418751919563,0.16354864439860936,0.07493924996636946,-0.2889758258946108
2020-08-27,4.436488169364881,-2.801992528019925,0.0,1.6344956413449563,1.0,6.654732254047321,1.5881528826600897,1.3238932351530075,-1.6141470993573654,-1.231270228399112,-1.4041165015537145,2.13842111162012
2020-08-28,0.0,0.0,0.0,0.0,0.0,0.0,2.8375119667452626,3.615237124618498,-4.975698077947954,0.1702764649733387,3.10505325229996,2.0824729850276658
2020-08-31,1.2043610547667343,-0.2535496957403651,-0.44371196754563896,-0.5070993914807302,1.0,1.445233265720081,-0.2366475943919037,-0.23970281109917796,0.22620277259934393,0.1702764649733387,0.0585770459730654,-0.3029051614585695
2020-09-01,6.3172671970051475,0.0,2.1057557323350493,4.211511464670099,1.0,6.3172671970051475,0.5905639671473705,0.590151086554706,-0.24076995200406706,-0.5321886745254715,-0.8763711738767673,2.029725476950348
2020-09-02,0.0,0.0,0.0,0.0,0.0,0.0,3.8438055210834716,3.235102670335398,0.2299322979004017,3.3468347888048173,6.4047896368504125,1.9798637900567053
2020-09-03,0.0,0.0,0.0,0.0,0.0,0.0,-0.2606790214271136,-0.2632682552681809,0.2299322979004017,0.14218328484198325,0.0030821523197305982,-0.32997729834278416
2020-09-04,0.0,0.0,0.0,0.0,0.0,0.0,-0.2606790214271136,-0.2632682552681809,0.2299322979004017,0.14218328484198325,0.0030821523197305982,-0.32997729834278416
2020-09-08,0.0,0.0,0.0,0.0,0.0,0.0,-0.2606790214271136,-0.2632682552681809,0.2299322979004017,0.14218328484198325,0.0030821523197305982,-0.32997729834278416
2020-09-09,0.0,0.0,0.0,0.0,0.0,0.0,-0.2606790214271136,-0.2632682552681809,0.2299322979004017,0.14218328484198325,0.0030821523197305982,-0.32997729834278416
