Date,Open,High,Low,Close,Volume
2022-01-03,388.19832024519195,391.00974454371743,386.0873473183604,390.7568054199219,40575900
2022-01-04,391.30155766728365,391.34047822796384,382.5949599614313,385.6884765625,58027200
2022-01-05,384.00552916746227,385.12428010378204,373.5867825549278,373.8397216796875,75739800
2022-01-06,372.020529806364,376.81645685721696,369.7927954770154,373.5769958496094,70814300
2022-01-07,373.58676631105357,375.26973173594047,367.7596666339239,369.5301513671875,72652300
2022-01-10,364.62722258681447,370.28896172719385,359.2670509897626,369.7733459472656,91770500
2022-01-11,369.0437150608484,375.49342437997234,366.9619254037455,375.32806396484375,68295700
2022-01-12,377.89626785911645,379.5889707439038,374.54010446184316,376.81646728515625,54576400
2022-01-13,378.19781508490973,378.87879122687906,366.4560680740918,367.38995361328125,77994000
2022-01-14,364.8704516363952,370.006867509756,364.6661409463367,369.6761169433594,80121200
2022-01-18,363.8685030921583,365.9892138545556,359.7146008904808,360.473388671875,75450900
2022-01-19,362.0297708089985,364.50070652430776,356.2513004133618,356.51397705078125,81791500
2022-01-20,359.73397518513565,363.70301100121503,351.34839137289583,351.8834228515625,88610700
2022-01-21,349.6946518810321,352.3309484155579,341.84409858774796,342.126220703125,143388900
2022-01-24,336.5033910595923,344.35394409860754,325.06318082244553,343.6924133300781,198685800
2022-01-25,337.2427637902628,341.4841848912907,332.38844029940157,335.72515869140625,124398400
2022-01-26,343.3130289963466,347.17507067851926,331.51288540493397,335.1998291015625,146559500
2022-01-27,339.89843625241,341.717578860409,330.8026935247298,331.82415771484375,95255700
2022-01-28,333.7017154948516,342.4472338873204,328.7598729741147,342.23321533203125,108167900
2022-01-31,343.5951296676344,353.76093569684656,341.9607928414267,353.17724609375,94326400
2022-02-01,354.51978388230384,356.23193242737494,349.37366005965646,355.58013916015625,74433000
2022-02-02,359.70481264846654,360.0355631779779,354.3835618038252,358.4693298339844,78777100
2022-02-03,348.78022424897017,352.0877595673493,342.87528317586026,343.9356384277344,95384800
2022-02-04,344.4512625092367,351.5722121816899,342.3986553419763,348.2744140625,86318300
2022-02-07,348.8678018823196,351.2317141430203,344.2177888048599,345.47271728515625,58198100
2022-02-08,344.3345030373818,350.4437252968105,343.206044188482,349.35418701171875,64720900
2022-02-09,353.8680273004975,356.8350746245941,352.27261072691533,356.75726318359375,55766400
2022-02-10,349.7433081789407,356.5237692365518,346.8443644225489,348.6829528808594,112468500
2022-02-11,348.68293354866245,350.2783500326764,336.39638598494747,337.62213134765625,101569100
2022-02-14,337.06756867725016,341.4354881578317,334.53829662301456,338.0403747558594,80254400
2022-02-15,343.31305828353123,346.67895960611054,342.252703030362,346.44549560546875,55128800
2022-02-16,344.19830964180295,347.37937534683465,341.17286680940686,346.3579406738281,58947100
2022-02-17,343.14761274914025,343.84803432565775,335.63754850169113,336.0558776855469,61801400
2022-02-18,336.9897354830625,337.37885195183105,329.91744643602993,332.2229919433594,80001500
2022-02-22,329.2851761441837,334.6842686128457,325.2577737302446,328.8863220214844,85967100
2022-02-23,332.03827326866593,332.87487248653105,320.15057838528617,320.4618835449219,86215400
2022-02-24,310.1695256086582,331.76583514902126,309.6053110745808,331.23077392578125,130614100
2022-02-25,332.02848018101594,336.5714981761726,328.21509652010724,336.3671875,78842100
2022-02-28,333.1958841481367,339.0619047530669,332.0382423149123,337.36920166015625,77515500
2022-03-01,336.34774671347776,338.61437211753906,329.6840182452462,332.2035827636719,67407000
2022-03-02,333.750339065548,339.11051074418504,330.98757301152676,337.77777099609375,70609000
2022-03-03,340.41404313685024,340.5210672491219,331.0945734414268,332.95263671875,71089400
2022-03-04,330.5984383743675,332.02846460203284,325.81224874261795,328.12750244140625,76936300
2022-03-07,328.1177901966875,329.2754318745046,315.82150637733827,316.0257873535156,89933800
2022-03-08,315.23783128014855,324.14873946634606,311.23961212376486,314.556884765625,116153900
2022-03-09,322.7284277548084,327.2325248047773,320.1407599335738,325.88031005859375,64723400
2022-03-10,321.8238210937463,323.4678662884436,317.8255713431909,322.2615661621094,69362700
2022-03-11,325.2285266941595,325.53983175609693,315.0918745614951,315.5782775878906,66228400
2022-03-14,314.3428716623377,317.70877279649835,308.81733958006123,309.51776123046875,79802600
2022-03-15,312.1540286427411,320.0045810582813,310.54890450229607,319.226318359375,76471000
2022-03-16,323.13712427150097,331.18222274399216,319.4696250375867,331.06549072265625,105243000
2022-03-17,329.1684535780236,335.131760776708,327.8746342985671,335.0733947753906,67810000
2022-03-18,333.4195566448327,342.2234697530368,332.26191499890564,341.9316101074219,85446300
2022-03-21,341.09789357328924,343.3186324478158,336.5979479498107,340.9809875488281,73799100
2022-03-22,341.47781828362815,348.54913327087644,341.09797022303843,347.6822509765625,63345900
2022-03-23,344.80893962791197,348.3640665745437,342.62713922984744,342.6855773925781,70615500
2022-03-24,344.60428887839834,350.35096436659234,342.45173783238135,350.30224609375,53555300
2022-03-25,350.243853940656,351.29580018977583,345.71471853730384,350.0101013183594,57584200
2022-03-28,350.00036133268156,355.5230049812949,348.7633807065235,355.42559814453125,56833900
2022-03-29,359.31183941200896,362.1656780545059,356.54565799435034,361.5423278808594,68073000
2022-03-30,359.68197082403816,361.3377976846079,356.06840647526775,357.54888916015625,68757700
2022-03-31,357.6949804858477,358.0456391088496,352.279493961754,353.1171569824219,67011400
2022-04-01,353.38013902507805,354.1593341944505,349.2698205991994,352.4450988769531,54527800
2022-04-04,353.2827619279761,359.71122665164575,353.0197902241706,359.70147705078125,45950200
2022-04-05,358.250252800888,358.9612900813736,350.5750570202456,351.71466064453125,62738700
2022-04-06,346.4062347899626,347.50686952486234,341.448533407247,344.078369140625,90077100
2022-04-07,343.0849038199109,347.0880960702405,339.6271839292701,344.8965759277344,63777400
2022-04-08,343.162847342799,343.91282354869514,339.44212594464426,340.0752258300781,61956100
2022-04-11,335.84794372082325,336.7635142938174,331.688937195183,332.02984619140625,66107400
2022-04-12,336.77331286308385,338.65314282857037,329.2539632767462,330.6273193359375,72790200
2022-04-13,330.9682456882889,338.3999391002266,330.24748854144997,337.3480224609375,61367800
2022-04-14,337.4356714950059,337.95189506250176,329.41956693429603,329.63385009765625,73519400
2022-04-18,328.58191656925595,332.1760118780032,327.062465025245,329.8870849609375,58560600
2022-04-19,329.2441815884501,337.8349460281546,328.221484275128,337.2602844238281,56515700
2022-04-20,338.06872955151954,338.526514901853,331.1240416669341,332.341552734375,65500000
2022-04-21,336.21818665280017,338.8285237753155,324.53982764450114,325.4651184082031,75801000
2022-04-22,325.6208654467017,326.83837639396864,316.5138776162672,316.94244384765625,82562100
2022-04-25,315.31589645643817,321.32551442948113,314.0496671138111,321.0138244628906,101755900
2022-04-26,318.95868479443385,319.14374885707394,308.6244352611816,308.8971862792969,105819600
2022-04-27,308.99460490463673,314.4880299191274,306.8128342616935,308.527099609375,111204200
2022-04-28,313.48475162677266,321.3157910363892,309.26727669681173,319.4846496582031,99450000
2022-04-29,315.28668087637624,318.7249309741561,304.4751765510485,305.1082763671875,91977900
2022-05-02,304.69915807506743,310.43608414182137,301.6018172427122,310.20233154296875,115511800
2022-05-03,310.22181833531886,312.8224350402843,307.7673267371829,310.53350830078125,78185500
2022-05-04,311.0107361696474,321.7053631030934,305.7316253124771,321.0332946777344,116083400
2022-05-05,316.71844594551925,316.79635356866515,301.57259168354466,304.86474609375,154607400
2022-05-06,302.868107446833,306.90048921029944,297.1798687855756,301.2122802734375,139572800
2022-05-09,295.59225120251307,301.30967906735975,288.0339321273305,289.4267578125,113387300
2022-05-10,296.5954346788012,297.8129457012923,288.8618022859869,292.9429016113281,124124600
2022-05-11,290.6832255838595,296.18637005820534,283.38790825672874,284.2547607421875,140326100
