Date,SPY,TLT,GLD,PDBC,BTC,VIX
2019-01-02,224.38253784179688,98.69194793701172,121.33000183105469,7.553328037261963,3943.409423828125,23.219999313354492
2019-01-03,219.02810668945312,99.81499481201172,122.43000030517578,7.608278274536133,3836.7412109375,25.450000762939453
2019-01-04,226.36465454101562,98.65961456298828,121.44000244140625,7.718181133270264,3857.717529296875,21.3799991607666
2019-01-07,228.1494598388672,98.3687973022461,121.86000061035156,7.778128147125244,4025.248291015625,21.399999618530273
2019-01-08,230.29302978515625,98.11022186279297,121.52999877929688,7.8430705070495605,4030.847900390625,20.469999313354492
2019-01-09,231.3692626953125,97.9566879272461,122.30999755859375,8.007926940917969,4035.29638671875,19.979999542236328
2019-01-10,232.1854248046875,97.32647705078125,121.58999633789062,7.997934818267822,3678.924560546875,19.5
2019-01-11,232.275146484375,97.7062759399414,121.80000305175781,7.967960834503174,3687.365478515625,18.190000534057617
2019-01-14,230.8580322265625,97.3426513671875,122.08999633789062,7.8830366134643555,3706.05224609375,19.06999969482422
2019-01-15,233.50381469726562,96.98712921142578,121.87999725341797,7.952974796295166,3630.67529296875,18.600000381469727
2019-01-16,234.0688934326172,97.08409881591797,122.2699966430664,8.002930641174316,3655.0068359375,19.040000915527344
2019-01-17,235.8447723388672,97.10835266113281,122.11000061035156,8.002930641174316,3678.56396484375,18.059999465942383
2019-01-18,238.9838409423828,96.59934997558594,121.0199966430664,8.077863693237305,3657.83935546875,17.799999237060547
2019-01-22,235.75503540039062,97.2538070678711,121.44999694824219,8.027907371520996,3604.5771484375,20.799999237060547
2019-01-23,236.24835205078125,97.21337890625,121.27999877929688,8.017916679382324,3585.123046875,19.520000457763672
2019-01-24,236.3739013671875,97.85166931152344,121.08999633789062,8.032903671264648,3600.865478515625,18.889999389648438
2019-01-25,238.3739013671875,97.38304901123047,122.86000061035156,8.072868347167969,3599.765869140625,17.420000076293945
2019-01-28,236.56228637695312,97.2861328125,123.29000091552734,7.972957134246826,3470.450439453125,18.8700008392334
2019-01-29,236.24835205078125,97.77899169921875,123.9800033569336,8.037899017333984,3448.116943359375,19.1299991607666
2019-01-30,239.98837280273438,97.7062759399414,124.69000244140625,8.1028413772583,3486.181640625,17.65999984741211
2019-01-31,242.0959930419922,98.54650115966797,124.75,8.077863693237305,3457.792724609375,16.56999969482422
2019-02-01,242.21258544921875,97.95132446289062,124.5,8.15279769897461,3487.9453125,16.139999389648438
2019-02-04,243.9166259765625,97.51404571533203,123.95999908447266,8.15279769897461,3459.154052734375,15.729999542236328
2019-02-05,244.9390869140625,97.9594497680664,124.27999877929688,8.107836723327637,3466.357421875,15.569999694824219
2019-02-06,244.6162567138672,98.00801086425781,123.44000244140625,8.122824668884277,3413.767822265625,15.380000114440918
2019-02-07,242.28433227539062,98.65579223632812,123.73999786376953,8.047891616821289,3399.4716796875,16.3700008392334
2019-02-08,242.58033752441406,99.07694244384766,124.20999908447266,8.052886009216309,3666.7802734375,15.720000267028809
2019-02-11,242.71482849121094,98.68824768066406,123.5999984741211,8.007926940917969,3648.4306640625,15.970000267028809
2019-02-12,245.83596801757812,98.43721008300781,123.86000061035156,8.052886009216309,3653.528564453125,15.430000305175781
2019-02-13,246.63427734375,98.06468963623047,123.37000274658203,8.107836723327637,3632.070556640625,15.649999618530273
2019-02-14,246.0871124267578,98.62345886230469,124.05999755859375,8.132816314697266,3616.880859375,16.219999313354492
2019-02-15,248.76882934570312,98.77730560302734,124.80000305175781,8.282684326171875,3620.810791015625,14.90999984741211
2019-02-19,249.1992645263672,99.02833557128906,126.69999694824219,8.307661056518555,3947.094482421875,14.880000114440918
2019-02-20,249.7016143798828,98.74490356445312,126.4800033569336,8.337635040283203,3999.820556640625,14.020000457763672
2019-02-21,248.8136749267578,97.86225128173828,125.05000305175781,8.35761547088623,3954.1181640625,14.460000038146973
2019-02-22,250.3563232421875,98.4452896118164,125.5,8.38259506225586,4005.526611328125,13.510000228881836
2019-02-25,250.69712829589844,98.1537857055664,125.37000274658203,8.247714042663574,3882.6962890625,14.850000381469727
2019-02-26,250.5177764892578,98.6396713256836,125.58000183105469,8.287678718566895,3854.35791015625,15.170000076293945
2019-02-27,250.41014099121094,97.52214813232422,124.69000244140625,8.327643394470215,3851.04736328125,14.699999809265137
2019-02-28,249.9437255859375,97.19013977050781,123.98999786376953,8.312657356262207,3854.785400390625,14.779999732971191
2019-03-01,251.50425720214844,96.29180908203125,121.87999725341797,8.222735404968262,3859.583740234375,13.569999694824219
2019-03-04,250.58953857421875,97.04653930664062,121.55999755859375,8.242718696594238,3761.55712890625,14.630000114440918
2019-03-05,250.2487030029297,97.24935150146484,121.72000122070312,8.277688026428223,3896.375,14.739999771118164
2019-03-06,248.7329864501953,97.60645294189453,121.61000061035156,8.237722396850586,3903.942626953125,15.739999771118164
2019-03-07,246.65220642089844,98.23937225341797,121.51000213623047,8.217740058898926,3911.484375,16.59000015258789
2019-03-08,246.1588897705078,98.65325927734375,122.83999633789062,8.197757720947266,3901.131591796875,16.049999237060547
2019-03-11,249.728515625,98.36112213134766,122.23999786376953,8.217740058898926,3905.227294921875,14.329999923706055
2019-03-12,250.6702117919922,99.0509033203125,122.9800033569336,8.277688026428223,3909.15625,13.770000457763672
2019-03-13,252.32945251464844,98.86420440673828,123.83999633789062,8.342630386352539,3906.71728515625,13.40999984741211
2019-03-14,252.1680450439453,98.15013122558594,122.41000366210938,8.292675018310547,3924.369140625,13.5
2019-03-15,253.413818359375,98.79935455322266,122.97000122070312,8.292675018310547,3960.9111328125,12.880000114440918
2019-03-18,254.33270263671875,98.7425308227539,123.04000091552734,8.327643394470215,4032.50732421875,13.100000381469727
2019-03-19,254.39576721191406,98.52342224121094,123.37999725341797,8.347624778747559,4071.190185546875,13.5600004196167
2019-03-20,253.63009643554688,99.55398559570312,124.18000030517578,8.427555084228516,4087.476318359375,13.90999984741211
2019-03-21,256.4947509765625,99.77313232421875,123.68000030517578,8.377599716186523,4029.326904296875,13.630000114440918
2019-03-22,251.55813598632812,101.3230972290039,123.97000122070312,8.312657356262207,4023.96826171875,16.479999542236328
2019-03-25,251.36903381347656,101.48532104492188,124.91999816894531,8.332639694213867,3963.070556640625,16.329999923706055
2019-03-26,253.2427215576172,101.41233825683594,124.30000305175781,8.362611770629883,3985.080810546875,14.680000305175781
2019-03-27,251.9185028076172,102.3455581665039,123.6500015258789,8.31765079498291,4087.066162109375,15.149999618530273
2019-03-28,252.87338256835938,102.70258331298828,121.9000015258789,8.287678718566895,4069.107177734375,14.430000305175781
2019-03-29,254.46788024902344,102.60523223876953,122.01000213623047,8.2976713180542,4098.37451171875,13.710000038146973
2019-04-01,257.485595703125,101.1478271484375,121.52999877929688,8.372602462768555,4158.18310546875,13.399999618530273
2019-04-02,257.6117858886719,101.33484649658203,121.9800033569336,8.392586708068848,4879.8779296875,13.359999656677246
2019-04-03,258.0171203613281,100.45652770996094,121.80000305175781,8.397581100463867,4973.02197265625,13.739999771118164
2019-04-04,258.7017517089844,100.74118041992188,122.11000061035156,8.407571792602539,4922.798828125,13.579999923706055
2019-04-05,259.9539794921875,100.87129211425781,121.9800033569336,8.447538375854492,5036.68115234375,12.819999694824219
2019-04-08,260.1520080566406,100.51343536376953,122.51000213623047,8.477511405944824,5289.77099609375,13.180000305175781
2019-04-09,258.81890869140625,100.83061981201172,123.1500015258789,8.4625244140625,5204.95849609375,14.279999732971191
2019-04-10,259.7016906738281,101.07465362548828,123.52999877929688,8.537457466125488,5324.5517578125,13.300000190734863
2019-04-11,259.6296081542969,100.4809799194336,121.94999694824219,8.487502098083496,5064.48779296875,13.020000457763672
2019-04-12,261.3863525390625,99.7652587890625,121.83000183105469,8.50748348236084,5089.5390625,12.010000228881836
2019-04-15,261.21502685546875,100.01737213134766,121.5999984741211,8.487502098083496,5067.1083984375,12.319999694824219
2019-04-16,261.3863525390625,99.39117431640625,120.51000213623047,8.4625244140625,5235.5595703125,12.180000305175781
2019-04-17,260.7467041015625,99.43177795410156,120.27999877929688,8.452532768249512,5251.93798828125,12.600000381469727
2019-04-18,261.260009765625,99.95232391357422,120.37000274658203,8.457528114318848,5298.3857421875,12.09000015258789
2019-04-22,261.4853820800781,99.47248077392578,120.37000274658203,8.517476081848145,5399.365234375,12.420000076293945
2019-04-23,263.8365173339844,99.68391418457031,120.12000274658203,8.512479782104492,5572.3623046875,12.279999732971191
2019-04-24,263.2509460449219,100.49720001220703,120.47000122070312,8.497492790222168,5464.86669921875,13.140000343322754
2019-04-25,263.08880615234375,100.35082244873047,120.56999969482422,8.477511405944824,5210.515625,13.25
2019-04-26,264.31396484375,100.69242095947266,121.37000274658203,8.377599716186523,5279.34814453125,12.729999542236328
2019-04-29,264.728271484375,100.04991912841797,120.83000183105469,8.372602462768555,5247.3525390625,13.109999656677246
2019-04-30,264.8634338378906,100.56230163574219,121.19999694824219,8.397581100463867,5350.7265625,13.119999885559082
2019-05-01,262.8726806640625,100.97708892822266,120.4000015258789,8.387590408325195,5402.697265625,14.800000190734863
2019-05-02,262.3050842285156,100.49623107910156,119.94000244140625,8.277688026428223,5505.28369140625,14.420000076293945
2019-05-03,264.87255859375,100.78152465820312,120.6500015258789,8.282684326171875,5768.28955078125,12.869999885559082
2019-05-06,263.782470703125,101.05858612060547,120.80999755859375,8.307661056518555,5746.80712890625,15.4399995803833
2019-05-07,259.3774108886719,101.83284759521484,121.20999908447266,8.192761421203613,5829.50146484375,19.31999969482422
2019-05-08,259.01708984375,101.3927993774414,120.91000366210938,8.227731704711914,5982.45751953125,19.399999618530273
2019-05-09,258.2333984375,101.80838012695312,121.19999694824219,8.177775382995605,6174.52880859375,19.100000381469727
2019-05-10,259.5306396484375,101.66983032226562,121.43000030517578,8.197757720947266,6378.84912109375,16.040000915527344
2019-05-13,253.00839233398438,102.46854400634766,122.66999816894531,8.15279769897461,7814.9150390625,20.549999237060547
2019-05-14,255.2967071533203,102.16697692871094,122.45999908447266,8.272690773010254,7994.416015625,18.059999465942383
2019-05-15,256.7919616699219,102.79454040527344,122.38999938964844,8.332639694213867,8205.16796875,16.440000534057617
2019-05-16,259.1702575683594,102.45220184326172,121.51000213623047,8.397581100463867,7884.9091796875,15.289999961853027
2019-05-17,257.49468994140625,102.6804428100586,120.6500015258789,8.31765079498291,7343.8955078125,15.960000038146973
2019-05-20,255.7920684814453,102.46854400634766,120.63999938964844,8.347624778747559,7978.30908203125,16.309999465942383
2019-05-21,258.0981750488281,102.30552673339844,120.36000061035156,8.342630386352539,7963.32763671875,14.949999809265137
2019-05-22,257.3055114746094,102.89234924316406,120.23999786376953,8.237722396850586,7680.06640625,14.75
2019-05-23,254.16159057617188,104.04959106445312,121.16999816894531,8.057881355285645,7881.8466796875,16.920000076293945
2019-05-24,254.7381134033203,104.13926696777344,121.30000305175781,8.15279769897461,7987.37158203125,15.850000381469727
2019-05-28,252.36892700195312,104.8890151977539,120.83000183105469,8.217740058898926,8719.9619140625,17.5
2019-05-29,250.67527770996094,105.20691680908203,120.87000274658203,8.202754020690918,8659.4873046875,17.899999618530273
2019-05-30,251.36001586914062,106.11151885986328,121.69000244140625,8.112833023071289,8319.47265625,17.299999237060547
2019-05-31,247.97279357910156,107.44000244140625,123.33000183105469,7.893026351928711,8574.501953125,18.709999084472656
2019-06-03,247.34230041503906,108.15862274169922,125.11000061035156,7.858057498931885,8208.9951171875,18.860000610351562
2019-06-04,252.7113037109375,106.9254379272461,125.1500015258789,7.918004989624023,7707.77099609375,16.969999313354492
2019-06-05,254.90020751953125,106.32112121582031,125.47000122070312,7.748154163360596,7824.2314453125,16.09000015258789
2019-06-06,256.55780029296875,106.66413879394531,125.87999725341797,7.868049621582031,7822.0234375,15.930000305175781
2019-06-07,259.125244140625,107.58695220947266,126.58999633789062,7.8980231285095215,8043.951171875,16.299999237060547
2019-06-10,260.3143005371094,106.57430267333984,125.33000183105469,7.878040313720703,8000.32958984375,15.9399995803833
