jump_date,control_date,vix_jump,vix_control,dvix_jump,abs_dvix_z_jump,r2_next_jump,r2_next_control,sigma2_base_jump,sigma2_base_control,loss_base_jump,loss_base_control,sigma2_vvix_jump,sigma2_vvix_control,loss_vvix_jump,loss_vvix_control,sigma2_USEPU_jump,sigma2_USEPU_control,loss_USEPU_jump,loss_USEPU_control,sigma2_NFCI_jump,sigma2_NFCI_control,loss_NFCI_jump,loss_NFCI_control,sigma2_ANFCI_jump,sigma2_ANFCI_control,loss_ANFCI_jump,loss_ANFCI_control,sigma2_STLFSI_jump,sigma2_STLFSI_control,loss_STLFSI_jump,loss_STLFSI_control,sigma2_WLEMU_jump,sigma2_WLEMU_control,loss_WLEMU_jump,loss_WLEMU_control
2012-12-28,2022-12-16,22.719999313354492,22.6200008392334,,,2.840303009928158,0.7251760923904658,0.642985577632841,1.8734570260025893,3.975733607436073,1.014864518721676,1.4068167514386989,1.6493889877304841,2.3602868715657745,0.9400683829052108,0.913164702117146,1.834398622252789,3.019556076458411,1.0020375895518479,0.6857630616963384,1.873910788146642,3.764590840094198,1.0150129650847521,0.7606543311673788,1.7637632121957951,3.460449693801488,0.9786024636214057,0.8991361361179272,1.7132912820407633,3.0526034974754683,0.9616811640005429,0.7052632550620429,1.8283653672537312,3.6781106232909795,1.0000476968902612
2013-01-02,2024-01-17,14.680000305175781,14.789999961853027,,,0.05115525204390144,0.7838195171895108,1.5395343624119415,0.4146222043387458,0.4647077515762892,1.010055170184328,0.8800976068929431,0.43418681385176994,-0.06959793949829993,0.9709782954811333,1.75652340960159,0.49816334821615393,0.5924595318819537,0.8765914315510965,1.5080148284614192,0.47209846541071304,0.4447163501014667,0.9097205103541194,1.6071156283518542,0.45254317154335827,0.5062715109811513,0.9391604668184534,1.7249248041066931,0.7106692048526729,0.5748399690685102,0.7613833807576078,1.8204341924009557,0.41871343350210904,0.6271756173545561,1.001402745717534
2013-02-20,2019-02-27,14.680000305175781,14.699999809265137,,,0.37175278396505,0.034753176220047026,0.583892146957688,0.3291715661357694,0.09864157524787698,-1.0055984884607392,0.25278477714752245,0.19426114317566467,0.09541279718362095,-1.4596526587426433,0.6097079516801671,0.365763355767603,0.1149475047490725,-0.9107532561993229,0.5876830161800719,0.36125865449819017,0.10100607415745244,-0.9219608235012364,0.667703485156633,0.375043814742087,0.15285219376178377,-0.888048110772103,0.8179942039219452,0.3744094331362949,0.25356869821067307,-0.8895840235844008,0.7938721987936393,0.3923153602340442,0.23744508270478853,-0.8471044760592953
2013-02-25,2025-02-24,18.989999771118164,18.979999542236328,,,0.4654783336266105,0.24854812171302626,1.015629043259974,0.7396688540801168,0.4738234714990298,0.03447352260319969,1.2253924911716316,1.0071512034958527,0.583121799098977,0.2539090788376473,0.961372176426565,0.7115715650047912,0.44478753495672635,0.009015340020083362,0.9783495936707073,0.7651004861249664,0.4538909303694681,0.0571087347587676,1.0686689436264576,0.7750803270882843,0.5019822135658181,0.06588540950499977,1.245995575484106,1.0673852539545543,0.5935143128299853,0.29806896393732357,0.9383741846316054,0.8294747719318913,0.4324411841250525,0.11268260187249024
2013-04-15,2021-04-19,17.270000457763672,17.290000915527344,,,2.147618480765718,0.5400271514018972,1.1453449925829013,0.48714108770370795,2.0107902537654048,0.3893626714115278,1.7807715544900438,1.006683969648281,1.7830512125685387,0.5431033230456251,0.9861634444358445,0.5473669813904963,2.1638178812633937,0.38395485676998364,1.0910458645212655,0.5205063084212318,2.055540228793663,0.38455029548090425,1.1988804614554796,0.5571190236620049,1.9727414807401868,0.3843445932925773,1.3383665846763482,0.8973699213712804,1.896106285168406,0.4935016778207304,1.0520804150399532,0.5755462956311062,2.092075947962794,0.3858505983871445
2013-04-16,2016-04-26,13.960000038146973,13.960000038146973,,,2.166515088996093,0.04227911169086254,1.2672998311975916,0.35855114068160016,1.9464406208879261,-0.9077674323520191,1.1323378680880039,0.3770381602672144,2.0375959265715613,-0.8632740413175426,1.1657021355095925,0.30819884434229966,2.0118730693560227,-1.0398288266814655,1.2013993687458975,0.4999367889953208,1.9868133267691623,-0.608704695807382,1.3121431411026576,0.5069438509974455,1.9227888781272904,-0.5959550398779314,1.4592662312962728,0.39525335701667075,1.8625943352617196,-0.8212611935240914,1.1745638316466631,0.3941496686051698,2.005424202163602,-0.823757929513759
2013-04-17,2023-04-19,16.510000228881836,16.459999084472656,,,0.3935390207218377,0.2994466846063227,1.3739675809127803,0.41717036116002026,0.6041278582089045,-0.15645628739754935,1.9755635077407776,0.5126074043664925,0.8800571048922032,-0.08408122947561769,1.3180801460036848,0.533501008898905,0.5747461152204928,-0.06700824718433596,1.295691423596045,0.5234528886375165,0.5627734398817187,-0.07524781568176742,1.4122336543407719,0.39878182833953685,0.6238368448945055,-0.1684372727502147,1.6198790659305207,0.6044382910027091,0.7252949531203279,-0.008042535464030387,1.3049419585527338,0.5224493732490986,0.5677344445174857,-0.07606795525316212
2013-06-20,2012-06-21,20.489999771118164,20.079999923706055,,,0.10273430978946187,0.5886360653484488,1.6932685580496207,1.5442906547100752,0.5873329079567521,0.8157339024284055,2.008620691196526,2.1656982062653256,0.7485949581899355,1.0445424800772118,1.5248116763632793,1.4405234888225389,0.48924599225208454,0.7736330772253623,1.5762573764092784,1.511131095734075,0.520229388893906,0.8023918614680237,1.6517581182095018,1.4650003184714202,0.5640371924098795,0.7836547345224427,1.7046658175662908,1.4673729291012143,0.5936356295743008,0.7846232801396593,1.6281134113510398,1.452165997267141,0.5505221452888995,0.7784066313263627
2013-10-07,2015-10-05,19.40999984741211,19.540000915527344,,,1.3724000249041202,0.11780279901831688,0.5817674506467048,1.7165670112981464,1.8173337550787343,0.6089533462813905,1.2766004928024994,1.6510380787794139,1.3192433675691015,0.5727549749981267,0.6856307066535525,1.5192044589749487,1.6242445529587985,0.4957292413815182,0.5304594379031005,1.6967296037238488,1.9531794823881947,0.5981319654093664,0.5724588917838538,1.6911596030977054,1.8395630758723949,0.5950724513189382,0.6489230732412871,1.692115968257856,1.6824475226414513,0.5955984300674211,0.7642822521938034,1.680120712872463,1.526853600094524,0.5889813194208733
2013-10-10,2021-10-28,16.479999542236328,16.530000686645508,,,0.41255634834081434,0.04108530192680224,1.1102133140968191,0.5173981659471787,0.4761531452498379,-0.5795350403312816,1.348082232877461,0.8262120161732025,0.6047150487032735,-0.1411765491651495,1.2299246056132096,0.5785299379127996,0.5423850973113392,-0.476248257028736,1.0075892678149416,0.5404783604416602,0.417009544952746,-0.5392841258993561,1.0641308267070522,0.5979204411809157,0.4498515999166615,-0.4455839153449103,1.1567510150077152,0.916952390020435,0.5022661762046852,-0.04189336404159561,1.2439538520976094,0.5791079300299035,0.549944136197333,-0.4753205652930775
