Date,Close
2004-01-02,27.194738388061523
2004-01-05,26.867528915405273
2004-01-06,26.792444229125977
2004-01-07,26.872896194458008
2004-01-08,27.48973846435547
2004-01-09,27.650657653808594
2004-01-12,27.291296005249023
2004-01-13,27.30199432373047
2004-01-14,27.61310386657715
2004-01-15,27.462932586669922
2004-01-16,27.62920379638672
2004-01-20,27.216188430786133
2004-01-21,27.559473037719727
2004-01-22,27.339555740356445
2004-01-23,27.23764419555664
2004-01-26,27.677467346191406
2004-01-27,26.92654037475586
2004-01-28,26.68517303466797
2004-01-29,26.427709579467773
2004-01-30,26.079044342041016
2004-02-02,26.100513458251953
2004-02-03,25.944948196411133
2004-02-04,26.17560386657715
2004-02-05,26.658357620239258
2004-02-06,26.492063522338867
2004-02-09,26.427709579467773
2004-02-10,26.379430770874023
2004-02-11,26.443788528442383
2004-02-12,26.454517364501953
2004-02-13,26.497434616088867
2004-02-17,26.28824806213379
2004-02-18,26.14878273010254
2004-02-19,25.993215560913086
2004-02-20,26.014686584472656
2004-02-23,25.5963077545166
2004-02-24,25.01702117919922
2004-02-25,25.204734802246094
2004-02-26,25.0808048248291
2004-02-27,24.940683364868164
2004-03-01,24.913719177246094
2004-03-02,24.59578514099121
2004-03-03,24.396377563476562
2004-03-04,24.250871658325195
2004-03-05,24.27781867980957
2004-03-08,24.364051818847656
2004-03-09,24.24007797241211
2004-03-10,24.01375961303711
2004-03-11,24.051485061645508
2004-03-12,23.97064971923828
2004-03-15,23.89519691467285
2004-03-16,23.614961624145508
2004-03-17,23.96525764465332
2004-03-18,23.986812591552734
2004-03-19,23.765853881835938
2004-03-22,23.986812591552734
2004-03-23,24.19697380065918
2004-03-24,24.574214935302734
2004-03-25,24.676599502563477
2004-03-26,24.68739128112793
2004-03-29,24.54188346862793
2004-03-30,24.6119441986084
2004-03-31,24.59578514099121
2004-04-01,24.78977394104004
2004-04-02,25.1616268157959
2004-04-05,25.14546012878418
2004-04-06,25.501134872436523
2004-04-07,25.738256454467773
2004-04-08,25.61970329284668
2004-04-12,25.280193328857422
2004-04-13,25.032289505004883
2004-04-14,25.204742431640625
2004-04-15,25.210121154785156
2004-04-16,25.32868766784668
2004-04-19,25.29096794128418
2004-04-20,24.644277572631836
2004-04-21,24.784387588500977
2004-04-22,24.951452255249023
2004-04-23,24.902957916259766
2004-04-26,25.059232711791992
2004-04-27,25.26403045654297
2004-04-28,25.517311096191406
2004-04-29,25.533472061157227
2004-04-30,25.705928802490234
2004-05-03,25.614301681518555
2004-05-04,25.79753875732422
2004-05-05,26.029273986816406
2004-05-06,26.341835021972656
2004-05-07,26.174779891967773
2004-05-10,25.738256454467773
2004-05-11,25.614301681518555
2004-05-12,25.819093704223633
2004-05-13,25.662805557250977
2004-05-14,25.560426712036133
2004-05-17,25.247840881347656
2004-05-18,25.3771915435791
2004-05-19,25.555028915405273
2004-05-20,25.118526458740234
2004-05-21,25.25324249267578
2004-05-24,25.63047981262207
2004-05-25,25.991546630859375
2004-05-26,26.153228759765625
2004-05-27,27.003154754638672
2004-05-28,26.81909942626953
2004-06-01,26.586320877075195
2004-06-02,27.04646110534668
2004-06-03,26.802854537963867
2004-06-04,26.689176559448242
2004-06-07,26.9598445892334
2004-06-08,27.27925682067871
2004-06-09,27.111433029174805
2004-06-10,27.582414627075195
2004-06-14,27.311738967895508
2004-06-15,26.98150634765625
2004-06-16,27.322566986083984
2004-06-17,26.74329376220703
2004-06-18,27.43624496459961
2004-06-21,27.33880043029785
2004-06-22,27.577001571655273
2004-06-23,28.047998428344727
2004-06-24,28.210403442382812
2004-06-25,28.134607315063477
2004-06-28,27.49579429626465
2004-06-29,28.06964111328125
2004-06-30,28.19416046142578
2004-07-01,27.842273712158203
2004-07-02,27.91806411743164
2004-07-06,28.042570114135742
2004-07-07,28.7138671875
2004-07-08,28.854623794555664
2004-07-09,29.2281551361084
2004-07-12,29.417625427246094
2004-07-13,29.515085220336914
