date,exchange,asset,quote,open,high,low,close,volume
2024-05-22,coinbase,BTC,USD,70142.88,70659.99,68887.52,69109.93,10889.10300904
2024-05-23,coinbase,BTC,USD,69109.93,70066.95,66259.0,67940.45,14340.27843589
2024-05-24,coinbase,BTC,USD,67932.79,69278.75,66587.91,68547.8,10374.95988085
2024-05-25,coinbase,BTC,USD,68545.52,69605.03,68487.44,69289.67,2501.11901959
2024-05-26,coinbase,BTC,USD,69289.69,69522.0,68097.38,68473.72,2037.67329089
2024-05-27,coinbase,BTC,USD,68470.8,70613.39,68210.12,69368.72,5384.62278063
2024-05-28,coinbase,BTC,USD,69366.31,69533.96,67194.59,68321.98,11975.93086328
2024-05-29,coinbase,BTC,USD,68321.99,68864.11,67081.66,67569.45,8970.02059069
2024-05-30,coinbase,BTC,USD,67569.44,69536.89,67092.91,68338.58,11841.26381893
2024-05-31,coinbase,BTC,USD,68338.58,69024.71,66584.47,67472.41,10690.85876224
2024-06-01,coinbase,BTC,USD,67473.07,67837.33,67371.28,67719.29,1949.57008052
2024-06-02,coinbase,BTC,USD,67719.29,68411.0,67260.0,67735.52,2997.15241527
2024-06-03,coinbase,BTC,USD,67731.14,70295.78,67568.0,68791.0,11884.90882705
2024-06-04,coinbase,BTC,USD,68791.04,71108.9,68542.37,70542.32,18042.19396496
2024-06-05,coinbase,BTC,USD,70541.68,71804.13,70356.49,71121.11,10123.1802918
2024-06-06,coinbase,BTC,USD,71120.65,71650.56,70093.98,70773.64,7716.5079994
2024-06-07,coinbase,BTC,USD,70773.63,71974.04,68298.55,69324.53,13768.98185265
2024-06-08,coinbase,BTC,USD,69326.71,69546.58,69126.22,69304.05,2631.94610412
2024-06-09,coinbase,BTC,USD,69303.8,69848.94,69123.99,69637.87,1826.03995531
2024-06-10,coinbase,BTC,USD,69641.08,70187.53,69141.51,69497.73,6088.40363232
2024-06-11,coinbase,BTC,USD,69495.97,69547.82,66018.69,67316.53,17354.68915468
2024-06-12,coinbase,BTC,USD,67316.52,70032.0,66883.32,68248.6,17140.01139413
2024-06-13,coinbase,BTC,USD,68248.59,68474.49,66200.0,66738.85,11916.13211129
2024-06-14,coinbase,BTC,USD,66746.46,67322.72,65005.0,66004.39,11520.15791899
2024-06-15,coinbase,BTC,USD,66004.36,66428.57,65800.86,66192.0,2004.1421548
2024-06-16,coinbase,BTC,USD,66192.0,66931.18,65999.0,66628.75,2118.65163435
2024-06-17,coinbase,BTC,USD,66629.38,67274.96,65050.0,66481.81,14487.64060903
2024-06-18,coinbase,BTC,USD,66481.81,66574.33,64010.01,65152.8,15937.73176483
2024-06-19,coinbase,BTC,USD,65150.9,65709.26,64635.48,64943.79,4958.38361329
2024-06-20,coinbase,BTC,USD,64945.67,66455.52,64500.0,64840.88,9346.70807899
2024-06-21,coinbase,BTC,USD,64840.89,65017.1,63300.93,64120.28,9816.79599936
2024-06-22,coinbase,BTC,USD,64120.28,64523.91,63910.01,64235.01,2324.21500373
2024-06-23,coinbase,BTC,USD,64235.0,64499.95,63125.75,63171.43,2054.79092364
2024-06-24,coinbase,BTC,USD,63169.36,63343.91,58414.28,60263.0,21418.04594647
2024-06-25,coinbase,BTC,USD,60262.16,62400.0,60217.36,61789.71,15201.5824773
2024-06-26,coinbase,BTC,USD,61794.47,62470.0,60656.8,60816.68,11392.79835017
2024-06-27,coinbase,BTC,USD,60818.86,62346.16,60546.94,61615.39,10530.35898848
2024-06-28,coinbase,BTC,USD,61611.43,62170.62,59868.0,60313.35,11381.0258738
2024-06-29,coinbase,BTC,USD,60312.36,61122.66,60273.8,60885.67,3199.03650127
2024-06-30,coinbase,BTC,USD,60884.44,62942.67,60611.01,62668.26,4263.22924826
2024-07-01,coinbase,BTC,USD,62669.14,63801.26,62448.46,62830.13,12326.70696465
2024-07-02,coinbase,BTC,USD,62830.94,63223.57,61000.0,62040.22,10688.64132628
2024-07-03,coinbase,BTC,USD,62039.44,62197.01,59332.76,60145.01,12066.71677065
2024-07-04,coinbase,BTC,USD,60145.01,60429.27,56709.73,57042.14,17969.35692426
2024-07-05,coinbase,BTC,USD,57036.45,57515.6,53499.9,56639.43,28052.41501655
2024-07-06,coinbase,BTC,USD,56634.53,58481.97,56020.32,58244.75,6449.32501293
2024-07-07,coinbase,BTC,USD,58240.36,58448.89,55717.23,55854.09,5320.91645368
2024-07-08,coinbase,BTC,USD,55852.61,58200.0,54278.93,56699.43,19043.04861272
2024-07-09,coinbase,BTC,USD,56701.18,58295.31,56276.37,58047.86,11757.76025902
2024-07-10,coinbase,BTC,USD,58047.86,59481.93,57157.28,57712.59,11619.63229345
2024-07-11,coinbase,BTC,USD,57713.4,59533.06,57036.41,57340.77,11433.53379518
