date,exchange,asset,quote,open,high,low,close,volume
2024-07-21,kraken,ETH,USD,3518.01,3545.0,3412.19,3534.56,9450.2688395
2024-07-22,kraken,ETH,USD,3534.57,3563.21,3427.0,3440.38,9559.18997461
2024-07-23,kraken,ETH,USD,3441.07,3540.34,3390.5,3480.96,17035.97678868
2024-07-24,kraken,ETH,USD,3480.97,3485.4,3302.0,3336.11,12705.32213049
2024-07-25,kraken,ETH,USD,3336.11,3340.26,3087.72,3173.35,17307.32391661
2024-07-26,kraken,ETH,USD,3173.35,3286.07,3171.12,3275.76,10841.05138656
2024-07-27,kraken,ETH,USD,3274.94,3327.57,3195.0,3249.22,7581.06151351
2024-07-28,kraken,ETH,USD,3249.23,3281.83,3201.5,3270.02,2495.53215923
2024-07-29,kraken,ETH,USD,3269.63,3395.0,3258.44,3319.69,10505.85483893
2024-07-30,kraken,ETH,USD,3318.82,3362.85,3231.43,3278.39,7996.18879507
2024-07-31,kraken,ETH,USD,3278.39,3347.76,3215.64,3230.87,11758.84202921
2024-08-01,kraken,ETH,USD,3231.38,3240.15,3079.55,3201.93,11089.0993965
2024-08-02,kraken,ETH,USD,3201.94,3214.79,2966.0,2985.96,15305.03242714
2024-08-03,kraken,ETH,USD,2985.96,3013.47,2859.29,2902.03,13236.52230617
2024-08-04,kraken,ETH,USD,2902.2,2931.9,2628.0,2687.17,17392.66031609
2024-08-05,kraken,ETH,USD,2687.18,2694.76,1911.81,2417.54,96378.57354593
2024-08-06,kraken,ETH,USD,2419.84,2555.15,2416.6,2461.39,21694.55293262
2024-08-07,kraken,ETH,USD,2462.53,2552.41,2311.07,2343.07,18968.43861717
2024-08-08,kraken,ETH,USD,2343.4,2722.73,2321.71,2685.81,24186.70188655
2024-08-09,kraken,ETH,USD,2685.28,2706.4,2555.01,2600.02,13699.81865425
2024-08-10,kraken,ETH,USD,2600.19,2644.37,2578.89,2609.2,2650.34077042
2024-08-11,kraken,ETH,USD,2609.21,2719.11,2539.84,2553.06,8524.6158302
2024-08-12,kraken,ETH,USD,2555.79,2748.86,2511.0,2723.29,16078.54920928
2024-08-13,kraken,ETH,USD,2722.95,2737.19,2613.58,2703.0,13591.89738249
2024-08-14,kraken,ETH,USD,2703.01,2778.99,2635.0,2664.15,12943.8511961
2024-08-15,kraken,ETH,USD,2664.16,2675.11,2514.38,2570.08,18533.09183518
2024-08-16,kraken,ETH,USD,2570.09,2631.6,2550.93,2593.43,14129.17162308
