date,exchange,asset,quote,open,high,low,close,volume
2024-05-22,coinbase,ETH,USD,3789.41,3813.25,3653.11,3735.99,152993.45828385
2024-05-23,coinbase,ETH,USD,3736.02,3947.0,3521.24,3780.83,309961.25314343
2024-05-24,coinbase,ETH,USD,3780.42,3827.99,3627.53,3726.89,112184.8378011
2024-05-25,coinbase,ETH,USD,3726.87,3777.78,3707.41,3749.06,33301.97878165
2024-05-26,coinbase,ETH,USD,3749.23,3882.82,3731.03,3823.83,57883.65812154
2024-05-27,coinbase,ETH,USD,3823.55,3973.9,3821.01,3890.72,71151.44619506
2024-05-28,coinbase,ETH,USD,3890.72,3926.6,3769.47,3839.98,100613.04720901
2024-05-29,coinbase,ETH,USD,3840.18,3884.24,3740.75,3762.11,108846.32940744
2024-05-30,coinbase,ETH,USD,3762.07,3824.07,3700.4,3746.74,96742.8620579
2024-05-31,coinbase,ETH,USD,3746.64,3846.0,3720.52,3758.44,83743.90660225
2024-06-01,coinbase,ETH,USD,3758.44,3829.99,3748.31,3812.48,33739.89750423
2024-06-02,coinbase,ETH,USD,3812.49,3835.0,3750.59,3778.88,44725.20926266
2024-06-03,coinbase,ETH,USD,3778.88,3850.06,3757.32,3766.09,66419.59243831
2024-06-04,coinbase,ETH,USD,3766.12,3832.56,3730.56,3810.29,57771.03645715
2024-06-05,coinbase,ETH,USD,3810.24,3888.9,3777.25,3866.57,67943.79281961
2024-06-06,coinbase,ETH,USD,3866.42,3879.15,3758.19,3812.09,53756.6117727
2024-06-07,coinbase,ETH,USD,3812.04,3839.71,3575.23,3676.35,110370.11489481
2024-06-08,coinbase,ETH,USD,3676.31,3707.99,3658.0,3680.84,28751.32754441
2024-06-09,coinbase,ETH,USD,3680.89,3721.16,3666.2,3706.27,19656.41005708
2024-06-10,coinbase,ETH,USD,3706.4,3712.6,3643.02,3665.86,43724.86169828
2024-06-11,coinbase,ETH,USD,3665.86,3671.47,3381.0,3497.31,137575.16363517
2024-06-12,coinbase,ETH,USD,3497.27,3657.05,3461.52,3559.14,98483.84286884
2024-06-13,coinbase,ETH,USD,3559.14,3560.6,3425.87,3467.65,108846.17560996
2024-06-14,coinbase,ETH,USD,3467.9,3529.83,3360.62,3479.53,102617.12125958
2024-06-15,coinbase,ETH,USD,3479.53,3591.87,3470.96,3566.69,56700.50673905
2024-06-16,coinbase,ETH,USD,3566.82,3651.51,3538.74,3622.1,44147.59671264
2024-06-17,coinbase,ETH,USD,3622.53,3640.0,3463.38,3509.55,111781.88622712
2024-06-18,coinbase,ETH,USD,3509.81,3515.87,3351.0,3482.06,129044.70825538
2024-06-19,coinbase,ETH,USD,3482.07,3585.77,3464.44,3559.14,103693.89596402
2024-06-20,coinbase,ETH,USD,3559.24,3624.28,3483.5,3510.73,108383.66568546
2024-06-21,coinbase,ETH,USD,3510.73,3545.99,3444.7,3517.19,103321.37276566
2024-06-22,coinbase,ETH,USD,3517.18,3520.03,3473.78,3494.09,30077.22258147
2024-06-23,coinbase,ETH,USD,3494.09,3519.79,3405.07,3418.42,43942.98809967
2024-06-24,coinbase,ETH,USD,3418.42,3432.5,3233.75,3350.59,171526.13894959
2024-06-25,coinbase,ETH,USD,3350.6,3430.6,3334.79,3393.6,105747.82411729
2024-06-26,coinbase,ETH,USD,3393.59,3425.44,3323.0,3369.31,82891.50854776
2024-06-27,coinbase,ETH,USD,3369.76,3474.12,3359.23,3445.58,76984.49380219
2024-06-28,coinbase,ETH,USD,3445.57,3484.72,3360.01,3373.62,102502.65124597
2024-06-29,coinbase,ETH,USD,3373.75,3403.09,3366.21,3373.26,24185.37815898
2024-06-30,coinbase,ETH,USD,3373.34,3453.93,3347.21,3432.37,33619.80014887
2024-07-01,coinbase,ETH,USD,3432.37,3518.85,3420.5,3438.59,61636.24032048
2024-07-02,coinbase,ETH,USD,3438.59,3460.56,3396.76,3416.17,43494.06793371
2024-07-03,coinbase,ETH,USD,3416.17,3427.04,3248.0,3291.73,87308.24050746
2024-07-04,coinbase,ETH,USD,3291.88,3309.58,3050.0,3058.89,128764.42789612
2024-07-05,coinbase,ETH,USD,3059.08,3108.7,2809.41,2981.74,246354.98758317
2024-07-06,coinbase,ETH,USD,2981.74,3082.05,2955.67,3067.39,53153.51902767
2024-07-07,coinbase,ETH,USD,3067.38,3073.49,2921.13,2930.78,43012.58338564
2024-07-08,coinbase,ETH,USD,2930.78,3095.94,2822.64,3018.48,142216.07981425
2024-07-09,coinbase,ETH,USD,3018.47,3113.5,3003.55,3066.51,59915.93941771
2024-07-10,coinbase,ETH,USD,3066.35,3150.72,3023.8,3100.3,67608.08879775
2024-07-11,coinbase,ETH,USD,3100.35,3220.48,3055.0,3099.29,77797.90457066
