Date,TNDM
2020-01-02,60.209999084472656
2020-01-03,59.349998474121094
2020-01-06,61.09000015258789
2020-01-07,61.369998931884766
2020-01-08,62.08000183105469
2020-01-09,65.47000122070312
2020-01-10,67.25
2020-01-13,67.91000366210938
2020-01-14,67.3499984741211
2020-01-15,67.72000122070312
2020-01-16,69.5199966430664
2020-01-17,68.58999633789062
2020-01-21,69.54000091552734
2020-01-22,69.37999725341797
2020-01-23,68.54000091552734
2020-01-24,69.0999984741211
2020-01-27,68.8499984741211
2020-01-28,70.58999633789062
2020-01-29,76.98999786376953
2020-01-30,74.02999877929688
2020-01-31,76.04000091552734
2020-02-03,75.9000015258789
2020-02-04,75.06999969482422
2020-02-05,74.30999755859375
2020-02-06,75.0
2020-02-07,74.76000213623047
2020-02-10,79.41999816894531
2020-02-11,78.72000122070312
2020-02-12,81.05000305175781
2020-02-13,83.0199966430664
2020-02-14,86.02999877929688
2020-02-18,89.54000091552734
2020-02-19,90.04000091552734
2020-02-20,89.94000244140625
2020-02-21,88.0
2020-02-24,86.79000091552734
2020-02-25,77.94000244140625
2020-02-26,76.52999877929688
2020-02-27,75.05000305175781
2020-02-28,74.66000366210938
2020-03-02,78.76000213623047
2020-03-03,77.66999816894531
2020-03-04,80.61000061035156
2020-03-05,77.58000183105469
2020-03-06,75.44000244140625
2020-03-09,70.19999694824219
2020-03-10,71.38999938964844
2020-03-11,66.33000183105469
2020-03-12,58.90999984741211
2020-03-13,57.2400016784668
2020-03-16,48.0099983215332
2020-03-17,49.29999923706055
2020-03-18,47.369998931884766
2020-03-19,51.310001373291016
2020-03-20,49.95000076293945
2020-03-23,52.560001373291016
2020-03-24,55.31999969482422
2020-03-25,57.5
2020-03-26,65.16000366210938
2020-03-27,68.41000366210938
2020-03-30,68.0199966430664
2020-03-31,64.3499984741211
2020-04-01,60.04999923706055
2020-04-02,64.2699966430664
2020-04-03,61.349998474121094
2020-04-06,67.2300033569336
2020-04-07,63.09000015258789
2020-04-08,66.18000030517578
2020-04-09,67.86000061035156
2020-04-13,66.44000244140625
2020-04-14,66.9800033569336
2020-04-15,67.37999725341797
2020-04-16,71.87000274658203
2020-04-17,72.94000244140625
2020-04-20,72.77999877929688
2020-04-21,69.94000244140625
2020-04-22,71.1500015258789
2020-04-23,75.4000015258789
2020-04-24,74.30000305175781
2020-04-27,75.29000091552734
2020-04-28,70.19000244140625
2020-04-29,74.56999969482422
2020-04-30,79.77999877929688
2020-05-01,80.22000122070312
2020-05-04,82.12999725341797
2020-05-05,84.79000091552734
2020-05-06,87.04000091552734
2020-05-07,89.61000061035156
2020-05-08,87.77999877929688
2020-05-11,90.98999786376953
2020-05-12,86.58999633789062
2020-05-13,83.7300033569336
2020-05-14,84.75
2020-05-15,88.19999694824219
2020-05-18,84.33000183105469
2020-05-19,81.0
2020-05-20,85.16999816894531
2020-05-21,87.62999725341797
2020-05-22,87.73999786376953
2020-05-26,84.58000183105469
2020-05-27,82.33999633789062
2020-05-28,83.22000122070312
2020-05-29,83.1500015258789
2020-06-01,84.69000244140625
2020-06-02,82.3499984741211
2020-06-03,81.83999633789062
2020-06-04,77.33999633789062
2020-06-05,79.36000061035156
2020-06-08,81.9800033569336
2020-06-09,81.38999938964844
2020-06-10,80.6500015258789
2020-06-11,79.4800033569336
2020-06-12,80.95999908447266
2020-06-15,82.26000213623047
2020-06-16,81.38999938964844
2020-06-17,86.70999908447266
2020-06-18,87.79000091552734
2020-06-19,90.52999877929688
2020-06-22,91.05999755859375
2020-06-23,89.7699966430664
2020-06-24,85.48999786376953
2020-06-25,84.94000244140625
2020-06-26,86.33999633789062
2020-06-29,87.80999755859375
2020-06-30,98.91999816894531
2020-07-01,98.87999725341797
2020-07-02,98.58000183105469
2020-07-06,101.69999694824219
2020-07-07,101.9800033569336
2020-07-08,103.80999755859375
2020-07-09,104.11000061035156
2020-07-10,102.76000213623047
2020-07-13,95.88999938964844
2020-07-14,97.55999755859375
2020-07-15,99.47000122070312
2020-07-16,98.6500015258789
2020-07-17,103.16000366210938
2020-07-20,102.5
2020-07-21,103.72000122070312
2020-07-22,103.02999877929688
2020-07-23,103.5199966430664
2020-07-24,100.30999755859375
2020-07-27,99.70999908447266
2020-07-28,98.7699966430664
2020-07-29,102.62000274658203
2020-07-30,104.27999877929688
2020-07-31,104.45999908447266
2020-08-03,105.41000366210938
2020-08-04,105.73999786376953
2020-08-05,107.75
2020-08-06,105.5
2020-08-07,104.1500015258789
2020-08-10,100.27999877929688
2020-08-11,95.43000030517578
2020-08-12,97.23999786376953
2020-08-13,97.9000015258789
2020-08-14,96.55999755859375
2020-08-17,101.77999877929688
2020-08-18,103.08000183105469
2020-08-19,107.33000183105469
2020-08-20,109.88999938964844
2020-08-21,108.70999908447266
2020-08-24,107.30000305175781
2020-08-25,108.80999755859375
2020-08-26,107.36000061035156
2020-08-27,111.33999633789062
2020-08-28,112.95999908447266
2020-08-31,112.72000122070312
2020-09-01,116.08999633789062
2020-09-02,115.3499984741211
2020-09-03,109.4000015258789
2020-09-04,107.11000061035156
2020-09-08,105.77999877929688
2020-09-09,108.70999908447266
2020-09-10,107.36000061035156
2020-09-11,106.31999969482422
2020-09-14,107.4000015258789
2020-09-15,109.9000015258789
2020-09-16,108.41000366210938
2020-09-17,106.79000091552734
2020-09-18,106.4000015258789
2020-09-21,105.31999969482422
2020-09-22,108.33999633789062
2020-09-23,107.29000091552734
2020-09-24,106.54000091552734
2020-09-25,108.4000015258789
2020-09-28,110.48999786376953
2020-09-29,112.61000061035156
2020-09-30,113.5
2020-10-01,113.63999938964844
2020-10-02,111.05000305175781
2020-10-05,113.69999694824219
2020-10-06,111.95999908447266
2020-10-07,116.70999908447266
2020-10-08,114.44999694824219
2020-10-09,115.5199966430664
2020-10-12,116.41000366210938
2020-10-13,121.75
2020-10-14,121.4800033569336
2020-10-15,121.5999984741211
2020-10-16,118.73999786376953
2020-10-19,118.20999908447266
2020-10-20,116.73999786376953
2020-10-21,110.58000183105469
2020-10-22,114.12999725341797
2020-10-23,115.1500015258789
2020-10-26,116.91000366210938
2020-10-27,115.04000091552734
2020-10-28,112.30999755859375
2020-10-29,112.4000015258789
2020-10-30,109.0
2020-11-02,108.0
2020-11-03,113.06999969482422
2020-11-04,115.26000213623047
2020-11-05,119.63999938964844
2020-11-06,116.9800033569336
2020-11-09,104.81999969482422
2020-11-10,102.16999816894531
2020-11-11,104.23999786376953
2020-11-12,102.01000213623047
2020-11-13,99.44000244140625
2020-11-16,95.75
2020-11-17,96.44999694824219
2020-11-18,95.2699966430664
2020-11-19,93.79000091552734
2020-11-20,93.4000015258789
2020-11-23,92.83000183105469
2020-11-24,88.72000122070312
2020-11-25,91.19999694824219
2020-11-27,90.75
2020-11-30,93.87999725341797
2020-12-01,96.62000274658203
2020-12-02,94.37999725341797
2020-12-03,96.0199966430664
2020-12-04,94.66999816894531
2020-12-07,90.88999938964844
2020-12-08,92.73999786376953
2020-12-09,92.01000213623047
2020-12-10,92.87000274658203
2020-12-11,91.0
2020-12-14,93.05999755859375
2020-12-15,90.25
2020-12-16,86.4000015258789
2020-12-17,89.41000366210938
2020-12-18,90.04000091552734
2020-12-21,89.41999816894531
2020-12-22,92.19000244140625
2020-12-23,93.55000305175781
2020-12-24,93.9000015258789
2020-12-28,93.18000030517578
2020-12-29,96.95999908447266
2020-12-30,95.41999816894531
2020-12-31,95.68000030517578
2021-01-04,93.48999786376953
2021-01-05,95.55000305175781
2021-01-06,91.9000015258789
2021-01-07,95.48999786376953
2021-01-08,97.58999633789062
2021-01-11,95.4800033569336
2021-01-12,93.12999725341797
2021-01-13,94.30999755859375
2021-01-14,91.3499984741211
2021-01-15,91.72000122070312
2021-01-19,93.30000305175781
2021-01-20,92.63999938964844
2021-01-21,94.44000244140625
2021-01-22,98.62000274658203
2021-01-25,100.4800033569336
2021-01-26,97.75
2021-01-27,92.86000061035156
2021-01-28,92.87000274658203
2021-01-29,92.6500015258789
2021-02-01,93.30999755859375
2021-02-02,94.58999633789062
2021-02-03,93.98999786376953
2021-02-04,99.5
2021-02-05,100.36000061035156
2021-02-08,101.38999938964844
2021-02-09,101.37000274658203
2021-02-10,101.2300033569336
2021-02-11,102.97000122070312
2021-02-12,104.33999633789062
2021-02-16,103.12000274658203
2021-02-17,103.44999694824219
2021-02-18,99.68000030517578
2021-02-19,98.0999984741211
2021-02-22,92.88999938964844
2021-02-23,91.7699966430664
2021-02-24,91.30000305175781
