Date,NVO
2020-01-02,25.28704261779785
2020-01-03,24.74542236328125
2020-01-06,24.70209312438965
2020-01-07,24.676097869873047
2020-01-08,24.632766723632812
2020-01-09,24.888410568237305
2020-01-10,25.425695419311523
2020-01-13,25.55135154724121
2020-01-14,25.815664291381836
2020-01-15,27.033214569091797
2020-01-16,26.565261840820312
2020-01-17,26.565261840820312
2020-01-21,26.491600036621094
2020-01-22,26.569589614868164
2020-01-23,26.686582565307617
2020-01-24,26.465600967407227
2020-01-27,25.980310440063477
2020-01-28,26.1406307220459
2020-01-29,26.287946701049805
2020-01-30,26.374608993530273
2020-01-31,26.35727882385254
2020-02-03,26.413606643676758
2020-02-04,26.686582565307617
2020-02-05,27.908472061157227
2020-02-06,28.02112579345703
2020-02-07,27.40584945678711
2020-02-10,27.57483673095703
2020-02-11,27.33652114868164
2020-02-12,27.44484519958496
2020-02-13,27.184871673583984
2020-02-14,27.492511749267578
2020-02-18,27.769813537597656
2020-02-19,27.79148292541504
2020-02-20,27.518503189086914
2020-02-21,27.665828704833984
2020-02-24,26.552263259887695
2020-02-25,26.266284942626953
2020-02-26,26.474267959594727
2020-02-27,25.77666473388672
2020-02-28,25.18738555908203
2020-03-02,26.482933044433594
2020-03-03,26.647584915161133
2020-03-04,28.068790435791016
2020-03-05,27.275863647460938
2020-03-06,27.102542877197266
2020-03-09,25.75933074951172
2020-03-10,26.448272705078125
2020-03-11,25.083391189575195
2020-03-12,23.14656639099121
2020-03-13,24.576440811157227
2020-03-16,22.78693389892578
2020-03-17,23.913496017456055
2020-03-18,22.747936248779297
2020-03-19,22.401304244995117
2020-03-20,21.430727005004883
2020-03-23,21.84235382080078
2020-03-24,21.898683547973633
2020-03-25,22.973251342773438
2020-03-26,24.59377098083496
2020-03-27,24.9263858795166
2020-03-30,26.44226837158203
2020-03-31,26.45105743408203
2020-04-01,26.253334045410156
2020-04-02,26.06000328063965
2020-04-03,26.292879104614258
2020-04-06,26.653173446655273
2020-04-07,25.721675872802734
2020-04-08,26.205001831054688
2020-04-09,26.36318016052246
2020-04-13,25.853492736816406
2020-04-14,26.27091407775879
2020-04-15,26.297269821166992
2020-04-16,27.096956253051758
2020-04-17,27.712099075317383
2020-04-20,28.16905975341797
2020-04-21,28.16466522216797
2020-04-22,28.379962921142578
2020-04-23,28.111934661865234
2020-04-24,28.52056884765625
2020-04-27,28.621627807617188
2020-04-28,28.379962921142578
2020-04-29,27.698911666870117
2020-04-30,27.826337814331055
2020-05-01,27.87027359008789
2020-05-04,27.95376205444336
2020-05-05,27.73845863342285
2020-05-06,27.23316764831543
2020-05-07,27.378164291381836
2020-05-08,27.575883865356445
2020-05-11,28.111934661865234
2020-05-12,27.47922134399414
2020-05-13,27.791187286376953
2020-05-14,28.248149871826172
2020-05-15,28.0811824798584
2020-05-18,28.02406120300293
2020-05-19,28.327238082885742
2020-05-20,28.502992630004883
2020-05-21,28.481021881103516
2020-05-22,28.485416412353516
2020-05-26,27.85709571838379
2020-05-27,27.589069366455078
2020-05-28,28.54253578186035
2020-05-29,28.973134994506836
2020-06-01,28.867685317993164
2020-06-02,28.626022338867188
2020-06-03,28.432689666748047
2020-06-04,28.27012062072754
2020-06-05,28.33602523803711
2020-06-08,28.26133155822754
2020-06-09,28.397537231445312
2020-06-10,29.245555877685547
2020-06-11,28.305269241333008
2020-06-12,28.388751983642578
2020-06-15,28.72707748413086
2020-06-16,28.68753433227539
2020-06-17,29.31585693359375
2020-06-18,29.025861740112305
2020-06-19,29.68054962158203
2020-06-22,29.851911544799805
2020-06-23,29.851911544799805
2020-06-24,29.232372283935547
2020-06-25,29.54873275756836
2020-06-26,29.017074584960938
2020-06-29,28.80616569519043
2020-06-30,28.771020889282227
2020-07-01,28.858898162841797
2020-07-02,29.157678604125977
2020-07-06,28.964345932006836
2020-07-07,28.586475372314453
2020-07-08,28.9467716217041
2020-07-09,28.828140258789062
2020-07-10,28.753442764282227
2020-07-13,28.626022338867188
2020-07-14,28.775409698486328
2020-07-15,29.25873565673828
2020-07-16,28.850107192993164
2020-07-17,29.513580322265625
2020-07-20,30.08039093017578
2020-07-21,30.023269653320312
2020-07-22,30.102359771728516
2020-07-23,29.184040069580078
2020-07-24,29.074193954467773
2020-07-27,29.619033813476562
2020-07-28,29.561912536621094
2020-07-29,29.403732299804688
2020-07-30,29.513580322265625
2020-07-31,28.705108642578125
2020-08-03,28.744653701782227
2020-08-04,28.397537231445312
2020-08-05,28.599655151367188
2020-08-06,27.984514236450195
2020-08-07,28.401931762695312
2020-08-10,28.393146514892578
2020-08-11,28.643596649169922
2020-08-12,29.47842788696289
2020-08-13,29.377368927001953
2020-08-14,29.12407875061035
2020-08-17,29.606748580932617
2020-08-18,29.434051513671875
2020-08-19,29.504899978637695
2020-08-20,29.44290542602539
2020-08-21,29.367630004882812
2020-08-24,29.20821189880371
2020-08-25,29.429624557495117
2020-08-26,29.56689453125
2020-08-27,29.341060638427734
2020-08-28,29.15064811706543
2020-08-31,29.243640899658203
2020-09-01,29.17721939086914
2020-09-02,29.323347091674805
2020-09-03,28.818538665771484
2020-09-04,28.831817626953125
2020-09-08,28.70783042907715
2020-09-09,29.51375961303711
2020-09-10,29.14621925354004
2020-09-11,29.42519187927246
2020-09-14,29.518190383911133
2020-09-15,30.076133728027344
2020-09-16,30.093847274780273
2020-09-17,30.806785583496094
2020-09-18,30.74921989440918
2020-09-21,30.549945831298828
2020-09-22,30.58094596862793
2020-09-23,30.73150634765625
2020-09-24,30.231121063232422
2020-09-25,30.58094596862793
2020-09-28,30.629657745361328
2020-09-29,31.09461784362793
2020-09-30,30.744789123535156
2020-10-01,30.665082931518555
2020-10-02,30.403820037841797
2020-10-05,31.05033302307129
2020-10-06,30.62523078918457
2020-10-07,30.412675857543945
2020-10-08,31.546283721923828
2020-10-09,31.91382598876953
2020-10-12,32.600189208984375
2020-10-13,32.40535354614258
2020-10-14,31.763273239135742
2020-10-15,31.249597549438477
2020-10-16,31.448869705200195
2020-10-19,31.342592239379883
2020-10-20,31.550722122192383
2020-10-21,31.37359046936035
2020-10-22,31.386871337890625
2020-10-23,31.324880599975586
2020-10-26,30.84221076965332
2020-10-27,30.08941650390625
2020-10-28,29.4694766998291
2020-10-29,29.372055053710938
2020-10-30,28.291582107543945
2020-11-02,28.79639434814453
2020-11-03,28.898242950439453
2020-11-04,30.983909606933594
2020-11-05,31.68798828125
2020-11-06,31.156612396240234
2020-11-09,30.084993362426758
2020-11-10,29.903438568115234
2020-11-11,29.978713989257812
2020-11-12,30.208982467651367
2020-11-13,30.146989822387695
2020-11-16,29.79715919494629
2020-11-17,29.549182891845703
2020-11-18,29.45619010925293
2020-11-19,29.81487464904785
2020-11-20,29.930004119873047
2020-11-23,29.845874786376953
2020-11-24,29.190500259399414
2020-11-25,29.287921905517578
2020-11-27,29.907865524291992
2020-11-30,29.7263126373291
2020-12-01,29.89457893371582
2020-12-02,30.17355728149414
2020-12-03,29.761735916137695
2020-12-04,30.027423858642578
2020-12-07,30.204553604125977
2020-12-08,30.368396759033203
2020-12-09,31.107898712158203
2020-12-10,30.678363800048828
2020-12-11,30.793495178222656
2020-12-14,30.430389404296875
2020-12-15,30.766929626464844
2020-12-16,31.81197738647461
2020-12-17,31.763273239135742
2020-12-18,32.67990493774414
2020-12-21,31.83854866027832
2020-12-22,31.27174186706543
2020-12-23,30.82892608642578
2020-12-24,30.744789123535156
2020-12-28,31.107898712158203
2020-12-29,31.2540283203125
2020-12-30,31.08576011657715
2020-12-31,30.930774688720703
2021-01-04,31.63042640686035
2021-01-05,31.33816146850586
2021-01-06,30.523380279541016
2021-01-07,31.037052154541016
2021-01-08,31.11233139038086
2021-01-11,31.183183670043945
2021-01-12,30.70050811767578
2021-01-13,31.395732879638672
2021-01-14,31.45329475402832
2021-01-15,31.8961124420166
2021-01-19,32.334495544433594
2021-01-20,31.873973846435547
2021-01-21,32.11309814453125
2021-01-22,32.250370025634766
2021-01-25,32.40535354614258
2021-01-26,32.44520568847656
2021-01-27,30.983909606933594
2021-01-28,31.262887954711914
2021-01-29,30.820066452026367
2021-02-01,31.178749084472656
2021-02-02,31.42673110961914
2021-02-03,32.06438446044922
2021-02-04,31.71898651123047
2021-02-05,31.617137908935547
2021-02-08,31.39130210876465
2021-02-09,31.559568405151367
2021-02-10,31.519723892211914
2021-02-11,32.73746871948242
2021-02-12,33.57439422607422
2021-02-16,33.23784637451172
2021-02-17,33.46368408203125
2021-02-18,33.25113296508789
2021-02-19,32.803890228271484
2021-02-22,32.21493911743164
2021-02-23,31.741127014160156
2021-02-24,31.96696662902832
2021-02-25,32.033390045166016
2021-02-26,31.550722122192383
2021-03-01,32.250370025634766
2021-03-02,32.1839485168457
2021-03-03,31.643705368041992
2021-03-04,30.651796340942383
2021-03-05,30.824499130249023
2021-03-08,30.479101181030273
2021-03-09,31.316030502319336
2021-03-10,31.763273239135742
2021-03-11,31.825265884399414
2021-03-12,31.444446563720703
2021-03-15,31.922683715820312
2021-03-16,32.17066192626953
2021-03-17,31.78541374206543
2021-03-18,31.400157928466797
2021-03-19,31.152179718017578
2021-03-22,31.4621524810791
2021-03-23,30.10713005065918
2021-03-24,29.695310592651367
2021-03-25,29.86801528930664
2021-03-26,30.44245719909668
2021-03-29,30.734392166137695
2021-03-30,30.505332946777344
2021-03-31,30.280773162841797
2021-04-01,30.388566970825195
2021-04-05,30.68947982788086
2021-04-06,30.55474090576172
2021-04-07,30.491859436035156
2021-04-08,31.10268783569336
2021-04-09,31.49343490600586
2021-04-12,31.197006225585938
2021-04-13,31.785371780395508
2021-04-14,31.686565399169922
2021-04-15,32.11773681640625
2021-04-16,32.41416931152344
2021-04-19,32.65220642089844
2021-04-20,32.9127082824707
2021-04-21,33.33938217163086
2021-04-22,33.3034553527832
2021-04-23,33.26302719116211
2021-04-26,33.28099822998047
2021-04-27,33.09236145019531
2021-04-28,33.289981842041016
2021-04-29,33.34387969970703
2021-04-30,33.213623046875
2021-05-03,33.837921142578125
2021-05-04,33.29447555541992
2021-05-05,33.26752853393555
2021-05-06,33.32591247558594
2021-05-07,33.98165512084961
2021-05-10,34.26011657714844
2021-05-11,34.41282272338867
2021-05-12,35.050594329833984
2021-05-13,35.4323616027832
2021-05-14,35.52667999267578
2021-05-17,36.19140625
2021-05-18,35.76921463012695
2021-05-19,35.953369140625
2021-05-20,36.30368423461914
2021-05-21,36.5147819519043
2021-05-24,36.69443130493164
2021-05-25,36.101566314697266
2021-05-26,36.0836067199707
2021-05-27,35.40092086791992
2021-05-28,35.436851501464844
2021-06-01,35.56710433959961
2021-06-02,35.414398193359375
2021-06-03,35.78717803955078
2021-06-04,36.35758590698242
2021-06-07,36.46986389160156
2021-06-08,36.95492935180664
2021-06-09,37.49838638305664
2021-06-10,38.06879806518555
2021-06-11,37.929561614990234
2021-06-14,37.92057418823242
2021-06-15,37.983455657958984
2021-06-16,37.5612678527832
2021-06-17,37.175010681152344
2021-06-18,36.95492935180664
2021-06-21,37.12112045288086
2021-06-22,36.901039123535156
2021-06-23,36.67197799682617
2021-06-24,36.91899871826172
2021-06-25,37.18848419189453
2021-06-28,37.39509201049805
2021-06-29,37.63762283325195
2021-06-30,37.624141693115234
2021-07-01,37.91608428955078
2021-07-02,38.09124755859375
2021-07-06,38.199039459228516
2021-07-07,38.742496490478516
2021-07-08,39.11976623535156
2021-07-09,38.86825942993164
2021-07-12,38.89520263671875
