Date,IWM
2020-06-16,134.27789306640625
2020-06-17,131.8505401611328
2020-06-18,131.80397033691406
2020-06-19,131.12509155273438
2020-06-22,132.43641662597656
2020-06-23,132.9944610595703
2020-06-24,128.67906188964844
2020-06-25,130.6228790283203
2020-06-26,127.10739135742188
2020-06-29,131.2645721435547
2020-06-30,133.16184997558594
2020-07-01,131.89706420898438
2020-07-02,132.43641662597656
2020-07-06,133.3943634033203
2020-07-07,131.03207397460938
2020-07-08,132.00860595703125
2020-07-09,129.33941650390625
2020-07-10,131.42269897460938
2020-07-13,129.75796508789062
2020-07-14,131.9063262939453
2020-07-15,136.7424774169922
2020-07-16,135.9333953857422
2020-07-17,136.333251953125
2020-07-20,135.74737548828125
2020-07-21,137.67250061035156
2020-07-22,137.7469024658203
2020-07-23,137.8864288330078
2020-07-24,135.8589324951172
2020-07-27,137.27259826660156
2020-07-28,135.9054412841797
2020-07-29,138.90013122558594
2020-07-30,138.35137939453125
2020-07-31,137.04940795898438
2020-08-03,139.28147888183594
2020-08-04,140.23941040039062
2020-08-05,143.0294647216797
2020-08-06,142.9736785888672
2020-08-07,145.24298095703125
2020-08-10,146.74960327148438
2020-08-11,145.90328979492188
2020-08-12,146.49850463867188
2020-08-13,146.19158935546875
2020-08-14,146.09860229492188
2020-08-17,146.85191345214844
2020-08-18,145.44754028320312
2020-08-19,145.45684814453125
2020-08-20,144.8616485595703
2020-08-21,143.7921142578125
2020-08-24,145.29879760742188
2020-08-25,145.45684814453125
2020-08-26,144.54541015625
2020-08-27,144.89883422851562
2020-08-28,146.12648010253906
2020-08-31,144.5547332763672
2020-09-01,146.210205078125
2020-09-02,147.37274169921875
2020-09-03,143.0202178955078
2020-09-04,142.1087646484375
2020-09-08,139.3744659423828
2020-09-09,141.48562622070312
2020-09-10,139.64419555664062
2020-09-11,138.7141571044922
2020-09-14,142.369140625
2020-09-15,142.63888549804688
2020-09-16,143.98745727539062
2020-09-17,142.9365234375
2020-09-18,142.5644989013672
2020-09-21,137.57017517089844
2020-09-22,138.6304931640625
2020-09-23,134.50030517578125
2020-09-24,134.50030517578125
2020-09-25,136.6848602294922
2020-09-28,140.05506896972656
2020-09-29,139.42027282714844
2020-09-30,139.84033203125
2020-10-01,142.0715789794922
2020-10-02,142.6970977783203
2020-10-05,146.63681030273438
2020-10-06,146.2166748046875
2020-10-07,149.4095001220703
2020-10-08,151.108642578125
2020-10-09,151.8928680419922
2020-10-12,152.910400390625
2020-10-13,151.8928680419922
2020-10-14,150.38978576660156
2020-10-15,151.939453125
2020-10-16,151.56605529785156
2020-10-19,149.75497436523438
2020-10-20,150.08168029785156
2020-10-21,148.79336547851562
2020-10-22,151.3606719970703
2020-10-23,152.23826599121094
2020-10-26,148.9520721435547
2020-10-27,147.6730499267578
2020-10-28,143.12655639648438
2020-10-29,144.83499145507812
2020-10-30,142.92117309570312
2020-11-02,145.4698028564453
2020-11-03,149.59625244140625
2020-11-04,149.7642822265625
2020-11-05,153.95602416992188
2020-11-06,152.7516632080078
2020-11-09,158.287841796875
2020-11-10,161.22857666015625
2020-11-11,161.16322326660156
2020-11-12,158.68923950195312
2020-11-13,161.9754638671875
2020-11-16,165.8311309814453
2020-11-17,166.60601806640625
2020-11-18,164.27203369140625
2020-11-19,165.53236389160156
2020-11-20,165.70974731445312
2020-11-23,168.80921936035156
2020-11-24,171.9833984375
2020-11-25,171.39524841308594
2020-11-27,172.12342834472656
2020-11-30,168.9959259033203
2020-12-01,170.5643310546875
2020-12-02,170.74172973632812
2020-12-03,171.70330810546875
2020-12-04,175.69900512695312
2020-12-07,175.86705017089844
2020-12-08,178.1263427734375
2020-12-09,176.8286590576172
2020-12-10,178.53709411621094
2020-12-11,177.6595458984375
2020-12-14,177.86744689941406
2020-12-15,182.3157501220703
2020-12-16,181.6602020263672
2020-12-17,183.8235321044922
2020-12-18,182.93380737304688
2020-12-21,182.8401641845703
2020-12-22,184.91920471191406
2020-12-23,186.4925079345703
2020-12-24,186.37075805664062
2020-12-28,185.67779541015625
2020-12-29,182.0816192626953
2020-12-30,183.9358367919922
2020-12-31,183.6080780029297
2021-01-04,181.210693359375
2021-01-05,184.0108184814453
2021-01-06,191.54017639160156
2021-01-07,194.94898986816406
2021-01-08,194.5275421142578
2021-01-11,194.35899353027344
2021-01-12,197.84274291992188
2021-01-13,196.4286651611328
2021-01-14,200.35255432128906
2021-01-15,197.36512756347656
2021-01-19,199.89366149902344
2021-01-20,200.77398681640625
2021-01-21,199.03208923339844
2021-01-22,201.34519958496094
2021-01-25,201.1485595703125
2021-01-26,199.753173828125
2021-01-27,196.0915069580078
2021-01-28,195.4640350341797
2021-01-29,192.5047607421875
2021-02-01,197.2340545654297
2021-02-02,200.04348754882812
2021-02-03,200.64285278320312
2021-02-04,204.73529052734375
2021-02-05,207.57284545898438
2021-02-08,212.87344360351562
2021-02-09,213.87547302246094
2021-02-10,212.470703125
2021-02-11,212.22720336914062
2021-02-12,212.8265838623047
2021-02-16,211.48736572265625
2021-02-17,209.82980346679688
2021-02-18,206.58018493652344
2021-02-19,210.88804626464844
2021-02-22,209.52073669433594
2021-02-23,207.6758270263672
2021-02-24,212.5830841064453
2021-02-25,204.72596740722656
2021-02-26,204.4449920654297
2021-03-01,211.71218872070312
2021-03-02,207.63839721679688
2021-03-03,205.39083862304688
2021-03-04,199.6501922607422
2021-03-05,203.88308715820312
2021-03-08,204.84768676757812
2021-03-09,209.15553283691406
2021-03-10,212.7891082763672
2021-03-11,217.4715576171875
2021-03-12,218.75454711914062
2021-03-15,219.5318603515625
2021-03-16,215.86083984375
2021-03-17,217.5558319091797
2021-03-18,210.9348602294922
2021-03-19,212.5269012451172
2021-03-22,210.9254913330078
2021-03-23,203.2743682861328
2021-03-24,198.57313537597656
2021-03-25,203.28134155273438
2021-03-26,206.98744201660156
2021-03-29,201.160888671875
2021-03-30,204.54800415039062
2021-03-31,207.29705810546875
2021-04-01,209.92413330078125
2021-04-05,211.0782012939453
2021-04-06,210.458984375
2021-04-07,207.06251525878906
2021-04-08,208.8170623779297
2021-04-09,208.8451690673828
2021-04-12,208.0288848876953
2021-04-13,207.48471069335938
2021-04-14,209.53012084960938
2021-04-15,210.440185546875
2021-04-16,210.7779541015625
2021-04-19,208.0382537841797
2021-04-20,203.7786407470703
2021-04-21,208.7607879638672
2021-04-22,207.89755249023438
2021-04-23,211.8194122314453
2021-04-26,214.0243377685547
2021-04-27,214.34332275390625
2021-04-28,214.709228515625
2021-04-29,213.91172790527344
2021-04-30,211.0031280517578
2021-05-03,212.03521728515625
2021-05-04,209.501953125
2021-05-05,208.66688537597656
2021-05-06,208.8451690673828
2021-05-07,211.4722137451172
2021-05-10,206.09613037109375
2021-05-11,205.4393310546875
2021-05-12,198.76837158203125
2021-05-13,202.42752075195312
2021-05-14,207.3721160888672
2021-05-17,207.6536407470703
2021-05-18,206.0773468017578
2021-05-19,204.49172973632812
2021-05-20,205.85215759277344
2021-05-21,206.386962890625
2021-05-24,207.7286376953125
2021-05-25,205.7207794189453
2021-05-26,209.5582275390625
2021-05-27,211.71621704101562
2021-05-28,211.5754852294922
2021-06-01,213.97740173339844
2021-06-02,214.23072814941406
2021-06-03,212.43869018554688
2021-06-04,213.358154296875
2021-06-07,216.21983337402344
2021-06-08,218.50914001464844
2021-06-09,217.0548858642578
2021-06-10,215.44522094726562
2021-06-11,217.71922302246094
2021-06-14,217.08021545410156
2021-06-15,216.46006774902344
2021-06-16,215.99960327148438
2021-06-17,213.57533264160156
2021-06-18,208.72666931152344
2021-06-21,213.1900177001953
2021-06-22,214.15789794921875
2021-06-23,214.86265563964844
2021-06-24,217.89772033691406
2021-06-25,218.26422119140625
2021-06-28,216.53521728515625
2021-06-29,215.5015869140625
2021-06-30,215.52980041503906
2021-07-01,217.42791748046875
2021-07-02,215.36062622070312
2021-07-06,212.23158264160156
2021-07-07,210.25830078125
2021-07-08,208.32260131835938
2021-07-09,212.72019958496094
2021-07-12,212.89877319335938
2021-07-13,208.88636779785156
2021-07-14,205.6634063720703
2021-07-15,204.49818420410156
2021-07-16,201.97988891601562
2021-07-19,198.95416259765625
2021-07-20,205.12777709960938
2021-07-21,208.660888671875
2021-07-22,205.34388732910156
2021-07-23,206.30233764648438
2021-07-26,206.9037322998047
2021-07-27,204.48878479003906
2021-07-28,207.49571228027344
2021-07-29,209.0930938720703
2021-07-30,207.71185302734375
2021-08-02,206.67820739746094
2021-08-03,207.5333251953125
2021-08-04,204.94921875
2021-08-05,208.6326904296875
2021-08-06,209.91062927246094
2021-08-09,208.75486755371094
2021-08-10,209.1682891845703
2021-08-11,210.19252014160156
2021-08-12,209.6945037841797
2021-08-13,207.78700256347656
2021-08-16,205.85128784179688
2021-08-17,203.3424072265625
2021-08-18,201.5664520263672
2021-08-19,199.15151977539062
2021-08-20,202.51551818847656
2021-08-23,206.36814880371094
2021-08-24,208.39776611328125
2021-08-25,209.13070678710938
2021-08-26,206.91310119628906
2021-08-27,212.74842834472656
2021-08-30,211.87449645996094
2021-08-31,212.2879638671875
2021-09-01,213.71624755859375
2021-09-02,215.2008819580078
2021-09-03,214.20486450195312
2021-09-07,212.72958374023438
2021-09-08,210.40867614746094
2021-09-09,210.3052978515625
2021-09-10,208.24742126464844
2021-09-13,209.43141174316406
2021-09-14,206.7628173828125
2021-09-15,208.6326904296875
2021-09-16,208.7830352783203
2021-09-17,209.05552673339844
2021-09-20,204.08474731445312
2021-09-21,204.3948211669922
2021-09-22,207.57086181640625
2021-09-23,211.2449493408203
2021-09-24,210.2261199951172
2021-09-27,213.4211883544922
2021-09-28,208.56724548339844
2021-09-29,208.12432861328125
2021-09-30,206.17330932617188
2021-10-01,209.50039672851562
2021-10-04,207.59652709960938
2021-10-05,208.31285095214844
2021-10-06,207.2289276123047
2021-10-07,210.4240264892578
2021-10-08,208.84063720703125
2021-10-11,207.64366149902344
2021-10-12,208.78407287597656
2021-10-13,209.77366638183594
2021-10-14,212.88394165039062
2021-10-15,212.21478271484375
2021-10-18,212.09225463867188
2021-10-19,212.88394165039062
2021-10-20,214.29771423339844
2021-10-21,214.84437561035156
2021-10-22,214.3354034423828
2021-10-25,216.37124633789062
2021-10-26,214.74069213867188
2021-10-27,210.7915802001953
2021-10-28,214.9951934814453
2021-10-29,214.93862915039062
2021-11-01,220.5088653564453
2021-11-02,220.97061157226562
2021-11-03,224.9197998046875
2021-11-04,224.83494567871094
2021-11-05,227.9075469970703
2021-11-08,228.61441040039062
2021-11-09,227.2854461669922
2021-11-10,223.70394897460938
2021-11-11,225.50413513183594
2021-11-12,225.73031616210938
2021-11-15,224.83494567871094
2021-11-16,225.24966430664062
2021-11-17,222.2996063232422
2021-11-18,221.35708618164062
2021-11-19,219.3401641845703
2021-11-22,218.4070587158203
2021-11-23,218.03005981445312
2021-11-24,218.26564025878906
2021-11-26,210.03759765625
2021-11-29,209.90565490722656
2021-11-30,205.6266632080078
2021-12-01,200.9989471435547
2021-12-02,206.60690307617188
2021-12-03,202.3656005859375
2021-12-06,206.42776489257812
2021-12-07,211.21575927734375
2021-12-08,212.65780639648438
2021-12-09,207.84152221679688
2021-12-10,207.2666473388672
2021-12-13,204.2376708984375
2021-12-14,202.47926330566406
2021-12-15,205.69354248046875
2021-12-16,201.533935546875
2021-12-17,203.38682556152344
2021-12-20,200.5318145751953
2021-12-21,206.2607421875
2021-12-22,208.24603271484375
2021-12-23,209.90989685058594
2021-12-27,211.87619018554688
2021-12-28,210.58111572265625
2021-12-29,210.80796813964844
2021-12-30,210.7512664794922
2021-12-31,210.2974853515625
2022-01-03,213.01072692871094
2022-01-04,212.6892852783203
2022-01-05,205.48556518554688
2022-01-06,206.65780639648438
2022-01-07,204.26602172851562
2022-01-10,203.55703735351562
2022-01-11,205.72190856933594
2022-01-12,204.19036865234375
2022-01-13,202.31857299804688
2022-01-14,202.60218811035156
2022-01-18,196.47618103027344
2022-01-19,193.2808074951172
2022-01-20,189.78294372558594
2022-01-21,186.22837829589844
2022-01-24,190.52035522460938
2022-01-25,187.97732543945312
2022-01-26,185.2640838623047
2022-01-27,181.05718994140625
2022-01-28,184.5834197998047
2022-01-31,190.24618530273438
2022-02-01,192.25039672851562
2022-02-02,190.34072875976562
2022-02-03,186.73886108398438
2022-02-04,187.5424346923828
2022-02-07,188.46890258789062
2022-02-08,191.6831512451172
2022-02-09,195.32284545898438
2022-02-10,192.32598876953125
2022-02-11,190.3785400390625
2022-02-14,189.71681213378906
2022-02-15,194.8028564453125
2022-02-16,195.20938110351562
2022-02-17,190.2083740234375
2022-02-18,188.57290649414062
2022-02-22,185.91641235351562
2022-02-23,182.43743896484375
2022-02-24,187.2209930419922
2022-02-25,191.43734741210938
2022-02-28,192.21255493164062
2022-03-01,188.591796875
2022-03-02,193.0823211669922
2022-03-03,190.7945098876953
2022-03-04,187.80714416503906
2022-03-07,183.13702392578125
2022-03-08,184.1485595703125
2022-03-09,189.3386688232422
2022-03-10,188.99827575683594
2022-03-11,185.98257446289062
2022-03-14,182.1822052001953
2022-03-15,185.08447265625
2022-03-16,190.90794372558594
2022-03-17,193.90478515625
2022-03-18,195.94679260253906
2022-03-21,194.2167205810547
2022-03-22,196.16419982910156
2022-03-23,192.7608642578125
2022-03-24,194.9773712158203
2022-03-25,195.2426300048828
2022-03-28,195.30892944335938
2022-03-29,200.53761291503906
2022-03-30,196.5119171142578
2022-03-31,194.43746948242188
2022-04-01,196.6161346435547
2022-04-04,196.9381561279297
2022-04-05,192.27780151367188
2022-04-06,189.54977416992188
2022-04-07,188.93408203125
2022-04-08,187.427978515625
2022-04-11,186.1681671142578
2022-04-12,186.7554473876953
2022-04-13,190.30752563476562
2022-04-14,188.46046447753906
2022-04-18,187.19117736816406
2022-04-19,190.9232635498047
2022-04-20,191.65264892578125
2022-04-21,187.36167907714844
2022-04-22,182.51182556152344
2022-04-25,183.6201171875
2022-04-26,177.83258056640625
2022-04-27,177.09373474121094
2022-04-28,180.39950561523438
2022-04-29,175.18978881835938
2022-05-02,177.0274200439453
2022-05-03,178.54299926757812
2022-05-04,183.3075408935547
2022-05-05,175.871826171875
2022-05-06,172.9448699951172
2022-05-09,165.67015075683594
2022-05-10,165.717529296875
2022-05-11,161.59707641601562
2022-05-12,163.49156188964844
2022-05-13,168.67288208007812
2022-05-16,167.86773681640625
2022-05-17,173.00169372558594
2022-05-18,166.939453125
2022-05-19,167.21414184570312
2022-05-20,166.78787231445312
2022-05-23,168.80551147460938
2022-05-24,166.30482482910156
2022-05-25,169.29806518554688
2022-05-26,173.0774688720703
2022-05-27,177.7378387451172
2022-05-31,175.53079223632812
2022-06-01,174.53616333007812
2022-06-02,178.7987518310547
2022-06-03,177.18846130371094
2022-06-06,177.95570373535156
2022-06-07,180.8258056640625
2022-06-08,178.03150939941406
2022-06-09,174.3408660888672
2022-06-10,169.61119079589844
2022-06-13,161.64305114746094
2022-06-14,160.86428833007812
2022-06-15,163.21957397460938
2022-06-16,155.65980529785156
2022-06-17,156.87542724609375
2022-06-21,159.6865997314453
2022-06-22,159.38272094726562
2022-06-23,161.2916717529297
2022-06-24,166.28721618652344
2022-06-27,166.90451049804688
2022-06-28,163.77041625976562
2022-06-29,162.10841369628906
2022-06-30,160.84530639648438
2022-07-01,162.79220581054688
2022-07-05,164.14083862304688
2022-07-06,162.9252166748047
2022-07-07,166.7810821533203
2022-07-08,166.76205444335938
2022-07-11,163.4095458984375
2022-07-12,162.84918212890625
2022-07-13,162.7067413330078
2022-07-14,161.0352325439453
2022-07-15,164.3877716064453
2022-07-18,163.92239379882812
2022-07-19,169.70619201660156
2022-07-20,172.36541748046875
2022-07-21,173.24867248535156
2022-07-22,170.4849853515625
2022-07-25,171.3682403564453
2022-07-26,170.3140106201172
2022-07-27,174.1888885498047
2022-07-28,176.58221435546875
2022-07-29,177.8358612060547
2022-08-01,177.76937866210938
2022-08-02,177.5984344482422
2022-08-03,180.21017456054688
2022-08-04,179.8302459716797
2022-08-05,181.20738220214844
2022-08-08,183.12582397460938
2022-08-09,180.6280517578125
2022-08-10,185.78500366210938
2022-08-11,186.47833251953125
2022-08-12,190.28671264648438
2022-08-15,190.96104431152344
2022-08-16,190.88510131835938
2022-08-17,187.6750030517578
2022-08-18,188.9191436767578
2022-08-19,184.8638153076172
2022-08-22,181.05545043945312
2022-08-23,181.34982299804688
2022-08-24,182.7364044189453
2022-08-25,185.5760955810547
2022-08-26,179.4788818359375
2022-08-29,177.82632446289062
2022-08-30,175.33807373046875
2022-08-31,174.27438354492188
2022-09-01,172.37490844726562
2022-09-02,171.0358123779297
2022-09-06,169.34530639648438
2022-09-07,173.03024291992188
2022-09-08,174.4738311767578
2022-09-09,177.9783172607422
2022-09-12,180.13418579101562
2022-09-13,173.0872344970703
2022-09-14,173.7615509033203
2022-09-15,172.49842834472656
2022-09-16,169.99114990234375
2022-09-19,171.44418334960938
2022-09-20,169.10789489746094
2022-09-21,166.5246124267578
2022-09-22,162.7732391357422
2022-09-23,158.89834594726562
2022-09-26,156.7227325439453
2022-09-27,157.25733947753906
2022-09-28,162.23098754882812
2022-09-29,158.5938262939453
2022-09-30,157.438720703125
2022-10-03,161.61044311523438
2022-10-04,168.01608276367188
2022-10-05,166.7750701904297
2022-10-06,165.83950805664062
2022-10-07,160.96133422851562
2022-10-10,160.06398010253906
2022-10-11,160.11167907714844
2022-10-12,159.6725616455078
2022-10-13,163.624755859375
2022-10-14,159.2429656982422
2022-10-17,164.32164001464844
2022-10-18,166.26910400390625
2022-10-19,163.443359375
2022-10-20,161.3622589111328
2022-10-21,164.8657684326172
2022-10-24,165.57220458984375
2022-10-25,170.087646484375
2022-10-26,170.927734375
2022-10-27,170.9659423828125
2022-10-28,174.85128784179688
2022-10-31,175.01356506347656
2022-11-01,175.25222778320312
2022-11-02,169.43849182128906
2022-11-03,168.30245971679688
2022-11-04,170.57449340820312
2022-11-07,171.34776306152344
2022-11-08,171.41458129882812
2022-11-09,166.708251953125
2022-11-10,176.9705810546875
2022-11-11,178.42161560058594
2022-11-14,176.4264373779297
2022-11-15,179.0421600341797
2022-11-16,175.89183044433594
2022-11-17,174.2593994140625
2022-11-18,175.3858642578125
2022-11-21,174.46942138671875
2022-11-22,176.33099365234375
2022-11-23,176.7891845703125
2022-11-25,177.16151428222656
2022-11-28,173.59117126464844
2022-11-29,174.09710693359375
2022-11-30,178.8703155517578
2022-12-01,178.47891235351562
2022-12-02,179.5194549560547
2022-12-05,174.574462890625
2022-12-06,171.90147399902344
2022-12-07,171.39549255371094
2022-12-08,172.63653564453125
2022-12-09,170.51722717285156
2022-12-12,172.52198791503906
2022-12-13,173.950927734375
2022-12-14,172.80967712402344
2022-12-15,168.48440551757812
2022-12-16,167.22805786132812
2022-12-19,164.96470642089844
2022-12-20,165.8374481201172
2022-12-21,168.6953887939453
2022-12-22,166.4896240234375
2022-12-23,167.2472381591797
2022-12-27,166.1251678466797
2022-12-28,163.5453338623047
2022-12-29,167.68841552734375
2022-12-30,167.21847534179688
2023-01-03,166.2978057861328
2023-01-04,168.36929321289062
2023-01-05,166.56631469726562
2023-01-06,170.3065643310547
2023-01-09,170.59429931640625
2023-01-10,173.11660766601562
2023-01-11,175.27439880371094
2023-01-12,178.21868896484375
2023-01-13,179.38870239257812
2023-01-17,179.16812133789062
2023-01-18,176.27183532714844
2023-01-19,174.58389282226562
2023-01-20,177.4610137939453
2023-01-23,179.65724182128906
2023-01-24,179.27362060546875
2023-01-25,179.77230834960938
2023-01-26,180.83682250976562
2023-01-27,181.81509399414062
2023-01-30,179.2832489013672
2023-01-31,183.6372528076172
2023-02-01,186.5239715576172
2023-02-02,190.19711303710938
2023-02-03,188.92156982421875
2023-02-06,186.18829345703125
2023-02-07,187.5693359375
2023-02-08,184.82647705078125
2023-02-09,182.1507568359375
2023-02-10,182.51519775390625
2023-02-13,184.71139526367188
2023-02-14,184.6250762939453
2023-02-15,186.49520874023438
2023-02-16,184.71139526367188
2023-02-17,185.2196502685547
2023-02-21,179.75315856933594
2023-02-22,180.24224853515625
2023-02-23,181.52734375
2023-02-24,179.82984924316406
2023-02-27,180.4628448486328
2023-02-28,180.47239685058594
2023-03-01,180.7025604248047
2023-03-02,181.13417053222656
2023-03-03,183.65643310546875
2023-03-06,180.9711456298828
2023-03-07,178.870849609375
2023-03-08,178.95713806152344
2023-03-09,173.97972106933594
2023-03-10,168.96389770507812
2023-03-13,166.21148681640625
2023-03-14,169.2899627685547
2023-03-15,166.49920654296875
2023-03-16,168.7720947265625
2023-03-17,164.2166748046875
2023-03-20,166.34576416015625
2023-03-21,169.41468811035156
2023-03-22,164.60987854003906
2023-03-23,163.87925720214844
2023-03-24,165.3616180419922
2023-03-27,167.20018005371094
2023-03-28,166.95956420898438
2023-03-29,168.85581970214844
2023-03-30,168.624755859375
2023-03-31,171.72430419921875
2023-04-03,171.80130004882812
2023-04-04,168.7884521484375
2023-04-05,167.1328125
2023-04-06,167.38307189941406
2023-04-10,169.1734619140625
2023-04-11,170.51145935058594
2023-04-12,169.26010131835938
2023-04-13,171.5029296875
2023-04-14,169.905029296875
2023-04-17,172.09007263183594
2023-04-18,171.35855102539062
2023-04-19,171.5799102783203
2023-04-20,170.6943359375
2023-04-21,170.9157257080078
2023-04-24,170.8002166748047
2023-04-25,166.58413696289062
2023-04-26,164.9766387939453
2023-04-27,167.18092346191406
2023-04-28,168.64402770996094
2023-05-01,168.74029541015625
2023-05-02,165.27500915527344
2023-05-03,165.8814697265625
2023-05-04,164.02365112304688
2023-05-05,167.92210388183594
2023-05-08,167.53707885742188
2023-05-09,167.0365447998047
2023-05-10,167.88360595703125
2023-05-11,166.59375
2023-05-12,166.25685119628906
2023-05-15,168.28790283203125
2023-05-16,165.83331298828125
2023-05-17,169.5296173095703
2023-05-18,170.55960083007812
2023-05-19,169.52001953125
2023-05-22,171.5895233154297
2023-05-23,170.781005859375
2023-05-24,168.97134399414062
2023-05-25,167.65260314941406
2023-05-26,169.5585174560547
2023-05-30,168.93283081054688
2023-05-31,167.26756286621094
2023-06-01,169.07720947265625
2023-06-02,175.20883178710938
2023-06-05,172.86016845703125
2023-06-06,177.4131622314453
2023-06-07,180.73265075683594
2023-06-08,180.0569610595703
2023-06-09,178.59945678710938
2023-06-12,179.3426971435547
2023-06-13,181.398681640625
2023-06-14,179.4488525390625
2023-06-15,180.92567443847656
2023-06-16,179.4778594970703
2023-06-20,178.69598388671875
2023-06-21,178.28089904785156
2023-06-22,176.95852661132812
2023-06-23,174.29444885253906
2023-06-26,174.46815490722656
2023-06-27,176.9875030517578
2023-06-28,177.856201171875
2023-06-29,179.9025421142578
2023-06-30,180.7615966796875
2023-07-03,181.12841796875
2023-07-05,179.32337951660156
2023-07-06,176.42762756347656
2023-07-07,178.29055786132812
2023-07-10,181.3407440185547
2023-07-11,183.2036590576172
2023-07-12,185.20172119140625
2023-07-13,186.69784545898438
2023-07-14,184.87353515625
2023-07-17,186.85232543945312
2023-07-18,189.1592559814453
2023-07-19,189.96038818359375
2023-07-20,188.3001708984375
2023-07-21,187.70172119140625
2023-07-24,188.16502380371094
2023-07-25,188.1457061767578
2023-07-26,189.63218688964844
2023-07-27,187.18048095703125
2023-07-28,189.60324096679688
2023-07-31,191.8040313720703
2023-08-01,190.92562866210938
2023-08-02,188.32913208007812
2023-08-03,187.79823303222656
2023-08-04,187.4217987060547
2023-08-07,187.54727172851562
2023-08-08,186.36965942382812
2023-08-09,184.91213989257812
2023-08-10,184.09170532226562
2023-08-11,184.352294921875
2023-08-14,184.03379821777344
2023-08-15,181.60137939453125
2023-08-16,179.38128662109375
2023-08-17,177.26739501953125
2023-08-18,178.23263549804688
2023-08-21,177.97203063964844
2023-08-22,177.441162109375
2023-08-23,179.3330078125
2023-08-24,176.8523406982422
2023-08-25,177.60525512695312
2023-08-28,179.188232421875
2023-08-29,181.68821716308594
2023-08-30,182.37353515625
2023-08-31,182.05503845214844
2023-09-01,184.21719360351562
2023-09-05,180.33688354492188
2023-09-06,179.6612091064453
2023-09-07,177.92376708984375
2023-09-08,177.5280303955078
2023-09-11,177.9527130126953
2023-09-12,177.77899169921875
2023-09-13,176.61102294921875
2023-09-14,179.1013641357422
2023-09-15,177.22879028320312
2023-09-18,176.05117797851562
2023-09-19,175.3658447265625
2023-09-20,173.60911560058594
2023-09-21,170.9160919189453
2023-09-22,170.5299835205078
