Date,WING
2020-11-25,114.38951873779297
2020-11-27,118.66487121582031
2020-11-30,119.88908386230469
2020-12-01,121.44291687011719
2020-12-02,118.627197265625
2020-12-03,116.45186614990234
2020-12-04,117.28057098388672
2020-12-07,116.3953628540039
2020-12-08,118.17518615722656
2020-12-09,118.46712493896484
2020-12-10,122.34696960449219
2020-12-11,123.53349304199219
2020-12-14,125.94432830810547
2020-12-15,124.37166595458984
2020-12-16,129.1178741455078
2020-12-17,137.32955932617188
2020-12-18,135.88876342773438
2020-12-21,135.5215301513672
2020-12-22,136.6138916015625
2020-12-23,132.00889587402344
2020-12-24,132.5550994873047
2020-12-28,134.9564666748047
2020-12-29,130.4268341064453
2020-12-30,128.38331604003906
2020-12-31,124.82366943359375
2021-01-04,122.77074432373047
2021-01-05,128.12905883789062
2021-01-06,134.11837768554688
2021-01-07,136.4066925048828
2021-01-08,138.24302673339844
2021-01-11,135.14480590820312
2021-01-12,137.75332641601562
2021-01-13,135.95465087890625
2021-01-14,137.75332641601562
2021-01-15,136.50083923339844
2021-01-19,138.86456298828125
2021-01-20,143.5919189453125
2021-01-21,145.09866333007812
2021-01-22,146.37942504882812
2021-01-25,147.59417724609375
2021-01-26,148.30987548828125
2021-01-27,146.1439666748047
2021-01-28,144.7313690185547
2021-01-29,141.3035888671875
2021-02-01,144.7690887451172
2021-02-02,144.9103240966797
2021-02-03,141.27528381347656
2021-02-04,143.97804260253906
2021-02-05,146.05923461914062
2021-02-08,146.887939453125
2021-02-09,154.0825958251953
2021-02-10,154.86422729492188
2021-02-11,161.380859375
2021-02-12,160.85348510742188
2021-02-16,156.3144989013672
2021-02-17,135.6439208984375
2021-02-18,131.3779754638672
2021-02-19,132.27255249023438
2021-02-22,123.66536712646484
2021-02-23,119.61601257324219
2021-02-24,128.35508728027344
2021-02-25,125.34160614013672
2021-02-26,128.2137908935547
2021-03-01,132.0277099609375
2021-03-02,128.0254669189453
2021-03-03,121.58419036865234
2021-03-04,113.4672622680664
2021-03-05,113.62751007080078
2021-03-08,109.51722717285156
2021-03-09,113.08071899414062
2021-03-10,115.23958587646484
2021-03-11,120.2360610961914
2021-03-12,121.04682922363281
2021-03-15,121.06566619873047
2021-03-16,122.87568664550781
2021-03-17,124.44066619873047
2021-03-18,120.09464263916016
2021-03-19,123.89385986328125
2021-03-22,123.88446044921875
2021-03-23,122.48918914794922
2021-03-24,118.6428451538086
2021-03-25,116.16345977783203
2021-03-26,117.96408081054688
2021-03-29,117.20046997070312
2021-03-30,118.51089477539062
2021-03-31,119.88726806640625
2021-04-01,128.0513153076172
2021-04-05,127.26881408691406
2021-04-06,129.96507263183594
2021-04-07,129.6822509765625
2021-04-08,127.93820190429688
2021-04-09,129.77651977539062
2021-04-12,127.80622100830078
2021-04-13,129.15438842773438
2021-04-14,128.07957458496094
2021-04-15,130.37986755371094
2021-04-16,129.38998413085938
2021-04-19,129.80482482910156
2021-04-20,130.3421630859375
2021-04-21,134.0847930908203
2021-04-22,133.09495544433594
2021-04-23,134.21681213378906
2021-04-26,136.78102111816406
2021-04-27,139.60922241210938
2021-04-28,147.9901123046875
2021-04-29,148.97996520996094
2021-04-30,149.33819580078125
2021-05-03,150.84657287597656
2021-05-04,150.97857666015625
2021-05-05,144.82254028320312
2021-05-06,142.66368103027344
2021-05-07,137.81802368164062
2021-05-10,130.50238037109375
2021-05-11,129.72940063476562
2021-05-12,124.98744201660156
2021-05-13,123.48690795898438
2021-05-14,128.5641632080078
2021-05-17,125.71412658691406
2021-05-18,126.29923248291016
2021-05-19,125.32720184326172
2021-05-20,128.1394805908203
2021-05-21,130.036376953125
2021-05-24,134.23599243164062
2021-05-25,134.5190887451172
2021-05-26,135.67044067382812
2021-05-27,135.25521850585938
2021-05-28,134.65122985839844
2021-06-01,132.35794067382812
2021-06-02,134.22653198242188
2021-06-03,129.8098602294922
2021-06-04,130.0458221435547
2021-06-07,132.037109375
2021-06-08,140.8326416015625
2021-06-09,138.2939910888672
2021-06-10,138.6337432861328
2021-06-11,141.1063232421875
2021-06-14,142.4747314453125
2021-06-15,140.49290466308594
2021-06-16,139.98326110839844
2021-06-17,137.87876892089844
2021-06-18,136.56700134277344
2021-06-21,139.18113708496094
2021-06-22,143.663818359375
2021-06-23,145.9665069580078
2021-06-24,148.58065795898438
2021-06-25,147.76907348632812
2021-06-28,148.54290771484375
2021-06-29,148.3636016845703
2021-06-30,148.7599639892578
2021-07-01,147.5331268310547
2021-07-02,148.0522003173828
2021-07-06,147.26889038085938
2021-07-07,147.3915557861328
2021-07-08,147.3349151611328
2021-07-09,149.18466186523438
2021-07-12,146.8347625732422
2021-07-13,150.00572204589844
2021-07-14,145.5041046142578
2021-07-15,145.5418701171875
2021-07-16,146.2024688720703
2021-07-19,146.0608673095703
2021-07-20,149.08084106445312
2021-07-21,150.50582885742188
2021-07-22,158.3765869140625
2021-07-23,160.28286743164062
2021-07-26,157.70652770996094
2021-07-27,160.3583984375
2021-07-28,156.76278686523438
2021-07-29,164.3975067138672
2021-07-30,161.67018127441406
2021-08-02,161.16061401367188
2021-08-03,163.18955993652344
2021-08-04,166.0396728515625
2021-08-05,166.58697509765625
2021-08-06,166.7474365234375
2021-08-09,162.60447692871094
2021-08-10,159.58453369140625
2021-08-11,156.75335693359375
2021-08-12,159.43629455566406
2021-08-13,160.6360321044922
2021-08-16,159.9086456298828
2021-08-17,158.28375244140625
2021-08-18,156.83834838867188
2021-08-19,154.63723754882812
2021-08-20,156.98953247070312
2021-08-23,157.3296356201172
2021-08-24,159.5402374267578
2021-08-25,159.34181213378906
2021-08-26,159.11508178710938
2021-08-27,162.35540771484375
2021-08-30,160.6549530029297
2021-08-31,162.4215087890625
2021-09-01,164.77383422851562
2021-09-02,166.7198944091797
2021-09-03,166.22862243652344
2021-09-07,167.96688842773438
2021-09-08,167.03163146972656
2021-09-09,170.64984130859375
2021-09-10,173.7200469970703
2021-09-13,170.78207397460938
2021-09-14,169.05328369140625
2021-09-15,170.7064971923828
2021-09-16,174.53253173828125
2021-09-17,173.10606384277344
2021-09-20,171.61343383789062
2021-09-21,171.15052795410156
2021-09-22,173.87123107910156
2021-09-23,173.10606384277344
2021-09-24,171.46224975585938
2021-09-27,165.7940673828125
2021-09-28,156.34715270996094
2021-09-29,155.78030395507812
2021-09-30,154.8639373779297
2021-10-01,160.0692138671875
2021-10-04,159.5023956298828
2021-10-05,156.92340087890625
2021-10-06,151.58587646484375
2021-10-07,151.74649047851562
2021-10-08,149.05409240722656
2021-10-11,150.50894165039062
2021-10-12,156.00704956054688
2021-10-13,159.29457092285156
2021-10-14,164.5943145751953
2021-10-15,162.31761169433594
2021-10-18,160.1259307861328
2021-10-19,161.42015075683594
2021-10-20,157.83975219726562
2021-10-21,160.22036743164062
2021-10-22,162.9977569580078
2021-10-25,164.02749633789062
2021-10-26,162.6387939453125
2021-10-27,160.79664611816406
2021-10-28,159.28514099121094
2021-10-29,162.93165588378906
2021-11-01,164.12200927734375
2021-11-02,159.06787109375
2021-11-03,143.10244750976562
2021-11-04,154.96786499023438
2021-11-05,157.4996337890625
2021-11-08,160.89111328125
2021-11-09,158.46324157714844
2021-11-10,161.5996551513672
2021-11-11,162.2420196533203
2021-11-12,160.4187469482422
2021-11-15,157.91531372070312
2021-11-16,159.12451171875
2021-11-17,156.91397094726562
2021-11-18,162.59739685058594
2021-11-19,167.25953674316406
2021-11-22,161.81246948242188
2021-11-23,159.40101623535156
2021-11-24,159.2024383544922
2021-11-26,158.4553680419922
2021-11-29,155.0321044921875
2021-11-30,151.87355041503906
2021-12-01,150.02008056640625
2021-12-02,150.77658081054688
2021-12-03,146.9844512939453
2021-12-06,152.9611053466797
2021-12-07,156.6396942138672
2021-12-08,164.4698028564453
2021-12-09,158.69183349609375
2021-12-10,154.8429412841797
2021-12-13,154.74842834472656
2021-12-14,155.1928253173828
2021-12-15,157.36782836914062
2021-12-16,151.9964599609375
2021-12-17,155.55218505859375
2021-12-20,157.0652618408203
2021-12-21,160.9046630859375
2021-12-22,161.25454711914062
2021-12-23,163.57139587402344
2021-12-27,163.6565399169922
2021-12-28,163.3255615234375
2021-12-29,162.79598999023438
2021-12-30,166.8055877685547
2021-12-31,163.41067504882812
2022-01-03,162.95675659179688
2022-01-04,159.27810668945312
2022-01-05,157.12196350097656
2022-01-06,161.8502960205078
2022-01-07,154.8524169921875
2022-01-10,151.2588653564453
2022-01-11,154.5119171142578
2022-01-12,152.1288604736328
2022-01-13,146.7102508544922
2022-01-14,146.57781982421875
2022-01-18,137.30087280273438
2022-01-19,137.33868408203125
2022-01-20,132.26051330566406
2022-01-21,134.0950469970703
2022-01-24,138.79507446289062
2022-01-25,139.6934051513672
2022-01-26,136.922607421875
2022-01-27,136.1376953125
2022-01-28,142.3696746826172
2022-01-31,144.92294311523438
2022-02-01,148.0436248779297
2022-02-02,145.07423400878906
2022-02-03,142.1899871826172
2022-02-04,141.22535705566406
2022-02-07,140.36480712890625
2022-02-08,140.7809295654297
2022-02-09,145.6605682373047
2022-02-10,143.86376953125
2022-02-11,145.34849548339844
2022-02-14,148.12875366210938
2022-02-15,149.11221313476562
2022-02-16,153.8216552734375
2022-02-17,146.82374572753906
2022-02-18,142.1332244873047
2022-02-22,137.244140625
2022-02-23,131.77822875976562
2022-02-24,131.56069946289062
2022-02-25,132.468505859375
2022-02-28,137.45217895507812
2022-03-01,138.8423309326172
2022-03-02,137.06448364257812
2022-03-03,130.6717529296875
2022-03-04,129.52752685546875
2022-03-07,119.4561996459961
2022-03-08,122.1513671875
2022-03-09,126.4541244506836
2022-03-10,119.96809387207031
2022-03-11,116.51200866699219
2022-03-14,110.68880462646484
2022-03-15,107.22325134277344
2022-03-16,116.85289764404297
2022-03-17,114.70349884033203
2022-03-18,114.61827850341797
2022-03-21,110.96336364746094
2022-03-22,111.7776870727539
2022-03-23,110.02334594726562
2022-03-24,109.76852416992188
2022-03-25,106.64207458496094
2022-03-28,108.59243774414062
2022-03-29,117.29550170898438
2022-03-30,116.7564697265625
2022-03-31,115.01193237304688
2022-04-01,113.98285675048828
2022-04-04,113.63983917236328
2022-04-05,110.55258178710938
2022-04-06,107.79856872558594
2022-04-07,108.93547058105469
2022-04-08,109.20986938476562
2022-04-11,105.06416320800781
2022-04-12,105.23076629638672
2022-04-13,106.56368255615234
2022-04-14,99.88933563232422
2022-04-18,101.6044921875
2022-04-19,105.7992172241211
2022-04-20,103.45681762695312
2022-04-21,99.42871856689453
2022-04-22,97.2137451171875
2022-04-25,100.94783782958984
2022-04-26,95.40059661865234
2022-04-27,95.62601470947266
2022-04-28,95.83184051513672
2022-04-29,89.93180084228516
2022-05-02,88.8340835571289
2022-05-03,87.39335632324219
2022-05-04,95.05757141113281
2022-05-05,86.19767761230469
2022-05-06,82.34598541259766
2022-05-09,79.2097396850586
2022-05-10,79.3959732055664
2022-05-11,73.613525390625
2022-05-12,76.32832336425781
2022-05-13,79.30775451660156
2022-05-16,78.06304931640625
2022-05-17,77.51420593261719
2022-05-18,71.09469604492188
2022-05-19,72.90228271484375
2022-05-20,71.87079620361328
2022-05-23,70.44636535644531
2022-05-24,67.83323669433594
2022-05-25,71.14384460449219
2022-05-26,74.32673645019531
2022-05-27,76.84162902832031
2022-05-31,78.25626373291016
2022-06-01,72.82369995117188
2022-06-02,77.85347747802734
2022-06-03,76.71389770507812
2022-06-06,77.24439239501953
2022-06-07,79.85752868652344
2022-06-08,81.21322631835938
2022-06-09,80.25047302246094
2022-06-10,76.80233001708984
2022-06-13,71.97885131835938
2022-06-14,70.98666381835938
2022-06-15,74.13026428222656
2022-06-16,70.603515625
2022-06-17,75.25017547607422
2022-06-21,74.14009857177734
2022-06-22,72.61740112304688
2022-06-23,79.21898651123047
2022-06-24,82.10718536376953
2022-06-27,77.43106842041016
2022-06-28,73.39347839355469
2022-06-29,74.90633392333984
2022-06-30,73.45242309570312
2022-07-01,78.04014587402344
2022-07-05,82.8930892944336
2022-07-06,85.1329116821289
2022-07-07,89.55361938476562
2022-07-08,91.08612060546875
2022-07-11,88.38458251953125
2022-07-12,87.01907348632812
2022-07-13,88.97401428222656
2022-07-14,90.87982177734375
2022-07-15,97.73680877685547
2022-07-18,94.84862518310547
2022-07-19,99.97663116455078
2022-07-20,105.5663833618164
2022-07-21,104.85906219482422
2022-07-22,102.65853881835938
2022-07-25,97.5108871459961
2022-07-26,92.53020477294922
2022-07-27,97.92346954345703
2022-07-28,117.68893432617188
2022-07-29,123.95649719238281
2022-08-01,116.18588256835938
2022-08-02,121.76579284667969
2022-08-03,127.62078857421875
2022-08-04,127.473388671875
2022-08-05,131.76641845703125
2022-08-08,130.8036651611328
2022-08-09,128.6719207763672
2022-08-10,135.85311889648438
2022-08-11,133.43312072753906
2022-08-12,135.53829956054688
2022-08-15,133.6200408935547
2022-08-16,132.3411865234375
2022-08-17,128.6226806640625
2022-08-18,128.2193603515625
2022-08-19,124.1664047241211
2022-08-22,116.78842163085938
2022-08-23,118.43124389648438
2022-08-24,121.24470520019531
2022-08-25,123.01543426513672
2022-08-26,113.85691833496094
2022-08-29,110.90572357177734
2022-08-30,108.79068756103516
2022-08-31,112.00749969482422
2022-09-01,113.78804779052734
2022-09-02,119.01166534423828
2022-09-06,129.8916778564453
2022-09-07,137.48609924316406
2022-09-08,142.9752960205078
2022-09-09,143.41798400878906
2022-09-12,144.1262969970703
2022-09-13,138.04681396484375
2022-09-14,135.6169891357422
2022-09-15,136.07936096191406
2022-09-16,134.52505493164062
2022-09-19,133.41346740722656
2022-09-20,132.1837615966797
2022-09-21,130.46226501464844
2022-09-22,125.31736755371094
2022-09-23,123.21217346191406
2022-09-26,121.73657989501953
2022-09-27,123.58599853515625
2022-09-28,129.90155029296875
2022-09-29,123.84175872802734
2022-09-30,123.37939453125
2022-10-03,121.02828979492188
2022-10-04,126.66505432128906
2022-10-05,135.41041564941406
2022-10-06,130.87542724609375
2022-10-07,126.23223876953125
2022-10-10,128.79974365234375
2022-10-11,124.26475524902344
2022-10-12,121.33323669433594
2022-10-13,120.76268768310547
2022-10-14,111.515625
2022-10-17,120.33968353271484
2022-10-18,122.7104721069336
2022-10-19,121.06763458251953
2022-10-20,115.31282806396484
2022-10-21,123.8319091796875
2022-10-24,125.96662139892578
2022-10-25,132.65599060058594
2022-10-26,152.9208221435547
2022-10-27,155.81297302246094
2022-10-28,158.1345977783203
2022-10-31,155.81297302246094
2022-11-01,152.43878173828125
2022-11-02,146.39869689941406
2022-11-03,149.9105987548828
2022-11-04,150.884521484375
2022-11-07,153.23561096191406
2022-11-08,154.9473114013672
2022-11-09,153.64720153808594
2022-11-10,164.7078094482422
2022-11-11,164.39266967773438
2022-11-14,163.87066650390625
2022-11-15,164.5108642578125
2022-11-16,161.6545867919922
2022-11-17,157.4687042236328
2022-11-18,157.78387451171875
2022-11-21,154.95713806152344
2022-11-22,155.64657592773438
2022-11-23,156.10948181152344
2022-11-25,153.1153564453125
2022-11-28,150.367431640625
2022-11-29,152.61305236816406
2022-11-30,163.01377868652344
2022-12-01,162.33419799804688
2022-12-02,160.56130981445312
2022-12-05,155.45947265625
2022-12-06,147.45205688476562
2022-12-07,151.51979064941406
2022-12-08,152.51458740234375
2022-12-09,150.72203063964844
2022-12-12,156.78909301757812
2022-12-13,153.95249938964844
2022-12-14,158.04977416992188
2022-12-15,153.26309204101562
2022-12-16,151.9531707763672
2022-12-19,146.92025756835938
2022-12-20,144.3298797607422
2022-12-21,148.8309783935547
2022-12-22,143.1578369140625
2022-12-23,143.47300720214844
2022-12-27,141.4539337158203
2022-12-28,139.70077514648438
2022-12-29,141.27664184570312
2022-12-30,135.54440307617188
2023-01-03,131.42745971679688
2023-01-04,134.44129943847656
2023-01-05,130.3144989013672
2023-01-06,135.15045166015625
2023-01-09,141.68045043945312
2023-01-10,145.26556396484375
2023-01-11,148.1513671875
2023-01-12,149.01812744140625
2023-01-13,143.79803466796875
2023-01-17,145.8564910888672
2023-01-18,142.4093017578125
2023-01-19,134.57916259765625
2023-01-20,139.55307006835938
2023-01-23,147.50131225585938
2023-01-24,145.92543029785156
2023-01-25,147.96421813964844
2023-01-26,153.1153564453125
2023-01-27,155.4496307373047
2023-01-30,154.25787353515625
2023-01-31,156.07994079589844
2023-02-01,160.55148315429688
2023-02-02,163.09255981445312
2023-02-03,163.45700073242188
2023-02-06,161.5856475830078
2023-02-07,163.01377868652344
2023-02-08,156.55270385742188
2023-02-09,156.57241821289062
2023-02-10,153.25326538085938
2023-02-13,160.69923400878906
2023-02-14,168.0861358642578
2023-02-15,171.78939819335938
2023-02-16,170.1839599609375
2023-02-17,170.87342834472656
2023-02-21,163.70323181152344
2023-02-22,176.3003387451172
2023-02-23,171.6022491455078
2023-02-24,168.48008728027344
2023-02-27,170.56808471679688
2023-02-28,167.78076171875
2023-03-01,168.3126678466797
2023-03-02,169.56349182128906
2023-03-03,170.93255615234375
2023-03-06,170.29232788085938
2023-03-07,167.12088012695312
2023-03-08,168.1747589111328
2023-03-09,167.14930725097656
2023-03-10,162.74180603027344
2023-03-13,163.30381774902344
2023-03-14,167.84938049316406
2023-03-15,172.3160400390625
2023-03-16,178.86317443847656
2023-03-17,179.65196228027344
2023-03-20,181.702880859375
2023-03-21,181.9691162109375
2023-03-22,180.44078063964844
2023-03-23,181.68316650390625
2023-03-24,181.71275329589844
2023-03-27,179.56321716308594
2023-03-28,181.24932861328125
2023-03-29,176.90097045898438
2023-03-30,177.20663452148438
2023-03-31,181.01266479492188
2023-04-03,185.15394592285156
2023-04-04,173.9429473876953
2023-04-05,176.7432098388672
2023-04-06,177.61090087890625
2023-04-10,175.83609008789062
2023-04-11,179.50408935546875
2023-04-12,174.04156494140625
2023-04-13,177.54188537597656
2023-04-14,182.79734802246094
2023-04-17,182.88609313964844
2023-04-18,185.8145751953125
2023-04-19,184.808837890625
2023-04-20,186.1399688720703
2023-04-21,187.69784545898438
2023-04-24,194.06752014160156
2023-04-25,192.89414978027344
2023-04-26,196.60157775878906
2023-04-27,196.26632690429688
2023-04-28,197.31150817871094
2023-05-01,195.9014892578125
2023-05-02,196.52267456054688
2023-05-03,214.90200805664062
2023-05-04,204.66717529296875
2023-05-05,207.28997802734375
2023-05-08,203.5332489013672
2023-05-09,198.93841552734375
2023-05-10,200.83155822753906
2023-05-11,204.0164337158203
2023-05-12,204.50942993164062
2023-05-15,203.4050750732422
2023-05-16,198.21859741210938
2023-05-17,200.62451171875
2023-05-18,201.43380737304688
2023-05-19,204.0393524169922
2023-05-22,201.57199096679688
2023-05-23,199.8053741455078
2023-05-24,203.2300262451172
2023-05-25,198.47299194335938
2023-05-26,198.14730834960938
2023-05-30,198.739501953125
2023-05-31,196.75570678710938
2023-06-01,196.14382934570312
2023-06-02,195.18649291992188
2023-06-05,201.02915954589844
2023-06-06,195.88720703125
2023-06-07,193.51858520507812
2023-06-08,190.88345336914062
2023-06-09,186.40277099609375
2023-06-12,188.11016845703125
2023-06-13,185.83030700683594
2023-06-14,189.22540283203125
2023-06-15,186.47186279296875
2023-06-16,185.71189880371094
2023-06-20,187.35020446777344
2023-06-21,189.2352752685547
2023-06-22,184.0045166015625
2023-06-23,184.87298583984375
2023-06-26,186.2843017578125
2023-06-27,193.53831481933594
2023-06-28,197.6439666748047
2023-06-29,194.24893188476562
2023-06-30,197.54527282714844
2023-07-03,193.09420776367188
2023-07-05,186.99496459960938
2023-07-06,183.4814453125
2023-07-07,184.5078582763672
2023-07-10,189.60043334960938
2023-07-11,186.57054138183594
2023-07-12,192.87705993652344
2023-07-13,193.03497314453125
2023-07-14,191.4065399169922
2023-07-17,191.04135131835938
2023-07-18,189.94589233398438
2023-07-19,184.68548583984375
2023-07-20,183.03732299804688
2023-07-21,183.35308837890625
2023-07-24,180.9943389892578
2023-07-25,182.7017364501953
2023-07-26,181.0042266845703
2023-07-27,176.67153930664062
2023-07-28,162.4794158935547
2023-07-31,166.37782287597656
2023-08-01,166.2198944091797
2023-08-02,165.48956298828125
2023-08-03,163.36767578125
2023-08-04,163.65386962890625
2023-08-07,164.66053771972656
2023-08-08,159.15342712402344
2023-08-09,160.92005920410156
2023-08-10,160.140380859375
2023-08-11,160.466064453125
2023-08-14,161.9464569091797
2023-08-15,162.09449768066406
2023-08-16,160.79173278808594
2023-08-17,162.64968872070312
2023-08-18,164.1024627685547
2023-08-21,159.80348205566406
2023-08-22,163.78622436523438
2023-08-23,163.36123657226562
2023-08-24,162.2642364501953
2023-08-25,160.39645385742188
2023-08-28,160.97950744628906
2023-08-29,161.79977416992188
2023-08-30,161.05859375
2023-08-31,158.7559051513672
2023-09-01,156.90785217285156
2023-09-05,149.4265899658203
2023-09-06,152.61871337890625
2023-09-07,159.76394653320312
2023-09-08,158.5681610107422
2023-09-11,163.72691345214844
2023-09-12,163.36123657226562
2023-09-13,166.7806854248047
2023-09-14,170.16053771972656
2023-09-15,168.3618927001953
2023-09-18,171.919677734375
2023-09-19,171.7022705078125
2023-09-20,173.402099609375
