Date,WING
2020-01-02,76.4747543334961
2020-01-03,79.79584503173828
2020-01-06,80.83364868164062
2020-01-07,81.16758728027344
2020-01-08,81.8173599243164
2020-01-09,82.39491271972656
2020-01-10,82.0429916381836
2020-01-13,84.33522033691406
2020-01-14,82.75595092773438
2020-01-15,82.47615051269531
2020-01-16,79.10093688964844
2020-01-17,84.2178955078125
2020-01-21,81.49244689941406
2020-01-22,84.50666809082031
2020-01-23,84.19983673095703
2020-01-24,83.76667022705078
2020-01-27,82.94544219970703
2020-01-28,84.04642486572266
2020-01-29,86.75382995605469
2020-01-30,86.03186798095703
2020-01-31,83.72154235839844
2020-02-03,83.22517395019531
2020-02-04,84.4976577758789
2020-02-05,83.9742431640625
2020-02-06,84.20887756347656
2020-02-07,85.48135375976562
2020-02-10,87.92700958251953
2020-02-11,87.5389633178711
2020-02-12,88.08043670654297
2020-02-13,90.46296691894531
2020-02-14,90.39977264404297
2020-02-18,91.71736145019531
2020-02-19,89.11827850341797
2020-02-20,91.30223846435547
2020-02-21,89.94855499267578
2020-02-24,87.8548355102539
2020-02-25,85.06620788574219
2020-02-26,80.8968276977539
2020-02-27,77.04332733154297
2020-02-28,76.21302795410156
2020-03-02,76.52892303466797
2020-03-03,73.86663818359375
2020-03-04,75.59937286376953
2020-03-05,71.8582534790039
2020-03-06,71.65040588378906
2020-03-09,67.9273681640625
2020-03-10,68.81295013427734
2020-03-11,64.67424011230469
2020-03-12,61.68316650390625
2020-03-13,61.5204963684082
2020-03-16,51.98698806762695
2020-03-17,57.04743576049805
2020-03-18,44.929481506347656
2020-03-19,51.76108169555664
2020-03-20,51.03816223144531
2020-03-23,56.71307373046875
2020-03-24,65.31583404541016
2020-03-25,66.88818359375
2020-03-26,68.09001922607422
2020-03-27,70.08712005615234
2020-03-30,72.76190185546875
2020-03-31,72.02092742919922
2020-04-01,72.08418273925781
2020-04-02,71.88536834716797
2020-04-03,70.16844177246094
2020-04-06,76.5120620727539
2020-04-07,83.41593933105469
2020-04-08,87.12996673583984
2020-04-09,90.15717315673828
2020-04-13,90.1933364868164
2020-04-14,92.07291412353516
2020-04-15,91.51264953613281
2020-04-16,92.87715911865234
2020-04-17,96.81710052490234
2020-04-20,98.81414031982422
2020-04-21,97.11528015136719
2020-04-22,101.6064224243164
2020-04-23,98.85932159423828
2020-04-24,103.00708770751953
2020-04-27,102.14862823486328
2020-04-28,104.42581939697266
2020-04-29,106.7391586303711
2020-04-30,105.97103881835938
2020-05-01,106.80242156982422
2020-05-04,108.59163665771484
2020-05-05,109.2874526977539
2020-05-06,111.1308822631836
2020-05-07,111.14896392822266
2020-05-08,115.26057434082031
2020-05-11,114.29368591308594
2020-05-12,110.6338882446289
2020-05-13,108.57357788085938
2020-05-14,110.16397857666016
2020-05-15,114.77261352539062
2020-05-18,109.81156921386719
2020-05-19,109.31456756591797
2020-05-20,110.82366180419922
2020-05-21,109.55853271484375
2020-05-22,109.54047393798828
2020-05-26,107.52534484863281
2020-05-27,108.31151580810547
2020-05-28,107.59764099121094
2020-05-29,110.20012664794922
2020-06-01,110.38990020751953
2020-06-02,112.3146743774414
2020-06-03,109.96519470214844
2020-06-04,109.19709014892578
2020-06-05,108.42898559570312
2020-06-08,104.6336441040039
2020-06-09,107.36267852783203
2020-06-10,109.09769439697266
2020-06-11,105.24812316894531
2020-06-12,106.0704345703125
2020-06-15,108.56454467773438
2020-06-16,107.2542495727539
2020-06-17,113.23289489746094
2020-06-18,109.1446304321289
2020-06-19,119.1844711303711
2020-06-22,121.09292602539062
2020-06-23,120.72208404541016
2020-06-24,120.62257385253906
2020-06-25,125.46160125732422
2020-06-26,122.2235336303711
2020-06-29,123.42650604248047
2020-06-30,125.69676208496094
2020-07-01,129.60414123535156
2020-07-02,128.02130126953125
2020-07-06,129.4413299560547
2020-07-07,126.5560302734375
2020-07-08,127.28866577148438
2020-07-09,124.99125671386719
2020-07-10,124.40333557128906
2020-07-13,117.31214141845703
2020-07-14,118.08097839355469
2020-07-15,118.91310119628906
2020-07-16,120.05274200439453
2020-07-17,123.72496032714844
2020-07-20,124.24955749511719
2020-07-21,122.00643920898438
2020-07-22,123.89680480957031
2020-07-23,125.5972671508789
2020-07-24,123.74307250976562
2020-07-27,121.6537094116211
2020-07-28,120.55021667480469
2020-07-29,140.70223999023438
2020-07-30,143.57847595214844
2020-07-31,141.3263397216797
2020-08-03,147.0246124267578
2020-08-04,148.12808227539062
2020-08-05,149.12298583984375
2020-08-06,152.56907653808594
2020-08-07,150.00941467285156
2020-08-10,144.5644073486328
2020-08-11,140.828857421875
2020-08-12,138.81179809570312
2020-08-13,142.33029174804688
2020-08-14,142.7644500732422
2020-08-17,142.37551879882812
2020-08-18,144.50106811523438
2020-08-19,144.0036163330078
2020-08-20,149.43954467773438
2020-08-21,152.2163543701172
2020-08-24,150.02748107910156
2020-08-25,151.5108642578125
2020-08-26,151.00436401367188
2020-08-27,149.93618774414062
2020-08-28,149.18484497070312
2020-08-31,147.9174346923828
2020-09-01,150.44308471679688
2020-09-02,144.87579345703125
2020-09-03,136.05870056152344
2020-09-04,129.3326873779297
2020-09-08,119.954345703125
2020-09-09,119.48363494873047
2020-09-10,121.91874694824219
2020-09-11,121.81012725830078
2020-09-14,122.01827239990234
2020-09-15,119.27540588378906
2020-09-16,118.41542053222656
2020-09-17,120.94108581542969
2020-09-18,120.15350341796875
2020-09-21,124.67974853515625
2020-09-22,129.3326873779297
2020-09-23,125.91087341308594
2020-09-24,121.38463592529297
2020-09-25,122.82398223876953
2020-09-28,125.71171569824219
2020-09-29,124.19091796875
2020-09-30,123.70207977294922
2020-10-01,127.04244995117188
2020-10-02,129.2874755859375
2020-10-05,128.79859924316406
2020-10-06,120.16255950927734
2020-10-07,118.81373596191406
2020-10-08,117.98995971679688
2020-10-09,118.82278442382812
2020-10-12,119.44741821289062
2020-10-13,121.70146942138672
2020-10-14,118.07141876220703
2020-10-15,120.99539947509766
2020-10-16,117.60071563720703
2020-10-19,115.9893569946289
2020-10-20,112.86627197265625
2020-10-21,107.78785705566406
2020-10-22,111.680419921875
2020-10-23,114.52287292480469
2020-10-26,114.51382446289062
2020-10-27,113.31889343261719
2020-10-28,110.93807983398438
2020-10-29,108.54822540283203
2020-10-30,105.30746459960938
2020-11-02,105.50659942626953
2020-11-03,107.00931549072266
2020-11-04,116.84031677246094
2020-11-05,119.39309692382812
2020-11-06,119.74612426757812
2020-11-09,112.8843765258789
2020-11-10,111.75282287597656
2020-11-11,118.08050537109375
2020-11-12,119.71898651123047
2020-11-13,117.6640853881836
2020-11-16,122.37135314941406
2020-11-17,124.0098876953125
2020-11-18,120.17162322998047
2020-11-19,121.6689453125
2020-11-20,121.48059844970703
2020-11-23,119.38057708740234
2020-11-24,115.7550048828125
