Date,PEP
2020-01-02,110.94513702392578
2020-01-03,110.78993225097656
2020-01-06,111.2146987915039
2020-01-07,109.46663665771484
2020-01-08,110.03026580810547
2020-01-09,110.10376739501953
2020-01-10,109.8913803100586
2020-01-13,111.52508544921875
2020-01-14,111.78649139404297
2020-01-15,113.7060775756836
2020-01-16,114.04104614257812
2020-01-17,115.38880920410156
2020-01-21,115.87896728515625
2020-01-22,117.12056732177734
2020-01-23,117.34109497070312
2020-01-24,116.74479675292969
2020-01-27,116.1076431274414
2020-01-28,116.35272979736328
2020-01-29,115.77273559570312
2020-01-30,117.4881591796875
2020-01-31,116.00959777832031
2020-02-03,116.40987396240234
2020-02-04,116.98987579345703
2020-02-05,117.8720932006836
2020-02-06,117.89655303955078
2020-02-07,118.74610137939453
2020-02-10,118.98297882080078
2020-02-11,119.3260498046875
2020-02-12,119.3260498046875
2020-02-13,119.64464569091797
2020-02-14,120.06939697265625
2020-02-18,118.93395233154297
2020-02-19,118.87679290771484
2020-02-20,118.57451629638672
2020-02-21,119.13817596435547
2020-02-24,116.51607513427734
2020-02-25,115.25812530517578
2020-02-26,115.9769515991211
2020-02-27,111.39441680908203
2020-02-28,107.8492660522461
2020-03-02,112.38282012939453
2020-03-03,110.74907684326172
2020-03-04,116.31189727783203
2020-03-05,113.56928253173828
2020-03-06,112.87847137451172
2020-03-09,107.03965759277344
2020-03-10,110.31269073486328
2020-03-11,106.70246887207031
2020-03-12,94.85213470458984
2020-03-13,104.81103515625
2020-03-16,93.00179290771484
2020-03-17,105.03306579589844
2020-03-18,99.44095611572266
2020-03-19,96.49686431884766
2020-03-20,85.4688720703125
2020-03-23,86.4968490600586
2020-03-24,93.61856079101562
2020-03-25,92.5166015625
2020-03-26,98.89820861816406
2020-03-27,99.06266784667969
2020-03-30,103.19097900390625
2020-03-31,98.76661682128906
2020-04-01,97.13829040527344
2020-04-02,101.85871887207031
2020-04-03,102.45904541015625
2020-04-06,107.86202239990234
2020-04-07,107.30281829833984
2020-04-08,109.05445098876953
2020-04-09,109.89327239990234
2020-04-13,107.63998413085938
2020-04-14,113.81598663330078
2020-04-15,111.04459381103516
2020-04-16,111.54621124267578
2020-04-17,113.11695861816406
2020-04-20,110.64984130859375
2020-04-21,107.68108367919922
2020-04-22,109.06266784667969
2020-04-23,107.12190246582031
2020-04-24,110.49360656738281
2020-04-27,110.57583618164062
2020-04-28,112.10542297363281
2020-04-29,109.67121887207031
2020-04-30,108.79132080078125
2020-05-01,107.02320098876953
2020-05-04,107.66463470458984
2020-05-05,108.28141021728516
2020-05-06,107.54953002929688
2020-05-07,108.1827392578125
2020-05-08,110.38668060302734
2020-05-11,110.51004791259766
2020-05-12,109.32584381103516
2020-05-13,109.34228515625
2020-05-14,109.44096374511719
2020-05-15,111.80117797851562
2020-05-18,111.44756317138672
2020-05-19,108.33078002929688
2020-05-20,107.94428253173828
2020-05-21,107.08078002929688
2020-05-22,107.30281829833984
2020-05-26,106.70246887207031
2020-05-27,107.57418060302734
2020-05-28,108.79132080078125
2020-05-29,108.1827392578125
2020-06-01,109.36695098876953
2020-06-02,109.07088470458984
2020-06-03,109.22713470458984
2020-06-04,108.21027374267578
2020-06-05,109.76004791259766
2020-06-08,109.5694351196289
2020-06-09,110.19929504394531
2020-06-10,111.16065979003906
2020-06-11,105.94779205322266
2020-06-12,106.9091567993164
2020-06-15,108.13566589355469
2020-06-16,109.12187957763672
2020-06-17,109.19648742675781
2020-06-18,110.04182434082031
2020-06-19,108.7986831665039
2020-06-22,108.60810089111328
2020-06-23,108.864990234375
2020-06-24,107.37322998046875
2020-06-25,108.90642547607422
2020-06-26,106.85111236572266
2020-06-29,108.63292694091797
2020-06-30,109.61087799072266
2020-07-01,109.6937484741211
2020-07-02,110.09984588623047
2020-07-06,110.47278594970703
2020-07-07,110.69652557373047
2020-07-08,111.23523712158203
2020-07-09,109.98383331298828
2020-07-10,111.43411254882812
2020-07-13,111.80703735351562
2020-07-14,112.31262969970703
2020-07-15,110.79598236083984
2020-07-16,110.95344543457031
2020-07-17,111.59986114501953
2020-07-20,110.31531524658203
2020-07-21,111.40925598144531
2020-07-22,112.71868133544922
2020-07-23,113.6054458618164
2020-07-24,112.7601089477539
2020-07-27,114.09441375732422
2020-07-28,113.85409545898438
2020-07-29,114.30989837646484
2020-07-30,114.11102294921875
2020-07-31,114.08614349365234
2020-08-03,113.29053497314453
2020-08-04,113.92866516113281
2020-08-05,112.91759490966797
2020-08-06,112.59439849853516
2020-08-07,113.32369232177734
2020-08-10,112.6938247680664
2020-08-11,111.9811019897461
2020-08-12,114.20214080810547
2020-08-13,114.4507827758789
2020-08-14,114.00323486328125
2020-08-17,114.30159759521484
2020-08-18,114.45904541015625
2020-08-19,113.08332824707031
2020-08-20,113.3071060180664
2020-08-21,113.09164428710938
2020-08-24,114.06956481933594
2020-08-25,113.78777313232422
2020-08-26,114.75743865966797
2020-08-27,114.69940948486328
2020-08-28,115.9756851196289
2020-08-31,116.07513427734375
2020-09-01,115.3541488647461
2020-09-02,118.75201416015625
2020-09-03,116.33386993408203
2020-09-04,115.82464599609375
2020-09-08,113.14525604248047
2020-09-09,114.44739532470703
2020-09-10,112.48583984375
2020-09-11,113.3622817993164
2020-09-14,114.08011627197266
2020-09-15,113.20365905761719
2020-09-16,112.66944122314453
2020-09-17,111.18367004394531
2020-09-18,109.73963165283203
2020-09-21,109.54765319824219
2020-09-22,110.30724334716797
2020-09-23,109.3473129272461
2020-09-24,109.83142852783203
2020-09-25,111.475830078125
2020-09-28,115.165283203125
2020-09-29,114.48914337158203
2020-09-30,115.69114685058594
2020-10-01,117.5274887084961
2020-10-02,115.2403564453125
2020-10-05,115.13186645507812
2020-10-06,113.27046203613281
2020-10-07,114.36392974853516
2020-10-08,115.06507873535156
2020-10-09,115.55758666992188
2020-10-12,118.63766479492188
2020-10-13,119.81458282470703
2020-10-14,118.96318054199219
2020-10-15,118.05338287353516
2020-10-16,118.30375671386719
2020-10-19,116.59260559082031
2020-10-20,116.6176528930664
2020-10-21,116.52583312988281
2020-10-22,116.53421020507812
2020-10-23,116.4924545288086
2020-10-26,115.2403564453125
