Date,GIS
2020-01-02,41.10342788696289
2020-01-03,40.953617095947266
2020-01-06,41.46613311767578
2020-01-07,41.18228530883789
2020-01-08,41.77364730834961
2020-01-09,41.68610382080078
2020-01-10,41.582637786865234
2020-01-13,42.227272033691406
2020-01-14,42.17951583862305
2020-01-15,42.47397994995117
2020-01-16,42.752525329589844
2020-01-17,42.855979919433594
2020-01-21,43.24593734741211
2020-01-22,42.95943832397461
2020-01-23,43.166358947753906
2020-01-24,42.74456024169922
2020-01-27,42.35460662841797
2020-01-28,42.18748092651367
2020-01-29,42.20338439941406
2020-01-30,42.76048278808594
2020-01-31,41.55876159667969
2020-02-03,42.17155456542969
2020-02-04,41.82138442993164
2020-02-05,41.829349517822266
2020-02-06,41.15288162231445
2020-02-07,41.30408477783203
2020-02-10,41.670188903808594
2020-02-11,41.9885139465332
2020-02-12,42.12379837036133
2020-02-13,42.17155456542969
2020-02-14,42.426231384277344
2020-02-18,42.609275817871094
2020-02-19,42.370506286621094
2020-02-20,43.07881546020508
2020-02-21,42.911685943603516
2020-02-24,42.752525329589844
2020-02-25,41.80546951293945
2020-02-26,41.49508285522461
2020-02-27,39.90341567993164
2020-02-28,38.99614715576172
2020-03-02,40.914127349853516
2020-03-03,41.10513687133789
2020-03-04,43.110652923583984
2020-03-05,43.21410369873047
2020-03-06,43.588157653808594
2020-03-09,43.08677291870117
2020-03-10,43.04698181152344
2020-03-11,42.07605743408203
2020-03-12,39.7920036315918
2020-03-13,42.5615119934082
2020-03-16,42.481937408447266
2020-03-17,47.48776626586914
2020-03-18,45.95976257324219
2020-03-19,42.72068405151367
2020-03-20,42.47397994995117
2020-03-23,37.6273193359375
2020-03-24,38.383365631103516
2020-03-25,37.921775817871094
2020-03-26,39.7920036315918
2020-03-27,41.240413665771484
2020-03-30,43.054931640625
2020-03-31,41.99646759033203
2020-04-01,42.2750129699707
2020-04-02,43.675697326660156
2020-04-03,45.132076263427734
2020-04-06,45.91996383666992
2020-04-07,44.91721725463867
2020-04-08,44.74059295654297
2020-04-09,46.08129119873047
2020-04-13,46.29804229736328
2020-04-14,47.24535369873047
2020-04-15,47.40591812133789
2020-04-16,48.7225227355957
2020-04-17,48.70645523071289
2020-04-20,48.77872085571289
2020-04-21,47.991966247558594
2020-04-22,48.32111358642578
2020-04-23,47.935768127441406
2020-04-24,48.55392837524414
2020-04-27,48.152530670166016
2020-04-28,48.93927764892578
2020-04-29,48.409423828125
2020-04-30,48.08027267456055
2020-05-01,47.83140563964844
2020-05-04,47.95182418823242
2020-05-05,48.016056060791016
2020-05-06,47.3416862487793
2020-05-07,47.18112564086914
2020-05-08,47.975914001464844
2020-05-11,48.81886291503906
2020-05-12,50.18362808227539
2020-05-13,51.02659606933594
2020-05-14,49.94279479980469
2020-05-15,50.167579650878906
2020-05-18,49.4370231628418
2020-05-19,48.754634857177734
2020-05-20,48.915199279785156
2020-05-21,48.128448486328125
2020-05-22,48.1364631652832
2020-05-26,48.10435104370117
2020-05-27,48.82688522338867
2020-05-28,49.701942443847656
2020-05-29,50.609130859375
2020-06-01,51.010528564453125
2020-06-02,50.91419219970703
2020-06-03,49.34871292114258
2020-06-04,48.77872085571289
2020-06-05,48.97139358520508
2020-06-08,49.886592864990234
2020-06-09,50.43251037597656
2020-06-10,50.400394439697266
2020-06-11,48.63421630859375
2020-06-12,48.28900146484375
2020-06-15,48.86703109741211
2020-06-16,49.60561752319336
2020-06-17,49.613643646240234
2020-06-18,49.58153533935547
2020-06-19,49.4370231628418
2020-06-22,49.388851165771484
2020-06-23,48.97139358520508
2020-06-24,48.40139389038086
2020-06-25,48.43351364135742
2020-06-26,47.534358978271484
2020-06-29,48.762664794921875
2020-06-30,49.493228912353516
2020-07-01,48.513790130615234
2020-07-02,49.35673904418945
2020-07-06,49.926734924316406
2020-07-07,50.56094741821289
2020-07-08,50.52884292602539
2020-07-09,50.60975646972656
2020-07-10,51.41887283325195
2020-07-13,51.42695999145508
2020-07-14,52.7296257019043
2020-07-15,52.268436431884766
2020-07-16,52.34123992919922
2020-07-17,52.3007926940918
2020-07-20,51.4916877746582
2020-07-21,52.18751525878906
2020-07-22,52.36552047729492
2020-07-23,52.583984375
2020-07-24,51.969058990478516
2020-07-27,51.84769821166992
2020-07-28,52.21988296508789
2020-07-29,52.08234405517578
2020-07-30,51.36222839355469
2020-07-31,51.19231414794922
2020-08-03,52.268436431884766
2020-08-04,53.19081497192383
2020-08-05,52.12278747558594
2020-08-06,51.92860412597656
2020-08-07,52.06614685058594
2020-08-10,51.580684661865234
2020-08-11,50.27801513671875
2020-08-12,51.02239990234375
2020-08-13,50.9495849609375
2020-08-14,51.19231414794922
2020-08-17,52.009521484375
2020-08-18,52.292701721191406
2020-08-19,52.155147552490234
2020-08-20,51.952877044677734
2020-08-21,51.79914474487305
2020-08-24,51.888145446777344
2020-08-25,51.70206069946289
2020-08-26,51.98524475097656
2020-08-27,52.3574333190918
2020-08-28,51.28940963745117
2020-08-31,51.74250793457031
2020-09-01,51.07094192504883
2020-09-02,52.18751525878906
2020-09-03,50.9495849609375
2020-09-04,51.09523010253906
2020-09-08,48.15815734863281
2020-09-09,48.53034591674805
2020-09-10,47.324771881103516
2020-09-11,47.3652229309082
2020-09-14,47.54322814941406
2020-09-15,47.75360107421875
2020-09-16,47.53514099121094
2020-09-17,46.5884895324707
2020-09-18,46.378116607666016
2020-09-21,46.8231315612793
2020-09-22,46.920223236083984
2020-09-23,46.701759338378906
2020-09-24,47.494686126708984
2020-09-25,48.27952194213867
2020-09-28,48.46561813354492
2020-09-29,48.43324279785156
2020-09-30,49.90583419799805
2020-10-01,50.62593078613281
2020-10-02,50.58549118041992
2020-10-05,50.7149543762207
2020-10-06,49.54173278808594
2020-10-07,49.833011627197266
2020-10-08,50.085933685302734
2020-10-09,50.477542877197266
2020-10-12,50.86915588378906
2020-10-13,51.17103958129883
2020-10-14,50.657039642333984
2020-10-15,51.15471267700195
2020-10-16,50.88547897338867
2020-10-19,50.00434875488281
2020-10-20,49.86565017700195
2020-10-21,49.7432746887207
2020-10-22,50.020660400390625
2020-10-23,50.40411376953125
2020-10-26,49.751426696777344
2020-10-27,49.86565017700195
2020-10-28,48.560264587402344
2020-10-29,48.31550216674805
2020-10-30,48.233917236328125
2020-11-02,48.73159408569336
2020-11-03,49.6779899597168
2020-11-04,49.3353385925293
2020-11-05,49.40876770019531
2020-11-06,49.82484817504883
2020-11-09,47.61385726928711
2020-11-10,48.070743560791016
2020-11-11,48.86212921142578
2020-11-12,49.35164260864258
2020-11-13,49.7432746887207
2020-11-16,49.93907165527344
2020-11-17,49.99618911743164
2020-11-18,49.87380599975586
2020-11-19,50.5836181640625
2020-11-20,50.06145477294922
2020-11-23,49.78406524658203
2020-11-24,49.41692352294922
2020-11-25,48.95187759399414
2020-11-27,49.05794906616211
2020-11-30,49.62088394165039
2020-12-01,50.020660400390625
2020-12-02,49.13137435913086
2020-12-03,49.31085968017578
2020-12-04,49.31085968017578
2020-12-07,48.73975372314453
2020-12-08,49.278228759765625
2020-12-09,48.405250549316406
2020-12-10,48.02994918823242
2020-12-11,48.39708709716797
2020-12-14,48.421566009521484
2020-12-15,48.160491943359375
2020-12-16,48.070743560791016
2020-12-17,48.707130432128906
2020-12-18,48.46236038208008
2020-12-21,48.12785339355469
2020-12-22,47.809661865234375
2020-12-23,48.12785339355469
2020-12-24,48.2420768737793
2020-12-28,48.421566009521484
2020-12-29,48.258399963378906
2020-12-30,47.777034759521484
2020-12-31,47.972843170166016
2021-01-04,48.160491943359375
2021-01-05,48.209442138671875
2021-01-06,48.08706283569336
2021-01-07,47.6920280456543
2021-01-08,46.41639709472656
2021-01-11,45.733314514160156
2021-01-12,44.74574279785156
2021-01-13,45.58517837524414
2021-01-14,45.8814582824707
2021-01-15,46.284725189208984
2021-01-19,45.815616607666016
2021-01-20,45.544036865234375
2021-01-21,45.502891540527344
2021-01-22,46.06250762939453
2021-01-25,47.65089416503906
2021-01-26,48.663150787353516
2021-01-27,49.70834732055664
