Date,KHC
2020-01-02,22.94697380065918
2020-01-03,22.678380966186523
2020-01-06,22.72920036315918
2020-01-07,22.329925537109375
2020-01-08,22.206520080566406
2020-01-09,22.19925880432129
2020-01-10,22.286373138427734
2020-01-13,22.620304107666016
2020-01-14,23.034088134765625
2020-01-15,22.939720153808594
2020-01-16,23.034088134765625
2020-01-17,22.52593231201172
2020-01-21,22.51141357421875
2020-01-22,22.26459503173828
2020-01-23,22.271854400634766
2020-01-24,22.07585334777832
2020-01-27,22.03229331970215
2020-01-28,21.872583389282227
2020-01-29,21.502357482910156
2020-01-30,21.73465347290039
2020-01-31,21.197460174560547
2020-02-03,21.161165237426758
2020-02-04,21.161165237426758
2020-02-05,21.32086753845215
2020-02-06,21.095827102661133
2020-02-07,21.44428253173828
2020-02-10,21.553178787231445
2020-02-11,21.785472869873047
2020-02-12,21.8072509765625
2020-02-13,20.159364700317383
2020-02-14,19.51327896118164
2020-02-18,19.839950561523438
2020-02-19,19.8254337310791
2020-02-20,19.905290603637695
2020-02-21,19.789140701293945
2020-02-24,19.3317928314209
2020-02-25,18.925268173217773
2020-02-26,18.613115310668945
2020-02-27,18.12672996520996
2020-02-28,17.98154640197754
2020-03-02,18.925268173217773
2020-03-03,18.5114803314209
2020-03-04,19.201128005981445
2020-03-05,19.3463134765625
2020-03-06,18.896228790283203
2020-03-09,17.39353370666504
2020-03-10,17.785537719726562
2020-03-11,17.175756454467773
2020-03-12,14.81279182434082
2020-03-13,17.700029373168945
2020-03-16,16.260101318359375
2020-03-17,17.596656799316406
2020-03-18,17.493276596069336
2020-03-19,16.45209503173828
2020-03-20,16.45209503173828
2020-03-23,15.337076187133789
2020-03-24,16.97637939453125
2020-03-25,16.954225540161133
2020-03-26,18.290775299072266
2020-03-27,17.899404525756836
2020-03-30,18.586139678955078
2020-03-31,18.268619537353516
2020-04-01,17.485885620117188
2020-04-02,18.194778442382812
2020-04-03,18.696903228759766
2020-04-06,19.1325740814209
2020-04-07,19.649473190307617
2020-04-08,20.173749923706055
2020-04-09,20.757110595703125
2020-04-13,20.624197006225586
2020-04-14,21.008174896240234
2020-04-15,20.71280288696289
2020-04-16,21.58414077758789
2020-04-17,21.65798568725586
2020-04-20,21.53983497619629
2020-04-21,21.022939682006836
2020-04-22,21.237085342407227
2020-04-23,21.067249298095703
2020-04-24,21.58414077758789
2020-04-27,22.29302978515625
2020-04-28,22.47025489807129
2020-04-29,22.54409408569336
2020-04-30,22.396408081054688
2020-05-01,21.69490623474121
2020-05-04,21.362619400024414
2020-05-05,21.37000274658203
2020-05-06,21.709674835205078
2020-05-07,21.288772583007812
2020-05-08,21.82782554626465
2020-05-11,21.65798568725586
2020-05-12,21.69490623474121
2020-05-13,21.237085342407227
2020-05-14,21.26662254333496
2020-05-15,21.56199073791504
2020-05-18,22.7951602935791
2020-05-19,22.086271286010742
2020-05-20,22.329952239990234
2020-05-21,21.938587188720703
2020-05-22,22.115806579589844
2020-05-26,22.311491012573242
2020-05-27,22.913305282592773
2020-05-28,22.733768463134766
2020-05-29,22.79361343383789
2020-06-01,22.759960174560547
2020-06-02,23.511762619018555
2020-06-03,23.421995162963867
2020-06-04,23.55664825439453
2020-06-05,24.401960372924805
2020-06-08,25.411849975585938
