Date,KDP
2020-01-02,24.429607391357422
2020-01-03,24.48910903930664
2020-01-06,24.650609970092773
2020-01-07,23.970598220825195
2020-01-08,23.596588134765625
2020-01-09,23.690092086791992
2020-01-10,23.69858741760254
2020-01-13,23.630590438842773
2020-01-14,23.46058464050293
2020-01-15,23.681591033935547
2020-01-16,23.47758674621582
2020-01-17,23.52008628845215
2020-01-21,23.035573959350586
2020-01-22,23.82609748840332
2020-01-23,23.60508918762207
2020-01-24,23.834592819213867
2020-01-27,23.82609748840332
2020-01-28,24.259601593017578
2020-01-29,24.268102645874023
2020-01-30,24.361604690551758
2020-01-31,24.25110626220703
2020-02-03,24.378602981567383
2020-02-04,24.370107650756836
2020-02-05,24.387107849121094
2020-02-06,24.27660369873047
2020-02-07,24.285106658935547
2020-02-10,24.40410804748535
2020-02-11,24.370107650756836
2020-02-12,24.3446044921875
2020-02-13,24.293607711791992
2020-02-14,24.540111541748047
2020-02-18,24.540111541748047
2020-02-19,24.523115158081055
2020-02-20,24.90561866760254
2020-02-21,25.07562255859375
2020-02-24,24.769617080688477
2020-02-25,24.582612991333008
2020-02-26,24.42110824584961
2020-02-27,24.004594802856445
2020-02-28,23.69858741760254
2020-03-02,24.02159881591797
2020-03-03,23.418079376220703
2020-03-04,23.60508918762207
2020-03-05,22.950571060180664
2020-03-06,22.636064529418945
2020-03-09,20.78302001953125
2020-03-10,21.46303367614746
2020-03-11,20.83401870727539
2020-03-12,19.5419864654541
2020-03-13,19.949993133544922
2020-03-16,16.66041374206543
2020-03-17,17.272428512573242
2020-03-18,16.923917770385742
2020-03-19,20.672515869140625
2020-03-20,20.001001358032227
2020-03-23,19.7034912109375
2020-03-24,20.307008743286133
2020-03-25,21.25052833557129
2020-03-26,21.072021484375
2020-03-27,20.7235164642334
2020-03-30,21.063526153564453
2020-03-31,20.630016326904297
2020-04-01,20.111501693725586
2020-04-02,20.410905838012695
2020-04-03,20.359580993652344
2020-04-06,21.035375595092773
2020-04-07,22.16457176208496
2020-04-08,22.76337432861328
2020-04-09,22.97724151611328
2020-04-13,22.523849487304688
2020-04-14,23.516172409057617
2020-04-15,22.960134506225586
2020-04-16,22.934471130371094
2020-04-17,22.369874954223633
2020-04-20,22.258665084838867
2020-04-21,21.942153930664062
2020-04-22,22.70349884033203
2020-04-23,22.386985778808594
2020-04-24,22.48963737487793
2020-04-27,22.12179946899414
2020-04-28,23.191104888916016
2020-04-29,22.831817626953125
2020-04-30,22.635059356689453
2020-05-01,22.156007766723633
2020-05-04,22.258665084838867
2020-05-05,22.463972091674805
2020-05-06,22.85747718811035
2020-05-07,22.549516677856445
2020-05-08,22.53240394592285
2020-05-11,23.037120819091797
2020-05-12,22.746267318725586
2020-05-13,22.60084342956543
2020-05-14,22.558069229125977
2020-05-15,22.498188018798828
2020-05-18,23.062780380249023
2020-05-19,23.285198211669922
2020-05-20,23.687253952026367
2020-05-21,22.99435043334961
2020-05-22,23.233871459960938
2020-05-26,23.037120819091797
2020-05-27,23.755695343017578
2020-05-28,23.764253616333008
2020-05-29,23.884010314941406
2020-06-01,24.260408401489258
2020-06-02,24.00377655029297
2020-06-03,24.35450553894043
2020-06-04,24.311731338500977
2020-06-05,24.54270362854004
2020-06-08,24.320287704467773
2020-06-09,24.23474884033203
2020-06-10,24.380168914794922
2020-06-11,24.24329376220703
2020-06-12,24.05510139465332
2020-06-15,24.448604583740234
2020-06-16,24.49992561340332
2020-06-17,24.58547592163086
2020-06-18,24.85921859741211
2020-06-19,24.559812545776367
2020-06-22,24.970420837402344
2020-06-23,24.833555221557617
2020-06-24,24.294628143310547
2020-06-25,24.294628143310547
2020-06-26,24.140640258789062
2020-06-29,24.209077835083008
2020-06-30,24.294628143310547
2020-07-01,24.655818939208984
2020-07-02,24.535419464111328
2020-07-06,24.56121826171875
2020-07-07,25.04280662536621
2020-07-08,24.60422134399414
2020-07-09,24.93961524963379
2020-07-10,25.111610412597656
2020-07-13,24.87081527709961
2020-07-14,25.232011795043945
2020-07-15,25.300809860229492
2020-07-16,25.421205520629883
2020-07-17,25.61039924621582
2020-07-20,25.601804733276367
2020-07-21,25.696399688720703
2020-07-22,26.057600021362305
2020-07-23,26.03179359436035
2020-07-24,26.09199333190918
2020-07-27,26.625186920166016
2020-07-28,26.56498908996582
2020-07-29,26.883182525634766
2020-07-30,26.461788177490234
2020-07-31,26.30699348449707
2020-08-03,25.730804443359375
2020-08-04,25.756603240966797
2020-08-05,25.739404678344727
2020-08-06,25.653404235839844
2020-08-07,25.481403350830078
2020-08-10,25.59320640563965
2020-08-11,25.429807662963867
2020-08-12,25.894195556640625
