Date,SPY
2020-01-02,296.12530517578125
2020-01-03,293.8829650878906
2020-01-06,295.0041198730469
2020-01-07,294.1746520996094
2020-01-08,295.742431640625
2020-01-09,297.7477722167969
2020-01-10,296.8909912109375
2020-01-13,298.9327392578125
2020-01-14,298.47698974609375
2020-01-15,299.1515197753906
2020-01-16,301.6399841308594
2020-01-17,302.578857421875
2020-01-21,301.98638916015625
2020-01-22,302.0227966308594
2020-01-23,302.3692321777344
2020-01-24,299.6802062988281
2020-01-27,294.87652587890625
2020-01-28,297.9665222167969
2020-01-29,297.720458984375
2020-01-30,298.6866760253906
2020-01-31,293.26312255859375
2020-02-03,295.4416198730469
2020-02-04,299.94451904296875
2020-02-05,303.4083557128906
2020-02-06,304.42913818359375
2020-02-07,302.8067321777344
2020-02-10,305.0672912597656
2020-02-11,305.5960388183594
2020-02-12,307.5648498535156
2020-02-13,307.2366638183594
2020-02-14,307.72894287109375
2020-02-18,306.9359130859375
2020-02-19,308.4034729003906
2020-02-20,307.13653564453125
2020-02-21,303.9736022949219
2020-02-24,293.8921813964844
2020-02-25,284.986572265625
2020-02-26,283.93829345703125
2020-02-27,271.1861267089844
2020-02-28,270.04669189453125
2020-03-02,281.7414245605469
2020-03-03,273.67462158203125
2020-03-04,285.1778564453125
2020-03-05,275.69818115234375
2020-03-06,271.1405029296875
2020-03-09,249.96604919433594
2020-03-10,262.90045166015625
2020-03-11,250.08445739746094
2020-03-12,226.1571044921875
2020-03-13,245.49038696289062
2020-03-16,218.62794494628906
2020-03-17,230.4320831298828
2020-03-18,218.76466369628906
2020-03-19,219.22950744628906
2020-03-20,209.781982421875
2020-03-23,204.41824340820312
2020-03-24,222.93919372558594
2020-03-25,226.27667236328125
2020-03-26,239.48887634277344
2020-03-27,232.35562133789062
2020-03-30,239.90147399902344
2020-03-31,236.3256378173828
2020-04-01,225.6898193359375
2020-04-02,230.897705078125
2020-04-03,227.56027221679688
2020-04-06,242.84458923339844
2020-04-07,243.09219360351562
2020-04-08,251.25250244140625
2020-04-09,255.075927734375
2020-04-13,252.74700927734375
2020-04-14,260.20123291015625
2020-04-15,254.6724395751953
2020-04-16,255.90103149414062
2020-04-17,262.8143005371094
2020-04-20,258.18408203125
2020-04-21,250.34478759765625
2020-04-22,255.90103149414062
2020-04-23,255.88272094726562
2020-04-24,259.44940185546875
2020-04-27,263.19012451171875
2020-04-28,261.97998046875
2020-04-29,268.8382263183594
2020-04-30,266.3351135253906
2020-05-01,259.2842712402344
2020-05-04,259.99951171875
2020-05-05,262.4017028808594
2020-05-06,260.62298583984375
2020-05-07,263.76788330078125
2020-05-08,268.1321716308594
2020-05-11,268.1871643066406
2020-05-12,262.8418273925781
2020-05-13,258.1932067871094
2020-05-14,261.2830505371094
2020-05-15,262.48419189453125
2020-05-18,270.4793701171875
2020-05-19,267.7012634277344
2020-05-20,272.2489929199219
2020-05-21,270.3693542480469
2020-05-22,270.8828125
2020-05-26,274.2203369140625
2020-05-27,278.3004150390625
2020-05-28,277.7869567871094
2020-05-29,279.0247497558594
2020-06-01,280.1524353027344
2020-06-02,282.47216796875
2020-06-03,286.23138427734375
