Date,HSY
2021-04-27,139.6619110107422
2021-04-28,139.79391479492188
2021-04-29,144.51063537597656
2021-04-30,144.58099365234375
2021-05-03,146.72821044921875
2021-05-04,146.87779235839844
2021-05-05,148.1537628173828
2021-05-06,148.391357421875
2021-05-07,148.26815795898438
2021-05-10,149.86968994140625
2021-05-11,148.64654541015625
2021-05-12,147.48500061035156
2021-05-13,151.00489807128906
2021-05-14,150.57374572753906
2021-05-17,151.7880401611328
2021-05-18,152.05209350585938
2021-05-19,151.60328674316406
2021-05-20,153.0301971435547
2021-05-21,153.62257385253906
2021-05-24,153.9231414794922
2021-05-25,154.47132873535156
2021-05-26,154.10000610351562
2021-05-27,153.3485107421875
2021-05-28,152.994873046875
2021-06-01,152.64120483398438
2021-06-02,153.42807006835938
2021-06-03,154.31219482421875
2021-06-04,154.63043212890625
2021-06-07,153.82594299316406
2021-06-08,153.4634246826172
2021-06-09,152.82687377929688
2021-06-10,154.1707000732422
2021-06-11,154.5420684814453
2021-06-14,154.42710876464844
2021-06-15,154.58627319335938
2021-06-16,152.65892028808594
2021-06-17,153.40155029296875
2021-06-18,150.73155212402344
2021-06-21,152.2787628173828
2021-06-22,152.30526733398438
2021-06-23,150.62545776367188
2021-06-24,152.41134643554688
2021-06-25,154.824951171875
2021-06-28,154.31219482421875
2021-06-29,152.06651306152344
2021-06-30,153.99391174316406
2021-07-01,153.5695343017578
2021-07-02,153.83477783203125
2021-07-06,154.80731201171875
2021-07-07,156.10693359375
2021-07-08,155.4173126220703
2021-07-09,156.2660675048828
2021-07-12,156.3280029296875
2021-07-13,155.5410614013672
2021-07-14,156.99099731445312
2021-07-15,158.6884765625
2021-07-16,159.13058471679688
2021-07-19,158.63546752929688
2021-07-20,159.386962890625
2021-07-21,157.3888702392578
2021-07-22,156.40753173828125
2021-07-23,158.48516845703125
2021-07-26,157.37120056152344
2021-07-27,158.46749877929688
2021-07-28,156.0450439453125
2021-07-29,157.8309326171875
2021-07-30,158.1492156982422
2021-08-02,157.73365783691406
2021-08-03,159.00680541992188
2021-08-04,157.5126495361328
2021-08-05,158.03428649902344
2021-08-06,157.892822265625
2021-08-09,157.78672790527344
2021-08-10,158.2199249267578
2021-08-11,157.9635467529297
2021-08-12,157.05294799804688
2021-08-13,158.60894775390625
2021-08-16,160.16494750976562
2021-08-17,161.02256774902344
2021-08-18,158.70620727539062
2021-08-19,160.16433715820312
2021-08-20,159.96885681152344
2021-08-23,158.83148193359375
2021-08-24,156.51234436035156
2021-08-25,156.03250122070312
2021-08-26,155.5970916748047
2021-08-27,156.05918884277344
2021-08-30,156.85885620117188
2021-08-31,157.89846801757812
2021-09-01,158.3605499267578
2021-09-02,158.3605499267578
2021-09-03,158.1562042236328
2021-09-07,154.3709259033203
2021-09-08,156.9477081298828
2021-09-09,155.8547821044922
2021-09-10,155.5526885986328
2021-09-13,155.92587280273438
2021-09-14,155.09950256347656
2021-09-15,155.57046508789062
2021-09-16,155.9969482421875
2021-09-17,155.56153869628906
2021-09-20,154.10433959960938
2021-09-21,152.63816833496094
2021-09-22,153.18020629882812
2021-09-23,153.78443908691406
2021-09-24,154.64633178710938
2021-09-27,151.85621643066406
2021-09-28,149.8836212158203
2021-09-29,152.74481201171875
2021-09-30,150.39012145996094
2021-10-01,151.74960327148438
2021-10-04,152.44268798828125
2021-10-05,155.02841186523438
2021-10-06,158.65379333496094
2021-10-07,158.20948791503906
2021-10-08,157.94296264648438
2021-10-11,158.35165405273438
2021-10-12,159.4979248046875
2021-10-13,160.07550048828125
2021-10-14,161.9059295654297
2021-10-15,159.5956573486328
2021-10-18,158.81373596191406
2021-10-19,159.67564392089844
2021-10-20,160.1110382080078
2021-10-21,160.20877075195312
2021-10-22,161.80819702148438
2021-10-25,160.1465606689453
2021-10-26,161.46163940429688
2021-10-27,159.50680541992188
2021-10-28,159.4090576171875
2021-10-29,155.8103485107422
2021-11-01,155.21502685546875
2021-11-02,155.9436798095703
2021-11-03,156.88551330566406
2021-11-04,155.82809448242188
2021-11-05,155.8459014892578
2021-11-08,155.26834106445312
2021-11-09,156.54788208007812
2021-11-10,159.5512237548828
2021-11-11,158.47607421875
2021-11-12,157.88961791992188
2021-11-15,157.69412231445312
2021-11-16,157.91624450683594
2021-11-17,159.3201904296875
2021-11-18,160.8482208251953
2021-11-19,160.1516571044922
2021-11-22,161.77699279785156
2021-11-23,162.7236328125
2021-11-24,161.6162109375
2021-11-26,158.8924102783203
2021-11-29,159.99981689453125
2021-11-30,158.5083770751953
2021-12-01,156.7401580810547
2021-12-02,157.79396057128906
2021-12-03,160.40170288085938
2021-12-06,161.37513732910156
2021-12-07,162.53611755371094
2021-12-08,163.62562561035156
2021-12-09,163.87567138671875
2021-12-10,166.56378173828125
2021-12-13,168.47491455078125
2021-12-14,167.6175994873047
2021-12-15,169.47515869140625
2021-12-16,171.582763671875
2021-12-17,167.55506896972656
2021-12-20,167.7068634033203
2021-12-21,167.29611206054688
2021-12-22,168.6713409423828
2021-12-23,168.3052215576172
2021-12-27,169.5733642578125
2021-12-28,170.54681396484375
2021-12-29,171.30592346191406
2021-12-30,170.81472778320312
2021-12-31,172.77943420410156
2022-01-03,172.54722595214844
2022-01-04,174.0207977294922
2022-01-05,175.9319305419922
2022-01-06,175.54794311523438
2022-01-07,174.90493774414062
2022-01-10,173.82432556152344
2022-01-11,173.27955627441406
2022-01-12,174.89598083496094
2022-01-13,175.69972229003906
2022-01-14,178.1913604736328
2022-01-18,177.1107635498047
2022-01-19,178.2895965576172
2022-01-20,177.86093139648438
2022-01-21,178.92367553710938
2022-01-24,178.5396728515625
2022-01-25,173.9404296875
2022-01-26,173.36888122558594
2022-01-27,173.58319091796875
2022-01-28,175.78013610839844
2022-01-31,175.99444580078125
2022-02-01,174.79774475097656
2022-02-02,177.30722045898438
2022-02-03,182.11187744140625
2022-02-04,181.09376525878906
2022-02-07,182.81739807128906
2022-02-08,184.8624725341797
2022-02-09,181.86181640625
2022-02-10,181.66537475585938
2022-02-11,183.2460479736328
2022-02-14,181.60284423828125
2022-02-15,181.18309020996094
2022-02-16,180.97769165039062
2022-02-17,181.22975158691406
2022-02-18,181.73208618164062
2022-02-22,181.22975158691406
2022-02-23,181.71417236328125
2022-02-24,176.54718017578125
2022-02-25,183.28396606445312
2022-02-28,181.4360809326172
2022-03-01,183.7684326171875
2022-03-02,186.61203002929688
2022-03-03,186.71070861816406
2022-03-04,190.9088897705078
2022-03-07,191.41122436523438
2022-03-08,183.0059051513672
2022-03-09,183.7863006591797
2022-03-10,184.01954650878906
2022-03-11,183.61590576171875
2022-03-14,185.42794799804688
2022-03-15,187.32070922851562
2022-03-16,184.52191162109375
2022-03-17,185.42794799804688
2022-03-18,185.4458770751953
2022-03-21,186.9080352783203
2022-03-22,186.85423278808594
2022-03-23,186.3697967529297
2022-03-24,189.4915313720703
2022-03-25,192.29928588867188
2022-03-28,192.55043029785156
2022-03-29,192.63119506835938
2022-03-30,194.34454345703125
2022-03-31,194.3265838623047
2022-04-01,196.24630737304688
2022-04-04,194.22793579101562
2022-04-05,195.92333984375
2022-04-06,198.91946411132812
2022-04-07,199.78062438964844
2022-04-08,200.68666076660156
2022-04-11,200.875
2022-04-12,202.74981689453125
2022-04-13,202.35513305664062
2022-04-14,202.71397399902344
2022-04-18,201.3056182861328
2022-04-19,203.6110076904297
2022-04-20,206.03298950195312
2022-04-21,205.2346649169922
2022-04-22,201.06338500976562
2022-04-25,201.81692504882812
2022-04-26,197.4662628173828
2022-04-27,199.35902404785156
2022-04-28,204.508056640625
2022-04-29,202.52557373046875
2022-05-02,195.1339569091797
2022-05-03,197.4124298095703
2022-05-04,202.1309051513672
2022-05-05,200.7942657470703
2022-05-06,202.77674865722656
2022-05-09,200.22018432617188
2022-05-10,200.17535400390625
2022-05-11,201.50296020507812
2022-05-12,199.61917114257812
2022-05-13,202.65118408203125
2022-05-16,205.7100830078125
2022-05-17,202.20265197753906
2022-05-18,186.3070068359375
2022-05-19,184.80331420898438
2022-05-20,186.4791259765625
2022-05-23,188.52426147460938
2022-05-24,192.3082733154297
2022-05-25,190.4883575439453
2022-05-26,188.7855224609375
2022-05-27,191.55149841308594
2022-05-31,190.74061584472656
2022-06-01,188.9207000732422
2022-06-02,188.50625610351562
2022-06-03,188.46119689941406
2022-06-06,190.4703369140625
2022-06-07,190.794677734375
2022-06-08,189.6955108642578
2022-06-09,188.7044677734375
2022-06-10,192.21817016601562
2022-06-13,189.2540283203125
2022-06-14,186.3079376220703
2022-06-15,185.76736450195312
2022-06-16,182.2266387939453
2022-06-17,185.6232147216797
2022-06-21,193.76783752441406
2022-06-22,193.61465454101562
2022-06-23,196.50668334960938
2022-06-24,199.07444763183594
2022-06-27,199.07444763183594
2022-06-28,196.78599548339844
2022-06-29,197.2274627685547
2022-06-30,193.84889221191406
2022-07-01,199.1104736328125
2022-07-05,196.71392822265625
2022-07-06,198.7860870361328
2022-07-07,198.1464385986328
2022-07-08,198.02029418945312
2022-07-11,198.66000366210938
2022-07-12,198.32662963867188
2022-07-13,198.01129150390625
2022-07-14,196.2904815673828
2022-07-15,195.3264617919922
2022-07-18,193.75881958007812
2022-07-19,194.70481872558594
2022-07-20,194.047119140625
2022-07-21,194.5246124267578
2022-07-22,194.53359985351562
2022-07-25,195.3804931640625
2022-07-26,196.41661071777344
2022-07-27,196.61483764648438
2022-07-28,202.0565948486328
2022-07-29,205.381103515625
2022-08-01,207.02084350585938
2022-08-02,206.46224975585938
2022-08-03,205.52525329589844
2022-08-04,202.93051147460938
2022-08-05,204.6152801513672
2022-08-08,203.9215545654297
2022-08-09,205.6783905029297
2022-08-10,204.0296630859375
2022-08-11,202.87643432617188
2022-08-12,203.3990020751953
2022-08-15,207.50735473632812
2022-08-16,207.86773681640625
2022-08-17,207.65147399902344
2022-08-18,208.74298095703125
2022-08-19,211.03260803222656
2022-08-22,209.43980407714844
2022-08-23,210.47154235839844
2022-08-24,211.21365356445312
2022-08-25,211.195556640625
2022-08-26,206.9510040283203
2022-08-29,206.24508666992188
2022-08-30,204.7246856689453
2022-08-31,203.3309326171875
2022-09-01,205.9464111328125
2022-09-02,202.7698211669922
2022-09-06,201.59327697753906
2022-09-07,206.57090759277344
2022-09-08,204.06399536132812
2022-09-09,204.7608642578125
2022-09-12,205.6024932861328
2022-09-13,201.72903442382812
2022-09-14,200.68824768066406
2022-09-15,198.7605743408203
2022-09-16,199.00491333007812
2022-09-19,201.7018585205078
2022-09-20,201.33987426757812
2022-09-21,202.19061279296875
2022-09-22,204.10018920898438
2022-09-23,202.67027282714844
2022-09-26,202.5254669189453
2022-09-27,200.39862060546875
2022-09-28,204.8061065673828
2022-09-29,202.54354858398438
2022-09-30,199.52981567382812
2022-10-03,203.23138427734375
2022-10-04,204.2359161376953
2022-10-05,203.71102905273438
2022-10-06,199.6927032470703
2022-10-07,199.5751190185547
2022-10-10,202.31729125976562
2022-10-11,204.04588317871094
2022-10-12,203.20425415039062
2022-10-13,206.1636505126953
2022-10-14,201.55706787109375
2022-10-17,204.2812042236328
2022-10-18,205.72018432617188
2022-10-19,204.76986694335938
2022-10-20,203.39431762695312
2022-10-21,206.54376220703125
2022-10-24,209.92855834960938
2022-10-25,211.8833465576172
2022-10-26,210.6796875
2022-10-27,212.16392517089844
2022-10-28,217.16867065429688
2022-10-31,216.09170532226562
2022-11-01,215.1776123046875
2022-11-02,212.7793426513672
2022-11-03,210.04615783691406
2022-11-04,207.27682495117188
2022-11-07,207.52114868164062
2022-11-08,209.12306213378906
2022-11-09,208.8063201904297
2022-11-10,204.8061065673828
2022-11-11,198.0908660888672
2022-11-14,197.4030303955078
2022-11-15,196.6699981689453
2022-11-16,201.95530700683594
2022-11-17,201.506103515625
2022-11-18,204.77029418945312
2022-11-21,211.06227111816406
2022-11-22,211.1168212890625
2022-11-23,211.09861755371094
2022-11-25,212.54432678222656
2022-11-28,211.5168914794922
2022-11-29,209.57110595703125
2022-11-30,213.8263397216797
2022-12-01,210.83494567871094
2022-12-02,213.42628479003906
2022-12-05,212.08058166503906
2022-12-06,211.4532470703125
2022-12-07,215.2084197998047
2022-12-08,219.4091033935547
2022-12-09,215.28115844726562
2022-12-12,217.5724334716797
2022-12-13,214.88108825683594
2022-12-14,214.59011840820312
2022-12-15,212.8898468017578
2022-12-16,213.67176818847656
2022-12-19,213.57179260253906
2022-12-20,212.4442901611328
2022-12-21,213.653564453125
2022-12-22,213.60816955566406
2022-12-23,214.47190856933594
2022-12-27,214.3355255126953
2022-12-28,211.735107421875
2022-12-29,212.08058166503906
2022-12-30,210.55307006835938
2023-01-03,206.3341827392578
2023-01-04,203.00637817382812
2023-01-05,202.8336181640625
2023-01-06,205.1703643798828
2023-01-09,204.93397521972656
2023-01-10,204.3793487548828
2023-01-11,206.02503967285156
2023-01-12,203.84286499023438
2023-01-13,206.0432586669922
2023-01-17,205.6340789794922
2023-01-18,197.09628295898438
2023-01-19,196.50527954101562
2023-01-20,195.05050659179688
2023-01-23,197.34178161621094
2023-01-24,200.2968292236328
2023-01-25,200.93331909179688
2023-01-26,200.042236328125
2023-01-27,198.90570068359375
2023-01-30,202.93362426757812
2023-01-31,204.21568298339844
2023-02-01,204.85211181640625
2023-02-02,213.14442443847656
2023-02-03,214.8355712890625
2023-02-06,218.69989013671875
2023-02-07,215.5902862548828
2023-02-08,213.52630615234375
2023-02-09,213.80812072753906
2023-02-10,217.39967346191406
2023-02-13,218.13616943359375
2023-02-14,217.21780395507812
2023-02-15,215.9176025390625
2023-02-16,214.80894470214844
2023-02-17,219.80429077148438
2023-02-21,219.99609375
2023-02-22,219.0463104248047
2023-02-23,219.60337829589844
2023-02-24,218.27920532226562
2023-02-27,218.46185302734375
2023-02-28,217.6399383544922
2023-03-01,216.11485290527344
2023-03-02,217.7130126953125
2023-03-03,217.7130126953125
2023-03-06,219.0645751953125
2023-03-07,217.66734313964844
2023-03-08,218.24266052246094
2023-03-09,217.91392517089844
2023-03-10,217.1102752685547
2023-03-13,219.6947021484375
2023-03-14,221.00059509277344
2023-03-15,223.21060180664062
2023-03-16,223.74032592773438
2023-03-17,222.05084228515625
2023-03-20,223.32020568847656
2023-03-21,222.08734130859375
2023-03-22,221.67640686035156
2023-03-23,222.80880737304688
2023-03-24,226.3520965576172
2023-03-27,229.12835693359375
2023-03-28,230.9547882080078
2023-03-29,230.6807861328125
2023-03-30,231.3109588623047
2023-03-31,232.33377075195312
2023-04-03,234.84510803222656
2023-04-04,235.6761474609375
2023-04-05,236.91815185546875
2023-04-06,237.31996154785156
2023-04-10,236.29718017578125
2023-04-11,236.65333557128906
2023-04-12,236.1693115234375
2023-04-13,235.6122283935547
2023-04-14,234.0414581298828
2023-04-17,236.5528564453125
2023-04-18,237.0733642578125
2023-04-19,234.9729766845703
2023-04-20,237.8222198486328
2023-04-21,238.21495056152344
2023-04-24,238.35191345214844
2023-04-25,240.16012573242188
2023-04-26,239.0368194580078
2023-04-27,249.6119384765625
2023-04-28,249.3654022216797
2023-05-01,252.36993408203125
2023-05-02,250.49777221679688
2023-05-03,250.41558837890625
2023-05-04,250.80833435058594
2023-05-05,251.43841552734375
2023-05-08,250.92701721191406
2023-05-09,250.296875
2023-05-10,250.33340454101562
2023-05-11,250.9361572265625
2023-05-12,250.7534637451172
2023-05-15,246.99098205566406
2023-05-16,245.8677215576172
2023-05-17,244.28785705566406
2023-05-18,244.6325225830078
2023-05-19,243.899169921875
2023-05-22,241.00213623046875
2023-05-23,240.58042907714844
2023-05-24,240.62628173828125
2023-05-25,238.71018981933594
2023-05-26,236.2715606689453
2023-05-30,235.03390502929688
2023-05-31,238.0867919921875
2023-06-01,238.0501251220703
2023-06-02,239.19610595703125
2023-06-05,237.88511657714844
2023-06-06,234.04380798339844
2023-06-07,232.12771606445312
2023-06-08,233.88795471191406
2023-06-09,234.52972412109375
2023-06-12,233.95213317871094
2023-06-13,236.28074645996094
2023-06-14,238.90272521972656
2023-06-15,239.1502685546875
2023-06-16,239.0218963623047
2023-06-20,236.94998168945312
2023-06-21,237.34423828125
2023-06-22,238.6460418701172
2023-06-23,237.52755737304688
2023-06-26,237.93093872070312
2023-06-27,238.27932739257812
2023-06-28,228.8181915283203
2023-06-29,227.98390197753906
2023-06-30,228.91905212402344
2023-07-03,230.78005981445312
2023-07-05,228.10308837890625
2023-07-06,227.14048767089844
2023-07-07,222.75827026367188
2023-07-10,221.77735900878906
2023-07-11,221.14476013183594
2023-07-12,218.92617797851562
2023-07-13,218.63278198242188
2023-07-14,218.99034118652344
2023-07-17,219.52206420898438
2023-07-18,219.87962341308594
2023-07-19,222.46493530273438
2023-07-20,225.17857360839844
2023-07-21,226.1136932373047
2023-07-24,225.36192321777344
2023-07-25,223.69342041015625
2023-07-26,220.42967224121094
2023-07-27,214.1222686767578
2023-07-28,216.02914428710938
2023-07-31,212.0595245361328
2023-08-01,211.39942932128906
2023-08-02,213.78306579589844
2023-08-03,211.80282592773438
2023-08-04,209.23585510253906
2023-08-07,209.8317413330078
2023-08-08,205.63291931152344
2023-08-09,206.87054443359375
2023-08-10,205.16537475585938
2023-08-11,204.9636688232422
2023-08-14,205.68789672851562
2023-08-15,202.34170532226562
2023-08-16,201.22323608398438
2023-08-17,200.50607299804688
2023-08-18,201.66749572753906
2023-08-21,199.37228393554688
2023-08-22,197.1231231689453
2023-08-23,198.4781494140625
2023-08-24,197.15078735351562
2023-08-25,200.3125
2023-08-28,200.95774841308594
2023-08-29,200.66278076171875
2023-08-30,200.3125
2023-08-31,198.05413818359375
2023-09-01,197.1231231689453
2023-09-05,195.50999450683594
2023-09-06,193.93374633789062
2023-09-07,192.6432647705078
2023-09-08,192.68011474609375
2023-09-11,195.4454803466797
2023-09-12,191.352783203125
2023-09-13,193.3069610595703
2023-09-14,195.2242431640625
2023-09-15,195.74966430664062
2023-09-18,195.8418731689453
2023-09-19,192.71701049804688
2023-09-20,194.8002471923828
