Date,HSY
2020-01-02,123.3232650756836
2020-01-03,124.43687438964844
2020-01-06,123.84584045410156
2020-01-07,124.08572387695312
2020-01-08,125.10509490966797
2020-01-09,125.55915069580078
2020-01-10,126.89551544189453
2020-01-13,128.23184204101562
2020-01-14,127.49515533447266
2020-01-15,127.22103118896484
2020-01-16,127.61505889892578
2020-01-17,129.22560119628906
2020-01-21,130.92176818847656
2020-01-22,130.58767700195312
2020-01-23,131.77841186523438
2020-01-24,132.5065155029297
2020-01-27,130.9388885498047
2020-01-28,130.37342834472656
2020-01-29,129.48252868652344
2020-01-30,135.47055053710938
2020-01-31,132.92628479003906
2020-02-03,132.48081970214844
2020-02-04,130.58767700195312
2020-02-05,130.96463012695312
2020-02-06,132.21530151367188
2020-02-07,133.68014526367188
2020-02-10,134.48541259765625
2020-02-11,135.05076599121094
2020-02-12,135.23068237304688
2020-02-13,136.48995971679688
2020-02-14,137.3551788330078
2020-02-18,137.1153106689453
2020-02-19,137.4836883544922
2020-02-20,137.8219757080078
2020-02-21,138.0027313232422
2020-02-24,136.81480407714844
2020-02-25,135.42037963867188
2020-02-26,136.3328094482422
2020-02-27,130.8064727783203
2020-02-28,123.94596099853516
2020-03-02,131.1508331298828
2020-03-03,132.12350463867188
2020-03-04,138.54502868652344
2020-03-05,136.86647033691406
2020-03-06,134.53372192382812
2020-03-09,129.9801025390625
2020-03-10,133.0359649658203
2020-03-11,128.06057739257812
2020-03-12,114.3739013671875
2020-03-13,120.3736343383789
2020-03-16,108.39997863769531
2020-03-17,119.73666381835938
2020-03-18,99.94695281982422
2020-03-19,104.8362808227539
2020-03-20,101.34146118164062
2020-03-23,95.9184341430664
2020-03-24,104.94817352294922
2020-03-25,108.58074951171875
2020-03-26,114.0123519897461
2020-03-27,112.62647247314453
2020-03-30,118.60038757324219
2020-03-31,114.055419921875
2020-04-01,113.33236694335938
2020-04-02,116.83578491210938
2020-04-03,120.31340026855469
2020-04-06,122.11246490478516
2020-04-07,121.46683502197266
2020-04-08,122.84414672851562
2020-04-09,123.87708282470703
2020-04-13,122.79248046875
2020-04-14,125.78803253173828
2020-04-15,122.74942779541016
2020-04-16,125.20270538330078
2020-04-17,126.07209014892578
2020-04-20,124.4538345336914
2020-04-21,121.90584564208984
2020-04-22,123.33477020263672
2020-04-23,117.85150146484375
2020-04-24,116.8443832397461
2020-04-27,116.30207061767578
2020-04-28,115.56180572509766
2020-04-29,115.69953155517578
2020-04-30,113.9951400756836
2020-05-01,114.08984375
2020-05-04,112.97937774658203
2020-05-05,113.07408905029297
2020-05-06,113.39258575439453
2020-05-07,112.359619140625
2020-05-08,114.64936828613281
2020-05-11,114.44275665283203
2020-05-12,114.02959442138672
2020-05-13,113.51310729980469
2020-05-14,112.79003143310547
2020-05-15,112.23052215576172
2020-05-18,113.85741424560547
2020-05-19,112.68672943115234
2020-05-20,112.95358276367188
2020-05-21,110.86070251464844
2020-05-22,112.79166412353516
2020-05-26,111.06851196289062
2020-05-27,115.20752716064453
2020-05-28,117.74459075927734
2020-05-29,117.48480987548828
2020-06-01,118.1342544555664
2020-06-02,118.78364562988281
2020-06-03,116.2206039428711
2020-06-04,115.53654479980469
2020-06-05,117.2770004272461
2020-06-08,117.47618103027344
2020-06-09,115.45862579345703
2020-06-10,117.173095703125
2020-06-11,111.77854919433594
2020-06-12,111.79586791992188
2020-06-15,112.67908477783203
2020-06-16,114.80052947998047
2020-06-17,114.54076385498047
2020-06-18,114.76591491699219
2020-06-19,112.09029388427734
2020-06-22,113.0514144897461
2020-06-23,112.78299713134766
2020-06-24,110.8174057006836
2020-06-25,111.4148941040039
2020-06-26,108.97306823730469
2020-06-29,110.49703979492188
2020-06-30,112.23748779296875
2020-07-01,112.67042541503906
2020-07-02,112.44529724121094
2020-07-06,112.09029388427734
2020-07-07,111.91710662841797
2020-07-08,111.28500366210938
2020-07-09,109.75235748291016
2020-07-10,110.61827087402344
2020-07-13,110.7308349609375
2020-07-14,114.12513732910156
2020-07-15,114.29833984375
2020-07-16,116.41976165771484
2020-07-17,118.10826110839844
2020-07-20,117.33761596679688
2020-07-21,118.896240234375
2020-07-22,119.89204406738281
2020-07-23,126.70661163330078
2020-07-24,126.14379119873047
2020-07-27,126.67198181152344
2020-07-28,126.18707275390625
2020-07-29,126.25634002685547
2020-07-30,125.80606079101562
2020-07-31,125.90997314453125
2020-08-03,125.5030288696289
2020-08-04,124.94886016845703
2020-08-05,123.19110107421875
2020-08-06,124.40330505371094
2020-08-07,124.61979675292969
2020-08-10,124.61979675292969
2020-08-11,123.39893341064453
2020-08-12,126.43817138671875
2020-08-13,126.9144515991211
2020-08-14,126.48146057128906
2020-08-17,128.43841552734375
2020-08-18,129.52940368652344
2020-08-19,127.94483184814453
2020-08-20,128.62744140625
2020-08-21,128.35751342773438
2020-08-24,129.58511352539062
2020-08-25,129.43710327148438
2020-08-26,129.8550262451172
2020-08-27,129.46319580078125
2020-08-28,129.8985595703125
2020-08-31,129.41099548339844
2020-09-01,129.21946716308594
2020-09-02,130.09010314941406
2020-09-03,129.16720581054688
2020-09-04,129.55027770996094
2020-09-08,126.69464874267578
2020-09-09,128.61001586914062
2020-09-10,126.37245178222656
2020-09-11,126.67723846435547
2020-09-14,125.80657196044922
2020-09-15,125.66727447509766
2020-09-16,124.66605377197266
2020-09-17,122.32405853271484
2020-09-18,120.94843292236328
2020-09-21,119.27682495117188
2020-09-22,119.65117645263672
2020-09-23,116.96090698242188
2020-09-24,119.85144805908203
2020-09-25,121.47080993652344
2020-09-28,122.24568176269531
2020-09-29,122.92479705810547
2020-09-30,124.79663848876953
2020-10-01,125.310302734375
2020-10-02,124.4309310913086
2020-10-05,125.17098999023438
2020-10-06,123.24691772460938
2020-10-07,124.85760498046875
2020-10-08,124.94461822509766
2020-10-09,126.79039001464844
2020-10-12,128.9234161376953
2020-10-13,129.59381103515625
2020-10-14,130.13360595703125
2020-10-15,130.960693359375
2020-10-16,130.525390625
2020-10-19,128.41844177246094
2020-10-20,127.87869262695312
2020-10-21,126.74687194824219
2020-10-22,126.62500762939453
2020-10-23,127.40851593017578
2020-10-26,125.54537963867188
2020-10-27,124.06529998779297
2020-10-28,120.3215560913086
2020-10-29,119.99942016601562
2020-10-30,119.67730712890625
2020-11-02,122.56781768798828
2020-11-03,124.25685119628906
2020-11-04,125.31901550292969
2020-11-05,125.89364624023438
2020-11-06,130.0726776123047
2020-11-09,130.3512725830078
2020-11-10,132.5626678466797
2020-11-11,133.78160095214844
2020-11-12,133.69448852539062
2020-11-13,134.0775909423828
2020-11-16,135.05271911621094
2020-11-17,133.14602661132812
2020-11-18,131.15225219726562
2020-11-19,130.77064514160156
2020-11-20,129.35263061523438
2020-11-23,128.5210723876953
2020-11-24,129.72901916503906
2020-11-25,129.6764678955078
2020-11-27,129.5889892578125
2020-11-30,129.4489288330078
2020-12-01,131.33082580566406
2020-12-02,130.63934326171875
2020-12-03,131.14697265625
2020-12-04,132.05734252929688
2020-12-07,131.05072021484375
2020-12-08,131.84727478027344
2020-12-09,133.1689453125
2020-12-10,131.03321838378906
2020-12-11,130.51678466796875
2020-12-14,130.54307556152344
2020-12-15,131.49713134765625
2020-12-16,131.5408935546875
2020-12-17,132.705078125
2020-12-18,132.06605529785156
2020-12-21,130.9982147216797
2020-12-22,130.0878448486328
2020-12-23,130.81439208984375
2020-12-24,131.2520294189453
2020-12-28,132.87135314941406
2020-12-29,132.5562744140625
2020-12-30,131.75973510742188
2020-12-31,133.33523559570312
2021-01-04,132.08358764648438
2021-01-05,131.93479919433594
2021-01-06,132.39871215820312
2021-01-07,132.31996154785156
2021-01-08,133.07261657714844
2021-01-11,131.39208984375
2021-01-12,130.7531280517578
2021-01-13,131.22573852539062
2021-01-14,129.03749084472656
2021-01-15,129.94786071777344
2021-01-19,130.20167541503906
2021-01-20,130.971923828125
2021-01-21,130.40298461914062
2021-01-22,129.7202911376953
2021-01-25,129.1337890625
2021-01-26,130.87567138671875
2021-01-27,127.96088409423828
2021-01-28,129.72901916503906
2021-01-29,127.30442810058594
2021-02-01,127.01556396484375
2021-02-02,128.77491760253906
2021-02-03,128.30230712890625
2021-02-04,128.8624725341797
2021-02-05,128.3197784423828
2021-02-08,130.70938110351562
2021-02-09,130.96319580078125
2021-02-10,131.2957763671875
2021-02-11,131.66346740722656
2021-02-12,132.5037384033203
2021-02-16,132.5037384033203
2021-02-17,132.42498779296875
2021-02-18,134.6284637451172
2021-02-19,130.9853057861328
2021-02-22,130.45733642578125
2021-02-23,130.21969604492188
2021-02-24,129.85897827148438
2021-02-25,129.85897827148438
2021-02-26,128.16932678222656
2021-03-01,127.7645263671875
2021-03-02,127.90535736083984
2021-03-03,127.04296875
2021-03-04,128.5565643310547
2021-03-05,132.33169555664062
2021-03-08,133.57244873046875
2021-03-09,132.4900665283203
2021-03-10,134.32923889160156
2021-03-11,133.66925048828125
2021-03-12,134.14443969726562
2021-03-15,134.9188232421875
2021-03-16,135.0684356689453
2021-03-17,136.00997924804688
2021-03-18,137.3387908935547
2021-03-19,136.13320922851562
2021-03-22,137.611572265625
2021-03-23,138.0867462158203
2021-03-24,138.3859405517578
2021-03-25,138.1923370361328
2021-03-26,140.1547393798828
2021-03-29,141.79148864746094
2021-03-30,139.79391479492188
2021-03-31,139.17794799804688
2021-04-01,139.70591735839844
2021-04-05,140.22512817382812
2021-04-06,141.4658966064453
2021-04-07,141.29872131347656
2021-04-08,140.89390563964844
2021-04-09,140.35714721679688
2021-04-12,140.44512939453125
2021-04-13,139.75872802734375
2021-04-14,139.20431518554688
2021-04-15,141.5890655517578
2021-04-16,141.6683349609375
2021-04-19,141.65948486328125
2021-04-20,142.72427368164062
2021-04-21,143.38426208496094
2021-04-22,142.76824951171875
2021-04-23,142.05548095703125
2021-04-26,139.9435272216797
